აღებაც	აღებ აც
განივ	განივ
ედოში	ედ ო ში
კლასი	კლას ი
საფრენი	სა ფრენ ი
არმიის	არმი ის
სამარხები	სა მარხ ები
მილიგრამი	მილი გრამ ი
დიაპაზონში	დიაპაზონ ში
ვიგების	ვიგ ების
კანტონების	კანტონ ების
ბატონიშვილები	ბატონიშვილ ები
ბიბლია	ბიბლი ა
ხელისუფალთა	ხელისუფალ თა
გადაუჭრელი	გადა უჭრ ელი
ანსამბლ	ანსამბლ
სიმკაცრის	სი მკაცრ ის
პანელები	პანელ ები
პილასტრია	პილასტრ ია
მეგობრობა	მეგობრ ობ ა
ფულზე	ფულ ზე
შემთხვევაში	შე მთხვევ აში
ზალცბურგის	ზალცბურგ ის
იკერებოდა	ი კერ ებო და
ტერმინატორი	ტერმინატორ ი
მონაცემთა	მო ნაცემ თა
თავდასხმით	თავდასხმ ით
გამოქვაბული	გამო ქვაბულ ი
თევზებით	თევზ ებ ით
მატერიალურად	მატერიალ ურ ად
სეთ	სეთ
სკოპიეს	სკოპი ეს
უილიამი	უილიამ ი
ბარაკ	ბარ აკ
ჰობიტის	ჰობიტ ის
უხილავ	უხილავ
შესართავთან	შე სართავ თან
სახეობებისთვის	სახეობ ების თვის
მიწით	მიწ ით
მარკესმა	მარკეს მა
შელის	შე ლ ის
არქაული	არქ ა ული
ვაშინგტონმა	ვა შინგტონ მა
ანტარქტიკული	ანტარქტიკ ული
სხვა	სხვ ა
გამოთქვა	გამო თქვ ა
განა	გან ა
ტერიტორიად	ტერიტორი ად
შესწევთ	შე სწევ თ
მიზიდულობა	მიზიდულობ ა
სექტორზე	სექტორ ზე
განსახლების	გან სახლ ების
გაბმული	გა ბმულ ი
ბეისბოლი	ბეისბოლი
ბუქარესტი	ბუქარესტ ი
ლოურენსი	ლოურენს ი
სვლის	სვლ ის
მოვლენას	მო ვლენ ას
ბავშვებთან	ბავშვ ებთან
მოქმედებდნენ	მოქმედ ებდნენ
სურვილებს	სურვილ ებს
ფიქტიური	ფიქტი ური
ალადინი	ა ლადინ ი
ორკესტრს	ორკესტრ ს
ქერჩის	ქერჩ ის
შურისძიება	შურისძი ება
ბოს	ბ ო ს
მსახიობი	მ სახიობ ი
პროპორციებით	პროპორცი ებ ით
ესპანელის	ესპანელ ის
ფარაონების	ფარაონ ების
განვითარება	განვითარებ ა
დაავიწყდა	და ავიწყდ ა
განწყობას	განწყობ ა ს
კლასიკოსთა	კლასიკოს თა
დაგეგმარებული	და გეგმარ ებ ული
ჩამოუვარდებოდა	ჩამო უვარდ ებო და
ბირთვი	ბირთვ ი
აი	აი
ევროთასებზე	ევრო თას ებზე
შესაბამისობაში	შესაბამის ობ აში
ნეილონის	ნეილ ონ ის
ხუნანის	ხუნ ან ის
გათვალისწინება	გა თვალისწინებ ა
განავითაროს	გა ნავითარ ო ს
გამართლდა	გა მართლ და
არსებობისა	არსებობ ის ა
მოსპეს	მოსპ ეს
ესპ	ეს პ
ინას	ინ ას
მიმართებით	მიმართ ებ ით
დაუსრულებია	და უ სრულ ები ა
ხერხების	ხერხ ების
ჯილდო	ჯილდო
ინფორმაციაზე	ინფორმაცი ა ზე
ცხვირში	ცხვირ ში
ზეახალი	ზეახალ ი
მემკვიდრეთა	მე მკვიდრე თა
ანტუანი	ანტუან ი
პროცესებთან	პროცეს ებთან
ქმედებით	ქმედებ ით
მუსიკისა	მუსიკ ის ა
მეტალურგიული	მე ტალურგი ული
ჩადგა	ჩა დგ ა
მოსამართლეს	მო სამართლ ეს
მაგალითით	მა გალით ით
კაცობრიობის	კაცობრიობ ის
ინტერნეტში	ინტერნეტ ში
კეთილი	კეთილ ი
გარსი	გარს ი
ბაღვაშთა	ბაღვაშ თა
აკლიმატიზაციის	ა კლიმატ იზაც ი ის
ბრაზილიაში	ბრაზილი აში
ჩაითვალოს	ჩა ითვალ ო ს
ხუთმა	ხუთ მა
ბიზანტიური	ბიზანტი ური
მუშაკად	მუშაკ ად
მცხოვრებლებს	მ ცხოვრებლებ ს
გაიმართა	გა იმართ ა
ემოქმედა	ე მოქმედ ა
ნავსადგურში	ნავ სადგურ ში
რაგბი	რაგბ ი
ნაწარმოებიდან	ნაწარმო ებ იდან
შეტყობინება	შე ტყობინებ ა
გაუპატიურებას	გა უ პატიურ ება ს
სახელიდან	სახელ იდან
გურიელს	გურიელ ს
ენებთან	ენ ებთან
საფასური	საფასურ ი
სიცილით	სიცილი თ
ტრუხილიოს	ტრუხილი ო ს
კაცისა	კაც ის ა
ბონდს	ბონდ ს
ზაქათის	ზაქათ ის
დანაკარგები	და ნა კარგ ები
არაპოპულარული	არა პოპულარულ ი
ბენდი	ბენდ ი
დადგენას	დადგენ ას
მონრო	მონრო
შეუწირავს	შე უ წირ ავ ს
კონფერენციის	კონფერენც ი ის
ქალაქებსა	ქალაქ ებს ა
იდენტიფიკაცია	იდენტიფიკაცი ა
საპიენსი	სა პიენს ი
დიდძალ	დიდძალ
დაცვისთვის	დაცვ ის თვის
გადაწყვეტა	გადაწყვეტ ა
კვადრატიდან	კვადრატ იდან
ლევირატის	ლევირატ ის
ეთქვათ	ეთქვ ათ
სვლით	სვლ ით
სტილის	სტილ ის
მასწავლებელთან	მა სწავლებელ თან
ლავრენტი	ლავრენტ ი
ცეცხლსასროლ	ცეცხლ სა სროლ
თითქოს	თითქოს
სათავადო	სა თავად ო
კვალიფიცირებული	კვალიფიც ირებ ული
შესრულებას	შესრულ ება ს
ტაიგის	ტაიგ ის
საფუძველზე	სა ფუძველ ზე
აშენებით	აშენ ებ ით
დედოფლად	დედოფლ ად
ბიპედალიზმის	ბიპედალ იზმ ის
საქართველოშია	საქართველო ში ა
ჰელენა	ჰელენ ა
ანგმარის	ანგმარ ის
იზრდება	იზრდ ება
იმუნიტეტი	იმუნიტეტ ი
ჰესიოდეს	ჰეს ი ოდეს
გადაარქვა	გადა არქვ ა
ემშვიდობება	ე მშვიდობ ება
ძია	ძი ა
ლონდონის	ლონდონ ის
სწრაფადმზარდი	სწრაფ ად მზარდ ი
ნაწარმის	ნაწარმ ის
დასრულდა	დასრულ და
სევანის	სე ვან ის
მარშრუტზე	მარშრუტ ზე
აფინანსებდა	ა ფინანს ებდა
სამტრედია	სა მტრედი ა
სწრაფვას	სწრაფვ ას
დარბიან	დარბ იან
ბურუნდის	ბურუნდ ის
ბიოლოგიურ	ბიოლოგი ურ
დრომდე	დრომდე
კარნავალი	კარნავალ ი
ფეხის	ფეხ ის
ავღანეთში	ავღანეთ შ ი
მსოფლმხედველობას	მსოფლ მხედველობ ას
ჩუქურთმები	ჩუქურთმ ები
ინფიცირება	ინფიცირებ ა
ათენელებს	ათენელ ებს
ელფები	ელფ ები
ტრუმენის	ტრუმენ ის
მათგანის	მათგან ის
სამანტა	სა მანტ ა
რადიოსადგურები	რადიო სადგურ ები
მნიშვნელობები	მნიშვნელობ ები
საშვილოსნოს	სა შვილოსნ ო ს
ისმის	ისმ ის
ბი	ბი
გამოვლენის	გამო ვლენ ის
კახთა	კახ თა
მელაპარაკე	მე ლაპარაკ ე
იავის	იავ ის
ხორნაბუჯი	ხორნაბუჯ ი
აბელ	აბ ელ
საქმიანობაში	საქმიანობ აში
შენადნობების	შენადნობ ების
მამაკაცებში	მამაკაც ებ ში
ხარისხით	ხარისხ ით
კვალი	კვალ ი
თიხით	თიხ ით
საქართველოსა	საქართველო სა
ჩამებარებინა	ჩამებარ ები ნა
აწერს	აწერ ს
გვარში	გვარ ში
დაღწევის	და ღწევ ის
სენატორთა	სენატორ თა
დაინტერესდა	და ინტერეს და
საგანში	სა გან ში
ყურე	ყურ ე
ამიერ	ამ იერ
გამეფებამდე	გამეფებ ამდე
ისგან	ის გან
პრემიების	პრემი ების
დაქირავებულ	და ქირავებ ულ
მონაცემის	მო ნაცემ ის
მართვად	მართვ ად
ნაშთი	ნაშთ ი
ნახავ	ნახავ
გამხდარიყვნენ	გა მხდარ ი ყვნენ
ცვლილებებით	ცვლილებ ებ ით
მათსა	მათ სა
ჩაუვარდათ	ჩაუვარ დათ
დეკორატიულობის	დეკორატიულ ობ ის
ავითარებდა	ა ვითარებ და
გარემოში	გარემო ში
მოსამართლეების	მო სამართლ ე ების
ემხრობოდა	ემხრობ ო და
იყიდება	იყიდ ება
აღნიშნვა	აღნიშნ ვა
ბიძასთან	ბიძ ას თან
წარუშლელ	წარუშლელ
გამანადგურებელი	გა მა ნადგურ ებელ ი
ქართულმა	ქართულ მა
ამხანაგი	ამხანაგ ი
ბარტი	ბარტ ი
ძვლისაგან	ძვლ ის ა გან
მწერების	მწერ ების
მაროკოსა	მაროკ ოს ა
მოხმარდა	მოხმარ და
გაემგზავრა	გა ემგზავრ ა
ჰიმნთან	ჰიმნ თან
ლეკიანობის	ლეკ იანობ ის
ღრმაა	ღრმ ა ა
ჭანტურია	ჭანტურ ია
ინსტიტუტები	ინსტიტუტ ები
ძებნისას	ძებნ ის ა ს
ჰომეროსი	ჰომეროს ი
ავიდნენ	ა ვ ი დნენ
გამოაქვს	გამო აქვ ს
ჩაითვალა	ჩა ითვალ ა
დამახსოვრების	და მახსოვრ ების
ზოგიერთში	ზოგიერთ ში
ეკლესიისგან	ეკლესი ის გან
თავგადასავლების	თავგადასავლ ების
ინვენტარი	ინვენტარ ი
კაკლის	კაკ ლ ის
გააკეთა	გა აკეთ ა
სამუშაოებზე	სა მუშაო ებზე
უცნაურია	უცნაურ ია
ფსევდონიმს	ფსევდონიმ ს
გამტარი	გამტარ ი
გზათა	გზა თა
ძლივს	ძლივ ს
კონსულობის	კონსულ ობ ის
თხა	თხ ა
კურნავდა	კურნ ავ და
ლიახვის	ლიახვის
რიტორიკა	რიტორიკ ა
ვაკანსიაზე	ვაკანსი ა ზე
სეზონურად	სეზონ ურ ად
შარი	შარ ი
საქმიანობასაც	საქმიანობ ა საც
სადგომის	სადგომ ის
სატაძრო	სა ტაძრ ო
საგალობლები	სა გალობლ ები
დედაქალაქად	დედაქალაქ ად
ჰოლანდია	ჰოლანდი ა
მიშლის	მი შლ ის
ვამპირი	ვამპირ ი
ფარმაცევტული	ფარმაცევტ ული
ჭიანჭველასებრთა	ჭიანჭველ ას ებრთა
გაუცხოების	გა უცხო ების
შუაღამის	შუაღამ ის
სალი	სა ლ ი
სიმღერასთან	სიმღერ ას თან
ყველის	ყველ ის
შანსები	შანს ები
ჩააგდო	ჩააგდ ო
ლიგაში	ლიგ აში
გვარებს	გვარ ებს
ლივერპულის	ლივერპულ ის
მესია	მესი ა
ენიას	ენ ია ს
მწერთა	მწერ თა
ჩაატარებდა	ჩაატარ ებდა
მოცულ	მო ც ულ
სცენ	სცენ
გვეუბნება	გვე უბნ ება
სიმძლავრის	სი მძლავრ ის
ფუძეა	ფუძე ა
ბოლიდი	ბოლ იდი
ელისაბედის	ელისაბედ ის
ონტარიოს	ონტარი ო ს
შერეული	შერეულ ი
კოლეგების	კოლეგ ების
პოლიგამია	პოლი გამ ია
მთიანეთის	მთიანეთ ის
არქეოლოგიის	არქეოლოგი ის
ასი	ას ი
მეჩხერ	მეჩხერ
კვლევის	კვლევ ის
ტბად	ტბ ად
სისხლისღვრა	სისხლის ღვრ ა
გზების	გზ ების
ხელშეკრულების	ხელშეკრულებ ის
აპრილისთვის	აპრილ ის თვის
სტეფანომ	სტეფან ომ
გეოლოგიაში	გეოლოგი აში
საქალაქო	სა ქალაქ ო
დაატყდა	და ა ტყ და
დაკრძალა	დაკრძალ ა
ქვებისა	ქვ ების ა
კურაპალატს	კურაპალატ ს
სამზადისი	სა მზადის ი
პატივმოყვარე	პატივმოყვარე
ცხენოსანი	ცხენოსან ი
ბუშტის	ბუშტ ის
სავაჭროდ	სა ვაჭრ ოდ
გამოვიდეს	გა მოვიდ ეს
ნევშატელის	ნევშატ ელის
თბილია	თბილ ია
შესწავლით	შესწავლ ით
არსებობით	არსებ ობ ით
ფერმებში	ფერმ ებ ში
ახმეტელის	ახმეტ ელის
ტრაპეციის	ტრაპეც ი ის
შარლი	შარლ ი
ხელმძღვანელიც	ხელმძღვანელ იც
მსახურები	მსახურებ ი
არცერთი	არცერთ ი
სცემს	სცემ ს
მოგვი	მო გვ ი
რამაც	რამ აც
სექსით	სექს ით
იდეალი	იდეალ ი
მიწათმფლობელი	მი წათმფლობელ ი
მიტროპოლიტმა	მი ტროპოლიტ მა
მოთამაშედ	მო თამაშ ედ
ივ	ივ
მუსლიმებმა	მუსლიმ ებ მა
პილოტები	პილოტ ები
სარტყლის	სა რტყლ ის
გატეხვის	გატეხ ვ ის
მკვლელობა	მკვლელობ ა
აღმზრდელ	ა ღმზრდელ
ჟღალი	ჟღ ალ ი
იმპერატორ	ი მპერატორ
გაეცნობა	გა ეცნობ ა
მარმარილოთი	მარმარილ ოთ ი
ემანსიპაციის	ე მანსიპ აცი ის
სიღრმე	სიღრმე
ვლაპარაკობთ	ვლაპარაკ ობთ
სვანურ	სვან ურ
კოორდინირება	კოორდინ ირებ ა
უარყოფდა	უარყოფ და
მომსახურებით	მო მსახურ ებ ით
მზარდია	მზარდ ია
ადამიანების	ადამიან ების
კუბაში	კუბ აში
მას	მა ს
მოყვარულს	მო ყვარულ ს
შენობასთან	შენობ ას თან
სწორკუთხა	სწორკუთხ ა
თარგმანს	თარგმან ს
ვინცხები	ვინცხ ები
დააწინაურა	და ა წინაურ ა
სტამბოლს	სტამბოლ ს
ანთროპოლოგების	ანთროპოლოგ ების
ჩამოუვარდება	ჩამო უვარდ ება
კეთილშობილ	კეთილშობილ
გაზრდას	გაზრდ ა ს
ანიჭებდნენ	ანიჭ ებდნენ
ათიათასობით	ათიათას ობ ით
პეისერსი	პეისერს ი
შემოჭრა	შემოჭრ ა
სამხრეთისაზე	სამხრეთ ისა ზე
ქულას	ქულ ას
ნაშრომია	ნაშრომ ია
ახლახან	ახლა ხან
ნააზრევი	ნააზრევ ი
მოთხოვნილებებს	მო თხოვნილებ ებს
საქმიანობას	საქმიანობ ას
კანიბალიზმის	კანიბალ იზმ ის
ნახევარფინალამდე	ნახევარ ფინალ ამდე
დაფების	დაფ ების
დაურიგა	და ურიგ ა
თიხა	თიხ ა
არქონის	არქ ონ ის
არაქსის	არა ქსის
საჭიროებისამებრ	სა ჭიროებ ი სამებრ
ფრანკონიის	ფრანკ ო ნ ი ის
მაკდონალდი	მა კდონალდ ი
სიყვარულის	სი ყვარულ ის
ფორუმების	ფორუმ ების
სანდინისტების	სანდინისტ ების
ბუდისტი	ბუდისტ ი
გადაცემაში	გადაცემ აში
არამდგრადი	არა მდგრად ი
მორისეტმა	მო რისეტ მა
ტიბერიუს	ტიბერიუს
გადანაწილებულია	გადა ნაწილ ებულ ია
სქესობრივი	სქეს ობრივი
გაუფრთხილდი	გა უ ფრთხილ დი
ჰელვეციური	ჰელვეც ი ური
ინჟინერია	ინჟინერ ია
ღვთისგან	ღვთ ის გან
სტეპები	სტეპ ები
გამოგონებული	გამო გონებ ული
ჩასულ	ჩასულ
ამზადებდნენ	ამზად ებდნენ
კულიკი	კულიკ ი
გაერთიანებამ	გა ერთიანებ ამ
ასულს	ა სულ ს
მყინვარულ	მყინვარ ულ
მყინვარიდან	მყინვარ იდან
ტენიანობა	ტენიან ობ ა
ქონა	ქონ ა
ჩადის	ჩად ის
ახალგაზრდულ	ახალ გაზრდ ულ
მარლის	მარლ ის
გუნდისა	გუნდ ის ა
ერთობლიობაა	ერთობლიობ ა ა
იმედოვნებდნენ	იმედოვნ ებდნენ
სახეებია	სახე ები ა
ტრავმების	ტრავმ ების
შულცეს	შულც ეს
ტურნირმა	ტურნირ მა
მოჭრილი	მო ჭრილ ი
მეტროს	მეტრ ო ს
გართობის	გართობ ის
კატებს	კატ ებს
აღწერეს	აღწერ ეს
პირველობა	პირველობ ა
ჭამს	ჭამ ს
ხასიათისაა	ხასიათ ისა ა
ჩადიან	ჩა დიან
ეზრუნათ	ეზრუნ ათ
უოტსონის	უოტსონ ის
ჯეიმზი	ჯეიმზ ი
ვინი	ვინ ი
შედგენაზე	შედგენ ა ზე
გაბაშვილი	გა ბაშვილ ი
წელიდან	წელ იდან
რუსებთან	რუს ებთან
მოლასური	მო ლას ური
გეომორფოლოგიაში	გეომორფოლოგი აში
სტეპი	სტეპ ი
კარიბჭეს	კარიბჭე ს
მინერალებს	მინერალ ებს
ნედლეული	ნედლეულ ი
სისტემად	სისტემ ად
სნეფრუს	სნეფრუს
ატომებისაგან	ატომ ების ა გან
წყვილებს	წყვილ ებს
წყალმარჩხი	წყალმარჩხ ი
შეჰვედრა	შე ჰ ვედრ ა
ვერსიებში	ვერსი ებ ში
წყლისთვის	წყლ ის თვის
ოლდუვაის	ოლდუვა ის
ბოიბენდ	ბოი ბენდ
დაჭერილ	და ჭერ ილ
გვირილები	გვი რილ ები
მუხა	მუხ ა
ტექსტთან	ტექსტ თან
მარიონეტული	მარიონეტ ული
ფაუსტის	ფა უსტ ის
დემოკრატი	დემოკრატ ი
კრიპტოგრაფიული	კრიპტოგრაფ ი ული
შავმა	შავ მა
კაკაოს	კაკა ო ს
პროგრამაში	პროგრამ აში
იარდის	იარდ ის
კლასზე	კლას ზე
ჯიშები	ჯიშ ები
აღიქვამს	აღიქვამ ს
იგრძნობოდა	ი გრძნობ ო და
მგზავრობის	მგზავრ ობ ის
ჩამორჩენილ	ჩამო რჩენილ
მიახლოებითი	მიახლო ებ ით ი
ადმირალ	ადმირალ
ოსკარზე	ოსკარ ზე
ფილიპის	ფილიპ ის
აბსურდული	აბსურდ ული
რკინა	რკინ ა
მოწაფე	მოწაფე
ჰერალდიკური	ჰერალდიკ ური
პორშეს	პორშე ს
ხარაგაულში	ხარაგაულ ში
ვიყო	ვ იყო
აღმოაჩენენ	აღ მო აჩენ ენ
უცნაური	უცნაურ ი
ჭირის	ჭირ ის
სექტემბერში	სექტემბერ ში
დაამარცხოს	და ა მარცხ ო ს
სათავსებში	სათავს ებ ში
ნაპოლის	ნა პოლ ის
სასამართლოები	სა სამართლო ები
აწამეს	ა წამ ეს
ვარგასი	ვარგას ი
ბოტასები	ბოტ ას ები
სტატუსთან	სტატუს თან
ასკანის	ასკ ან ის
მოყვანილი	მო ყვანილ ი
შეთანხმდა	შეთანხმ და
სციპიონ	სციპიონ
საკომპოზიტორო	სა კომპოზიტორ ო
ორბიტას	ორბიტ ა ს
კერპს	კერპ ს
დაკვირვებებს	და კვირვებ ებს
თესალონიკის	თესალონიკ ის
გლუვი	გლუვ ი
თავისთავადი	თავისთავ ად ი
მგრძნობიარეა	მ გრძნობიარე ა
იაპონელები	იაპონელ ები
ტროას	ტრო ას
მდივანმა	მდივან მა
სახელმწიფოებმა	სა ხელმწიფო ებ მა
ნადირს	ნადირ ს
გაამკაცრა	გა ა მკაცრ ა
გააგდეს	გა აგდ ეს
მოძალადე	მო ძალად ე
დინამიკით	დინამიკ ით
ჯეი	ჯე ი
აღიწერება	აღ იწერ ება
ჩვენგან	ჩვენ გან
ქვეყნისათვის	ქვეყნ ისა თვის
საუკუნო	საუკუნ ო
მოთხოვნებს	მოთხოვნ ებს
საძინებელი	სა ძინებელ ი
ახლებურად	ახლებ ურ ად
ვლინდებოდა	ვლინდ ებო და
იუვე	იუვე
მუჰამედმა	მუჰამედ მა
შეჭამა	შე ჭამ ა
ქმნილებები	ქმნილ ებ ები
მხარედ	მხარე დ
ვნახე	ვნახ ე
ხარობდა	ხარ ობ და
ნასესხებია	ნასესხ ები ა
თანამედროვე	თანა მე დროვე
მცხოვრებლებმა	მ ცხოვრებლებ მა
აზერბაიჯანში	აზერბაიჯან ში
პილოტის	პილოტ ის
მხარდამჭერთა	მ ხარდამჭერ თა
თესალიის	თესალი ის
სარკმელია	სარკმელ ია
რეალიზაციის	რეალიზაცი ის
მინარევების	მი ნარევ ების
გაქრნენ	გა ქრ ნენ
კილომეტრითაა	კილომეტრ ით ა ა
რუკას	რუკ ას
კანონმა	კანონ მა
გააჩნდეს	გა ა ჩნდ ეს
ოტოკარ	ოტ ო კარ
როისის	რო ის ის
ქერქს	ქერქ ს
გროვის	გროვ ის
მებრძოლ	მებრძოლ
სპექტაკლები	სპექტაკლ ები
კლასს	კლას ს
განათების	განათ ების
რელიეფზე	რელიეფ ზე
გენერლის	გენერლ ის
უნიტარული	უნ იტარ ული
კოშკს	კოშკ ს
ჩირაღდანი	ჩირაღდ ანი
გადასახლებულთა	გადა სახლებულ თა
დეივისის	დეივის ის
ყიდულობდნენ	ყიდულობ დნენ
ჩამოსულმა	ჩამო სულ მა
ცნების	ცნებ ის
თომა	თომა
ანატორის	ანატორ ის
მომრგვალებულია	მო მრგვალ ებულ ია
ტოტოს	ტოტ ო ს
გაცოცხლებული	გა ცოცხლ ებ ული
მოიკლეს	მო იკლ ეს
ნახატზე	ნახატ ზე
ახლოა	ახლო ა
ტექსტები	ტექსტ ები
ქცევის	ქცევ ის
შინაგან	შინაგან
დახრილი	და ხრილ ი
სამსახურშია	სამსახურ ში ა
აბრაამ	აბრაამ
გამოცემამ	გამო ცემ ამ
ეპისტოლეში	ეპისტოლე ში
ჯომ	ჯო მ
დაფიქსირებულა	და ფიქსირებულ ა
ტყიბულიდან	ტყიბულ იდან
სომხურმა	სომხურ მა
ღამეში	ღამე ში
შერჩევის	შერჩევ ის
ორივეს	ორივე ს
შობელძაღლმა	შობ ელ ძაღლ მა
რამზესის	რამზეს ის
ვაკე	ვაკე
აღებისას	აღ ები ს ა ს
რობერტო	რობერტ ო
კოპერნიკი	კოპერნიკ ი
შეხვდათ	შე ხვდ ათ
აჭიანურებდა	ა ჭიანურ ებდა
ამიშები	ამიშ ები
გვინეას	გვინე ას
შეეჯახა	შე ეჯახ ა
ეპარქიას	ეპარქი ა ს
ფესურა	ფესურ ა
იანვრისათვის	იანვრ ისა თვის
ასურეთის	ასურეთ ის
იხატება	იხატ ება
მამაცობისა	მამაცობ ის ა
პაპუნა	პაპ უნა
მერჩულეს	მერჩულ ეს
მოპარულ	მო პარ ულ
ზიარება	ზიარ ება
ნახაზები	ნახაზ ები
მედუზა	მედუზ ა
რედაქტირების	რედაქტირებ ის
ბრიანსკის	ბრიანსკ ის
სესიის	სესი ის
ებრაელის	ებრაელ ის
ტახტს	ტახტ ს
მარტივია	მარტივ ი ა
მინტაკა	მინტაკ ა
სრულ	სრულ
ქუშის	ქუშ ის
ტირაჟით	ტირაჟ ით
გაღიზიანებას	გა ღიზიანებ ას
შუამდგომლობით	შუამდგომლობ ით
თანადროულია	თანადრო ული ა
ექსპრესია	ექსპრესი ა
თანხას	თანხ ას
ანდის	ანდ ის
თაგვები	თაგვ ები
ქვეყნებიდან	ქვეყნ ებ იდან
კალათბურთში	კალათბურთ ში
სალმა	სა ლ მა
დროშას	დროშ ას
კვებაში	კვებ აში
სამშობლოდ	სამშობლ ოდ
კეთილდღეობაზე	კეთილდღეობ ა ზე
გამოხდა	გამო ხდ ა
კონსორციუმის	კონსორც იუმ ის
ფუნდამენტალური	ფუნდამენტ ალ ური
ახ	ახ
ტრიუმფალური	ტრიუმფ ალ ური
შემადგენლობაშიც	შე მა დგენლობ აში ც
ყოფს	ყოფ ს
უბანზე	უბან ზე
მანქანით	მანქან ით
ფილმია	ფილმ ი ა
ნეგატიურ	ნეგატ ი ურ
მხიარულ	მხიარულ
გამონაკლისი	გამო ნაკლის ი
მობილურ	მობილურ
ორენოვანი	ორ ენოვან ი
სპორტში	სპორტ შ ი
კლდეებში	კლდე ებ ში
სწამდათ	სწამ დათ
გველგესლა	გველგესლ ა
გამოხატა	გა მოხატ ა
ნაპოლეონის	ნა პოლეონ ის
ჟურნალისტად	ჟურნალისტ ად
ფინალის	ფინალ ის
შენგენის	შენგენ ის
რეფორმას	რეფორმ ას
თავშესაფარში	თავ შე საფარ ში
მანტიიდან	მანტი იდან
კავშირიდან	კავშირ იდან
დაოჯახებულია	და ოჯახ ებულ ია
თვითმფრინავი	თვითმფრინავ ი
კაბელის	კაბელ ის
მარილიანობა	მარილ იანობა
გადაასვენეს	გადა ასვენ ეს
ცნეს	ცნ ეს
ამერიკისა	ამერიკ ის ა
ქვრივმა	ქვრივ მა
თანამდებობას	თანამდებობ ას
დამფუძნებელმა	დამფუძნებ ელ მა
კათოლიკური	კათოლიკ ური
წამებული	წამ ებ ული
მარშალის	მარშალ ის
მოთხოვნით	მოთხოვნ ით
მოჰყვა	მო ჰყვ ა
საკვებ	სა კვებ
გალუას	გა ლუ ას
სხვდასხვა	სხვ და სხვა
ავტორთა	ავტორ თა
რეზერფორდმა	რეზერფორდ მა
ქვაა	ქვ ა ა
მიწათმოქმედების	მი წათმოქმედ ების
ნივთიერებები	ნივთიერებ ები
თანმიმდევრობით	თანმიმდევრ ობ ით
ცინის	ცინ ის
ირემი	ირემ ი
ქინქლაძემ	ქინქლაძ ემ
ბიოსფერულ	ბიოსფერულ
სანაპიროებზე	სა ნაპირო ებზე
კუპერი	კუპერ ი
ენათესავება	ე ნათესავ ება
შეუძლებლად	შე უძლ ებლ ად
რომლებსაც	რომლებ საც
რაზმმა	რაზმ მა
ათასწლეულიდან	ა თასწლეულ იდან
ჯიშებს	ჯიშ ებს
მესხი	მესხ ი
მზიური	მზ ი ური
დაგეგმვის	და გეგმვ ის
იესუ	იეს უ
მიზნად	მიზნ ად
მოხსენიებულ	მოხსენიებ ულ
რობაქიძის	რობაქიძ ის
შეექმნა	შე ექმნ ა
ჩილემ	ჩილ ემ
უპირატესობას	უპირატესობ ას
შენარჩუნებულ	შე ნარჩუნ ებულ
მამლუქები	მამლუქ ები
ჰორიზონტალურად	ჰორიზონტალურ ად
ალტერნატიულ	ალტერნატ ი ულ
ელჩის	ელჩ ის
გენერალურმა	გენერალ ურმ ა
მიმზიდველ	მი მზიდველ
შემეცნება	შემეცნ ება
პირველსა	პირველ ს ა
თარგმნეს	თარგმნ ეს
ახმოვანებდა	ა ხმოვან ებდა
მონაწილეობის	მო ნა წილეობ ის
დაანგრია	და ანგრი ა
ლიმანი	ლიმ ანი
შეჩერებული	შეჩერ ებ ული
ითვალისწინებს	ითვალისწინ ებს
დებიუტის	დებიუტ ის
სოფიას	სოფი ას
კვადრებით	კვადრ ებ ით
ვაჭრობისათვის	ვაჭრობ ისა თვის
გამოყენებისა	გამო ყენებ ისა
წინაისტორია	წინაისტორი ა
გადააქციეს	გადა აქცი ეს
ორდენითა	ორდენ ით ა
გარდასულ	გარდ ა სულ
მიმოხილვები	მი მოხილვ ები
სფეროშიც	სფერო ში ც
ჰასან	ჰასან
აფეთქება	აფეთქ ება
მწკრივი	მწკრივ ი
მეურვე	მეურვე
არტ	არტ
პართიის	პართი ის
ბრიტანეთს	ბრიტანეთ ს
დუქნები	დუქნ ები
კესარიელის	კესარი ელის
იმპრესიონიზმის	იმპრესიონ იზმ ის
იძენდა	იძენ და
ვატერლოოს	ვა ტერლო ო ს
გაყოლებაზე	გა ყოლ ება ზე
სოფლისგან	სოფლ ის გან
დამარცხდა	და მარცხ და
ვიტელსბახების	ვიტელსბახ ების
მზადება	მზადებ ა
ვარაუდობდნენ	ვარაუდ ობდნენ
სანდო	სანდ ო
ნახევარწრიულ	ნახევარ წრიულ
შენადნობებში	შენადნობ ებ ში
ვერცხლისფერი	ვერცხლ ის ფერ ი
იზიდავდა	იზიდ ავ და
თვითმკვლელობით	თვითმკვლელობ ით
კონსტანტინეპოლში	კონსტანტინეპოლ ში
გახადეს	გახად ეს
სასურველი	სა სურველ ი
ფარები	ფარ ები
სტუდენტის	სტუდენტ ის
ლამბიკის	ლამბიკ ის
ჩილელი	ჩილ ელი
ორიგინალ	ორიგინალ
დებთან	დ ებთან
მღვდელმთავრები	მღვდელმთავრ ები
ქსოვილებს	ქსოვილ ებს
მაყურებელი	მ აყურებელ ი
ანძის	ანძ ის
