აღებაც	აღებ აც
ბიზანტიაში	ბიზანტი აში
ამსხვრევს	ა მსხვრევ ს
ბრძანებს	ბრძანებ ს
პროექტის	პროექტ ის
ენეასმა	ენეას მა
ევროპელი	ევროპელ ი
კალათებს	კალათ ებს
წესსა	წეს სა
სპექტრის	სპექტრ ის
მიჯნის	მიჯნ ის
შეფასებული	შე ფასებ ული
თვლიან	თვლ იან
ნარკვევები	ნა რკვევ ები
ელექტრონი	ელექტრონ ი
მილანში	მილან ში
არქეოლოგის	არქეოლოგ ის
ტემპერატურისა	ტემპერატურ ისა
მორფემა	მორფემ ა
სუსა	სუს ა
მილიარდამდე	მილიარდ ამდე
მეურნეობის	მეურნეობ ის
დაკვირვებების	და კვირვებ ების
დიქტატორ	დიქტატორ
სახსრებს	სახსრ ებს
დაბლობები	დაბლობ ები
გაბატონებით	გა ბატონ ებით
მოხმარებისთვის	მო ხმარებ ისთვის
აღმოჩენამდე	აღმოჩენ ამდე
ტაძრებთან	ტაძრ ებთან
ნეიტრალიტეტის	ნეიტრალიტეტ ის
განცდით	განცდ ით
პეი	პე ი
არასდროს	არა სდროს
ქსავიე	ქსავიე
ენერგიად	ენერგი ად
ნაწილებს	ნაწილებ ს
ჩაჭრა	ჩაჭრ ა
სამომავლოდ	სა მომავლ ოდ
ყოლბაია	ყოლბაი ა
ჰელმუტ	ჰელმ უტ
ესპანეთი	ესპანეთ ი
ამოსვლის	ა მოსვლ ის
გალიის	გა ლი ის
ლირიკული	ლირიკ ული
ლეიკოციტების	ლეიკ ოციტებ ის
ნიკოლაი	ნიკოლ აი
შოპენის	შოპენ ის
ფორმაციების	ფორმაცი ების
წარმომადგენლის	წარმომადგენ ლის
გარიგებას	გა რიგებ ას
პირობებია	პირობებ ია
ოსტინდოეთის	ოსტ ინდოეთ ის
სუმატრის	სუმ ატრ ის
ოჰაიოს	ოჰაიო ს
ჩაენაცვლა	ჩაენაცვლ ა
რჩებოდნენ	რჩებოდნენ
მკვდარი	მ კვდარ ი
ფართობიც	ფართობ იც
მეორის	მეორ ის
ადის	ად ის
ბაიერნმა	ბაიერნ მა
პირისპირ	პირ ისპირ
ძეები	ძე ები
ინგლისურს	ინგლისურ ს
საფაშოში	საფაშო ში
ბერგის	ბერგ ის
ტექსტის	ტექსტ ის
შეცვლა	შე ცვლ ა
კიოპენის	კიოპენ ის
მაღაროებში	მაღარო ებში
პროფესორად	პროფესორ ად
ატლანტიკის	ატლანტიკ ის
ცხვირის	ცხვირ ის
ფორმებია	ფორმებ ია
ლათ	ლ ათ
ვულკანოგენური	ვულკან ოგენ ური
მღვდელმთავარს	მღვდელმთავარ ს
ქართულსა	ქართულ სა
დამცველ	და მცველ
დაამთავრეს	და ამთავრ ეს
რონის	რონ ის
საქართველოსათვის	საქართველო სათვის
ცხოვრებანი	ცხოვრებ ანი
კუბელი	კუბ ელი
ბუმბული	ბუმბულ ი
ბულგარეთი	ბულგარეთ ი
მიიღწევა	მი ი ღწევ ა
ადმინისტრატორის	ადმინისტრატორ ის
აშენდა	ა შენდ ა
მალები	მალ ები
მარცვლების	მარცვლ ების
ამერიკულმა	ამერიკ ულმა
მიქაელის	მიქაელ ის
ღირსად	ღირს ად
ყვავილით	ყვავილ ით
განსასაზღვრად	განსა საზღვრ ად
ბატისტას	ბატისტ ას
ტატუს	ტატუ ს
დაურეკავს	და ურეკ ავს
კლერკად	კლერკ ად
პოლიტიკურად	პოლიტიკ ურად
სოციოლოგიის	სოციოლოგი ის
ახალგაზრდათა	ა ხალგაზრდ ათა
კრებულით	კრებულ ით
სხვისთვის	სხვ ისთვის
მოწოდებულია	მოწოდებ ულია
ნარკოტიკების	ნა რკოტიკ ების
ადამიანებისთვის	ადამიანებ ისთვის
იმართებოდა	იმართ ებოდა
ახლაც	ახლ აც
ტემპერამენტი	ტემპერამენტ ი
საბაზო	სა ბაზ ო
აქილევსის	ა ქილევს ის
მეტალთა	მეტალ თა
დისკო	დისკ ო
შემოტევების	შე მოტევ ების
გააქტიურება	გა აქტიურ ება
კოპერი	კ ოპერ ი
მაღრიბის	მაღრიბ ის
ასოცირების	ასოცირებ ის
დამასკელის	დამასკ ელის
მოსწავლეების	მოსწავლე ების
ბარში	ბარ ში
ავაზა	ა ვაზ ა
საბჭომ	საბჭო მ
კაპიტოლიუმის	კაპიტოლიუმ ის
აუზი	აუზ ი
იუდეველები	იუდეველ ები
ფლობის	ფლობ ის
კონვენცია	კონვენცი ა
ბულეტსმა	ბულეტს მა
ნახტომის	ნახტომ ის
მუშავდებოდა	მუშავ დებოდა
ნათელი	ნათელ ი
პანსიონში	პან სიონ ში
შვეიცარიული	შვეიცარი ული
თვითონვე	თვითონ ვე
ექსპორტი	ექსპორტ ი
ნილს	ნილ ს
გაიზარდოს	გა იზარდ ოს
აყვანა	ა ყვან ა
გოტიკური	გოტიკურ ი
მიხვდებოდი	მი ხვდებ ოდი
მუსიკოსია	მუსიკოს ია
კავშირისგან	კავშირ ისგან
პოსტკლასიკური	პოსტ კლასიკ ური
სიდიდის	სიდიდ ის
დავითის	დავით ის
გამონაზარდი	გამო ნაზარდ ი
ძუსის	ძუს ის
ტკივილი	ტკივილ ი
სიხარულს	სიხარულ ს
მოთხრობა	მოთხრობ ა
წევრზე	წევრ ზე
ღვთისმშობლისა	ღვთისმშობლ ისა
ზეითუნის	ზე ით უნ ის
შენადნობის	შე ნადნობ ის
სარწმუნო	სარწმუნო
დისკიანი	დისკ იანი
ნაბიჯი	ნა ბიჯ ი
ვალპარაისოს	ვალ პარაისოს
მიიღება	მი იღებ ა
ხაშური	ხაშურ ი
ლიბანელი	ლიბან ელი
სეისმური	სეისმ ური
პლანტაციების	პლანტაცი ების
ოაზისების	ოაზის ების
კრებითი	კრებ ითი
განმარტებით	განმარტებ ით
დამარილებულს	დამარილებულ ს
აიოვის	ა ი ოვ ის
ხელმძღვანელ	ხელმძღვანელ
სწერდა	სწერ და
ჰოლივუდში	ჰოლივუდ ში
ფრაქციების	ფრაქცი ების
ღირებულებით	ღირებულებ ით
არასასიამოვნო	არასა სიამოვნ ო
დერივაციული	დერივაცი ული
გროზნოს	გრო ზნოს
მხარეთა	მხარე თა
სეზამის	სეზამ ის
ქონების	ქონებ ის
შეაფასეს	შე აფას ეს
სისხლძარღვთა	სისხლძარღვ თა
უოლკერი	უოლკერ ი
წვეთების	წვეთ ების
ოქტავიას	ოქტავი ას
ღვიძლის	ღვიძლ ის
შვილიშვილს	შვილიშვილ ს
განსაზღვრავს	გა ნსაზღვრ ავს
ჯილდოები	ჯილდო ები
შორისაც	შორ ის აც
ნააზრევის	ნა აზრევ ის
სიცოცხლეშივე	სიცოცხლ ეშივე
მაყურებელთა	მა ყურებელ თა
შეხედა	შე ხე და
ლალი	ლალ ი
ედგნენ	ე დგ ნენ
გავაიგივოთ	გა ვა იგივოთ
რგოლების	რგოლ ების
ციკლოპის	ციკლოპ ის
ენასთან	ენ ასთან
პასაუს	პას ა უს
ჩერნიგოვის	ჩერ ნიგოვის
ალყიდან	ალყ იდან
ლაშქრით	ლაშქრ ით
პირსის	პირს ის
მარინეს	მარინ ეს
შეჭრილი	შე ჭრილ ი
მინისტრებს	მინისტრ ებს
პროცესების	პროცესებ ის
პროტესტანტთა	პროტესტანტ თა
უცხოეთში	უცხოეთ ში
ძვლებისა	ძვლებ ისა
ანგელოზის	ანგელოზ ის
გაუვალი	გა უვალ ი
რატი	რატ ი
ნაკადს	ნაკად ს
ორმოცდათექვსმეტი	ორმოც და თექვსმეტ ი
რიცხვის	რიცხვ ის
პარკთან	პარკ თან
იოველ	იო ველ
სააბატო	სა აბატო
შეღწევის	შე ღწევ ის
კინგმა	კინგ მა
ეცადა	ეცად ა
იქნებიან	იქნებ იან
უმეტესობას	უმეტესობ ას
ეგზემპლიარის	ე გზემპლიარ ის
საყრდენს	სა ყრდენ ს
დაეხმარნენ	და ეხმარ ნენ
გამოვიყენოთ	გამო ვ იყენ ოთ
ჩაუყარა	ჩაუყარ ა
კასტინგი	კასტინგ ი
მოგზაურობდა	მო გზაურობ და
მოწონება	მო წონ ება
პოზიციებიდან	პოზიციებ იდან
ნიშანდობლივია	ნიშანდობლივ ი ა
იხდიდა	იხდი და
ჯვაროსნული	ჯვაროსნ ული
დრამერმა	დრამერ მა
შემსრულებლის	შე მსრულებლ ის
იდლიბის	იდლიბ ის
დამადასტურებელ	და მა დასტურ ებელ
შემჩნევა	შე მჩნევ ა
იგდო	იგდ ო
მწვერვალების	მწვერვალ ების
კირილ	კირილ
ორგანოებზე	ორგანოებ ზე
ისტორია	ისტორი ა
გააუმჯობესა	გა აუმჯობეს ა
გარეთაა	გარეთ ა ა
ფერხული	ფერხ ული
სყიდვის	სყიდვ ის
რეკორდსმენი	რეკორდ სმენი
უპირობოდ	უ პირობ ოდ
ჩეხოსლოვაკიაში	ჩეხოსლოვაკ ი აში
ინთებოდა	ინ თებოდა
ესპანურ	ესპანურ
უყურადღებოდ	უ ყურადღებ ოდ
პედაგოგები	პედაგოგ ები
ამბოხის	ამბოხ ის
ოქროპირის	ოქროპირ ის
პროვოცირება	პრო ვოცირება
ენაა	ენა ა
ტბის	ტბ ის
შევარდნაძე	შე ვარდნაძ ე
თხილი	თხილ ი
ასაკით	ასაკ ით
ჩაფიქრებული	ჩა ფიქრებული
კვალის	კვალ ის
საგან	სა გან
კრიტიკოსის	კრიტიკოს ის
გუთნის	გუთ ნის
ადამიანებზე	ადამიანებ ზე
სვანეთში	სვანეთ ში
გათხრილი	გა თხრილ ი
მიკროტალღოვანი	მიკროტალღ ოვანი
ნაკრებშიც	ნაკრებ შიც
მილენიუმის	მი ლენიუმ ის
უილიამსის	უილიამ ს ის
განუყოფელი	გა ნუყოფელ ი
სუპერბოროტმოქმედი	სუპერ ბოროტმოქმედ ი
ბერინგის	ბერინგ ის
დაეუფლნენ	და ეუფლ ნენ
ლეკები	ლეკ ები
მოესმა	მო ეს მა
დღეისთვის	დღე ისთვის
მოსახლეთა	მო სახლე თა
წესია	წეს ია
გაზების	გაზ ების
ანტივირუსული	ანტი ვირუს ული
მრგვალ	მრგვალ
მოსიყვარულე	მო სი ყვარულ ე
გადასვლისას	გადასვლ ისას
ტატუირება	ტატუირებ ა
სალოცავის	სა ლოცავ ის
სამართლიან	სამართლ იან
კონსერვატორებს	კონსერვატორ ებს
საქართველოზე	საქართველო ზე
ცელესტინ	ცელ ესტინ
ძვლისგან	ძვლ ისგან
გადაწყვეტას	გა და წყვეტ ას
მდგომარეობას	მ დგომარეობ ას
ლოზანის	ლოზან ის
წყალთან	წყალ თან
ხილვადობის	ხილვად ობის
ელემენტებს	ელემენტ ებს
გაუწევს	გა უწევ ს
ხალხისა	ხალხ ისა
უგანზომილებო	უ გა ნზომილებ ო
გამოყენება	გამო ყენებ ა
გასულიყვნენ	გა სულ იყვნენ
ტუმბოს	ტუმბო ს
კატინის	კატინ ის
დამკვირვებლები	და მკვირვებლ ები
წყლით	წყლ ით
ითვლებოდა	ი თვლ ებოდა
დოროთი	დოროთ ი
ლინის	ლინ ის
ოკლენდში	ოკლენდ ში
მოვედი	მო ვედ ი
პარფიუმერიასა	პარფიუმერ იასა
როდ	როდ
სალოცავი	სა ლოცავ ი
ტონალობაში	ტონალობ აში
მოსმენის	მოსმენ ის
ბიძები	ბიძ ები
ბრუნდებოდნენ	ბრუნდებ ოდნენ
დროში	დრო ში
მძიმეა	მძიმე ა
ნავთობს	ნავთობ ს
გაიუს	გა იუს
გიგა	გიგ ა
ჯოსერის	ჯო სერის
ოსმალეთისათვის	ოსმალეთ ისათვ ის
ღობე	ღობ ე
ქუდების	ქუდ ების
აზიასა	აზი ასა
ბორჯომის	ბორჯომ ის
მიღწეულ	მი ღწეულ
დაბლობის	დაბლობ ის
სიმტკიცე	სიმტკიც ე
ჰარლემში	ჰარლემ ში
ბრძოლამდე	ბრძოლ ამდე
კაზიმირ	კაზიმირ
შეშლა	შე შლ ა
სადი	სად ი
რეზიდენციაში	რეზიდენცი აში
მერჩულე	მერჩულ ე
საყიდლად	სა ყიდ ლად
ციურიხის	ციურიხ ის
ლიმაში	ლიმ აში
ხსნის	ხსნ ის
ბოკასა	ბოკას ა
გიგაბაიტიანი	გიგა ბაიტიანი
აერიდებინა	ა ერიდებ ინა
გამჭირვალე	გა მ ჭირ ვალე
თამარს	თამარ ს
დომინირებული	დომინირებ ული
ქმედებას	ქმედებ ას
კოლონიზაცია	კოლონიზაც ია
დელეგაციამ	დელეგაცი ამ
ბატისტა	ბატისტ ა
იოდი	იოდ ი
ესმერალდა	ესმერალდ ა
ლოდებით	ლოდ ებით
შაშხანა	შაშ ხან ა
გარდაიცვლება	გა რდაიცვლ ება
ბაქნის	ბაქნის
სისტემა	სისტემ ა
იკლო	იკლ ო
გაიზიარეს	გა იზიარ ეს
თვისებრივად	თვისებ რივად
თუშეთი	თუშეთ ი
ენქიდუს	ენქიდუ ს
არაყი	ა რაყ ი
მოიხსენება	მო იხსენ ება
კაპიტნის	კაპიტნ ის
კარგავს	კარგავ ს
გამდიდრება	გა მდიდრებ ა
ლენინური	ლენინ ური
ბოგოტაში	ბო გოტ აში
ქმედითი	ქმედ ითი
სტატუსიც	სტატუს იც
შვიდ	შვიდ
ხმები	ხმ ები
ხალხებიც	ხალხ ებიც
აღმოსავლეთ	აღმოსავლ ეთ
ვახტანგი	ვახტანგ ი
ინგლისური	ინგლისურ ი
რეპლიკაციის	რე პლიკაცი ის
ბაღდადი	ბაღდად ი
მოდელებში	მოდელ ებში
ფლოტმა	ფლოტ მა
გლოლა	გლოლ ა
პანელის	პანელ ის
ქალაქმა	ქალაქ მა
გუდაუთის	გუდაუთ ის
დანაშაულთან	დანაშაულ თან
მოუწოდებდნენ	მო უწოდებ დნენ
გამომწვევია	გამო მწვევ ია
პლატფორმა	პლატფორმ ა
ბარნი	ბარ ნი
კანდის	კანდ ის
კოლონიებად	კოლონი ებად
პროგრესული	პროგრეს ული
შეიერთა	შე იერთ ა
შენელებას	შე ნელებ ას
ვარსკვლავთწარმომქმნელი	ვარსკვლავთწარმო მქმნელ ი
ტრეკი	ტრეკ ი
სახეობასა	სახეობ ასა
შეხვედროდა	შეხვედრ ოდა
მომენატრა	მო მენატრ ა
მემცენარეობა	მე მცენარე ობა
ქადინ	ქა დინ
კოლონისტთა	კოლონისტ თა
აკოცე	აკოც ე
უბნიდან	უბნ იდან
პერსონაჟი	პერსონაჟ ი
საზენიტო	სა ზენიტ ო
შეძლებს	შეძლ ებს
გაზომვა	გა ზომვ ა
დაავადებად	და ავადებ ად
სიხარულის	სიხარულ ის
სოჭში	სოჭ ში
ვაჩნაძის	ვაჩნაძ ის
გრაცის	გრაცი ს
მთლიან	მთლიან
სათამაშოდ	სათამაშო დ
ბუგენვილის	ბუგენვილ ის
საქმიანი	საქმ იანი
შეიქმნენ	შეიქმნ ენ
შეგროვების	შე გროვებ ის
გარეჯის	გა რეჯ ის
ვულკანი	ვულკან ი
რეაქციები	რეაქცი ები
რევოლუციამდელი	რევოლუციამდელ ი
თემურიდების	თემურ იდ ების
ჭიჭინაძის	ჭიჭინაძ ის
მმართველი	მ მართვ ელი
პოლიბიოსი	პოლი ბიოსი
ეკონომიური	ეკონომი ური
დაფინანსებით	და ფინანსებ ით
უორიორსის	უ ორიორს ის
არეალები	არეალ ები
გეოგრაფიაში	გეოგრაფი აში
ბოლივია	ბოლივი ა
ვერაგულად	ვერაგულ ად
ყმაწვილი	ყმაწვილ ი
დამაარსებლად	და მა არსებლ ად
მონასტრისათვის	მონასტრ ისათვ ის
ჩამოაგდეს	ჩამოაგდ ეს
დაჯდომის	და ჯდომ ის
რუსი	რუს ი
რანგით	რანგ ით
საბაკალავრო	სა ბაკალავრ ო
ქმნიან	ქმნი ან
წარწერიანი	წარწერ იანი
გუბერნიების	გუბერნი ების
მეტიც	მეტ იც
დარიშხანი	და რიშხან ი
გრამატიკული	გრამატიკ ული
მკაცრი	მკაცრ ი
კრიშნას	კრიშნ ას
შევისწავლოთ	შე ვი სწავლოთ
დასამყარებლად	და სა მყარებ ლად
მაიამი	მაიამი
ნაივაშის	ნა ი ვაშ ის
კინგ	კინგ
სურვილი	სურვილ ი
მელიქი	მელიქ ი
ქრისტიანებმა	ქრისტიან ებმა
თევდორეს	თევდორ ეს
მოტეხილობის	მო ტეხილ ობის
წერილებში	წერილებ ში
მტკივნეული	მ ტკივნეულ ი
ბაზრებზე	ბაზრ ებზე
სავალი	სა ვალ ი
ციდან	ც იდან
ზბიგნევი	ზბიგნევ ი
ბუჩქების	ბუჩქ ების
ფეხბურთელმა	ფეხბურთელ მა
შევსებას	შე ვსებ ას
მიუზიკლი	მი უზიკლ ი
მადანს	მადან ს
მოსემ	მო სემ
კომიციის	კომიცი ის
განათლებასა	გა ნათლებ ასა
პართიელებს	პართიელ ებს
ქრისტეფორე	ქრისტეფორე
ებრაელია	ებრაელ ია
ლანდშაფტურ	ლანდშაფტ ურ
დოკუმენტში	დოკუმენტ ში
ტერიტორიასთან	ტერიტორი ასთან
ყარსის	ყარს ის
თვისებებზე	თვისებ ებზე
ჯგუფები	ჯგუფებ ი
თვითმფრინავის	თვითმფრინავ ის
აღიქვა	აღიქვ ა
ინგრედიენტების	ინგრედიენტ ების
ებრძოდნენ	ებრძოდ ნენ
აიძულეს	აიძულ ეს
ხელმძღვანელობენ	ხელმძღვანელობ ენ
პანაშვიდი	პანაშვიდ ი
დუეტში	დუეტ ში
მერიდიანის	მე რიდიან ის
გაფორმებულია	გა ფორმებ ულია
თარგმანის	თარგმან ის
პრეფექტი	პრეფექტ ი
ერექტუსს	ე რექტუს ს
ბიძაშვილ	ბიძაშვილ
მეპარება	მე პარ ება
ჩაწერაში	ჩაწერ აში
თუთია	თუთ ია
მინდვრები	მინდვრებ ი
გამოეხმაურა	გამო ეხმაურ ა
მოძღვრების	მოძღვრ ების
კრისტალურ	კრისტალ ურ
თოიძე	თოიძ ე
დოგმატური	დოგმ ატური
მოტივირებული	მოტივ ირებული
დაემტკიცებინა	და ემტკიცებინა
გამგებლები	გა მგებლ ები
სიტყვამ	სიტყვ ამ
რაციონში	რაციონ ში
მოგვცა	მოგვც ა
მცხოვრებ	მცხოვრებ
დღეებს	დღე ებს
გვხვდებოდა	გვხვდ ებოდა
შეკრებების	შეკრებ ების
სილამაზის	სი ლამაზ ის
შესარჩევ	შე სა რჩევ
ემანუელ	ე მანუელ
სასირეთის	სა სირ ეთის
იოანეს	იოანე ს
ბასტენმა	ბას ტენ მა
თელავში	თელავ ში
ფლეტჩერის	ფლეტჩერ ის
გენიოსის	გენიოს ის
შემოუნახავს	შე მო უ ნახავ ს
მიცემის	მი ცემ ის
დაფინანსებული	და ფინანსებ ული
პალმის	პალმ ის
უფლების	უფლებ ის
მანისის	მან ის ის
დღესასწაულია	დღესასწაულ ია
საშენ	სა შენ
ერთმაგი	ერთ მაგი
დააკავშირა	დააკავშირ ა
კომპიუტერთან	კომპიუტერ თან
მოთხრობები	მოთხრობ ები
ალექსს	ალექს ს
რამდენი	რამდენ ი
კონფისკაცია	კონფისკაც ია
ანარქიზმის	ანარქი ზმის
მჟღავნდება	მჟღავნ დება
შემზარავი	შე მ ზარ ავი
შერკინება	შე რკინებ ა
შუცშტაფელის	შუცშტაფელ ის
ფოებუსი	ფ ოებუსი
გამოაშკარავდა	გამო აშკარავ და
შუაში	შუა ში
მნათობი	მნათობ ი
სატელეფონო	სა ტელეფონ ო
უნგრულად	უნგრულ ად
შტურმი	შტურმ ი
ვალდებულნი	ვალდებულ ნი
არგუმენტები	არგუმენტ ები
აღნიშნულ	აღნიშნულ
დამსაქმებელი	და მ საქმებ ელი
ტიპისა	ტიპ ისა
დამყარებულ	და მყარებ ულ
პოეზიაზე	პოეზი აზე
დაუდგენელია	და უდგენ ელია
თარგმანი	თარგმან ი
პარიზი	პარიზ ი
ბარიერების	ბარიერ ების
პილის	პილ ის
ოკეანესთან	ოკეანე სთან
პროპორციული	პროპორცი ული
სურათებში	სურათ ებში
სააკაძეს	სა აკაძ ეს
მარშალ	მარშალ
რელიგიისადმი	რელიგი ისადმი
ფიგურით	ფიგურ ით
ზეგანის	ზეგან ის
დაღუპულების	და ღუპულ ების
რამის	რამ ის
ლიდერის	ლიდერ ის
გაეყვანა	გა ეყვან ა
თამასუქის	თამასუქ ის
ვაჟა	ვაჟ ა
ფრაქციას	ფრაქცი ას
ასობით	ას ობით
გეოგრაფიულმა	გეოგრაფიულ მა
ჩაგვრა	ჩაგვრ ა
ყიდდნენ	ყიდ დნენ
ჩასულმა	ჩასულ მა
დაახრჩო	და ახრჩ ო
ბასი	ბას ი
მიწებად	მიწებ ად
რადიუსი	რადიუს ი
ალპებს	ალპებ ს
ეჩვენა	ე ჩვენ ა
საქონელი	სა ქონელ ი
ზამთარში	ზამთარ ში
ანი	ან ი
ამბავმა	ამბავ მა
იყენებენ	იყენებ ენ
ბელინსგაუზენის	ბელინ სგაუზენის
ამბობენ	ამბობ ენ
ფეხებით	ფეხ ებით
საკვანძო	სა კვანძ ო
ინდოეთს	ინდოეთ ს
რადიოსადგურის	რადიოსადგურ ის
გამდიდრებულ	გა მდიდრებ ულ
დაკნინება	და კნინ ება
ნასოფლარის	ნა სოფლარ ის
ქრონიკას	ქრონიკ ას
ბახი	ბახ ი
ვაჭრის	ვაჭრ ის
ოქტავიუსი	ოქტავი უსი
მცენარეებისგან	მცენარეებ ისგან
უსმენენ	უსმენ ენ
ბალზაკი	ბალზაკ ი
ტკბილეულს	ტკბილ ეულს
ობიექტურ	ობიექტ ურ
კათოლიციზმი	კათოლიციზმ ი
მეუღლის	მე უღლ ის
მონგოს	მონგ ოს
ნავთობსა	ნავთობ სა
ციტადელი	ციტადელ ი
მიღწევებს	მი ღწევ ებს
ხაზგასმული	ხაზგასმ ული
ზონალურ	ზონ ალურ
ილინოისის	ილი ნოის ის
მენტუჰოტეპ	მენტუ ჰოტეპ
ამოიტანე	ა მო იტან ე
კოდორის	კოდორ ის
მროველის	მროველ ის
შენარჩუნდა	შე ნარჩუნ და
სარდაფი	სარდაფ ი
მოახერხებს	მო ახერხ ებს
ემხრობოდნენ	ემხრობ ოდნენ
ნაპრალების	ნა პრალ ების
თათარი	თათარ ი
კომნენოსი	კომნენოს ი
დიოკლეტიანემ	დიოკლეტიანე მ
ჩამოშორება	ჩამოშორ ება
ქუჩებში	ქუჩ ებში
სიძნელეებს	სი ძნელე ებს
ზეწოლამ	ზეწოლ ამ
არსებები	არსებ ები
შალვას	შალვ ას
სოლის	სოლ ის
მითში	მით ში
ფანჯარაში	ფანჯარ აში
მკვლელობის	მკვლელობ ის
რესპუბლიკების	რესპუბლიკ ების
ნემსის	ნემს ის
ლოზანაში	ლოზან აში
უწინდელი	უ წინდ ელი
დალი	და ლი
ნიტრირება	ნიტრირებ ა
ბრუკლინში	ბრუკლინ ში
ავარიაში	ავარი აში
მოდელით	მო დელ ით
სუსანა	სუს ანა
მიაწოდეს	მი აწოდ ეს
დორა	დორ ა
კოსტა	კოსტ ა
შანშე	შან შე
თქმას	თქმ ას
აზიურ	აზი ურ
მოუწევდა	მო უწევ და
ავტორიტეტის	ავტორიტეტ ის
ჩატარებულა	ჩატარებულ ა
თვალებს	თვალ ებს
ბუდის	ბუდ ის
მამაკაცია	მამაკაც ია
ზემოაღნიშნული	ზე მო აღნიშნულ ი
გაგებული	გაგებ ული
ჰიმლერმა	ჰიმლერ მა
მოიწონა	მო იწონ ა
ნეფრიტის	ნეფრიტ ის
შედეგად	შე დეგ ად
წარმოადგენენ	წარმოადგენ ენ
ომამდელ	ომამდელ
პოზიციებზე	პოზიცი ებზე
თავდაუზოგავი	თავდაუზოგავ ი
ზომას	ზომ ა ს
თავბრუდამხვევი	თავ ბრუდამხვევ ი
შეიცვალეს	შე იცვალ ეს
ვამპირის	ვამპირ ის
მექის	მექ ის
დედაქალაქებს	დედაქალაქ ებს
მოწოდებას	მო წოდებ ას
არასანდო	არა სანდ ო
იეროგლიფები	იეროგლიფ ები
გზაჯვარედინზე	გზაჯვარედინ ზე
ეშვების	ეშვ ების
ბრაზილიელებმა	ბრაზილიელ ებმა
წყებით	წყებ ით
ვისთვისაც	ვისთვის აც
შერჩევითი	შე რჩევ ით ი
მესიეს	მესი ეს
კლასებში	კლას ებში
კლდეს	კლდე ს
ანდა	ანდ ა
საერთო	საერთო
ჭაბუკიანი	ჭაბუკ იანი
გლობუსი	გლობუს ი
ვასილის	ვასილ ის
გალავანს	გა ლავან ს
პრეტენზიები	პრეტენზი ები
საკრავის	საკრავ ის
მოთხრობებისა	მოთხრობ ებისა
კონფერენციები	კონფერენცი ები
მამუკას	მამუკ ას
ლიანდაგის	ლიანდაგ ის
მოსავალს	მოსავალ ს
ემზადებოდა	ემზად ებოდა
გამოდგებოდა	გამო დგებოდ ა
დუმის	დუმ ის
არმიად	არმი ად
მოქმედებებს	მოქმედებ ებს
წევრებიდან	წევრებ იდან
წყაროა	წყარო ა
ნაკეთობის	ნა კეთობ ის
რიყის	რიყ ის
გუნდებს	გუნდ ებს
პროცესები	პროცეს ები
დიპლომი	დიპლომ ი
საუკუნისაა	საუკუნ ისაა
სსრკს	სსრკ ს
სახანოს	სახანო ს
გაიანის	გა იან ის
შემეცნებით	შემეცნ ებით
მეცნიერის	მეცნიერ ის
უთმობს	უთმობ ს
მდებარეობდა	მდებარეობ და
გიულენის	გიულენ ის
ანგარიშში	ანგარიშ ში
ერთგულ	ერთგულ
ინტერპრეტაციის	ი ნტერპრეტაცი ის
ტყეა	ტყე ა
სტატუსი	სტატუს ი
კონცენტრაციაზე	კონცენტრაცი აზე
ნათესაურ	ნათესა ურ
როდი	როდ ი
ფიცრული	ფიცრ ული
კონსტრუქციები	კონსტრუქცი ები
სამკაულს	სამკაულ ს
გაცივების	გა ცივ ების
მეციხოვნეები	მე ციხოვნე ები
ნაფენებით	ნა ფენებ ით
ჩამოყალიბებულია	ჩამოყალიბებ ულია
დემოტური	დემო ტური
მშრალი	მშრალ ი
ქრისტიანი	ქრისტიან ი
ადრიდანვე	ადრ იდანვე
გადასახლებულ	გადასახლ ებულ
მონას	მონ ას
დინასტია	დინასტი ა
გაითიშა	გა ითიშ ა
ამინომჟავა	ა მი ნომჟავ ა
ალკოჰოლის	ალკოჰოლ ის
პასუხი	პასუხ ი
შეეხო	შე ეხ ო
ბრჭყალებით	ბრჭყალებ ით
ნათელასთვის	ნათელ ასთვის
ჯანაშია	ჯანაშია
ბრტყელ	ბრტყელ
გამოსახულებებია	გამო სახულებ ები ა
ინტენსიური	ინტენსიურ ი
მითვისებული	მი თვისებ ული
ტახტისთვის	ტახტ ისთვის
ნამყოფი	ნა მყოფ ი
მომდინარეობდა	მო მდინარეობ და
ჩამოყალიბებისა	ჩამოყალიბებ ისა
ჩინეთმა	ჩინეთ მა
ალბანელ	ალბანელ
დაცარიელდა	და ცარიელ და
ნაპირს	ნაპირ ს
დასამზადებლად	და სა მზადებ ლად
მათვე	მათ ვე
ფრაზა	ფრაზ ა
მოღვაწეობდნენ	მო ღვაწეობ დნენ
გააგზავნეს	გა აგზავნ ეს
ალბომებზე	ალბომ ებზე
ავატარი	ავატარ ი
ქირურგიის	ქირურგი ის
დაბადებული	და ბადებ ული
დატანებული	და ტანებულ ი
თემატიკაზე	თემატიკ აზე
შესულიყო	შე სულ იყო
მოიხსენიებს	მო იხსენიებ ს
განუხორციელებელი	განუ ხორციელებ ელი
სისტემების	სისტემ ების
ცხენისწყლის	ცხენ ისწყლ ის
აკადემიურ	აკადემი ურ
საარსებო	სა არსებ ო
გააგზავნა	გა აგზავნ ა
გამხდარიყო	გა მხდარ იყო
სძულდა	სძულ და
მოსახლეობასაც	მო სახლეობ ასაც
