გამოსხივება	გამო სხივ ება
ნაციონალური	ნაციონ ალური
საოცრების	საოცრ ების
არგუმენტები	არგუ მენტ ები
კომპოზიტორთა	კომპო ზიტორ თა
პატასე	პატა ს ე
საწადელი	სა წა დელი
ევკლიდეს	ევკლიდე ს
ზარალი	ზარალ ი
რადიოაქტიურ	რადიო აქტიურ
სოციალისტთა	სოცი ალისტ თა
ცენტრისა	ცენტრ ისა
ჰუგენოტების	ჰუ გენოტ ების
ამაგრებდნენ	ა მაგრ ებდნენ
ფერი	ფერი
ნამდვილ	ნამდვი ლ
სომხებს	სომხ ებს
ერთად	ერთ ად
გამოცემები	გამო ცემ ები
ომს	ომ ს
გვექნება	გვ ექნ ება
ზავზე	ზავ ზე
დაკავშირებით	და კავშირ ებით
ტურისტები	ტურისტ ები
ეკონომიკამ	ეკონომ ი კამ
განთიადი	გან თი ად ი
უისლის	უ ის ლის
ქსელმა	ქსელ მა
რეფორმებს	რეფორმ ებს
ირჩევიან	ი რჩევ იან
ორივე	ორივე
გაცვალეს	გა ცვალ ეს
ინტერვალით	ინტერ ვალ ით
უნეტარესის	უ ნეტარ ეს ის
ვაჭრებმა	ვაჭრ ებმა
ზოგიერთის	ზოგი ერთ ის
სვაზილენდი	ს ვაზი ლენდ ი
ფინიშის	ფინ ი ში ს
გადანაწილებულია	გადა ნაწილ ებული ა
მტკიცებულებების	მტკიცებ ულებ ების
პიტმა	პიტ მა
გამოქვეყნებული	გამო ქვეყნ ებული
ქართველებმა	ქართველ ებმა
მოსაგრე	მო ს აგრე
იონიზაციის	იონ იზაცი ის
დროშების	დროშ ების
მჟავას	მჟავ ას
ჭანტურიას	ჭან ტური ას
ჩარლს	ჩარლ ს
ადგილმდებარეობა	ადგილ მდებარ ეობა
ერთგულებაში	ერთგულ ება ში
პუშტუნები	პუშტუ ნები
მენტალური	მენტ ალური
წარწერას	წარწერ ას
ონი	ონი
ლაოსის	ლაოს ის
დამუშავება	და მუშავ ება
სერიოზული	სერიოზ ული
ალმასების	ალმას ების
მუსონური	მუსო ნური
ფირმამ	ფირმ ამ
კატალონიაში	კატალონ იაში
დამზადებული	და მზადებ ული
ერაყში	ერაყ ში
მოწყობას	მო წყობ ას
სარდინიის	სარდინი ის
დაშლილად	დაშლ ი ლად
დღეში	დღე ში
სტომატოლოგიური	ს ტომ ატ ოლოგი ური
მიაკუთვნა	მიაკუთვ ნა
სოციალური	სოცი ალურ ი
ხელმძღვანელს	ხელ მძღვანელ ს
სპირალი	სპირალ ი
ფაქტორს	ფაქტორ ს
ბაღების	ბაღ ების
გამოაცხადებს	გამო ა ცხად ებს
მარნეულის	მარ ნ ეულის
ერისთავთერისთავი	ერის თავ თ ერის თავ ი
ხონი	ხ ონი
ჩეხურ	ჩეხ ურ
გოგოების	გოგო ების
აღმოჩენები	აღმოჩე ნები
ამსახველ	ა მსახ ველ
შეიჭრა	შე იჭრა
ვიყოთ	ვი ყო თ
ცხოველს	ცხოველ ს
სარგებლის	სარგებლ ის
ალმანახი	ალმა ნახ ი
რიტუალებით	რიტუალ ებით
ჭამა	ჭამ ა
გართულდა	გა რთულ და
ნორვეგიის	ნორვე გი ის
უჭირავს	უჭირ ავს
აბიდოსში	ა ბიდოს ში
ინფექციის	ი ნფექც ი ის
დაიბადნენ	და ი ბად ნენ
სრულყოფილებას	სრულ ყოფილ ებას
ტომში	ტომ ში
პონტოს	პონტ ო ს
ფონს	ფონ ს
შინაურ	ში ნა ურ
რადიუსი	რადი უსი
საბაღო	სა ბაღ ო
მოხატეს	მო ხატ ეს
განხილვაში	გან ხილვ აში
გართულებული	გა რთულ ებული
ოლიმპოს	ოლიმპ ოს
ავტონომიის	ავტონომი ის
ბრწყინვალების	ბრწყინვ ალ ების
გლუკოზის	გ ლუკ ოზის
ძეგლებია	ძეგლ ები ა
ექსპანსია	ექს პან სი ა
დაბლობის	დაბლ ობის
ითვალისწინებდა	ითვალისწინ ებდა
გამართვა	გა მართვ ა
პომიდორი	პო მი დორი
სცენარების	ს ცენარ ების
მიწვეული	მი წვეულ ი
შეკრულ	შეკრ ულ
მარიონეტული	მა რიონეტ ული
მძიმედ	მძიმ ედ
ბაზელის	ბაზ ელის
ართვინი	ართ ვინ ი
მოთხოვნებს	მო თხოვნ ებს
შთაგონებად	შთაგონ ებად
შედიან	შე დიან
ინსულინის	ინსულ ინის
ჯაჭვები	ჯაჭვ ები
ამერიკასა	ამერი კა სა
აფრიკასა	აფრიკ ას ა
ჰიმლერმა	ჰიმლერ მა
ლევინის	ლევი ნის
ბრწყინავდა	ბრწყ ინ ავდა
თვითმმართველობისა	თვითმ მართველ ობის ა
გარემოება	გარე მო ება
შატო	შატ ო
პაპავა	პაპ ავ ა
გორასამარხები	გორ ა სა მარხ ები
დაუთმო	დაუ თ მო
დახასიათება	და ხასიათებ ა
ტემპერატურამ	ტემპერა ტურა მ
ავტოავარიაში	ავტო ავარი ა ში
მხატვრებმა	მხატვრ ებმა
უშვილოდ	უ შვილ ოდ
შუამდინარეთში	შუა მ დინარ ეთში
ალიანსში	ალიანს ში
გათხრა	გა თხრ ა
ედო	ედო
მტრებს	მტრ ებს
სისასტიკისათვის	ს ისა სტიკ ის ათვის
სულით	სული თ
ჩვეულებითი	ჩვეულ ებით ი
გაეკეთებინათ	გაეკეთები ნათ
მშიშარა	მ შიშ არა
უქმეებზე	უქმ ე ებზე
ქმნილება	ქმნილ ება
ღლონტის	ღლონტი ს
ტელევიზიაში	ტელევიზ ი აში
ხუთშაბათი	ხუთ შაბათ ი
შეღრმავებაში	შეღრმავ ება ში
მოულოდნელად	მოუ ლოდნელ ად
შეიძინონ	შეიძ ი ნონ
იგივეს	იგივე ს
მოქმედებს	მოქმედ ებს
მადრიდ	მა დრიდ
იობი	იობი
კონსულობა	კონ ს ულობა
მსგავსებები	მსგავ ს ებები
პოლიტოლოგიის	პოლი ტ ოლოგი ის
კაიროს	კაირო ს
სალაზარ	სა ლაზარ
შემცირდება	შე მცირ დება
კარდაკარ	კარ და კარ
ყაზბეგის	ყაზბე გის
ჭურჭელში	ჭურჭ ელში
ბრძოლისთვის	ბრძოლ ის თვის
დანიაში	დან ი აში
ვირუსები	ვირუს ები
უფლებებს	უფლებ ებს
სანადიროდ	სა ნადირ ოდ
აჭარის	აჭარ ის
კათედრალს	კათედრ ალს
ადამსმა	ად ამ ს მა
ალტერნატივა	ალტერნ ატი ვა
ფიქსირებულ	ფიქს ირებულ
ცენტრალიზაციის	ცენტრ ალიზ აციის
რეზიდენციად	რე ზიდენცია დ
ალექსი	ა ლექს ი
ჯაყოს	ჯაყ ოს
საფუძველი	სა ფუძველ ი
მოიხსენებენ	მო ი ხსენ ებენ
თამაშით	თამაშ ით
კინოსცენარი	კინო ს ცენარ ი
ანატოლიაში	ანატო ლია ში
წყალმა	წყალ მა
გამოვლინების	გამო ვლინ ების
ფარშევანგის	ფარ შევ ა ნგის
სამუშაოდან	ს ა მუშა ოდან
ტერიტორიაში	ტერიტორ იაში
მუსოლინი	მუსო ლინი
შეაგროვა	შე აგროვ ა
დაყოფილია	და ყოფ ილია
ჯარებში	ჯარ ებში
ბაროუს	ბარ ო უს
კვალის	კვალ ის
კიდურებზე	კიდურ ებზე
სახარბიელო	სახ არბიელო
დარბიან	დარბ იან
პრეისტორიული	პრე ის ტორი ული
ჩასმულია	ჩასმ ულია
ხელნაწერიდან	ხელ ნაწერ იდან
დესეტინა	დეს ეტ ინა
სროლის	სროლ ის
ჩამოყალიბების	ჩამო ყალიბ ების
ატარონ	ატარ ონ
გამწევი	გამ წევი
არსანიშნავია	არ სა ნიშნავ ია
ოჯახისა	ოჯახ ის ა
მაზრა	მაზრ ა
ხილულ	ხილულ
ადგილმდებარეობას	ადგილ მდებარ ე ობას
თანაშემწეები	თანა შე მწე ები
მითიური	მით იური
მოწყვეტა	მო წყვეტ ა
შედგენილობის	შე დგენილ ობის
კოსტუმების	კო სტუმ ების
შუმერებმა	შუმერ ებმა
ვიეტნამური	ვიეტნა მ ური
სოფლებზე	სოფლ ებზე
გაერთიანებებს	გა ერთიანებ ებს
ფიორენტინას	ფიორ ენტი ნა ს
განვითარდნენ	გან ვითარ დნენ
სიებით	სი ებით
ეხვევა	ე ხვევ ა
ფრესკებს	ფრესკ ებს
აზნაურებს	ა ზნაურ ებს
პიროვნებების	პიროვნ ებებ ის
ასახელებენ	ა სახელ ებენ
ცაიშელი	ცაიშ ელი
კომპანიაში	კომპან იაში
შესართავამდე	შესა რთავ ამდე
შენარჩუნებული	შენა რჩუნებ ული
ეწყება	ე წყ ება
ფოსტის	ფოსტ ის
დაწერილია	და წერილი ა
საცოლე	სა ცოლ ე
დავუშვათ	და ვ უშვ ათ
ებრაელებს	ებრაელ ებს
სოციალ	სოცი ალ
იურულ	იურ ულ
ჩათვლის	ჩათვლ ის
ბად	ბა დ
აფრიკისა	აფრიკ ისა
საცხოვრებელს	სა ცხოვრ ებელ ს
წირთხლი	წირთხ ლი
განთავსებული	გან თავს ებული
იმის	ი მი ს
უფალო	უფალ ო
კარპინსკის	კარ პინ სკის
თემთა	თემ თა
სოულის	ს ო ული ს
სიგრძისაა	სი გრძ ისაა
იბერია	იბერი ა
დამარცხების	და მარცხ ების
ბოტნიის	ბოტ ნი ის
მცურავი	მ ცურავ ი
მშვენიერებით	მშვენ იერ ებით
კარიმ	კარი მ
რიკ	რიკ
ფორმათა	ფორმ ათა
ბრანდტი	ბრანდ ტი
არსებობდნენ	არსებობ დნენ
დრამერის	დრამ ერის
რაზმით	რაზმ ით
ეგზარქოსის	ეგზ არქოს ის
თხზულებაში	თხზ ულება ში
ფუნქციის	ფუნქც ი ის
შენდობა	შე ნდობ ა
თოვლისა	თოვლ ისა
ამჯობინებდა	ა მჯობინ ებდა
ფიზიკაში	ფიზიკ აში
ნექტანებ	ნექ ტან ებ
მისი	მ ის ი
რისკს	რისკ ს
ასოები	ას ო ები
ტარიელის	ტარი ელის
დირაკმა	დირაკ მა
იოაკიმე	იო აკი მე
ქორწილის	ქორწი ლის
სუ	სუ
პარტიებმა	პარტი ებმა
ეჩვენებინათ	ე ჩვენ ებინათ
ოსტგუთები	ოსტგუთ ები
პრინცი	პრინც ი
დაბრუნებული	და ბრუნ ებული
შეუიარაღებელი	შეუ იარაღ ებელი
კენიის	კენი ის
დვალეთი	დვალ ეთი
დადგმის	და დგ მის
უარყოფის	უარყოფ ის
ემხას	ემხ ას
პროცენტული	პროცენტულ ი
რანთა	რ ანთა
სტიუარტის	სტიუარტ ის
ანდერს	ანდერ ს
პირობებიდან	პირობებ იდან
ავტოკეფალური	ავტო კეფალ ური
კონვენტის	კონ ვ ენტი ს
პერიოდიდან	პერიოდ იდან
ვაჟი	ვაჟ ი
წვიმისა	წვიმ ისა
გათხრისას	გა თხრ ისა ს
მეტრია	მეტრი ა
სამოძრაო	სა მოძრაო
არჩევდნენ	არჩევ დნენ
მორიელის	მორი ელის
ატლასში	ატლას ში
შეტევითი	შეტევ ით ი
აზნაურობა	ა ზნაურ ობა
შრეებს	შრე ებს
ჩაბარდნენ	ჩაბარ დნენ
პრუსიაში	პრუს იაში
ეკავა	ეკავ ა
ლექსიკონი	ლექს ი კონ ი
მომენტამდე	მო მენტ ამდე
ტოკუგავა	ტოკუ გავა
დადგენის	და დგენ ის
ფილოსოფია	ფილოსოფ ია
ჩუქურთმის	ჩუქუ რთმ ის
ძალთა	ძალ თა
სანდინისტების	სანდინ ისტ ების
ურდო	ურ დო
ლესბოსელი	ლეს ბო ს ელი
მაიმუნები	მა იმუნ ები
ღრუ	ღრუ
დამასკის	დამასკ ის
ბლუზი	ბლუზ ი
განაყოფიერების	გან ა ყოფიერ ების
ციური	ციური
მომსახურებით	მო მსახ ურ ებით
მარტოული	მარტო ული
დაიბადებოდა	დაი ბად ებოდა
ფორმატი	ფორმატ ი
იეჰოვას	იეჰო ვას
ორგანო	ორგან ო
კოლონიაში	კოლონ იაში
მოსამართლის	მოსა მართლ ის
ფადლონის	ფ ად ლო ნის
შვილიშვილების	შვილი შვილ ების
ხედვას	ხედვ ას
თაროსებრი	თა როს ებრი
კამერული	კამერ ული
სუპერთასის	ს უპერ თა ს ის
მონღოლეთის	მო ნღოლ ეთის
იმითაც	ი მ ითაც
მეგობრები	მეგობ რები
ბოთოლაშვილი	ბ ოთო ლ ა შვილი
რაიონი	რაიონ ი
არჩევს	არჩევ ს
იაგას	ი ა გა ს
უკანასკნელს	უკ ანასკნელ ს
ნაწილად	ნაწილ ად
სანტინის	სანტი ნის
მუსიკოსს	მუსიკ ოს ს
ჯგუფია	ჯგუფ ია
კოდექსს	კოდ ექს ს
მეკარის	მე კარ ის
ჰიმნების	ჰიმნ ების
სამთავროს	სამთავრო ს
ეთერში	ეთერ ში
დაავადებებისა	და ავად ებები სა
გაწმენდის	გა წმენდ ის
ჯეინ	ჯეინ
გემოვნებისა	გემოვნ ების ა
ფუტუნას	ფუტ უნა ს
არჩევნებს	არჩევნებ ს
ინკებმა	ინკ ებმა
დუბლინში	დუბლ ინ ში
უარყოფილია	უარყოფ ილია
განმტკიცებაში	გან მტკიცებ აში
პოეზიაში	პოეზი აში
სეზამის	სეზ ამ ის
შერჩევის	შე რჩევ ის
სეზონისთვის	სეზონ ის თვის
განხორციელებული	გა ნხორციელებულ ი
ძაღლია	ძაღლ ი ა
პოლიტიკამ	პოლიტიკ ამ
საბაბად	საბაბ ად
შინაარსობრივად	ში ნაარს ობრივ ად
ბოჭკოს	ბოჭკ ოს
დამწერლობით	და მწერლ ობით
გოგონასთან	გოგონა სთან
ელიას	ელი ას
ნაბუქოდონოსორ	ნა ბუქ ოდ ო ნოს ორ
პლასტიკა	პლასტიკ ა
პუნქტი	პუნქტ ი
სახლად	სახლ ად
საშ	სა შ
ჩაუდენია	ჩაუ დენი ა
გადასვლით	გადა ს ვლით
მთიანეთის	მთიანეთ ის
ბრიჯში	ბრიჯ ში
სამაგიეროს	სა მაგიერო ს
ამიანად	ამ იან ად
არმაზის	არ მა ზის
თავისუფლებისთვის	თავისუფლ ების თვის
პროგრამით	პროგრამ ით
ცერემონიების	ცერემონ ი ების
სიმაღლეა	ს იმაღლე ა
კანოეებით	კანოე ებით
რაოდენ	რაოდენ
არქეოლოგიისა	არქეოლოგ ი ი სა
კედლებთან	კედლ ებთან
სუბსტანცია	სუბ ს ტან ცია
მარჯვენა	მარჯვ ენ ა
კონსტრუქტორი	კონ სტრუქტ ორი
სანახაობრივი	ს ანახა ობრივი
სიდიდეები	სიდიდე ები
ბერების	ბერ ების
შეკრული	შეკრ ული
წინააღმდეგობის	წინააღმდ ეგობ ის
პორტუგალიას	პორტუგალ იას
ლატვიაში	ლატვი აში
მიმართულებების	მი მართ ულებ ების
გეოპოლიტიკური	გეო პოლიტიკ ური
მორთულობის	მო რთულ ობის
ტროის	ტრო ის
ზეთების	ზეთ ების
დაგელოდებით	და გელ ოდ ებით
გამოფენაზე	გამო ფენ აზე
ცარცული	ცარც ული
მირონის	მირ ონის
ურჩი	ურჩი
ღირსებას	ღირს ებას
გარდაიცვლებოდა	გარდა იცვლ ებოდა
მიმღებ	მიმღებ
გლეხებმა	გლეხ ებმა
მოხვდებოდა	მო ხვდ ებოდა
სათასო	სა თა ს ო
საქმის	საქმ ის
საზამთროდ	სა ზამთ როდ
სახელწოდებათა	სახელ წოდებ ა თა
ნირვანას	ნი რვან ას
დიდიე	დიდ ი ე
ბანჯგვლიანი	ბანჯგვლიან ი
ერთვებიან	ერთვ ებიან
კედელშია	კედელ ში ა
სტელას	სტელა ს
დნობა	დნობ ა
ფალიაშვილმა	ფალია შვილ მა
ოლქი	ოლქ ი
დირიჟორობდა	დირიჟორ ობდა
ადრიდანვე	ად რიდან ვე
მარილის	მარილ ის
ღვთისმშობელმა	ღვთ ის მშობ ელმა
სინ	სინ
დააწინაურა	დაა წინა ურა
სტრატეგიის	სტრატეგ ი ის
ბიძაშვილზე	ბიძაშვილ ზე
გარემოზე	გარე მო ზე
თხილი	თხ ილი
ტაშისკარიდან	ტაშ ის კარ იდან
კაზაკთა	კაზაკ თა
კაზიმირი	კაზი მირი
სამთავროების	სამთავრო ების
შტორმმა	შტორმ მა
იყენებს	იყენებ ს
ლიცეუმში	ლიცეუმ ში
მიეპყრო	მი ეპყრ ო
ძირეული	ძირე ული
მეორეა	მეორე ა
გვატემალაში	გვატე მა ლ აში
მეგობრულ	მეგობ რულ
ბინადარ	ბინადარ
ნაგაზის	ნა გაზი ს
ხანებში	ხან ებში
ცივილიზაციებში	ცივილიზ აცი ებში
თუჯის	თუჯი ს
სტრატეგიულად	სტრატეგ ი ულად
პროვინციებში	პროვინცი ებში
მახვილს	მა ხვილ ს
თაღლითი	თაღ ლით ი
ინტერპრეტაცია	ინტერ პრეტ აცია
მთვარი	მთვარ ი
ბრბო	ბრბო
გმირობა	გმირ ობა
სპექტრს	სპექტრ ს
პატიოსნება	პატი ოს ნება
საიდუმლო	სა იდუმლო
ფეხების	ფეხ ების
მართკუთხედის	მართ კუთხედ ის
დაუფარავად	დაუ ფარ ავად
სახლია	სახლ ია
აიძულეს	აიძულ ეს
სახით	სახ ით
ცვილის	ცვილ ის
განავითარეს	განა ვითარ ეს
ობიექტთა	ობიექტ თა
სლოვაკური	ს ლოვაკ ური
ქაუნთის	ქაუნთ ის
ჩაცმულობა	ჩაცმ ულობა
ტერიტორიებიც	ტერიტორ ი ებიც
სტილისტური	სტილ ის ტური
ეპისკოპოსების	ე პისკოპო ს ების
მოიქცნენ	მო ი ქცნენ
ადგილთან	ადგილ თან
კუთხეებს	კუთხ ეებს
დვალეთში	დვალ ეთში
ნანახი	ნა ნახ ი
პარკზე	პარკ ზე
მიმდევრებიც	მიმდევრ ებიც
გააძლიერა	გაა ძლიერ ა
განთავისუფლდნენ	გან თავისუფლ დნენ
თაბორის	თა ბორ ის
ხოჭოების	ხოჭო ების
კათოლიკოს	კათოლიკ ოს
პაატა	პაატა
ციცაბოა	ციცაბო ა
არქიტექტურით	ა რქიტექტ ურ ით
კლოპენი	კლოპე ნი
ნაწარმი	ნაწ არმი
ნავმისადგომი	ნავ მი სა დგომ ი
ემიგრაციას	ემიგრ აცია ს
ოპტიკურ	ოპტიკ ურ
სავარგულებს	ს ა ვარ გულ ებს
კოლეგებთან	კოლეგ ებთან
აპირებს	ა პირ ებს
შესავალ	შე სავალ
დაბრუნდება	და ბრუნ დება
გადამწერი	გადა მწერ ი
გოგონები	გოგო ნები
დაამტკიცებინა	დაა მტკიც ებინა
წამოიწია	წამო იწია
მექნება	მე ქ ნება
პალმების	პალ მ ების
სადედოფლო	სა დედოფ ლო
ნაირობი	ნაირობი
ჰორკრუქსების	ჰორკრუქ ს ების
თაფლობის	თაფლ ობის
ახლადდაარსებულ	ახლა დ და არსებულ
დაზიანებულ	და ზიან ებულ
მალმსტინის	მა ლმსტინ ის
საფეხურით	ს ა ფეხურ ით
სათათბიროს	სა თათბირო ს
პირებისათვის	პირ ების ათვის
ჭეშმარიტად	ჭ ეშმარიტ ად
ქმედებებს	ქმედებ ებს
ხეებია	ხეებ ია
იქმნება	იქმნ ება
ასტრონომიაში	ას ტრონომ იაში
ლტოლვილები	ლტოლვი ლები
სტაბილურობა	სტა ბილურ ობა
უარესდება	უარეს დება
ბელერიანდის	ბელერიანდ ის
გუგლი	გუგლ ი
ფლორენტინო	ფლორ ენტ ი ნო
რბილობი	რბილ ობი
დაკრძალვა	და კრძალ ვა
გავრცელებულია	გა ვრცელ ებული ა
დაცვაში	დაცვ აში
კაფსულა	კა ფ სულა
ოთახები	ოთახ ები
ძმისწული	ძმ ის წ ული
უწევენ	უწევ ენ
ნადირობისა	ნადირ ობის ა
პერიოდში	პერიოდ ში
დაადო	და ა დო
არსებების	არსებ ების
მიწისქვეშ	მიწ ის ქვეშ
ეკლიანი	ეკლ იანი
მეტხანს	მეტ ხან ს
საურთიერთო	სა ურთიერ თო
კლდიაშვილის	კლდია შვილის
ტუტანხამონის	ტუტ ან ხა მ ონის
ბირთვში	ბირთვ ში
გერმანიასთან	გერმან ი ასთან
ფუნტად	ფუნტ ად
კულტი	კულტ ი
ეხებიან	ეხ ებიან
არქეოლოგის	არქეოლოგ ის
გადამდები	გადა მდ ები
აანალიზებს	ა ანალიზ ებს
კალთიდან	კალთ იდან
პაქტი	პაქტ ი
პერანგს	პერანგ ს
სირიიდან	სირი იდან
ელემენტებით	ელემენტ ებით
რალის	რალ ის
მოწმობით	მოწმ ობით
თანამედროვეობაში	თანამ ედროვე ობა ში
ისლამში	ისლამ ში
დასარტყამ	და სარტყ ამ
გამომდინარეობდა	გა მომ დინარეობ და
შეაბრუნა	შე ა ბრუნ ა
აღნიშნეს	აღნიშნ ეს
ბიძგები	ბიძ გებ ი
დამუშავებას	და მუშავ ებას
დეპუტატისაგან	დეპუტატ ის აგან
სამართლიანი	ს ა მართლ იანი
შემადგენლობას	შემ ადგენლ ობას
მეთევზეობის	მე თევზე ობის
კომისარიატში	კომ ის არიატ ში
ლაბორატორიული	ლაბორა ტორი ული
ამასთანავე	ა მ ასთან ავე
სტუდიიდან	სტუდი იდან
დაუნიშნეს	დაუ ნიშნ ეს
მიუკერძოებელი	მიუ კერძ ო ებელი
სამეულის	სამ ეულის
ტრავმირებული	ტრავმ ირებულ ი
შეფასდა	შე ფას და
ბენედიქტელთა	ბენედიქტ ელთა
ხელშეკრულებებს	ხ ელშეკრულ ებ ებს
წრეში	წრე ში
აღებულ	ა ღებულ
პარიზში	პარიზ ში
ინგლისურს	ინგლ ის ურ ს
მომწიფებული	მო მწიფ ებული
მსახურების	მსახ ურ ების
გიტარისტის	გიტარისტ ის
ლას	ლას
ბიბლიის	ბიბლი ის
ჩვენამდე	ჩვენ ამდე
შეაშინა	შე აში ნა
მიმოსვლის	მი მოსვლი ს
მიზანშეწონილი	მიზან შე წონ ილი
მმართველად	მ მართველ ად
დანაყოფები	და ნა ყოფ ები
მხრიდან	მხრ იდან
არასწორ	არასწორ
გაბრაზებულმა	გა ბრაზ ებულ მა
კოლორიტული	კოლო რ ი ტული
უოლტი	უოლტ ი
პირენეის	პირ ენე ის
ძამბროტა	ძამბროტა
კაცობრიობის	კაცობრი ობის
გადაბირება	გადა ბ ირება
თორიუმის	თორი უმის
იუდეველები	იუდევ ელები
იმერინის	იმერ ინის
ალბომების	ალბომ ების
მტკივნეულია	მტკ ივნეულ ია
კრატერში	კრატ ერში
სამარშრუტო	სა მა რშრუტ ო
ჩეხებმა	ჩეხ ებმა
აქტით	აქტ ით
გამჭირვალე	გამ ჭირვ ალე
რომანმა	რომან მა
გასასვლელია	გასა სვლელ ია
შეურაცხყოფა	შეუ რაცხ ყოფა
გათავისუფლებული	გა თავისუფლ ებული
პოსტსაბჭოთა	პოსტ სა ბჭო თა
რეგრესის	რეგრესი ს
დაევალა	და ევალ ა
მილიარდამდე	მილიარ და მდე
დააპირა	და ა პირ ა
ზრდა	ზრდა
ბრაზილიური	ბრაზილი ური
ოთხეულის	ოთხე ული ს
ჰემეტის	ჰე მეტ ის
მოყვარულს	მო ყვარულ ს
მუსიკისა	მუსიკ ისა
გართულება	გა რთულ ება
ტობის	ტ ობის
გრიგოლმა	გრიგო ლ მა
დემოგრაფიული	დემო გრაფი ული
სოფლისა	სოფლი ს ა
მეგობრობის	მეგობ რობ ის
მეფეები	მეფე ები
ხსენების	ხსენ ების
გეოფიზიკის	გეო ფიზიკ ის
ნაბიჯით	ნაბიჯ ით
გადაიქცა	გადა იქცა
ნომინაციის	ნომინ აციის
ინფრასტრუქტურას	ინფრა სტრუქტურ ას
ლეონის	ლეონ ის
ლემპარდმა	ლემპარდ მა
განმტკიცდა	გან მტკიც და
დასჯა	დასჯ ა
დაემუქრნენ	და ემუქრ ნენ
დარბის	დარბ ის
შუახმელეთის	შუახმელეთ ის
ვალენსიის	ვალენ სი ის
რეჟიმი	რეჟიმ ი
საზეიმო	სა ზე ი მო
ერთეულის	ერთეულ ის
თვითმფრინავმა	თვითმ ფრინავ მა
დეიმონი	დეიმონ ი
აბანოები	აბანო ები
არქეოლოგიურმა	არქეოლოგ ი ურმა
ტიგრის	ტიგრ ის
დაჩქარდა	და ჩქარ და
დაარწმუნოს	და არწმუნო ს
დროინდელი	დროინდელ ი
კომიქსები	კო მიქს ები
პაულას	პაულ ას
ტყუპი	ტყუპ ი
კეისარ	კეისარ
ტონები	ტონ ები
შანხაი	შანხაი
მანუჩარს	მა ნუჩარ ს
გადატანა	გადა ტანა
ამოწეული	ა მო წეული
მოგონებებს	მ ოგონებ ებს
განასახიერებს	გან ასახ იერებ ს
ცრემლებით	ცრემლ ებით
სწირავს	სწირ ავს
მომეციო	მო მე ციო
ესწრებიან	ესწრ ებიან
დაარსა	დაარს ა
გოგონას	გოგონა ს
მელოდიებით	მელოდ ი ებით
იოს	ი ოს
მათგანის	მა თ გან ი ს
გულები	გულ ები
მოლაპარაკების	მო ლაპარაკ ების
გამომცემლობაში	გამო მცემლობ აში
ფეხბურთელის	ფეხბურთ ელის
მოძულე	მო ძულე
ისტორიულ	ის ტორი ულ
ხაზარებმა	ხაზარ ებმა
თმით	თ მით
ბრიგადას	ბრიგად ას
ეთნიკურ	ეთნიკ ურ
საკითხთან	სა კითხ თან
აღარც	აღ არც
პროცესებისა	პროცესებ ისა
აჰა	ა ჰა
შეძენას	შე ძენ ას
მომხდარს	მო მხდარ ს
ხელისუფლება	ხელისუფ ლება
თავისებურებების	თავისებურ ებებ ის
ფერზე	ფერ ზე
კეთილმოწყობილი	კეთილ მო წყობილი
ნაშრომად	ნა შრომ ად
რიჩი	რიჩ ი
დასაქმებას	და საქმ ებას
აფერხებდა	ა ფერხ ებდა
იყოფა	ი ყოფა
კავალიერსმა	კავალ იერს მა
გბ	გბ
შეეძლებოდა	შე ეძლ ებოდა
კურიოზული	კურ იოზ ული
განესაზღვრათ	გან ე საზღვრ ათ
დასასრულამდე	დასა სრულ ამდე
შეთავაზებაზე	შე თავაზ ება ზე
პრეზენტაციის	პრე ზე ნტ აციის
ძალისხმევის	ძალისხმევ ის
ხაზს	ხაზ ს
გამოქვაბულების	გამო ქვაბულ ების
თუმანოვის	თუმან ოვის
კორესპონდენტი	კორე სპონდ ენტი
ლოპესი	ლოპე ს ი
წააწყდნენ	წა აწყ დნენ
რომლებიდანაც	რომლებ იდან აც
ასურელი	ასურ ელი
ძრავებით	ძრავ ებით
ადგილას	ადგილ ას
ფორმალურ	ფორმ ალურ
კვამლი	კვამლ ი
მფრინავი	მ ფრინავ ი
ვატიკანის	ვატიკან ის
სიცოცხლისათვის	სი ცოცხლ ის ათვის
მურადმა	მ ურად მა
დიფერენცირება	დი ფერენც ირება
პორტ	პორტ
დაწერილი	და წერილი
დაწევა	და წევა
შემოტანილი	შემო ტანილ ი
სიმღერებისა	ს იმღერ ების ა
შრიფტი	შრიფტ ი
თეატრალურ	თეატრ ალურ
ბერძ	ბერ ძ
წააგავს	წააგ ავს
ჯილდოდ	ჯილდო დ
აღჭურვილობით	აღჭურვილ ობით
სახელობისაა	სახელ ობის ა ა
სათავესთან	სათავე სთან
ციცაბო	ციცაბო
აორთქლება	ა ორთქლ ება
აიაქსში	აიაქს ში
კლეოპატრას	კლეოპატრა ს
ჭკვიანი	ჭკვ იანი
რაიტმა	რაიტ მა
ფოთში	ფოთ ში
კოლონიალიზმის	კოლონ ი ალიზმ ის
მადნეული	მადნ ეული
კომპანიას	კომპან იას
ლუკს	ლუკ ს
მილიციას	მილი ცია ს
სუდანის	სუდან ის
მაგისტრალურ	მაგისტრ ალურ
ცხოველმყოფელი	ცხოველ მყოფ ელი
ასარჩევად	ას არჩევ ად
დედად	დედ ად
ფედერალური	ფედერ ალურ ი
მომღერალს	მო მღერალ ს
