გამოსხივება	გამოსხივ ება
სერბი	სერბ ი
ქორის	ქო რის
ანადგურებდნენ	ანადგურებ დნენ
შირიმით	შირი მით
ბლოკადას	ბლოკად ას
დაარსებისთანავე	დაარსებ ისთანავე
გრიგი	გრი გი
მონტევიდეოში	მონტე ვიდეოში
დამძიმებული	დამძიმ ებული
მიმოხილვები	მიმოხილ ვები
დაფინანსებაზე	დაფინანს ებაზე
გამომშრალი	გამო მშრალ ი
ორდისკიანი	ორ დისკიანი
განადგურებასთან	განადგურ ებასთან
თურქმენეთი	თურქმენეთ ი
ჰიპოთეზის	ჰიპოთეზ ის
გამოძიებას	გამოძიებ ას
სული	ს ული
ჩანაწერია	ჩანაწერ ია
ილიამ	ილი ამ
ლინკინ	ლინ კინ
ლამაზმანი	ლამაზ მანი
მატნის	მატ ნის
დრამის	დრამ ის
შუამავალ	შუა მავალ
აზერბაიჯანული	აზერბაიჯან ული
გამარჯვებულებმა	გამარჯვებ ულებმა
უიტმენის	უ იტმენის
ბუმბულს	ბუმბულ ს
წარმონაქმნად	წარმონაქმნ ად
ლაშქრობიდან	ლაშქრობ იდან
გაერიდა	გა ერიდა
თბილისელმა	თბილის ელმა
სწავლა	სწავლ ა
სამკუთხედები	სამკუთხე დები
სპერი	სპერ ი
ჰაბილისს	ჰაბილის ს
დიმიტრის	დიმიტრი ს
ანიმაციურ	ანიმა ციურ
კანიონები	კანიონ ები
მე	მე
რეკორდები	რეკორდ ები
თანმხლები	თანმხ ლები
გარსები	გარს ები
ერედ	ერ ედ
გაუქმებულ	გაუქმებ ულ
სიჩქარის	სიჩქარ ის
დასახლება	დასახლებ ა
ეტყვის	ეტყვ ის
ხატების	ხატ ების
ტიპებს	ტიპ ებს
ქეთევან	ქეთევა ნ
ჯარისკაცებზე	ჯარისკაც ებზე
საგალობლის	სა გალობ ლის
წანაცვლების	წა ნაცვლების
საკმეტოში	სა კმეტ ოში
იშლებოდა	იშლ ებოდა
წმინდანებად	წმინდან ებად
ფიზიკის	ფიზიკ ის
ბოროტმა	ბოროტ მა
დუნაი	დუნა ი
ქურუმთა	ქურუმ თა
ბიბლია	ბიბლი ა
სეგუნდა	სე გუნდ ა
სერიას	სერი ას
გონდორის	გონ დორის
უეფას	უეფ ას
დედაქალაქის	დედაქალაქ ის
ლაბორანტად	ლაბორ ანტად
იზოტოპი	იზოტოპ ი
იტყვის	იტყვ ის
სამთავრობო	სამთავრო ბო
გასამართლებლად	გა სამართლ ებლად
რომანულ	რომან ულ
მუშაობენ	მუშაობ ენ
სატრფიალო	სატრფ იალო
სახაზო	სახაზ ო
სცენარი	სცენარ ი
ჯეფერსონის	ჯეფერს ონის
კლასამდე	კლას ამდე
ზე	ზე
თბური	თბ ური
განაგებს	განაგებ ს
ციკლოპური	ციკლოპ ური
ერთპიროვნული	ერთ პიროვნ ული
მონტესუმას	მონტე სუმას
რადიოსადგური	რადიოსადგ ური
აღედგინათ	აღე დგინათ
ნავი	ნავ ი
განდი	გან დი
გამოიხატა	გამოი ხატა
მუნჯი	მუნჯი
ლოგოზე	ლოგო ზე
სმის	ს მის
ნამგალი	ნამ გალი
ასახავდნენ	ასახ ავდნენ
ავსებენ	ავს ებენ
ტემპერატურების	ტემპერატურ ების
კოიპერის	კო იპერის
შივას	ში ვას
რესურსებია	რესურს ებია
მასით	მას ით
მიიყვანს	მიიყვან ს
გამონაბოლქვი	გამონა ბოლქვი
ექსპერტი	ექსპერტ ი
საუკუნისთვის	საუკუნ ისთვის
ადგილებთან	ადგილ ებთან
დიეგო	დიეგო
სერიით	სერი ით
სიმძიმის	სიმძიმ ის
მოქალაქეებისთვის	მოქალაქე ებისთვის
სათავადაზნაურო	სა თავადაზნაურო
დასახლებამ	დასახლებ ამ
გერმანიას	გერმანი ას
სკოპიეს	სკოპი ეს
გადაარჩინოს	გადაარჩ ინოს
კანის	კან ის
ბაღებსა	ბაღ ებსა
ნათამაშები	ნა თამაშ ები
მომღერალზე	მომღერ ალზე
ფილებით	ფილ ებით
ბალკანეთის	ბალკან ეთის
ნორმაა	ნორმ აა
შეზღუდულად	შეზღუდ ულად
პილოტი	პილო ტი
ობსიდიანის	ობსი დიან ის
ტაბორიტების	ტაბ ორიტების
სპექტრული	სპექტრ ული
ოსგუდი	ოსგუდ ი
მღვიმეების	მღვიმე ების
გაკოტრდა	გაკოტრ და
ენოვანი	ენოვან ი
პრეტენზია	პრეტენზი ა
ბურჯანაძე	ბურჯ ანაძე
მისდევენ	მისდევ ენ
დაადგენს	დაადგ ენს
სლოვენიაში	სლოვენი აში
მიწებისა	მიწების ა
ცვლილებებს	ცვლილებ ებს
ჩემპიონები	ჩემპიონ ები
ორდენს	ორდენ ს
სიმღერებთან	სიმღერ ებთან
პატარძალს	პატარ ძალს
ამოკვეთილია	ამოკვეთ ილია
დასაკავშირებლად	დასა კავშირებლად
მილოშ	მილ ოშ
ყველაფრის	ყველაფ რის
კოლონიზაციას	კოლონიზაცია ს
ზავის	ზავ ის
ამოხოცეს	ამოხოც ეს
გეზს	გე ზს
კომოს	კომ ოს
მოღვაწეობით	მოღვაწეობ ით
თევზაობა	თევზა ობა
ფოლკლორი	ფოლკლორ ი
შენგელაიამ	შენგელაია მ
არქიმედეს	არქ იმე დეს
ავეჯი	ავეჯ ი
ლოკომოტივში	ლოკომოტივ ში
მოსამსახურეთა	მოსამსახურ ეთა
ნაციონალური	ნაციონალ ური
საოცრების	საოც რების
არგუმენტები	არგუმენტ ები
კომპოზიტორთა	კომპოზიტორ თა
პატასე	პატა სე
საწადელი	სა წა დელი
ევკლიდეს	ევ კლი დეს
ზარალი	ზარალ ი
რადიოაქტიურ	რადიოაქტიურ
სოციალისტთა	სოციალ ისტთა
ცენტრისა	ცენტრ ისა
ჰუგენოტების	ჰუგენო ტების
ამაგრებდნენ	ამაგრ ებდნენ
ფერი	ფერ ი
ნამდვილ	ნამდვილ
სომხებს	სომხ ებს
ერთად	ერთ ად
გამოცემები	გამოცემ ები
ომს	ომ ს
გვექნება	გვ ექნ ება
ზავზე	ზავ ზე
დაკავშირებით	დაკავშირ ებით
ტურისტები	ტურისტ ები
ეკონომიკამ	ეკონომიკა მ
განთიადი	განთიად ი
უისლის	უ ისლის
ქსელმა	ქსელ მა
რეფორმებს	რეფორმ ებს
ირჩევიან	ირჩევ იან
ორივე	ორივე
გაცვალეს	გაცვალ ეს
ინტერვალით	ინტერვალ ით
უნეტარესის	უნეტარეს ის
ვაჭრებმა	ვაჭრ ებმა
ზოგიერთის	ზოგიერთ ის
სვაზილენდი	ს ვაზილენდ ი
ფინიშის	ფი ნიშ ის
გადანაწილებულია	გადანაწილ ებულია
მტკიცებულებების	მტკიცებულებ ების
პიტმა	პიტ მა
გამოქვეყნებული	გამოქვეყნებ ული
ქართველებმა	ქართველ ებმა
მოსაგრე	მოსა გრე
იონიზაციის	იონ იზაციის
დროშების	დროშ ების
მჟავას	მჟავ ას
ჭანტურიას	ჭანტური ას
ჩარლს	ჩარლ ს
ადგილმდებარეობა	ადგილმდებარე ობა
ერთგულებაში	ერთგულ ებაში
პუშტუნები	პუშტუ ნები
მენტალური	მენტ ალური
წარწერას	წარწერ ას
ონი	ონ ი
ლაოსის	ლაოს ის
დამუშავება	დამუშავ ება
სერიოზული	სერიოზუ ლი
ალმასების	ალმას ების
მუსონური	მუსო ნური
ფირმამ	ფირმ ამ
კატალონიაში	კატალონი აში
დამზადებული	დამზად ებული
ერაყში	ერაყ ში
მოწყობას	მოწყობ ას
სარდინიის	სარდ ინიის
დაშლილად	დაშლ ილად
დღეში	დღე ში
სტომატოლოგიური	სტო მატოლოგიური
მიაკუთვნა	მიაკუთვნ ა
სოციალური	სოციალ ური
ხელმძღვანელს	ხელმძღვანე ლს
სპირალი	სპირალ ი
ფაქტორს	ფაქტორ ს
ბაღების	ბაღ ების
გამოაცხადებს	გამოაცხად ებს
მარნეულის	მარ ნეულის
ერისთავთერისთავი	ერისთავ თერისთავი
ხონი	ხ ონი
ჩეხურ	ჩეხ ურ
გოგოების	გოგო ების
აღმოჩენები	აღმოჩენ ები
ამსახველ	ამსახვ ელ
შეიჭრა	შეიჭრ ა
ვიყოთ	ვ იყოთ
ცხოველს	ცხოველ ს
სარგებლის	სარგებ ლის
ალმანახი	ალმანახ ი
რიტუალებით	რიტუალ ებით
ჭამა	ჭამ ა
გართულდა	გართულ და
ნორვეგიის	ნორვეგი ის
უჭირავს	უჭირ ავს
აბიდოსში	აბიდოს ში
ინფექციის	ინფექცი ის
დაიბადნენ	დაიბა დნენ
სრულყოფილებას	სრულყოფი ლებას
ტომში	ტომ ში
პონტოს	პონტო ს
ფონს	ფონ ს
შინაურ	შინაურ
რადიუსი	რადიუს ი
საბაღო	საბა ღო
მოხატეს	მოხატ ეს
განხილვაში	განხილ ვაში
გართულებული	გართულ ებული
ოლიმპოს	ოლიმპ ოს
ავტონომიის	ავტონომი ის
ბრწყინვალების	ბრწყინვალ ების
გლუკოზის	გლუ კოზის
ძეგლებია	ძეგლ ებია
ექსპანსია	ექსპანს ია
დაბლობის	დაბლობ ის
ითვალისწინებდა	ი თვალისწინ ებდა
გამართვა	გამართ ვა
პომიდორი	პომი დორ ი
სცენარების	სცენარ ების
მიწვეული	მი წვეული
შეკრულ	შეკრ ულ
მარიონეტული	მარიონეტ ული
მძიმედ	მძიმე დ
ბაზელის	ბაზ ელის
ართვინი	ართვინ ი
მოთხოვნებს	მოთხოვნ ებს
შთაგონებად	შთაგონებ ად
შედიან	შე დიან
ინსულინის	ინსულ ინის
ჯაჭვები	ჯაჭვ ები
ამერიკასა	ამერიკ ასა
აფრიკასა	აფრიკ ასა
ჰიმლერმა	ჰიმლერ მა
ლევინის	ლევი ნის
ბრწყინავდა	ბრწყინ ავდა
თვითმმართველობისა	თვითმმართველობ ისა
გარემოება	გარემო ება
შატო	შატ ო
პაპავა	პაპ ავა
გორასამარხები	გორა სამარხ ები
დაუთმო	დაუთმ ო
დახასიათება	დახასიათ ება
ტემპერატურამ	ტემპერატურ ამ
ავტოავარიაში	ავტოავარი აში
მხატვრებმა	მხატვრ ებმა
უშვილოდ	უშვილ ოდ
შუამდინარეთში	შუამდინარ ეთში
ალიანსში	ალიანს ში
გათხრა	გათხრ ა
ედო	ე დო
მტრებს	მტრ ებს
სისასტიკისათვის	სისასტიკ ისათვის
სულით	სულ ით
ჩვეულებითი	ჩვეულებ ითი
გაეკეთებინათ	გაეკეთებ ინათ
მშიშარა	მ შიშ არა
უქმეებზე	უქმ ეებზე
ქმნილება	ქმნილ ება
ღლონტის	ღლონ ტის
ტელევიზიაში	ტელევიზი აში
ხუთშაბათი	ხუთშაბათ ი
შეღრმავებაში	შეღრმავ ებაში
მოულოდნელად	მოულოდნელ ად
შეიძინონ	შეიძინ ონ
იგივეს	იგივე ს
მოქმედებს	მოქმედებ ს
მადრიდ	მადრი დ
იობი	იობ ი
კონსულობა	კონსულ ობა
მსგავსებები	მსგავს ებები
პოლიტოლოგიის	პოლიტ ოლოგიის
კაიროს	კაირო ს
სალაზარ	სალა ზარ
შემცირდება	შემცირ დება
კარდაკარ	კარ დაკარ
ყაზბეგის	ყაზბეგ ის
ჭურჭელში	ჭურჭ ელში
ბრძოლისთვის	ბრძოლ ისთვის
დანიაში	დანი აში
ვირუსები	ვირუს ები
უფლებებს	უფლებ ებს
სანადიროდ	სანადირ ოდ
აჭარის	აჭარ ის
კათედრალს	კათედრ ალს
ადამსმა	ადამს მა
ალტერნატივა	ალტერნატი ვა
ფიქსირებულ	ფიქსირ ებულ
ცენტრალიზაციის	ცენტრალ იზაციის
რეზიდენციად	რეზიდენცი ად
ალექსი	ალექს ი
ჯაყოს	ჯაყ ოს
საფუძველი	საფუძველ ი
მოიხსენებენ	მოიხსენ ებენ
თამაშით	თამაშ ით
კინოსცენარი	კინო სცენარ ი
ანატოლიაში	ანატოლ იაში
წყალმა	წყალ მა
გამოვლინების	გამოვლინ ების
ფარშევანგის	ფარშევ ანგ ის
სამუშაოდან	სამუშა ოდან
ტერიტორიაში	ტერიტორი აში
მუსოლინი	მუსოლინ ი
შეაგროვა	შეაგროვ ა
დაყოფილია	დაყოფ ილია
ჯარებში	ჯარ ებში
ბაროუს	ბარ ოუს
კვალის	კვალ ის
კიდურებზე	კიდურ ებზე
სახარბიელო	სახარბიე ლო
დარბიან	დარბ იან
პრეისტორიული	პრეისტორი ული
ჩასმულია	ჩასმ ულია
ხელნაწერიდან	ხელნაწერ იდან
დესეტინა	დესე ტინა
სროლის	სროლ ის
ჩამოყალიბების	ჩამოყალიბ ების
ატარონ	ატარ ონ
გამწევი	გამ წევი
არსანიშნავია	არსანიშნ ავია
ოჯახისა	ოჯახ ისა
მაზრა	მაზრ ა
ხილულ	ხილ ულ
ადგილმდებარეობას	ადგილმდებარე ობას
თანაშემწეები	თანაშემწე ები
მითიური	მით იური
მოწყვეტა	მოწყვეტ ა
შედგენილობის	შედგენი ლობის
კოსტუმების	კოსტუმ ების
შუმერებმა	შუმერ ებმა
ვიეტნამური	ვიეტნამ ური
სოფლებზე	სოფლ ებზე
გაერთიანებებს	გაერთიან ებებს
ფიორენტინას	ფიორ ენტინას
განვითარდნენ	განვითარ დნენ
სიებით	ს ი ებით
ეხვევა	ე ხვევა
ფრესკებს	ფრესკ ებს
აზნაურებს	აზნაურ ებს
პიროვნებების	პიროვნ ებების
ასახელებენ	ასახელ ებენ
ცაიშელი	ცაიშ ელი
კომპანიაში	კომპანი აში
შესართავამდე	შესართავ ამდე
შენარჩუნებული	შენარჩუნ ებული
ეწყება	ეწყებ ა
ფოსტის	ფოსტ ის
დაწერილია	დაწერილ ია
საცოლე	საცოლ ე
დავუშვათ	დავ უშვათ
ებრაელებს	ებრა ელებს
სოციალ	სოციალ
იურულ	იურ ულ
ჩათვლის	ჩათვლ ის
ბად	ბ ად
აფრიკისა	აფრიკ ისა
საცხოვრებელს	საცხოვრ ებელს
წირთხლი	წირთხ ლი
განთავსებული	განთავს ებული
იმის	იმ ის
უფალო	უფალ ო
კარპინსკის	კარ პინსკის
თემთა	თემ თა
სოულის	სოული ს
სიგრძისაა	სიგრძ ისაა
იბერია	იბერი ა
დამარცხების	დამარცხებ ის
ბოტნიის	ბოტ ნიის
მცურავი	მცურავ ი
მშვენიერებით	მშვენიერ ებით
კარიმ	კარ იმ
რიკ	რიკ
ფორმათა	ფორმა თა
ბრანდტი	ბრანდ ტი
არსებობდნენ	არსებობ დნენ
დრამერის	დრამ ერის
რაზმით	რაზმ ით
ეგზარქოსის	ეგზარქოს ის
თხზულებაში	თხზულ ებაში
ფუნქციის	ფუნქცი ის
შენდობა	შე ნდობა
თოვლისა	თოვლ ისა
ამჯობინებდა	ამჯობინ ებდა
ფიზიკაში	ფიზიკ აში
ნექტანებ	ნე ქტანებ
მისი	მის ი
რისკს	რისკ ს
ასოები	ასო ები
ტარიელის	ტარი ელის
დირაკმა	დირაკ მა
იოაკიმე	იოაკ იმე
ქორწილის	ქორწილ ის
სუ	სუ
პარტიებმა	პარტი ებმა
ეჩვენებინათ	ეჩვენ ებინათ
ოსტგუთები	ოსტგუთ ები
პრინცი	პრინც ი
დაბრუნებული	დაბრუნებულ ი
შეუიარაღებელი	შეუ იარაღებელი
კენიის	კენი ის
დვალეთი	დვალ ეთი
დადგმის	დადგმ ის
უარყოფის	უარყოფ ის
ემხას	ემ ხ ას
პროცენტული	პროცენტ ული
რანთა	რა ნთა
სტიუარტის	სტიუარტ ის
ანდერს	ანდერ ს
პირობებიდან	პირობებ იდან
ავტოკეფალური	ავტოკეფალ ური
კონვენტის	კონ ვენტის
პერიოდიდან	პერიოდ იდან
ვაჟი	ვაჟ ი
წვიმისა	წვიმ ისა
გათხრისას	გათხრ ისას
მეტრია	მეტრ ია
სამოძრაო	სა მოძრაო
არჩევდნენ	არჩევ დნენ
მორიელის	მორი ელის
ატლასში	ატლას ში
შეტევითი	შეტევ ითი
აზნაურობა	აზნაურ ობა
შრეებს	შრე ებს
ჩაბარდნენ	ჩაბარ დნენ
პრუსიაში	პრუსი აში
ეკავა	ეკავ ა
ლექსიკონი	ლექსიკონ ი
მომენტამდე	მომენტ ამდე
ტოკუგავა	ტოკუგავ ა
დადგენის	დადგენ ის
ფილოსოფია	ფილოსოფი ა
ჩუქურთმის	ჩუქურთ მის
ძალთა	ძალ თა
სანდინისტების	სანდინის ტების
ურდო	ურდო
ლესბოსელი	ლეს ბოსელი
მაიმუნები	მაიმუნ ები
ღრუ	ღრუ
დამასკის	დამასკ ის
ბლუზი	ბლუზ ი
განაყოფიერების	გა ნაყოფიერ ების
ციური	ციური
მომსახურებით	მომსახურ ებით
მარტოული	მარტო ული
დაიბადებოდა	დაიბა დებოდა
ფორმატი	ფორმატ ი
იეჰოვას	იეჰო ვას
ორგანო	ორგანო
კოლონიაში	კოლონი აში
მოსამართლის	მო სამართლ ის
ფადლონის	ფ ადლონის
შვილიშვილების	შვილიშვილ ების
ხედვას	ხედვ ას
თაროსებრი	თაროს ებრი
კამერული	კამერ ული
სუპერთასის	სუპერთა სის
მონღოლეთის	მონღო ლეთის
იმითაც	იმ ითაც
მეგობრები	მეგობრ ები
ბოთოლაშვილი	ბო თოლაშვილი
რაიონი	რაიონ ი
არჩევს	არჩევ ს
იაგას	ია გას
უკანასკნელს	უკანასკნელ ს
ნაწილად	ნაწილ ად
სანტინის	ს ანტინის
მუსიკოსს	მუსიკოს ს
ჯგუფია	ჯგუფ ია
კოდექსს	კოდექს ს
მეკარის	მე კარ ის
ჰიმნების	ჰიმნ ების
სამთავროს	სამთავრო ს
ეთერში	ეთერ ში
დაავადებებისა	დაავად ებებისა
გაწმენდის	გაწმენდ ის
ჯეინ	ჯე ინ
გემოვნებისა	გემოვნ ებისა
ფუტუნას	ფუტ უნას
არჩევნებს	არჩევ ნებს
ინკებმა	ინკ ებმა
დუბლინში	დუბლ ინში
უარყოფილია	უარყოფ ილია
განმტკიცებაში	განმტკიც ებაში
პოეზიაში	პოეზი აში
სეზამის	სეზა მის
შერჩევის	შერჩევ ის
სეზონისთვის	სეზონ ისთვის
განხორციელებული	განხორციელებ ული
ძაღლია	ძაღლ ია
პოლიტიკამ	პოლიტიკ ამ
საბაბად	საბაბ ად
შინაარსობრივად	შინაარს ობრივად
ბოჭკოს	ბოჭკო ს
დამწერლობით	დამწერლობ ით
გოგონასთან	გოგონ ასთან
ელიას	ელი ას
ნაბუქოდონოსორ	ნაბუ ქოდონოსორ
პლასტიკა	პლასტიკ ა
პუნქტი	პუნქტ ი
სახლად	სახლ ად
საშ	საშ
ჩაუდენია	ჩაუ დენია
გადასვლით	გადასვლ ით
მთიანეთის	მთიან ეთის
ბრიჯში	ბრიჯ ში
სამაგიეროს	სამაგიერო ს
ამიანად	ამ იანად
არმაზის	არმა ზის
თავისუფლებისთვის	თავისუფლებ ისთვის
პროგრამით	პროგრამ ით
ცერემონიების	ცერემონი ების
სიმაღლეა	სიმაღლე ა
კანოეებით	კანოე ებით
რაოდენ	რა ოდენ
არქეოლოგიისა	არქეოლოგი ისა
კედლებთან	კედლ ებთან
სუბსტანცია	სუბსტან ცია
მარჯვენა	მარჯვ ენა
კონსტრუქტორი	კონსტრუქ ტორი
სანახაობრივი	სანახა ობრივი
სიდიდეები	სიდიდე ები
ბერების	ბერ ების
შეკრული	შეკრ ული
წინააღმდეგობის	წინააღმდეგ ობის
პორტუგალიას	პორტუგალი ას
ლატვიაში	ლატვი აში
მიმართულებების	მიმართულე ბების
გეოპოლიტიკური	გეოპოლიტ იკური
მორთულობის	მორთულ ობის
ტროის	ტრო ის
ზეთების	ზეთ ების
დაგელოდებით	დაგ ელოდ ებით
გამოფენაზე	გამოფენ აზე
ცარცული	ცარც ული
მირონის	მირ ონის
ურჩი	ურჩი
ღირსებას	ღირს ებას
გარდაიცვლებოდა	გარდაიცვლ ებოდა
მიმღებ	მიმღ ებ
გლეხებმა	გლეხ ებმა
მოხვდებოდა	მოხვ დებოდა
სათასო	ს ათას ო
საქმის	საქმ ის
საზამთროდ	საზამთრ ოდ
სახელწოდებათა	სახელწოდებ ათა
ნირვანას	ნირ ვანას
დიდიე	დიდი ე
ბანჯგვლიანი	ბან ჯგვლიანი
ერთვებიან	ერთვ ებიან
კედელშია	კედელ შია
სტელას	სტელა ს
დნობა	დნ ობა
ფალიაშვილმა	ფალ იაშვილმა
ოლქი	ოლქ ი
დირიჟორობდა	დირიჟორ ობდა
ადრიდანვე	ადრ იდანვე
მარილის	მარილ ის
ღვთისმშობელმა	ღვთისმშობე ლმა
სინ	ს ინ
დააწინაურა	დააწინა ურა
სტრატეგიის	სტრატეგი ის
ბიძაშვილზე	ბიძაშვი ლზე
გარემოზე	გარემო ზე
თხილი	თხილ ი
ტაშისკარიდან	ტაშის კარ იდან
კაზაკთა	კაზაკ თა
კაზიმირი	კაზიმი რი
სამთავროების	სამთავრო ების
შტორმმა	შტორმ მა
იყენებს	იყენებ ს
ლიცეუმში	ლიცეუმ ში
მიეპყრო	მიე პყრო
ძირეული	ძირეულ ი
მეორეა	მეორე ა
გვატემალაში	გვატემალ აში
მეგობრულ	მეგობრ ულ
ბინადარ	ბინადარ
ნაგაზის	ნაგა ზის
ხანებში	ხან ებში
ცივილიზაციებში	ცივილიზაცი ებში
თუჯის	თუ ჯის
სტრატეგიულად	სტრატეგი ულად
პროვინციებში	პროვინცი ებში
მახვილს	მახვილ ს
თაღლითი	თაღ ლითი
ინტერპრეტაცია	ინტერპრეტა ცია
მთვარი	მთვარ ი
ბრბო	ბრბ ო
გმირობა	გმირ ობა
სპექტრს	სპექტრ ს
პატიოსნება	პატიოს ნება
საიდუმლო	საიდუმლო
ფეხების	ფეხ ების
მართკუთხედის	მართკუთხედ ის
დაუფარავად	დაუ ფარავ ად
სახლია	სახლ ია
აიძულეს	აიძულ ეს
სახით	სახ ით
ცვილის	ცვილ ის
განავითარეს	განავითარ ეს
ობიექტთა	ობიექტ თა
სლოვაკური	სლოვაკ ური
ქაუნთის	ქაუნთ ის
ჩაცმულობა	ჩაცმულ ობა
ტერიტორიებიც	ტერიტორი ებიც
სტილისტური	სტილის ტური
ეპისკოპოსების	ეპისკოპოს ების
მოიქცნენ	მოი ქცნენ
ადგილთან	ადგილ თან
კუთხეებს	კუთხე ებს
დვალეთში	დვალ ეთში
ნანახი	ნა ნახი
პარკზე	პარკ ზე
მიმდევრებიც	მიმდევრებ იც
გააძლიერა	გააძლიერ ა
განთავისუფლდნენ	განთავისუფლ დნენ
თაბორის	თა ბორ ის
ხოჭოების	ხოჭო ების
კათოლიკოს	კათოლიკოს
პაატა	პა ა ტა
ციცაბოა	ციცაბო ა
არქიტექტურით	არქიტექტუ რით
კლოპენი	კ ლოპენი
ნაწარმი	ნაწარმ ი
ნავმისადგომი	ნავ მისადგომ ი
ემიგრაციას	ემიგრაცი ას
ოპტიკურ	ოპტი კურ
სავარგულებს	სავარგულ ებს
კოლეგებთან	კოლეგ ებთან
აპირებს	აპირებ ს
შესავალ	შესავალ
დაბრუნდება	დაბრუნ დება
გადამწერი	გადამწერ ი
გოგონები	გოგონ ები
დაამტკიცებინა	დაამტკიც ებინა
წამოიწია	წამოი წია
მექნება	მ ექნება
პალმების	პალმ ების
სადედოფლო	სა დედოფლ ო
ნაირობი	ნაირობ ი
ჰორკრუქსების	ჰორკრუქს ების
თაფლობის	თაფლ ობის
ახლადდაარსებულ	ახლად დაარსებ ულ
დაზიანებულ	დაზიან ებულ
მალმსტინის	მალმსტი ნის
საფეხურით	საფეხურ ით
სათათბიროს	სათათბი როს
პირებისათვის	პირებ ისათვის
ჭეშმარიტად	ჭეშმარიტ ად
ქმედებებს	ქმედებ ებს
ხეებია	ხე ებია
იქმნება	იქმნ ება
ასტრონომიაში	ასტრონომი აში
ლტოლვილები	ლტოლვილ ები
სტაბილურობა	სტაბილურ ობა
უარესდება	უარეს დება
ბელერიანდის	ბელერიანდ ის
გუგლი	გუგ ლი
ფლორენტინო	ფლორენ ტინო
რბილობი	რბილ ობი
დაკრძალვა	დაკრძალვ ა
გავრცელებულია	გავრცელ ებულია
დაცვაში	დაცვ აში
კაფსულა	კაფ სულა
ოთახები	ოთახ ები
ძმისწული	ძმ ისწული
უწევენ	უწევ ენ
ნადირობისა	ნადირობის ა
პერიოდში	პერიოდ ში
დაადო	დაა დო
არსებების	არსებ ების
მიწისქვეშ	მიწისქვე შ
ეკლიანი	ეკლ იანი
მეტხანს	მეტ ხანს
საურთიერთო	სა ურთიერთ ო
კლდიაშვილის	კლდ იაშვილის
ტუტანხამონის	ტუტ ანხამონის
ბირთვში	ბირთვ ში
გერმანიასთან	გერმანი ასთან
ფუნტად	ფუნ ტად
კულტი	კულტ ი
ეხებიან	ეხ ებიან
არქეოლოგის	არქეოლოგ ის
გადამდები	გადამ დები
აანალიზებს	ა ანალიზ ებს
კალთიდან	კალთ იდან
პაქტი	პაქტ ი
პერანგს	პერანგ ს
სირიიდან	სირი იდან
ელემენტებით	ელემენტ ებით
რალის	რა ლის
მოწმობით	მოწმ ობით
თანამედროვეობაში	თანამედროვ ეობაში
ისლამში	ისლამ ში
დასარტყამ	დასარტყ ამ
გამომდინარეობდა	გამო მდინარე ობდა
შეაბრუნა	შეა ბრუნა
აღნიშნეს	აღნიშნ ეს
ბიძგები	ბიძ გები
დამუშავებას	დამუშავ ებას
დეპუტატისაგან	დეპუტატ ისაგან
სამართლიანი	სამართლიან ი
შემადგენლობას	შემადგენლობა ს
მეთევზეობის	მეთევზ ეობის
კომისარიატში	კომისარი ატში
ლაბორატორიული	ლაბორატორი ული
ამასთანავე	ამასთან ავე
სტუდიიდან	სტუდი იდან
დაუნიშნეს	დაუ ნიშნეს
მიუკერძოებელი	მიუ კერძ ოებელი
სამეულის	სამეულ ის
ტრავმირებული	ტრავმ ირებული
შეფასდა	შე ფასდა
ბენედიქტელთა	ბენედიქტ ელთა
ხელშეკრულებებს	ხელშეკრუ ლებებს
წრეში	წრე ში
აღებულ	აღ ებულ
პარიზში	პარიზ ში
ინგლისურს	ინგლის ურს
მომწიფებული	მომწიფ ებული
მსახურების	მსახურ ების
გიტარისტის	გიტარ ისტის
ლას	ლ ას
ბიბლიის	ბიბლი ის
ჩვენამდე	ჩვენ ამდე
შეაშინა	შეა შინა
მიმოსვლის	მიმოსვლ ის
მიზანშეწონილი	მიზანშეწ ონილი
მმართველად	მმართველ ად
დანაყოფები	დანაყოფ ები
მხრიდან	მხრ იდან
არასწორ	არასწორ
გაბრაზებულმა	გაბრაზ ებულმა
კოლორიტული	კოლორი ტული
უოლტი	უოლტ ი
პირენეის	პირენე ის
ძამბროტა	ძ ამბროტა
კაცობრიობის	კაცობრი ობის
გადაბირება	გადაბირება
თორიუმის	თორ იუმის
იუდეველები	იუდევ ელები
იმერინის	იმერ ინის
ალბომების	ალბომ ების
მტკივნეულია	მტკივნე ულია
კრატერში	კრატერ ში
სამარშრუტო	სა მარშრუტ ო
ჩეხებმა	ჩეხ ებმა
აქტით	აქტ ით
გამჭირვალე	გამ ჭირვალე
რომანმა	რომან მა
გასასვლელია	გა სასვლელ ია
შეურაცხყოფა	შეურაცხყოფა
გათავისუფლებული	გათავისუფლ ებული
პოსტსაბჭოთა	პოსტ საბჭოთა
რეგრესის	რეგრეს ის
დაევალა	და ევალ ა
მილიარდამდე	მილიარდ ამდე
დააპირა	დაა პირა
ზრდა	ზრდ ა
ბრაზილიური	ბრაზილი ური
ოთხეულის	ოთხეულ ის
ჰემეტის	ჰემ ეტის
მოყვარულს	მოყვარულ ს
მუსიკისა	მუსიკ ისა
გართულება	გართულ ება
ტობის	ტობ ის
გრიგოლმა	გრიგო ლმა
დემოგრაფიული	დემოგრაფ იული
სოფლისა	სოფლ ისა
