გამოსხივება	გამოსხივ ება
შეხვედრას	შეხვედრ ას
მორფოლოგიურად	მორფოლოგ იურად
კარლმა	კარლ მა
მღვიმეს	მღვიმ ეს
რომელზედაც	რომელ ზედაც
შეუსრულდა	შეუსრულ და
ამაგრებენ	ამაგრ ებენ
დაწესებულებაში	დაწესებ ულებაში
ფუნდამენტი	ფუნდამენტ ი
ანალიზები	ანალიზ ები
დასცა	და სცა
საუკეთესო	საუკეთეს ო
კლანმა	კლან მა
ინაუგურაცია	ინაუგურ აცია
კაცს	კაც ს
შემოკლება	შემოკლ ება
სექტემბრიდან	ს ექტემბრ იდან
აღნიშვნა	აღნიშვნ ა
წარმომადგენლების	წარმომადგენლ ების
მეკობრეებმა	მეკობრე ებმა
ბლოგზე	ბლოგ ზე
როსტოვში	როსტოვ ში
ახდენენ	ახდენ ენ
მეოთხედფინალურ	მეოთხედ ფინალურ
შეითვისა	შე ითვის ა
წოფის	წ ოფის
აფსარი	აფსარი
შეეწირა	შეეწირ ა
განთავისუფლებაში	განთავისუფლება ში
ნოზაძე	ნოზ აძე
გააქტიურების	გა აქტიურ ების
ლონდინიუმის	ლონდინი უმის
ასზე	ას ზე
გრამფირფიტების	გრამფირფიტ ების
გენეტიკური	გენეტიკურ ი
საფრანგეთისგან	საფრანგეთ ისგან
ტოპონიმია	ტოპონიმ ია
ჯონათან	ჯო ნათან
დუმბაძემ	დუმბა ძემ
თავადები	თავად ები
ვერსიისა	ვერსი ისა
წარმართა	წარმართ ა
სხვადასვა	სხვა დასვა
ინსტიტუტების	ინსტიტუ ტების
აღინიშნა	აღინიშნ ა
მუნი	მუ ნი
როლან	როლ ან
ლომიძე	ლომ იძე
სასახლეში	სასახლე ში
მოსახლეობასა	მოსახლ ეობასა
დინასტია	დინასტ ია
წარმატებაში	წარმატებ აში
შუადღე	შუადღ ე
ატომებთან	ატომ ებთან
ჩაუტარა	ჩაუტარ ა
გამოძახება	გამოძახ ება
მეტალიკის	მეტალ იკის
ჯოჯოხეთის	ჯოჯოხ ეთის
მონაკოს	მონაკო ს
დინებაზე	დინებ აზე
ინდიელი	ინდიელ ი
უზრუნველყოფს	უზრუნვე ლყოფს
ლიტერატურულად	ლიტერატურ ულად
ღირსი	ღირს ი
ზედაპირების	ზედაპირ ების
მიუთითებს	მიუთით ებს
ამეცადინე	ამეცადინ ე
ტრიბი	ტრი ბი
ოპერაციისას	ოპერაცი ისას
მოკლებული	მოკლ ებული
მოქმედებითი	მოქმედებ ითი
ჭირიმე	ჭირ იმე
ლეგიონებმა	ლეგიონ ებმა
გადარჩა	გადარჩ ა
ჩანასახის	ჩანასახ ის
გლეხის	გლეხ ის
ალფონსოს	ალფონს ოს
არეებში	არე ებში
ჭეშმარიტება	ჭეშმარიტ ება
მთავრობის	მთავრობ ის
დროიდანვე	დრო იდანვე
პლიოცენში	პლიოცენ ში
შეიხი	შეი ხი
აწარმოა	აწარმო ა
რეიჩელი	რეიჩელ ი
ძალუძს	ძალუძ ს
მონასტრებში	მონასტრ ებში
სარევიზიო	სარე ვიზიო
ვიმარა	ვიმარ ა
კანავარო	კანავარო
აფასებენ	აფასებ ენ
დაიცვეს	დაიც ვეს
ბიუჯეტს	ბიუჯეტ ს
ტოლკინმა	ტოლკინ მა
გარეგნულ	გარეგნ ულ
კვადრატების	კვადრატ ების
ჯვრისებრი	ჯვრ ისებრი
აკადემიისგან	აკადემი ისგან
ლინემ	ლინ ემ
დაპყრობას	დაპყრობ ას
ჯაყელი	ჯაყ ელი
მუზეუმები	მუზეუმ ები
მაკარი	მაკ არი
სნეულების	სნეულ ების
ავტობუსს	ავტობუს ს
მისაღებია	მისაღებ ია
არსებაა	არსებ აა
ბოიართა	ბო იართა
ნაირსახეობა	ნაირსახეობ ა
საზიზღარი	სა ზიზღ არი
კერა	კერ ა
მესინის	მესი ნის
ერთშრიანი	ერთ შრ იანი
დათანხმებულიყო	დათანხმ ებულიყო
შვილმა	შვილ მა
სტრუქტურით	სტრუქტურ ით
დასუსტება	დასუსტ ება
ასამაღლებლად	ასა მაღლებლად
ფეხი	ფეხ ი
მშენებლობა	მშენებლობ ა
სავარჯიშოდ	სა ვარჯიშ ოდ
გაიგზავნა	გაი გზავნა
სტეპების	სტეპ ების
გამყოფი	გა მყოფი
ბოსნიელ	ბოსნი ელ
მოიაზრება	მოიაზრ ება
ისწავლეს	ისწავლ ეს
ფილოლოგიის	ფილოლოგი ის
უშუალო	უშუალ ო
ხელისუფლებაზე	ხელისუფლებ აზე
საუნდტრეკის	საუნდტრეკ ის
ასაფეთქებელი	ას აფეთქებ ელი
იხილა	იხილ ა
მავზოლეუმში	მავზოლე უმში
არჩევა	არჩევ ა
დარგების	დარგ ების
განხორციელებისთვის	განხორციელ ებისთვის
კოეფიციენტების	კოეფიციენ ტების
რადიუმის	რად იუმის
ზურაბს	ზურაბ ს
რასაც	რა საც
ნაირსახეობაა	ნაირსახეობ აა
ინტენსივობა	ინტენსი ვობა
ტრიუმფის	ტრიუმფ ის
კუნენეს	კუ ნენეს
აზოტოვან	აზოტ ოვან
სათეატრო	სა თეატრ ო
თესალონიკში	თესალო ნიკში
რედაქტორია	რედაქტორ ია
დასაფლავებაზე	დასაფლავ ებაზე
ცალმხრივი	ცალმხრივ ი
დაუსახლებელი	დაუსახლ ებელი
სიღრმეზეა	სიღრმე ზეა
მთელი	მთ ელი
გაძარცვის	გაძარცვ ის
მფლობელია	მფლობელ ია
შეეძინა	შეეძინ ა
აღზრდილია	აღზრდ ილია
წაუყენა	წაუყენ ა
ჰგავდნენ	ჰგავ დნენ
მოესმა	მოე სმა
ანბანს	ანბან ს
ნადირობაზე	ნადირობ აზე
წლითაა	წლ ითაა
ისაუბრა	ი საუბრ ა
ტერმინოლოგია	ტერმინოლოგი ა
ქართლი	ქართ ლი
ჰოვარდ	ჰოვარ დ
დაწესებულებებს	დაწესებ ულებებს
ბახმაროს	ბა ხმაროს
დედოფალთან	დედოფ ალთან
ფონდ	ფონდ
პურის	პ ურის
მოდერნისტულ	მოდერნისტ ულ
დატვირთულია	დატვირთ ულია
ინსცენირებული	ინ სცენ ირებული
ნიშანში	ნიშან ში
დღეა	დღე ა
მოსვენებას	მოს ვენებას
სადგომი	სადგომ ი
ჩამოასვენეს	ჩამო ასვენეს
ივერია	ივერი ა
ქულით	ქულ ით
მოერგო	მოე რგო
საკითხებიც	საკითხ ებიც
არაბულად	არაბულ ად
პლატფორმა	პლატფორმ ა
მომზადებას	მომზად ებას
მოაი	მოა ი
ჩამოდის	ჩამო დის
ნამდვილი	ნამდვილ ი
ნივთებზე	ნივთ ებზე
ნილგირის	ნილ გირის
ჩაწერილ	ჩაწერ ილ
შემკრები	შემკ რები
პარტიის	პარტი ის
საგონებელში	სა გონ ებელში
პროგრამები	პროგრამ ები
უხვადაა	უხვ ადაა
კოშკური	კოშკ ური
მიუშენებიათ	მი უშენებია თ
იუწყება	იუწყ ება
ფილმებშიც	ფილმებ შიც
ემზადებოდნენ	ემზად ებოდნენ
კონსტანციუს	კონსტან ციუს
ნაშვილები	ნა შვილ ები
ლიმონის	ლიმ ონის
ტვირთის	ტვირთ ის
მშობლებისთვის	მშობლებ ისთვის
გადაჭარბებული	გადაჭარბ ებული
დალმაცია	დალმაცი ა
საჩვენებელი	ს აჩვენ ებელი
მოვიდა	მოვიდ ა
ბოსნიელების	ბოსნი ელების
წყვილად	წყვილ ად
დოდაშვილის	დო დაშვილის
არღუნ	არღუნ
აბესალომ	აბე სალომ
მოიპოვებოდა	მოიპოვ ებოდა
მეტნაკლებად	მეტ ნაკლ ებად
რეგიონში	რეგიონ ში
ტენანტი	ტენ ანტი
შაკას	შაკ ას
შტორმის	შტორმ ის
ბალახოვან	ბალახ ოვან
კლდეებს	კლდე ებს
ელჩად	ელჩ ად
მასხარა	მას ხარა
ნიდერლანდმა	ნიდერლანდ მა
საათებში	საათ ებში
სართულების	სართულ ების
კარაქის	კარ აქ ის
მაოს	მა ოს
სფერულ	სფერ ულ
სატელიტ	სატელიტ
გარსის	გარს ის
უტევს	უტევ ს
ფერდინანდ	ფერდინა ნდ
რელიგიების	რელიგი ების
სლოვენიური	სლოვენ იური
წარმომავლობაზე	წარმომავლობ აზე
იყენებდა	იყენებ და
ნაშთების	ნაშთ ების
უზრუნველყოფილ	უზრუნვე ლყოფილ
მოწამეს	მოწამე ს
დარჩეს	დარჩ ეს
დაუწყო	დაუწყ ო
მეჭორავე	მე ჭორ ავე
გვირგვინები	გვირგვინ ები
აბასი	აბას ი
ესწრებოდა	ესწრ ებოდა
მეტყველებს	მეტყველებ ს
ხარკოვი	ხარკოვ ი
არქტიკულ	არქტიკ ულ
ჩაწოდების	ჩა წოდებ ის
მუშაობს	მუშაობ ს
თვეები	თვე ები
მუშაობისას	მუშაობ ისას
სამწუხაროა	სამწუხარო ა
ტორდესილასის	ტორ დესილას ის
კოლოფი	კოლ ოფი
ვესპასიანეს	ვესპას იანეს
ჯგუფურად	ჯგუფ ურად
ცხიმოვანი	ცხიმ ოვანი
როის	რო ის
ბოლშევიკებმა	ბოლშევიკ ებმა
ქულების	ქულ ების
მორთულობა	მორთულ ობა
პირველია	პირ ველია
ფილარმონიული	ფილარმონი ული
სიძის	სი ძის
მოწვეული	მოწვეულ ი
ნოლდორები	ნოლდორ ები
კომედიურ	კომედი ურ
საუკუნოვანი	საუკუნ ოვანი
პერსონაჟ	პერსონაჟ
ნუკლეოტიდების	ნუკლე ოტიდების
დაგჭირდებათ	დაგ ჭირდებათ
უხერხემლოების	უ ხერხემლ ოების
გარანტირებულია	გარანტი რებულია
ქურთისტანი	ქურთისტან ი
გაჭრილი	გა ჭრილი
დადგმულ	დადგმ ულ
მნახველთა	მნახველ თა
ფურიოსას	ფურ იოს ას
ცხოველებზე	ცხოველ ებზე
ლჰასაში	ლ ჰას აში
საურონის	საურონ ის
რასინის	რას ინის
ვაზას	ვაზ ას
ევოლუციის	ევოლუცი ის
თემურლენგმა	თემურ ლენგმა
მარაგს	მარაგ ს
ბურგუნდიული	ბურგუნდი ული
დაზიანებას	დაზიან ებას
სასუქების	სასუქ ების
ყაჩაღები	ყაჩაღ ები
ბალახოვანი	ბალახ ოვანი
მიიჩნევენ	მიიჩნევ ენ
არსებულიყო	არსებ ულიყო
ორასზე	ორას ზე
მოეწყოთ	მოე წყოთ
პოემები	პოემ ები
მტერს	მტერ ს
მწერლების	მწერლ ების
ტარდებოდა	ტარ დებოდა
მისიონერთა	მისიონე რთა
მობები	მ ობები
კამპანიის	კამპანი ის
ხევიდან	ხევ იდან
უშველეს	უშველ ეს
დიალექტებზე	დიალექტ ებზე
ნათესავის	ნათესა ვის
ტბასთან	ტბ ასთან
ნდობა	ნდ ობა
მისტიკა	მის ტიკა
დამბლდორი	დამბლდორ ი
კორდილიერა	კორდილიე რა
რეალიზაციას	რეალიზ აციას
ტაიმირის	ტაი მირის
ფორმამ	ფორმ ამ
მოვიდეს	მოვიდ ეს
ვანდას	ვანდა ს
პროვინციაში	პროვინც იაში
თანაავტორად	თანა ავტორ ად
ლაურა	ლა ურა
ჰომინიდის	ჰომინიდ ის
მონების	მონ ების
დასრულდა	დასრულ და
სინატრა	სინატრა
აღწევენ	აღწევ ენ
გაშლილია	გაშლ ილია
ლამაზი	ლამაზ ი
გადაწყვეტილებაში	გადაწყვეტ ილებაში
განსახიერებაა	განსახიერ ებაა
კმაყოფილია	კმაყოფ ილია
გელური	გელ ური
ხმების	ხმ ების
გარდაცვლილის	გარდაცვლი ლის
ციფრული	ციფრ ული
გამოუგზავნა	გამოუ გზავნა
გაიგო	გაიგო
ნაღვლის	ნაღ ვლის
დამნაშავეთა	დამნაშავ ეთა
აჯილდოვებს	აჯილდო ვებს
მართკუთხედი	მართკუთხედ ი
მოაბეს	მოა ბეს
ოუენ	ოუ ენ
პეტი	პეტი
სადგომად	სადგომ ად
კოტბუსის	კოტ ბუსის
მოსამართლედ	მოსამართლ ედ
კლასიფიკაცია	კლასიფიკა ცია
დედასთან	დედ ასთან
ჯგუფებიც	ჯგუფ ებიც
აგურისაა	აგურ ისაა
ფილმებია	ფილმებ ია
ანალოგური	ანალოგ ური
ეხებოდა	ეხ ებოდა
აშოტ	ა შოტ
კოლხას	კოლხ ას
საქართველოსთვის	საქართვე ლოსთვის
უმეგობრდება	უ მეგობრ დება
მფლობელად	მფლობელ ად
გარკვეული	გარკვე ული
ახსენებდა	ახსენ ებდა
მანქანებით	მანქან ებით
ქვეშევრდომობაში	ქვეშევრდომ ობაში
მონეტები	მონე ტები
ნოვგოროდის	ნოვგოროდ ის
მიდამო	მიდამო
გარჩეულია	გა რჩეულ ია
ხუმრობას	ხუმრ ობას
ლეჰის	ლე ჰის
შეზღუდვას	შეზღუდ ვას
დეიტას	დე იტას
კრისტოფორო	კრისტო ფორო
პროსტიტუციის	პროსტიტუცი ის
ნეფერეფრას	ნეფერ ეფრას
პოლონელები	პოლონ ელები
სამრეკლოში	სამრეკლო ში
დასახლებებზე	დასახლებ ებზე
ფსკოვის	ფს კოვის
გიგზი	გიგზ ი
ნაპირებიდან	ნაპირ ებიდან
აგებულებაში	აგებულ ებაში
მოსვლასთან	მოსვლ ასთან
კუალად	კუ ალად
გერმანიკუსის	გერმანი კუსის
მთელმა	მთ ელმა
საინტერესო	სა ინტერეს ო
ყოვლადწმიდა	ყოვლად წმიდა
მილიონიდან	მილიონ იდან
მიყვარს	მიყვარ ს
დღით	დღ ით
დაეკრა	დაე კრა
ოხერო	ო ხე რო
შეხვედრაზე	შეხვედრ აზე
იერიშით	იერიშ ით
საქსონიის	საქსონ იის
ინტრუზიული	ინტრ უზიული
ავსტრალია	ავსტრალი ა
ჰარმონიებით	ჰარმონი ებით
ფეხსახსრიანთა	ფეხ სახსრ იანთა
ჰეიერდალის	ჰეიერდა ლის
გულყრების	გულყრ ების
პლანეტური	პლანეტ ური
საათამდე	საათ ამდე
ქალაქებია	ქალაქ ებია
ფილოსოფიისა	ფილოსოფი ისა
ნალექიანობა	ნალექ იანობა
ნელსონი	ნელ სონი
განცდა	განცდ ა
ნიადაგია	ნიადაგ ია
ფსიქოდელიური	ფსიქოდელი ური
ხერხემლიანების	ხერხემლ იანების
რგოლური	რგოლ ური
დამნაშავეებად	დამნაშავეებ ად
ჭკვიან	ჭკვი ან
შტოდან	შტ ოდან
აშენების	აშენ ების
ნიშნებია	ნიშნ ებია
სიუხვეს	სიუხვ ეს
რაოდენობაც	რაოდენობ აც
აფთიაქი	აფთ იაქი
დაცვისათვის	დაცვ ისათვის
კობა	კობ ა
პლეისტოცენის	პლეისტოცენ ის
ეპილეფსიური	ეპილეფსი ური
თუმც	თუმც
ცვილოვანი	ცვილ ოვანი
მოწინააღმდეგემ	მო წინააღმდეგ ემ
მინიატურა	მინიატურ ა
რაღაცები	რაღაც ები
საფეხმავლო	სა ფეხ მავლო
სპილოები	სპილო ები
რევოლუციამდე	რევოლუცია მდე
გამოქვეყნება	გამოქვეყნ ება
აზნაურთა	აზნაურ თა
შეშლა	შე შლა
ამოკითხული	ამო კითხული
ლერწამი	ლერ წამი
გამგეობა	გამგე ობა
მცველებს	მცველ ებს
მორენა	მორენ ა
ჩაღრმავებულ	ჩაღრმავებ ულ
როგოც	როგო ც
გასაგებად	გასაგ ებად
თანხმობით	თანხმ ობით
ყარაბაღში	ყარაბაღ ში
ლაშქრობებში	ლაშქრობ ებში
მეამბოხე	მეამბოხ ე
არჩევას	არჩევ ას
მოსასმენად	მოსა სმენად
განიერი	განი ერი
თარგმნის	თარგმნ ის
მისასვლელი	მისა სვლელი
სასელექციო	სა სელექცი ო
ხომალდები	ხომალდ ები
ოფიცერი	ოფიცერ ი
აზროვნებას	აზროვნ ებას
ეშვებოდა	ეშვ ებოდა
იზომ	ი ზომ
ახლები	ახლ ები
მუტანტების	მუტანტ ების
ონოს	ონ ოს
ებოძა	ე ბოძ ა
კომპრომისი	კომპრომ ისი
ეკორეგიონს	ეკო რეგიონ ს
ფრინველებისა	ფრინველ ებისა
მეთოდით	მეთოდ ით
მცენარეებზე	მცენარე ებზე
პატრიოტები	პატრიოტ ები
დოზები	დოზ ები
კლოდ	კლ ოდ
ეთანხმება	ეთანხმ ება
ფარგლები	ფარგლ ები
ყოფას	ყოფ ას
თავშესაფარის	თავშესაფარ ის
ტექნოს	ტექნ ოს
ტურნირებზე	ტურნირ ებზე
კოსტუმებში	კოსტუმ ებში
ძაფების	ძაფ ების
სამეგრელოს	სამეგრელო ს
ფუნქციებს	ფუნქცი ებს
მწვერვალად	მწვერვალ ად
ბიბისის	ბიბ ისის
კონფლიქტზე	კონფლიქტ ზე
ნილოსზე	ნილოს ზე
რელიეფით	რელიეფ ით
გაძლიერებაში	გაძლიერ ებაში
ტომიდან	ტომ იდან
ლეოპოლდის	ლეოპოლდ ის
მთავრობა	მთავრობ ა
ხევსურები	ხევსურ ები
ყვავების	ყვავ ების
თავდასხმების	თავდასხმ ების
შესთავაზა	შესთავაზ ა
მიცემის	მიცემ ის
ტომებს	ტომ ებს
წარემართა	წარემართ ა
ჩამოვიდნენ	ჩამო ვიდნენ
მომხდარის	მომხდარ ის
წინაპრის	წინაპრ ის
დილანი	დილ ანი
შეეწყვიტათ	შეეწყვიტ ათ
ზღვამ	ზღვა მ
სიღრმე	სიღრმ ე
დახურვის	დახურ ვის
კუთვნილი	კუთვნილ ი
ანჯაფარიძის	ან ჯაფარ იძის
ჰქმნის	ჰ ქმნ ის
ნაურუში	ნაურუ ში
ხევსურებს	ხევსურ ებს
აღსარებისათვის	აღსარებ ისათვის
გერინგი	გერინგ ი
ერნსტ	ე რნსტ
პატრონთან	პატრო ნთან
დებაილეს	დება ილეს
ასტროლოგიის	ასტროლოგი ის
მოასწავებს	მოასწავ ებს
გამოჰყოფს	გამო ჰყოფ ს
ფრენსის	ფრენ სის
კონკურენტ	კონკურ ენტ
მზად	მზად
საადმირალო	სა ადმირალ ო
რიგაში	რიგ აში
რამაც	რამ აც
გაწევის	გაწევ ის
ზიანს	ზიან ს
მამაო	მამა ო
მოუხვეჭა	მოუ ხვეჭა
გასვლით	გასვლ ით
მშვიდობის	მშვიდობ ის
დეველოპერების	დეველ ოპერ ების
მოიხსენიებდა	მოიხსენიებ და
ფრიგიული	ფრიგი ული
ნაწარმოები	ნაწარმოებ ი
სათაურიც	სათაურ იც
სვეტებს	სვეტ ებს
მსოფლიოშია	მსოფლიო შია
ჩანაწერებიდან	ჩანაწერ ებიდან
კრონის	კრო ნის
აფრთხილებს	ა ფრთხილ ებს
ნამყოფი	ნა მყოფი
ფორმებს	ფორმ ებს
გადაუღობა	გადაუ ღობა
კონცეპტუალურ	კონცეპტუალუ რ
სპორტით	სპორტ ით
გროტესკული	გრო ტესკული
აიგივებდნენ	აიგივ ებდნენ
გადაეცეს	გადაეც ეს
გამოიყვანეს	გამოიყვან ეს
დეტექტივის	დეტექტი ვის
სხვილოს	სხვ ილოს
სახლებისა	სახლ ებისა
ბაიერში	ბაიერ ში
დავრეკოთ	დავ რეკოთ
კომპილაციაში	კომპილ აციაში
დადგა	დადგ ა
ათასიანი	ათას იანი
კათედრის	კათედრ ის
მუჯაჰიდების	მუ ჯაჰიდების
ხელმძღვანელობდა	ხელმძღვანე ლობდა
ტრანსპორტი	ტრანსპორტი
ტურისტებისათვის	ტურისტ ებისათვის
ტანისამოსს	ტანისამოს ს
თანმიმდევრული	თანმიმდევრ ული
ტექნიკისა	ტექნიკ ისა
მებრძოლს	მებრძოლ ს
ფიზკულტურის	ფიზ კულტურ ის
აისახებოდა	აისახ ებოდა
პროფ	პროფ
კონტროლირებად	კონტროლირებად
მოღალატის	მოღალატ ის
გადასაცემად	გადასა ცემად
კათოლიკე	კათოლიკ ე
ცხვრებს	ცხვრ ებს
დაიცალა	დაიც ალა
ციგურის	ცი გური ს
გრაალის	გრ აალის
მარილიანი	მარილ იანი
სუფიქსები	სუფიქს ები
ბერგმანის	ბერგმან ის
ფირმების	ფირმ ების
გრინვუდმა	გრინვუდ მა
გააკეთონ	გააკეთ ონ
ჟანგბადით	ჟანგბად ით
ძველმა	ძველ მა
სამომხმარებლო	სა მომხმარებ ლო
ასკვნის	ასკვნ ის
ფუძეებს	ფუძე ებს
კლუგე	კლუ გე
რიცხვითი	რიცხვ ითი
ელიავაზე	ელიავა ზე
ფუნქციონირება	ფუნქციონირე ბა
თავადების	თავად ების
ანსამბლეის	ანსამბ ლეის
გათამაშდა	გა თამაშ და
საზოგადოებასთან	საზოგადო ებასთან
თაღლითობის	თაღ ლითობის
აწყობა	აწყობ ა
სამხრეთელების	სამხრეთ ელების
გამარჯვებულს	გამარჯვებულ ს
გრადუსამდე	გრადუს ამდე
მეგობარ	მეგობარ
ლებრონ	ლებ რონ
სკანდალურად	სკანდალ ურად
იატაკზე	იატაკ ზე
ექიმის	ექიმ ის
პლუტონის	პლუტონი ს
მოედინებოდა	მოედინ ებოდა
დისციპლინის	დისციპლინ ის
მტრისგან	მტრ ისგან
არისტოკრატია	არისტოკრატი ა
საფრთხეები	საფრთხე ები
ანალოგიურია	ანალოგ იურია
მოძღვარი	მოძღვარ ი
სიმძიმე	სიმძიმ ე
სცენას	სცენ ას
მოუვლინა	მოუ ვლინა
სიმრავლით	სიმრავლ ით
მამლუქებმა	მამლუქ ებმა
ტექსტისა	ტექსტ ისა
სადიაცოს	სადიაც ოს
განსამტკიცებლად	განსა მტკიცებლად
დემონსტრირება	დემონსტრ ირება
კუთვნილება	კუთვნილ ება
გასწვრივი	გასწვრივ ი
მიმდებარედ	მიმდებარე დ
ელეგანტური	ელ ე განტური
სფეროსებრი	სფერო სებრი
კლავენ	კლ ავენ
დიფერენცირებული	დიფერენცი რებული
თეკლე	თეკლ ე
უმეტესად	უმეტეს ად
აღბეჭდილი	აღბეჭდ ილი
ჰანიბალი	ჰანიბალ ი
ლომბარდიის	ლომბარდი ის
შეჯვარების	შეჯვარებ ის
ლალიმ	ლალ იმ
მორგანის	მორგან ის
განიცადეს	განიცა დეს
რომანტიულ	რომან ტიულ
თმოგვის	თმოგვ ის
პლანეტარული	პლანეტ არული
დისნეიმ	დისნეი მ
მეკარე	მეკარ ე
წარმატებას	წარმატებ ას
პროგრამამ	პროგრამ ამ
სამხრეთს	სამხრეთ ს
ხელოვნებაზე	ხელოვნებ აზე
წლამდე	წლ ამდე
მეცნიერები	მეცნიერ ები
ცდაა	ც დაა
ფესტივალზე	ფესტივალ ზე
აღმოსავლეთისა	აღმოსავლეთ ისა
გაერთიანებისაკენ	გაერთიანებ ისაკენ
ელამელები	ელამ ელები
ალბომისთვის	ალბომ ისთვის
ლეკვები	ლეკ ვები
ძმისშვილმა	ძმ ისშვილმა
წვერის	წვერ ის
ტურებში	ტურ ებში
დაჩქარებული	დაჩქარ ებული
ამოღარული	ამო ღარული
ვაკეთებო	ვ აკეთებ ო
კვეთს	კვეთ ს
დარფურის	დარფურ ის
ჭურვი	ჭურ ვი
ზედმიწევნით	ზედ მი წევნით
თავური	თავ ური
გადაეტანათ	გადაე ტანათ
უსაფრთხოებისთვის	უსაფრთხ ოებისთვის
ვარიაციას	ვარიაცი ას
იბეჭდება	იბეჭდ ება
მარტვილი	მარტვი ლი
ბუმბული	ბუმბულ ი
მიდგომით	მიდგომ ით
მმართველების	მმართველ ების
პართიასთან	პართი ასთან
იცავენ	იც ავენ
ბუჩქებით	ბუჩქ ებით
კოლორადო	კოლორად ო
მომკვდარა	მომკვდ არა
ხეს	ხე ს
გადმოცემული	გადმოცემ ული
უნივერსიტეტებში	უნივერსიტე ტებში
დისკზე	დისკ ზე
ფორტი	ფორტ ი
გეგმაზე	გეგმ აზე
დაწყებითი	დაწყებ ითი
მასპინძლობს	მასპინძ ლობს
დაპირება	დაპირ ება
გადართო	გადა რთო
მდიდრულ	მდიდრ ულ
ნაკრებების	ნაკრებ ების
სცენების	სცენ ების
კიდევ	კიდე ვ
სხვადსხვა	სხვ ადსხვა
მისეული	მის ეული
ტურნემ	ტურნე მ
გეას	გე ას
მოწმობს	მოწმობ ს
ვარსკვლავთკარიბჭის	ვარსკვლავ თკარიბჭის
ოპერაცია	ოპერაცი ა
სარბიელზე	სარბი ელზე
მანტია	მანტი ა
შეზღუდა	შეზღუდ ა
ანექსირებული	ანექსი რებული
აბსენს	აბ სენს
განდევნილი	განდევნ ილი
სულეიმანს	სულეიმან ს
სამისიონერო	სა მისიონე რო
თავისებურია	თავისებ ურია
ერთეულ	ერთეულ
ლუსონის	ლუ სონის
კანონზომიერებანი	კანონზომიერ ებანი
დამამთავრებელი	დამამთავრ ებელი
ავტორიტეტი	ავტორ იტეტი
ტოლი	ტოლ ი
პტოლემეოსის	პტოლემე ოსის
ვალდებულება	ვალდებულ ება
ფანტაზია	ფანტაზი ა
ხმაურიანი	ხმაურ იანი
ცნებები	ცნებ ები
სკაიუოკერი	სკაიუოკერ ი
რწმენით	რწმენ ით
მომრგვალებულ	მომრგვალ ებულ
ბიჭების	ბიჭ ების
ოქროსფერი	ოქროსფერი
შექსპირის	შექსპირ ის
გაწმენდილი	გაწმენდ ილი
კროსი	კრო სი
თარგმანს	თარგმან ს
განცდის	განცდ ის
სიგრძის	სიგრძ ის
სძინავთ	სძინავ თ
დაისახა	დაისახ ა
ტეოტიუაკანის	ტეოტიუაკ ანის
შეკითხვებზე	შეკითხვ ებზე
აუდიტორია	აუდიტორ ია
ვალები	ვალ ები
კამბოჯაში	კამბოჯ აში
საბატონო	სა ბატონ ო
დაებრუნებინა	დაებრუნ ებინა
გულთბილად	გულ თბილ ად
არტერიული	არტერი ული
უხუცესების	უხუცეს ების
კემბრიჯში	კემბრიჯ ში
ძღვენის	ძღვენ ის
აგნეტა	აგნე ტა
აქტივაცია	აქტივ აცია
სტუდიის	სტუდი ის
ქოთანი	ქო თანი
ათაბაგმა	ათაბაგ მა
თავთან	თავ თან
საკმარისია	საკმარის ია
ზომაზე	ზომ აზე
ნარინჯისფერ	ნარინჯისფერ
ამოწურვის	ამოწურ ვის
ფსიქოლოგიაში	ფსიქოლოგი აში
ზედაიურული	ზედა იურული
ასტერიქსის	ასტერი ქსის
მო	მო
ვარსკვლავთან	ვარსკვლავ თან
სტანდარტებით	სტანდარ ტებით
გამოსახსნელად	გამოსახ სნელად
კავკასიონს	კავკასი ონს
ტუფებით	ტუფ ებით
უბოძა	უბოძ ა
წამოაყენა	წამოაყენ ა
ჩართვით	ჩარ თვით
ზეიმის	ზეიმ ის
ბოინგ	ბო ინგ
მელოუნი	მელო უნი
თაყვანისცემას	თაყვანისცემ ას
ფონად	ფონ ად
დღეზე	დღე ზე
აიტაცა	აიტაცა
გუნდა	გუნდ ა
ტონის	ტონ ის
წიგნშია	წიგნ შია
წირთხლების	წირთხ ლების
მეფესთან	მეფე სთან
კიბეები	კიბე ები
სანდინისტებს	სანდინი სტებს
ყურით	ყურ ით
ნიდერლანდელმა	ნიდერლანდ ელმა
მიირთმევს	მიირთმევ ს
ლენონმა	ლენონ მა
ეთიკის	ეთიკ ის
ცუნამის	ც უნამის
გაფართოებასთან	გაფართო ებასთან
სხეულები	სხეულ ები
ფრეგატი	ფრე გატი
ერთეულთა	ერთეულ თა
გადატრიალება	გადატრიალ ება
რეკომენდაციებს	რეკომენდ აციებს
მიეღწიათ	მიეღწია თ
ღვაწლის	ღვაწლ ის
მოშლის	მოშლ ის
მანგანის	მანგან ის
ართმევდნენ	ართმევ დნენ
მონრეალში	მონრეალ ში
მიმართვას	მიმართვ ას
მოგზაურობდა	მოგზაურობ და
სანჯაყი	სანჯაყ ი
სვამდნენ	სვამ დნენ
გახდნენ	გახდ ნენ
მკაცრი	მკაცრ ი
ამსტერდამის	ამსტერდა მის
გეოგრაფმა	გეოგრაფ მა
