გამოსხივება	გამოსხივ ება
ელზასი	ელ ზასი
რუჟი	რუ ჟი
ჩამოვიდა	ჩამო ვიდა
ირლანდიელი	ირლანდი ელი
პლანეტას	პლანეტ ას
ფანებს	ფან ებს
იქამდე	იქ ამდე
ოჯახისთვის	ოჯახ ისთვის
ასა	ას ა
საბუნებისმეტყველო	საბუნების მეტყველ ო
კარტოგრაფიული	კარტოგრაფი ული
სერბეთს	სერბეთ ს
გასცილდა	გასც ილდა
განვლო	განვლ ო
ბერნი	ბერ ნი
გამოქვაბული	გამოქვაბულ ი
იუსტინიანემ	იუსტინია ნემ
პროდუქტებისა	პროდუქტ ებისა
აუგია	აუგ ია
გადასახლებას	გადასახლ ებას
შესაყართან	შესა ყართან
საილუსტრაციო	სა ილუსტრაცი ო
ფრანკს	ფრანკ ს
მეფეებთან	მეფე ებთან
ქსოვილების	ქსოვილ ების
კოსტა	კოს ტა
მოსაზრება	მოსაზრ ება
აზრად	აზრ ად
გრადუს	გრადუს
ლიბანელი	ლიბან ელი
შობილი	შობ ილი
მაისამდე	მა ის ამდე
წამებული	წამ ებული
ხიდების	ხიდ ების
ცხოვრებასთან	ცხოვრებ ასთან
მრავალფეროვანია	მრავალფეროვან ია
მოსანახულებლად	მოსა ნახულებლად
ოჯახით	ოჯახ ით
უცხოა	უცხო ა
ქვას	ქვ ას
ოლქები	ოლქ ები
ელექტრონებს	ელექტრონ ებს
კრასნოიარსკის	კრასნო იარსკის
შვედეთსა	შვედ ეთსა
წარმომადგენლობითი	წარმომადგენ ლობითი
ლე	ლე
მოვლენაზე	მოვლენ აზე
ხუთს	ხუთ ს
იდეოლოგიურ	იდეოლოგი ურ
ვენური	ვენ ური
ნიჭის	ნიჭ ის
დასრულებას	დასრულებ ას
ჰერეთი	ჰერ ეთი
კოეფიციენტი	კოეფიცი ენტი
გაყრა	გა ყრა
აკადემიის	აკადემი ის
დასაფლავებული	დასაფლავ ებული
შვიდი	შვიდ ი
ქოხი	ქოხ ი
ნაწილისა	ნაწილ ისა
კირქვიან	კირქვ იან
მოსმენილი	მოსმენ ილი
ოპერეტა	ოპერ ეტა
ტორტი	ტორ ტი
ჩავარდნილი	ჩავარდ ნილი
საგზურს	საგზურ ს
მკვლევარის	მკვლევარ ის
გამეფებული	გამეფ ებული
რამონ	რამ ონ
დარაჯობდნენ	დარაჯ ობდნენ
ერტყმის	ერტყ მის
წყალსატევი	წყალსატევ ი
აღწერით	აღწერ ით
ალგარვის	ალ გარვის
სცენარზე	სცენარ ზე
დარეგისტრირდა	და რეგისტრ ირდა
ფუნდამენტალური	ფუნდა მენტალური
საკრებულოს	სა კრებულ ოს
ეთნოგენეზის	ეთნოგენეზ ის
ნახევრით	ნახევრ ით
სალაროს	სა ლაროს
დაიბრუნებდა	დაიბრუნ ებდა
ეგვიპტელების	ეგვიპტელ ების
პტოლემეების	პტოლემე ების
სპურსმა	სპურს მა
აუცილებლობას	აუცილებ ლობას
სამხრეთულ	სამხრეთ ულ
მიკროტალღური	მიკროტალღ ური
ზამთრობს	ზამთრ ობს
დელის	დელ ის
ადიოდა	ა დიოდა
ტერფის	ტერფ ის
დანაყოფს	დანაყოფ ს
დიდგორის	დიდ გორის
კონიაკის	კონი აკ ის
ვაშლოვანის	ვაშლ ოვანის
საცეცხლე	სა ცეცხლ ე
მოდული	მოდულ ი
შთამომავალი	შთა მომავალ ი
რეზერფორდის	რეზერფორდ ის
საკომპოზიციო	სა კომპოზიცი ო
ოლქად	ოლქ ად
ჟამს	ჟამ ს
პირობა	პირ ობა
რეკორდების	რეკორდ ების
მოხმარებისთვის	მოხმარ ებისთვის
ნაპირას	ნაპირ ას
სრულფასოვნად	სრულფას ოვნად
იყიდებოდა	იყიდ ებოდა
ნოე	ნო ე
უბრალოდ	უბრალ ოდ
იღბალი	იღბ ალი
უკაცრიელი	უკაცრი ელი
გილდიის	გილ დიის
დაუბრუნდეს	დაუბრუნ დეს
ცენზი	ცენზ ი
გარეშეც	გარეშე ც
ქართველებით	ქართველ ებით
ტუნგუსკის	ტუ ნგუსკის
მზეში	მზე ში
გამარჯვება	გამარჯვებ ა
ზონას	ზონ ას
ვერაგული	ვერა გული
ფონური	ფონ ური
ბიოქიმიის	ბიოქიმი ის
ზომა	ზო მა
მიერვე	მიერ ვე
უსტიანსკოეს	უსტ იან სკოეს
ჯირკვლების	ჯირკვლ ების
ნიდერლანდი	ნიდერლანდ ი
კანი	კან ი
ნახევარდღეღამური	ნახევარ დღეღამ ური
მორაგბეთა	მო რაგბ ეთა
მრავალთავის	მრავალ თავის
ჩაშლა	ჩაშლ ა
დაზგური	დაზ გური
რომა	რომ ა
სამაგიერო	სამაგიერო
შეთეთრებულია	შე თეთრ ებულია
ცხრა	ცხრ ა
ცნობას	ცნობ ას
კარეს	კარ ეს
გამოსახულია	გამოსახ ულია
ეუფლებიან	ეუფლ ებიან
ტომებზე	ტომ ებზე
ჰადისების	ჰად ისების
ეტაპობრივი	ეტაპობრივ ი
ფორტეპიანო	ფორტეპიანო
მახასიათებლები	მახასიათ ებლები
პრინციპული	პრინციპ ული
ღელვა	ღელვ ა
შემოსავლიდან	შემოსავლ იდან
სამზარეულო	სამზარეულო
ტარანი	ტარ ანი
ენიჭებოდა	ენიჭ ებოდა
საკანდიდატო	სა კანდიდატ ო
თანაბრად	თანაბრ ად
მოდერნიზმის	მოდერნიზ მის
მესიეს	მესი ეს
ეგზისტენციალისტური	ეგზისტენცი ალისტური
ანიტა	ანი ტა
ევაკუაცია	ევაკუ აცია
ჩინგის	ჩინ გის
კომბინაციები	კომბინ აციები
მოწამლული	მოწამ ლული
ეძლეოდა	ეძლე ოდა
კონფესიის	კონფეს იის
ხანშიშესული	ხან შიშესული
მოყვანა	მოყვან ა
ბრალის	ბრალ ის
ჰენდრიქსის	ჰენდრი ქსის
გვარაძე	გვარ აძე
ლუციუს	ლუციუს
განიხილა	განიხილ ა
მინიატიურების	მინიატიურ ების
ხარჯით	ხარჯ ით
ერთმანეთი	ერთმან ეთი
რეალიზმი	რეალიზ მი
საექსპლუატაციოდ	საექსპლუატაცი ოდ
რენეს	რენ ეს
ბოროროს	ბორ ოროს
უვნებელი	უვნ ებელი
უტოლდებოდა	უტოლ დებოდა
გაეცნობა	გაეცნ ობა
დაწვრილებითი	და წვრილ ებითი
წევრებისა	წევრ ებისა
თვისებით	თვისებ ით
კლასიკოსთა	კლასიკოს თა
აშელის	აშელ ის
მეფეც	მეფე ც
შარდის	შარდ ის
ინსტრუმენტების	ინსტრუმენტ ების
შეტაკებაში	შეტაკ ებაში
კუტუზოვის	კუტუზო ვის
გამძლე	გამძლე
მათემატიკაში	მათემატ იკაში
შედიოდნენ	შედი ოდნენ
ბანაკიდან	ბანაკ იდან
რეკლამაში	რეკლამ აში
ძველით	ძველ ით
დაარწმუნებს	დაარწმუნ ებს
გამოუცხადა	გამოუცხად ა
უკვალოდ	უ კვალოდ
მანტიაში	მანტი აში
ტვერის	ტვ ერის
მეექვსედ	მეექვს ედ
კათოლიკობა	კათოლიკ ობა
აქედანაა	აქედან აა
მომენატრა	მომ ენატრა
მსოფლმხედველობა	მსოფლმხედველობა
მკვლელობების	მკვლელ ობების
აგნოსტიკოსი	აგნოსტ იკოსი
სტუდიების	სტუდი ების
თვის	თვ ის
მავნე	მავნ ე
ჩაუყარა	ჩაუ ყარა
ცხინვალის	ცხინვა ლის
ამაო	ამ აო
გააგრძელოს	გააგრძელ ოს
უკიდურეს	უკიდურეს
დივიზიონში	დივიზი ონში
განსაზღვრაში	განსაზღვრ აში
კელვინი	კელ ვინი
იური	იურ ი
კატაკომბაში	კატაკომ ბაში
ფაილის	ფაილ ის
მუჰამმადის	მუჰამ მადის
წყობით	წყობ ით
გმირებად	გმირ ებად
ნახშირორჟანგის	ნახშირორჟანგ ის
ჯილდოებს	ჯილდო ებს
ექსტერიერის	ექსტერიერი ს
აღმოჩნდებოდა	აღმოჩნ დებოდა
ნაჰია	ნა ჰია
ყაზანის	ყაზა ნის
გვიჩვენა	გვიჩვენ ა
ვუდრო	ვ უდრო
დარიცხვის	და რიცხვ ის
ცილის	ცილ ის
მილიგრამი	მილ იგრამი
ზურგი	ზურგ ი
ნარჩენია	ნარჩენ ია
ხმარობენ	ხმარ ობენ
კომპანია	კომპანი ა
არყის	არყ ის
მოუვიდა	მოუვიდა
კანიონი	კანიონ ი
ფრენკი	ფრენ კი
იხევს	იხევ ს
ჯორჯი	ჯორჯ ი
გაყოფა	გაყოფ ა
შამილის	შა მილის
მუშნი	მუშ ნი
გარდაეცვალა	გარდა ეცვალ ა
მეცნიერებას	მეცნიერებ ას
სტერლინგის	სტერლინგ ის
ბუკერის	ბუკ ერის
სამეფოები	სამეფო ები
სატრაპი	სატ რაპი
აღთქმით	აღთქმ ით
ილაშქრეს	ილაშქრ ეს
ალბათობას	ალბათ ობას
აგებულ	აგებ ულ
კალიფორნიაში	კალიფორნი აში
შეინარჩუნონ	შეინარჩუნ ონ
ფილმით	ფილმ ით
უარობდა	უარ ობდა
მოუხდა	მოუხ და
უკეთესობა	უკეთეს ობა
წყვილების	წყვილ ების
ლექსიკონში	ლექსიკ ონში
გამრავლდა	გამრავლ და
განდალფის	განდალფი ს
თანაც	თან აც
ლეო	ლე ო
რანგით	რანგ ით
სისტემატური	სისტემატ ური
ლიხაურის	ლიხაურ ის
თბილისის	თბილის ის
შხამიანია	შხამ იანია
ვინაობის	ვინა ობის
ჭაღარა	ჭა ღარა
ლაზარეს	ლაზ არეს
სანდერსის	სანდერს ის
სოჭში	სოჭ ში
მეამბოხეების	მეამბოხ ეების
ბაუტისტა	ბაუ ტისტა
კობის	კ ობის
ჰყოფნიდა	ჰყოფ ნიდა
გააგრძელებს	გააგრძელ ებს
ფსევდონიმი	ფსევდონიმ ი
ზოგმა	ზოგ მა
ტროიცკოეს	ტრო იცკოეს
ჯემი	ჯე მი
გრეგორი	გრ ეგორი
მონიშნული	მონიშნ ული
ძანეტის	ძანეტ ის
კისრულობდა	კი სრულობდა
შესაბამისობა	შესაბამის ობა
გუნდით	გუნდ ით
სპირალურ	სპირ ალურ
სცემდნენ	სცემ დნენ
დაჯილდოებულია	დაჯილდო ებულია
დაეშვნენ	დაეშვ ნენ
სნუპის	სნუპ ის
ანგარიშს	ანგარიშ ს
სიგანე	სიგან ე
დედით	დედ ით
ადრიანეს	ადრიან ეს
შოტლანდიელთა	შოტლანდ იელთა
მოგონებანი	მოგონებ ანი
მერები	მერ ები
ცერემონიებს	ცერემონი ებს
რეიტინგის	რეიტინგ ის
გაერთიანებისათვის	გაერთიანებ ისათვის
მიწურულსა	მიწურულ სა
ორგანულად	ორგან ულად
ვანგა	ვან გა
საუკუნეები	საუკუნე ები
სიდიდეებია	სიდიდე ებია
მუტაციის	მუ ტაციის
პომპეუსის	პომპე უსის
უზრუნველყონ	უზრუნველყო ნ
ჯვაროსნების	ჯვაროსნ ების
შფოთვის	შფოთ ვის
მოწვევით	მოწვევ ით
შეღავათი	შეღავათ ი
ჰაერიდან	ჰაერ იდან
გარდაიქმნა	გარდაიქმნ ა
მემკვიდრეობისათვის	მემკვიდრეობ ისათვის
სივრცით	სივრც ით
გასაკონტროლებლად	გასა კონტროლ ებლად
ქარხნის	ქარხნ ის
სადისკუსიო	სა დისკუს იო
მიხეილის	მიხეილ ის
დაინტერესების	დაინტერეს ების
ზონების	ზონ ების
გამოირჩევიან	გამოირჩევ იან
ორატორია	ორატორ ია
ალპების	ალპ ების
სიმინდს	სიმინდ ს
იულიანე	იულია ნე
გახსნის	გახსნ ის
აღუთქვა	აღუთქვ ა
გრიგორი	გრიგო რი
მეტროპოლია	მეტროპოლი ა
მოქმედებას	მოქმედებ ას
ტურნირი	ტურნირ ი
გაღიზიანებული	გაღიზიანებ ული
აღმერთებდა	ა ღმერთ ებდა
გადაწყვეტილება	გადაწყვეტ ილება
გზავნილი	გზავნილ ი
თესევსი	თესევს ი
ცოცხლობენ	ცოცხლ ობენ
რაფაელ	რაფაელ
გამოძახილი	გამოძახ ილი
დაკავებას	დაკავ ებას
ლიდერი	ლიდერ ი
სხვადასხვაობას	სხვადასხვა ობას
ძალის	ძალ ის
უფროსი	უფროს ი
კულტს	კულტ ს
მოსკიტების	მოსკი ტების
ვილას	ვილ ას
თავდასხმა	თავდასხმ ა
მძღოლს	მძღოლ ს
ალკოჰოლური	ალკოჰო ლური
წარადგენს	წარადგენ ს
იტალიურად	იტალი ურად
ციკლებს	ციკლ ებს
ჟანრზე	ჟანრ ზე
გადაკეტეს	გადაკეტ ეს
ჰუტუს	ჰუ ტუს
დადებას	და დებას
იმედგაცრუებული	იმედგაცრუ ებული
დუშეთიდან	დუშ ეთიდან
ბაქსმა	ბაქს მა
გიტარებზე	გიტარ ებზე
თარგმანში	თარგმან ში
ათონელი	ათონ ელი
შერბილდა	შე რბილ და
ჰიდროელექტროსადგური	ჰიდრო ელექტროსადგ ური
გალერიუსი	გალერი უსი
პაროდია	პაროდი ა
გავაიგივოთ	გავ აიგივოთ
ირიცხება	ირიცხ ება
ბულზის	ბულზ ის
კორტესმა	კორტეს მა
პრეპარატი	პრეპარატ ი
ალიოშა	ალი ოშა
წისქვილში	წისქვილ ში
საგაზაფხულო	სა გაზაფხულ ო
კუდარო	კუდ არო
წარწერიდან	წარწერ იდან
ცხოვრებასა	ცხოვრებ ასა
ლეიბორისტულ	ლეიბორ ისტულ
ძებნისას	ძებნ ისას
ახმეტა	ახმეტ ა
განვითარებადი	განვითარებ ადი
თარგმნილ	თარგმნ ილ
მაიკლის	მაიკლ ის
მოძრაობებისა	მოძრაობ ებისა
ფეოდალების	ფეოდალ ების
ფონ	ფონ
გამოუსადეგარი	გამოუსადეგარ ი
ინსტიტუტსა	ინსტიტუტ სა
მუხლში	მუხლ ში
ნოეს	ნო ეს
ჩამკეტი	ჩამკეტ ი
ვენახის	ვენახ ის
დეპუტატი	დეპუტ ატი
მსაჯი	მსაჯ ი
გარბოდნენ	გარბო დნენ
დასდევს	დასდევ ს
კოცონზე	კოც ონზე
წერა	წერ ა
წყობა	წყობ ა
ესხმიან	ესხმ იან
განამტკიცებს	განამტკიც ებს
პაპი	პაპ ი
ბეჭდავდა	ბეჭდ ავდა
გახსნამდე	გახსნ ამდე
გლდანისკენ	გლდან ისკენ
პატრიკმა	პატრიკ მა
გიზო	გი ზო
შესასწავლად	შესასწავლ ად
ჩუმი	ჩუ მი
სალამურა	სალამ ურა
საფინალო	სა ფინალ ო
ზაფხულზე	ზაფხულ ზე
თეოდორას	თეოდო რას
მუნიციპალიტეტად	მუნიციპალიტე ტად
კვლევისას	კვლევ ისას
მელოდიას	მელოდი ას
გუმბათიანი	გუმბათ იანი
მწერლად	მწერლ ად
ნახავს	ნახავ ს
პოსტჰემორაგიული	პოსტ ჰემორაგიული
დეტალების	დეტალ ების
იყინება	ი ყინება
ნიშს	ნიშ ს
ვიდეოს	ვიდეო ს
ვალდებულების	ვალდებულ ების
უცნობ	უცნობ
ფირი	ფირ ი
ბავშვობაში	ბავშვობ აში
ვარდის	ვარ დის
თამაშებზე	თამაშ ებზე
შეცდომას	შეცდომ ას
სრული	სრულ ი
მაქსიმიანეს	მაქსიმ იანეს
ჰერმანი	ჰერ მანი
ბიძის	ბიძ ის
შიგთავსის	შიგთავს ის
ნულზე	ნულ ზე
უოტსონის	უოტსონ ის
ეფექტურობა	ეფექტურ ობა
ლუიზიანის	ლუიზიან ის
კოდი	კოდ ი
გადაყვანილი	გადაყვან ილი
არჩევანს	არჩევან ს
ბეიკერის	ბეიკერ ის
ერთპალატიანი	ერთ პალატიანი
მოქცეულია	მოქცეულ ია
შევარდნაძე	შევარდ ნაძე
ნებისმიერი	ნებისმიერ ი
კურსდამთავრებულები	კურსდამთავრ ებულები
გამოთქმების	გამოთქმ ების
პროლეტარულ	პროლეტა რულ
რევოლუციონერთა	რევოლუცი ონერთა
ხუანის	ხუან ის
ტარებას	ტარ ებას
მკლავი	მკლავ ი
ფერებს	ფერ ებს
ნიკ	ნიკ
დამეხმარებიან	დამ ეხმარებ იან
ტურისტებს	ტურისტ ებს
ჩაწერამდე	ჩაწერ ამდე
მოზაიკის	მოზა იკის
ენტონი	ენტონ ი
დიმორფიზმი	დიმორფ იზმი
თარხუჯი	თა რხუჯი
მგზავრობა	მგზავრ ობა
განსაზღვრების	განსაზღვრ ების
მონასტერში	მონასტერ ში
გრემ	გრე მ
დროს	დრო ს
თაღოვან	თაღოვან
პუნტლენდის	პუნტ ლენდ ის
განასხვავებს	განასხვავებ ს
გამოქცეული	გა მოქცეულ ი
ფლეიტაზე	ფლეიტ აზე
შესყიდვა	შესყიდვ ა
ანდერძით	ანდერძ ით
სასამართლოებში	სასამართლო ებში
დაბრკოლებას	დაბრკოლე ბას
ენახა	ენახ ა
შანსი	შანს ი
რადიოში	რადიო ში
პეგი	პე გი
ზოგად	ზოგ ად
ჰოფმანი	ჰოფმან ი
ვადით	ვად ით
მონაკოში	მონაკო ში
საქორწინო	საქორწინ ო
ინტერესს	ინტერეს ს
დაემტკიცებინა	დაემტკიცებინ ა
გეომეტრიაში	გეომეტრ იაში
დამცავ	დამცავ
უცნაური	უცნაურ ი
გოლდბერგი	გოლ დბერგი
არმიაში	არმი აში
იანოშ	იან ოშ
ეკრანს	ეკრან ს
საჭიროებს	საჭიროებ ს
ფიგურირებს	ფიგურირ ებს
სმით	სმით
ფინალი	ფინალ ი
გაჰქონდათ	გაჰქონ დათ
მიწაში	მიწ აში
პირობების	პირობებ ის
სნუკერისტების	სნუკერის ტების
კინოფესტივალის	კინო ფესტივალ ის
თლის	თ ლის
ყდით	ყდ ით
აღდგენილ	აღდგენ ილ
გეშველება	გე შველება
უკანასკნელის	უკანასკნე ლის
ამოიღეს	ამოი ღეს
კავკასიიდან	კავკასი იდან
კუთვნილებად	კუთვნილ ებად
სამშობიარო	სა მშობიარ ო
თანახმადაც	თანახმა დაც
ნაკვეთ	ნაკვეთ
დასძინა	დას ძინა
ტბისა	ტბ ისა
მწყემსები	მწყემს ები
ვალდებული	ვალდებულ ი
სამსახურის	სამსახურ ის
ვეძიოთ	ვეძი ოთ
ჯიუტი	ჯიუტ ი
ქარხანაში	ქარხანა ში
ბეწვის	ბეწვ ის
დანიელებმა	დანი ელებმა
გაიცემოდა	გაიცემ ოდა
აღწერილ	აღწერი ლ
ბელორუსული	ბელორუს ული
კანონზომიერება	კანონზომიერე ბა
მდგომარეობდა	მდგომარე ობდა
ნელსონმა	ნელსონ მა
ძალებისა	ძალებ ისა
დაწყებით	და წყებით
შანშიაშვილის	შან შიაშვილის
კიმ	კი მ
ლიტვა	ლიტვ ა
მცდელობა	მცდელობ ა
კავკასიისა	კავკასი ისა
გენერალურმა	გენერალ ურმა
აზრს	აზრ ს
კონფერენციამ	კონფერენ ციამ
დაგროვებული	დაგროვ ებული
ნიჟარები	ნიჟარ ები
მხოლობითი	მხოლ ობითი
გაზრდის	გაზრდ ის
დაუტოვეს	დაუტოვ ეს
ტიგრანმა	ტიგრან მა
შეიცნო	შეი ცნო
გამარტივების	გა მარტივ ების
ვხედავთ	ვ ხედავ თ
ნაფიცი	ნაფიც ი
ტრაქტატის	ტრაქტატ ის
ემიგრანტებმა	ემიგრანტ ებმა
პრინციპებით	პრინციპ ებით
პირველნი	პირველ ნი
ხალიჩის	ხალიჩ ის
გაყალბების	გაყალბ ების
თამაშს	თამაშ ს
შეაწუხა	შეა წუხა
რეჩ	რე ჩ
ზრდასრულობის	ზრდასრულ ობის
ხუნტის	ხუნ ტის
შუქურა	შუქ ურა
ჰელენ	ჰელ ენ
კრიპტოგრაფიულ	კრიპტოგრაფი ულ
ჩამოიტანა	ჩამოი ტანა
დაფარულია	დაფარ ულია
დაუშვეს	დაუშვ ეს
დრამები	დრამ ები
ფინალამდე	ფინალ ამდე
წერტილში	წერტილ ში
პოზიციიდან	პოზიცი იდან
ერნესტო	ერნესტ ო
როსიმ	როს ი მ
იმპერიაზე	იმპერი აზე
ბელორუსიის	ბელორუს იის
მაისურაძე	მაისურ აძე
ტყე	ტყე
ლუდი	ლუდ ი
იმდროის	იმ დრო ის
ყოველივე	ყოველ ივე
ქსოვის	ქსოვ ის
ატლანტის	ატლანტ ის
ეკოლოგიური	ეკოლოგი ური
ქრონოლოგიურად	ქრონოლოგი ურად
წარმოდგენილ	წარმოდგენ ილ
წარუდგენს	წარუდგ ენს
შორი	შორ ი
მგზნებარე	მ გზნებარე
ქვაში	ქვ აში
კომუნისტები	კომუნის ტები
მარშალის	მარშალ ის
აღნიშნულისა	აღნიშნ ულისა
ზეადამიანური	ზე ადამიან ური
დღესასწაულად	დღესასწაულ ად
ნაყოფიერებისა	ნაყოფიერ ებისა
საქონელი	საქონელ ი
სპეციალურად	სპეციალურ ად
გამოყენებული	გამოყენებ ული
დასჯილი	დასჯ ილი
ბილბო	ბილბო
ელენ	ელენ
დაგეგმა	დაგეგმ ა
პროექტების	პროექტ ების
ფოლადი	ფოლად ი
ფლანგზე	ფლანგ ზე
მწკრივის	მწკრივ ის
პალატაში	პალატ აში
ფაქტზე	ფაქტ ზე
შეეშალა	შეეშალ ა
შუახმელეთში	შუა ხმელეთში
შეფერილი	შეფერი ლი
საუკუნეებში	საუკუნე ებში
პეისი	პე ისი
მდგომ	მდგომ
საგუნდო	სა გუნდ ო
ბრძოლად	ბრძოლ ად
ელექტრო	ელექტრო
მნიშვნელობების	მნიშვნელობ ების
ომშიც	ომ შიც
იკრძალებოდა	იკრძალ ებოდა
ჭიქურის	ჭიქ ურის
მცირეწლოვანი	მცირეწლოვა ნი
წევრობის	წევრ ობის
გაზურ	გაზ ურ
დაბალმთიანი	დაბალ მთიანი
კარტოფილს	კარტოფილ ს
ლენინგრადში	ლენინ გრადში
მოთამაშეები	მოთამაშე ები
ჭურვების	ჭურვ ების
სიდიდეების	სიდიდე ების
განათლება	განათლებ ა
ჯგუფებმა	ჯგუფ ებმა
ბანკირი	ბანკ ირი
ხელმოწერილი	ხელმოწერ ილი
ჰიდროგრაფიული	ჰიდროგრაფი ული
აზრობრივი	აზრ ობრივი
ვირთხები	ვირთხ ები
აიკიდოს	ა იკიდოს
ფანებმა	ფან ებმა
დამწყებ	დამ წყებ
ემხრობოდა	ემხრო ბოდა
აღიქვა	აღიქვ ა
გააგდეს	გა აგდეს
წელთ	წელ თ
ჰაროლდ	ჰარ ოლდ
შეწყალების	შეწყ ალების
იმიჯს	იმიჯ ს
კარტოგრაფიის	კარტოგრაფი ის
ნიტრირება	ნი ტრირება
შვიდკაცა	შვიდ კაც ა
ფრანსის	ფრანს ის
ანალიზი	ანალიზ ი
ზესტაფონი	ზესტაფ ონი
როგორს	როგორ ს
ერთმანეთისაგან	ერთმან ეთისაგან
პაექრობა	პაექრ ობა
ქვებად	ქვ ებად
გათხრებით	გათხრ ებით
ესპანეთთან	ესპანეთ თან
სავსებით	სა ვსებით
ჩასულ	ჩას ულ
ჰონსიუს	ჰონ სიუს
გამოძახების	გამოძახ ების
სააკაშვილმა	სააკაშვილ მა
ფილმებზე	ფილმებ ზე
სახეში	სახე ში
განალაგა	განალაგ ა
მოვდივართ	მო ვდივართ
ამინ	ა მინ
გარეგნობის	გარეგნ ობის
წევრებით	წევრ ებით
გავლის	გავლ ის
არიადნეს	არ იადნეს
წილ	წილ
სუნამოების	სუნამო ების
სახეების	სახე ების
საქმიანობით	საქმიანობ ით
რჩეულმა	რჩეულ მა
ვიკიპედიაში	ვიკიპედი აში
ფილმში	ფილმ ში
სიზუსტითა	სიზუსტ ითა
განხრა	განხრ ა
სწავლებაში	სწავლებ აში
ეტრურიაში	ეტრ ურიაში
პეისერსმა	პეისერს მა
დასტოვა	დას ტოვა
აჟიოტაჟი	აჟიო ტაჟი
დახევას	დახევ ას
ზალცბურგი	ზალცბურგ ი
ამინომჟავები	ამინომჟავ ები
განახლებას	განახლ ებას
მკვეთრი	მკვეთ რი
პათოლოგია	პათო ლოგია
ასაკამდე	ასაკ ამდე
იკითხება	იკითხ ება
მოყვარულმა	მოყვარუ ლმა
დამსახურებულად	დამსახურ ებულად
გარდ	გარდ
თეატრსა	თეატრ სა
ლირიზმით	ლირ იზმით
ქარავნები	ქარავნ ები
გაჩაღებულ	გაჩაღ ებულ
გარეთ	გარე თ
მეცნიერებების	მეცნიერებ ების
გალას	გალ ას
შესასვლელიდან	შესასვლელ იდან
შენობებით	შენობ ებით
ქამელეონის	ქამ ელეონის
აეროპორტიდან	ა ეროპორტ იდან
ვარვარა	ვარვარ ა
ასამბლეას	ასამბლე ას
რესტორან	რესტორან
ზეპირი	ზეპირ ი
ელოდათ	ელო დათ
მერმე	მერ მე
აგრესია	აგრესი ა
კალენდრის	კალენდ რის
გამოვლენილი	გამოვლენ ილი
ცნობილია	ცნობილ ია
ბჰუტანში	ბჰუტან ში
პროცესზე	პროცეს ზე
ქალღმერთები	ქალღმერთ ები
აკრონიმი	აკრ ონიმი
წვრილ	წვრილ
დაემატება	დაემატ ება
დამონტაჟებული	დამონტაჟ ებული
ბიჭუნას	ბიჭ უნას
იაგო	ია გო
ქალაქ	ქალაქ
მიტროპოლიტ	მიტრო პოლიტ
ობიექტს	ობიექტ ს
უღრმესი	უ ღრმ ესი
სამნიტებმა	სამნიტ ებმა
განეწყო	გან ეწყო
ერია	ერი ა
მოუგეს	მოუ გეს
თეოდორეს	თეოდო რეს
კლუბი	კლუბ ი
ოცნებაა	ოცნებ აა
წარუდგინეს	წარუდგ ინეს
კარპატებში	კარპატ ებში
ჯვარცმის	ჯვარც მის
მძღოლებს	მძღოლ ებს
სნეულებათა	სნეულ ებათა
ტურნე	ტურნე
ქანდაკებებს	ქანდაკებ ებს
შეხედულებების	შეხედულ ებების
მონადირე	მონადირე
კომედია	კომედი ა
სამსაფეხურიანი	სამ საფეხურ იანი
ყრუა	ყრუ ა
წრიულად	წრიულ ად
ორგანიზმზე	ორგანიზ მზე
წარმართვა	წარმართ ვა
ჰარისონმა	ჰარი სონმა
ჩაღრმავება	ჩაღრმავ ება
არმადა	არმა და
კალთების	კალთ ების
ბანაკები	ბანაკ ები
კლასისა	კლას ისა
ოთხსაფეხურიანი	ოთხ საფეხურ იანი
ვერსალის	ვერ სალის
ელემენტზე	ელემენტ ზე
საკითხებით	საკითხ ებით
უდაბნოებს	უდაბნო ებს
ჭრილები	ჭრილ ები
გამოსასყიდად	გამოსასყიდ ად
შეუმჩნეველია	შეუმჩნევ ელია
მანისის	მან ისის
ბანის	ბან ის
ლუკა	ლუკ ა
გალბას	გალ ბას
სოფლებისა	სოფლ ებისა
გარდაცვალებისას	გარდაცვალ ებისას
წრფივად	წრფი ვად
ანუ	ან უ
გარინჩას	გარინ ჩას
მრავალფეროვან	მრავალფეროვან
მარილიანობის	მარილ იანობის
მსმენელი	მსმენელ ი
ცუდია	ცუდ ია
მოტივების	მოტივ ების
ნაგებობის	ნაგებობ ის
საინვესტიციო	სა ინვესტიცი ო
რთავდნენ	რთავ დნენ
სევერუსი	სევერუს ი
პირობებში	პირობებ ში
სიახლოვეს	სიახლოვ ეს
სოკოლუ	სოკო ლუ
პირთან	პირ თან
რომანოვი	რომანოვ ი
შუბლს	შუბლ ს
მართლმადიდებელ	მართლმადიდ ებელ
ურთიერთ	ურთიერთ
ფირფიტისებრი	ფირფიტ ისებრი
ჭაბუკი	ჭაბუკ ი
ცოცხალი	ცოცხ ალი
სათნოება	სათნოებ ა
ვეფხვები	ვეფხვ ები
ევროპისა	ევროპ ისა
ნიმუშია	ნიმუშ ია
შერქმეული	შე რქმეული
შეხამება	შეხამებ ა
იურისტის	იურისტ ის
ანის	ან ის
მოსული	მოს ული
დედამიწამდე	დედამიწ ამდე
ნოისი	ნო ისი
