გამოსხივება	გამო სხივ ება
დატყვევებულ	და ტყვევ ებულ
გასწიეს	გასწი ეს
კრეიგ	კრეიგ
ტურიზმის	ტური ზმის
სტიგმა	ს ტიგ მა
მეცნიერმა	მეცნიერ მა
პართიელთა	პართი ელთა
დაჭერას	დაჭერ ას
მგლებს	მგლ ებს
მოსახლეობაც	მოსა ხლეობ აც
ასრულებდნენ	ასრულ ებდნენ
დოლარზე	დოლარ ზე
ღირსად	ღირს ად
აქცენტს	აქცენტ ს
ანდიურ	ანდ იურ
ავლენენ	ა ვლენ ენ
ორგანოდ	ორგან ოდ
ანტონიუსსა	ანტონიუ ს სა
აჰმედის	ა ჰმედ ის
მისივე	მ ის ივე
ყავისფერი	ყავ ისფერი
წყლები	წყლ ები
ხუროთმოძღვრული	ხუროთ მოძღვ რული
ხალხებზე	ხალხ ებზე
მიჰყავდათ	მი ჰყავდათ
სტანდარტული	ს ტანდარ ტული
ქვეყნები	ქვეყნ ები
სამარიუმის	სა მარი უმის
კუზმა	კუზ მა
ოკეანურ	ოკეან ურ
მცოცავი	მ ცოცავ ი
უზომოდ	უზო მოდ
გადადიოდნენ	გადა დიოდნენ
გულმკერდი	გულ მკერდ ი
სიტყვაა	სიტყვ ა ა
ზენიტში	ზენიტ ში
მიმართულებაა	მიმა რთულებ ა ა
ტყვეობიდან	ტყვე ობ იდან
ხათუნი	ხათუნ ი
კალიგრაფი	კალი გრაფი
ქეთი	ქეთ ი
ბუმის	ბუმი ს
წვეულება	წვეულ ება
რებეკა	რე ბეკ ა
ქართველია	ქართველ ია
ეროტიული	ერო ტიული
ლივერპული	ლი ვერპულ ი
ლუიმ	ლუიმ
სარქისიანი	ს არქი ს იანი
ერმიტაჟის	ერმიტაჟ ის
საცხოვრებლების	სა ცხოვრებ ლების
შემთხვევამ	შე მთხვევ ამ
ტრიასულ	ტრი ას ულ
ფრად	ფ რად
გაუსის	გა უსის
დინასტიურ	დინასტ იურ
ებრაელმა	ებრაელ მა
სამხრეთაფრიკულ	ს ა მხრეთ აფრიკ ულ
პოლიტიკოსები	პოლიტიკ ოს ები
ჩაუვარდა	ჩაუ ვარდა
მესაქონლეობის	მე ს ა ქონლე ობის
დაბომბვა	და ბომბვ ა
ედგნენ	ე დგნენ
ერთსაფეხურიანი	ერთ ს აფეხურ იანი
ბარიდან	ბარ იდან
საფრანგეთისთვის	სა ფრანგ ეთის თვის
იწვევენ	ი წვევ ენ
გამსვლელი	გა მსვლელ ი
დაძაბულობამ	დაძაბ ულ ობამ
მახარებლის	მა ხარ ებლ ის
სურათია	სურათ ია
შესძლოს	შე სძლ ოს
დაინტერესებულ	და ინტერეს ებულ
მაშინაც	მ აში ნაც
ატლანტიკის	ატლანტ იკის
მუშებმა	მუშ ებმა
მენის	მ ე ნის
თაყვანი	თაყვან ი
მასწავლებლებს	მა სწავლებლ ებს
ქრთამის	ქრ თა მის
მელაპარაკებოდა	მე ლაპარაკე ბოდა
მზრუნველობა	მ ზრუნვ ე ლობა
მილით	მილ ით
შრომას	შრომ ას
ბიურო	ბიურო
კომედიის	კომედ ი ის
უბანს	უბან ს
ეტაპზე	ეტაპ ზე
შემცირება	შე მცირ ება
დაესწრნენ	და ესწრ ნენ
მსახურებმა	მ სახურ ებმა
დიალექტის	დ იალექტ ის
მრჩეველი	მ რჩევ ელი
სკვერ	სკვერ
სურვილი	სურვილ ი
ჩანახატი	ჩა ნახატ ი
სასმელი	სა სმელ ი
კახეთისა	კახ ეთის ა
ინდიური	ინდი ური
ქარიშხალში	ქარიშხალ ში
მიკრონეზიის	მიკრო ნეზი ის
ჩამონგრეული	ჩამო ნგრე ული
მიიჩნევიან	მიიჩნე ვიან
სამფლობელოს	სამ ფლობელ ოს
წლიდა	წლ ი და
ხმლების	ხმლ ების
გასასწორებელი	გასა სწორ ებელი
ნაოჭებს	ნაოჭ ებს
უკუიქცა	უკუ იქცა
კონტის	კონ ტის
ქართველურ	ქართველ ურ
დაადებინა	და ად ებინა
განმარტოების	გან მარტო ების
ქვემეხის	ქვემეხ ის
მინუს	მი ნუს
ძარცვის	ძარცვ ის
სამსახურეობრივი	სამ სახურ ე ობრივ ი
ყოვლისმომცველი	ყოვლ ის მო მცველ ი
სიტუაციას	სი ტუაცი ას
ჩანაწერად	ჩანაწერ ად
სარდინია	სარდინი ა
სიმსივნით	სი მსივნ ით
სარაკეტო	სა რაკეტ ო
წარმოსაქმნელად	წარმო სა ქმნელ ად
გაფორმებული	გა ფორმ ებული
მიცვალების	მიცვალ ების
გრონინგენის	გრონინგენ ის
კეიპტაუნის	კ ეიპტაუნ ის
ბაღებით	ბაღ ებით
გაყვანას	გა ყვან ას
კრიუგერი	კრიუ გერი
მიცვალებულს	მიცვალ ებულ ს
შეთანხმებას	შე თანხმ ებას
სემ	სემ
ბიტიანი	ბიტ იანი
იდეებით	იდე ებით
კატეგორია	კ ატეგორი ა
საფარს	საფარ ს
ბაზა	ბაზა
ტყის	ტყ ის
კარტერის	კარტ ერის
კონტექსტში	კონ ტექსტ ში
კამათი	კამათ ი
ღამით	ღამ ით
გალების	გა ლების
იუთუბის	იუთუბ ის
ანალიზში	ანალიზ ში
გავლენისა	გა ვლენ ი ს ა
დაკების	და კ ების
მამაკაცი	მა მა კაც ი
ნიკოლაძე	ნიკოლ აძე
შესუსტდა	შე სუსტ და
მთისწინეთზე	მთისწინეთ ზე
ჯეიკობ	ჯეიკობ
კასტროს	კასტ როს
დაკვირვებების	და კვირვ ებები ს
რომაელებისთვის	რომაელ ების თვის
ქალღმერთად	ქალღმერთ ად
თამამად	თა მა მა დ
გადაკეთებული	გადა კეთ ებული
ცხრაკარას	ცხრა კარ ას
პეიზაჟები	პეიზაჟ ები
სასამართლოს	ს ა ს ა მართლ ო ს
გაზრდილიყო	გა ზრდილ იყო
მიღწევების	მი ღწევ ების
მორჩილებაში	მო რჩილებ აში
გოგონათა	გოგონ ათა
გადასახადებს	გადა სახ ად ებს
ამბიციური	ამბიც ი ური
ბაფთა	ბა ფ თა
ანტარქტიდაზე	ანტ არქტიდ აზე
ექმნება	ე ქმნ ება
რეჟიმისა	რეჟი მის ა
სრულმეტრაჟიანი	სრულ მეტრ აჟიან ი
იუნონა	იუნონა
ქლუხორის	ქლუხო რის
მილიტარისტული	მილი ტარ ის ტული
მისიაა	მისი ა ა
ანარეკლი	ან არეკლი
უმანკო	უ მან კო
აიდაჰოს	აიდაჰ ოს
კორდოვის	კორდ ოვის
თუთა	თუ თა
პრემია	პრემი ა
წევრი	წევრ ი
რიცხვს	რიცხვ ს
გონძაგა	გონძა გა
კოლექტივმა	კოლ ექტივ მა
თემატურ	თემ ა ტურ
ემზადებოდა	ემზა დებოდა
ჰამილტონი	ჰამილტო ნი
მოდელით	მოდელ ით
წლისთვის	წლის თვის
დედაც	დედ აც
სამემკვიდრეო	სა მე მკვიდრე ო
დაშლის	და შლის
შევიწროებულ	შე ვიწრო ებულ
ჯობსმა	ჯ ობს მა
სოფო	სოფო
სულეიმანმა	სულეიმ ან მა
სტატუსით	სტატუს ით
აგერ	ა გერ
შემოტანილ	შემო ტანილ
მეცხვარე	მეცხვ არე
გუდიაშვილის	გუდ ი აშვილი ს
ჩემპიონატიდან	ჩემპიო ნატ იდან
კუნძულოვან	კუნძულ ოვან
ენდოკრინული	ენდო კრი ნული
რემასტერინგის	რემასტ ერი ნგის
სანდი	სანდი
თქვენს	თქვენ ს
შესთავაზეს	შე ს თავაზ ე ს
იუნანის	ი უნა ნის
ნადირზე	ნადირ ზე
პერსევსი	პერ სევ ს ი
ძმაც	ძმა ც
ლიონში	ლიონ ში
აფეთქება	აფეთქ ება
მოუწოდებს	მო უწოდ ებს
გამონათქვამები	გამო ნა თქვა მ ები
ზიარება	ზიარებ ა
ქვებიც	ქვ ებიც
ნახევრისა	ნახევრი სა
დაადასტურეს	და ად ას ტურ ეს
ბინდის	ბი ნდის
დამუშავებისთვის	და მუშავ ების თვის
შვედური	შვედ ური
კონფერენცია	კონ ფერენც ია
მწყემსის	მ წყემს ის
უკრაინული	უკრაი ნული
არტაშეს	არტა შე ს
ახალგაზრდობის	ახალგაზრდ ობის
ეფექტით	ეფექტ ით
თავდამსხმელის	თავდა მსხმ ელის
საძირეზე	სა ძირ ე ზე
გენიოსის	გენი ოს ის
მექსიკურ	მექსიკ ურ
სანიმუშო	სა ნიმუშ ო
მცხოვრებთ	მ ცხოვრებ თ
ლიანები	ლიან ები
ნებაყოფლობით	ნება ყოფ ლობით
გადმოიბირა	გადმო იბირა
ბურბონების	ბურბონ ების
ლაპარაკია	ლაპარა კია
შერევით	შე რევ ით
მსურველს	მსურველ ს
რბოლა	რბოლ ა
ჩჟენ	ჩჟ ენ
მოთხრობებს	მო თხრობ ებს
განწყობილ	გან წყობილ
ლივერპულის	ლი ვერპულ ის
სერაფიმე	ს ერა ფი მე
ქვეყნებში	ქვეყნებ ში
ჩემპიონატში	ჩემპიო ნატ ში
საპასუხო	სა პასუხ ო
უიტნიმ	უიტნი მ
აგება	ა გება
ყვითელ	ყვით ელ
ღირებულების	ღირ ებულ ების
კარნავალი	კარ ნა ვალი
დასავლეთისა	და სავლ ეთის ა
დაგეგმეს	და გეგმ ე ს
რეალის	რეალ ის
ზოოლოგიური	ზო ოლოგი ური
ჭარბტენიანი	ჭარბ ტენიან ი
ხომალდების	ხომალდ ების
ფლორის	ფლორ ის
გაშიშვლებულია	გა შიშვლ ებული ა
ექცევა	ე ქცევ ა
იტალიური	იტალი ური
ბატონობისთვის	ბატონ ობის თვის
არტილერიის	არტილერი ის
სიცილიელი	სიცილ ი ელი
დიზაინერები	დიზაინ ერ ები
ზურაბი	ზურაბ ი
მესტუმრე	მე სტუმრ ე
გამოცხადებამდე	გამო ცხად ებამდე
რომაელთათვის	რომაელ თა თვის
ლაგაშის	ლაგ ა ში ს
დავწერეთ	დავწერე თ
დუღაბით	დუღაბ ით
გიტარების	გიტარ ების
კესარიის	კესარი ის
ჩასაწერად	ჩა ს ა წერ ად
ბრილიანტი	ბრილიანტ ი
ურუქში	ურუქ ში
კინოთეატრებში	კინო თეატრ ებში
მაცხოვრებლების	მა ცხოვრებ ლების
მდგომარეობასთან	მ დგომარეობ ასთან
კახი	კახ ი
ბიტების	ბიტ ების
უნიაში	უნი აში
ხევისთავი	ხევ ის თავ ი
წამოყენებულ	წამო ყენებ ულ
დაგეგმარებული	და გეგმარ ებული
დირექტორი	დირექტორ ი
ისლანდიას	ის ლანდია ს
კეჩუას	კეჩუა ს
გეგმაზომიერი	გეგმა ზომ იერი
სკანდალი	სკანდ ალი
სანტა	ს ანტ ა
უხარისხო	უ ხარისხ ო
მმართველობისას	მ მართველ ობის ას
მონათმფლობელური	მონა თმ ფლობელ ური
სიწმინდით	სი წმინდ ით
მექსიკელი	მექსიკ ელი
ამხელდნენ	ამ ხელ დნენ
საჩივრის	საჩივ რის
პოლოკი	პოლო კი
ხატვაში	ხატვა ში
გადმოყვანა	გადმო ყვან ა
ფარნაოზს	ფარნა ოზ ს
რაბინდრანათ	რაბინ დრა ნათ
დაიბრუნეს	და ი ბრუნ ეს
იხსნის	იხსნ ის
რუსთა	რუს თა
შეფილდ	შე ფილდ
ეკლესიისადმი	ეკლეს ი ისადმი
მიემხრნენ	მიე მხრ ნენ
კოსმოსური	კოსმო ს ური
გრძნობა	გრძნობ ა
ფუფუნება	ფუფუნ ება
პატრონიკე	პატრონ ი კე
ლეონიდ	ლეონ იდ
ფარნავაზი	ფარნა ვაზი
კარიბჭით	კარიბჭ ით
ლი	ლი
ქალაქური	ქალაქ ური
წვავს	წვავ ს
არჩია	არჩი ა
გადაჭრას	გადა ჭრა ს
გაიმეორეს	გაი მეორ ეს
რიწის	რიწის
ჩრდილების	ჩრდილ ების
სტანდარტები	ს ტანდარ ტები
ვერის	ვე რის
დანაკარგი	და ნაკარგ ი
ცენტრალური	ცენტრ ალური
დაჭაობებული	და ჭაობ ებული
კათოლიკეთა	კათოლი კეთ ა
მოსიარულეთა	მოსიარულე თა
სილეზიაში	სილეზ იაში
კიოტოს	კიოტო ს
ათასწლეულს	ათ ასწლეულ ს
მაქსიმუსი	მა ქსიმ უსი
მობი	მო ბი
ფოტოები	ფოტო ები
ვასპურაკანის	ვა სპურ ა კანი ს
ხელშეწყობა	ხელ შე წყობ ა
ხეობაზე	ხეობ აზე
პოსპოლიტა	პოს პოლიტ ა
ლიანას	ლიან ას
საჰერცოგოს	სა ჰერ ცოგ ოს
თმოგველი	თ მოგვ ელი
მრწამსის	მრწამ სი ს
დაეთანხმნენ	დაე თანხმ ნენ
მამალს	მამა ლს
წელიწადზე	წელიწ ად ზე
განზრახვა	გა ნზრახვ ა
იცვამდნენ	იცვა მ დნენ
ეთიოპიამ	ეთიოპი ამ
შტატმა	შტატ მა
გამოჩენამ	გამო ჩენ ამ
ექსპლუატაციაშია	ექსპ ლუატ აცია ში ა
ვადაა	ვ ადაა
მითითებებს	მითით ებებ ს
მტვრისა	მტვრ ის ა
რუნოვანი	რუნ ოვანი
სანაპიროსთან	სა ნაპირო სთან
ჩართულები	ჩა რთულებ ი
თეატრალური	თეატრ ალური
ჩინურის	ჩინ ურის
ასპექტს	ა სპექტ ს
კინემატოგრაფისტთა	კინემატო გრაფ ისტ თა
არქიტექტურისა	ა რქიტექტურ ისა
ერიკის	ერიკ ის
ბედის	ბედ ის
ნიკიტა	ნიკ ი ტა
ნომინაცია	ნომინ აცია
ურარტუ	ურარტუ
მწარმოებლების	მ წარმოებლ ების
იორდანეს	იორდან ეს
მომენტიდან	მო მენტ ი დან
თავისუფლებებისთვის	თავისუფლ ებებ ის თვის
თანაშემწემ	თანა შე მწე მ
ციხის	ციხ ის
ზურაბ	ზურაბ
ალმასები	ალმას ები
ჯვარზე	ჯვარ ზე
ჩრდილოეთიდან	ჩრდილოე თ იდან
ამარტივებს	ამ ა რტივ ებს
კომპოზიციებით	კომპოზიც ი ებით
ჯდებოდა	ჯ დებოდა
აიღოს	ა იღო ს
წიგნზე	წიგნ ზე
უჩერდება	უ ჩერ დება
ასულმა	ა სულმა
არაფერს	არა ფერ ს
ოსური	ოს ური
უსწორდება	უ სწორ დება
ანგოლის	ანგოლ ის
მოლი	მო ლი
იმპორტი	იმპორტ ი
ისჯება	ის ჯ ება
კლასიკოსების	კლასი კოს ების
თვითმმართველი	თვითმ მართველ ი
მწვერვალამდე	მ წვერვალ ამდე
პამფლეტი	პამფლეტ ი
გასულმა	გა სულმა
გენერალ	გენერ ალ
ბილიარდის	ბილი არდ ის
მატჩებს	მატჩ ებს
წმენდენ	წმენდ ენ
მაკა	მა კა
დაებრუნებინათ	დაე ბრუნებ ი ნათ
ენობრივად	ენ ობრივ ად
ოპერაციებს	ოპერაცი ებს
მერმეროემ	მე რმეროე მ
ვალერი	ვალერი
დაიწვა	დაიწვა
ზალპური	ზ ალპურ ი
ტერორისტულ	ტერორ ის ტულ
ხომალდის	ხომალდ ის
კომპრომისზე	კომპ რომ ის ზე
ეძებდა	ეძებ და
რიტმი	რიტმ ი
მხარდასაჭერად	მხარ დასა ჭერ ად
ბრინჯაო	ბრინჯ ა ო
პროტონი	პროტონ ი
ლითონების	ლითონ ების
შეიქმნებოდა	შეი ქმნ ებოდა
ტანისა	ტანი სა
კრიმინალის	კრიმინალ ის
სურს	სურ ს
დაყოფის	და ყოფ ის
ძალების	ძალ ების
ჯაყელის	ჯაყელ ის
ბუდიზმში	ბუდ იზმ ში
შედეგმა	შედეგ მა
ლევერკუზენის	ლევ ერკუზ ენის
ფირმებს	ფირმ ებს
გოგი	გოგი
ეპიზოდურ	ე პიზოდ ურ
მინდვრებში	მინდვრ ებში
მოეგო	მო ეგო
მებრძოლი	მე ბრძოლ ი
მაორების	მა ორ ების
ძმათა	ძმა თ ა
ჯვრით	ჯვრ ით
დამოუკიდებლობისა	დამო უკიდებლ ობის ა
მართავს	მა რთავს
სირიონის	სირი ონის
რბოლის	რბოლ ის
გადასახლებულ	გადა სახლ ებულ
მომენტი	მო მენტ ი
ტილოს	ტილო ს
ქლორი	ქლორი
მახეში	მა ხე ში
თხზულებებში	თხზულ ებებ ში
პერანგი	პერ ანგ ი
თაიგული	თა იგ ული
თომპსონი	თ ომპს ონი
პროდიუსერმა	პრ ოდიუსერ მა
აღზევებული	აღზევ ებული
სამოგზაურო	სა მო გზაურ ო
ინფრასტრუქტურა	ინფრასტ რუქტურ ა
მყიფე	მყიფე
უოტსონი	უოტსონი
შეთავაზებული	შე თავაზ ებული
ბეგინსის	ბეგ ინ ს ის
ლინეპელებს	ლინეპ ელ ებს
სხეულით	ს ხეულ ით
შემორჩათ	შემო რჩა თ
ჯანმრთელ	ჯ ანმრთელ
იმიგრაცია	იმიგრ აცია
მოზარდის	მო ზარდ ის
თოხთამიში	თოხთ ამიშ ი
სმითი	ს მით ი
ქალაქებშიც	ქალაქ ებში ც
თასიც	თას იც
იპყრობდა	იპყრ ობდა
რეკვიემის	რეკვიე მის
ადამიანთან	ად ამიან თან
ორგანიზატორებს	ო რგანიზ ატორ ებს
მომხრეებთან	მო მხრე ებთან
ძვირადღირებული	ძვირ ად ღირ ებული
დაწყებამ	დაწყ ებამ
დის	დის
ფრინველებზე	ფრინვ ელ ებზე
მოკლემეტრაჟიან	მო კლე მეტრ აჟიან
მშობლებმა	მშობლ ებმა
რეკლამირების	რეკლა მი რების
ბიანკა	ბიან კა
კუროსავას	კურ ო სა ვას
კინემატოგრაფიაში	კინემატო გრაფი აში
სვეტებით	სვეტ ებით
ვერცერთი	ვერც ერთ ი
მკვიდრ	მკვიდრ
ათწლეულების	ათწლეულ ები ს
დამხობა	დამხ ობა
მაკედონელებმა	მა კედონელ ებმა
დაზიანებულა	და ზიან ებულ ა
ხულიო	ხ ული ო
ბავშვობისას	ბავშვ ობის ას
სისტემაც	ს ი სტემ აც
სარდლებს	სარდლ ებს
ფხვნილს	ფხვნილ ს
კოლექციის	კოლექცი ის
აღვივებდა	ა ღვივ ებდა
ესტატე	ეს ტატ ე
რყევა	რყევ ა
მისიებს	მისი ებს
ქმედებებზე	ქმედებ ებზე
კლიპის	კლიპ ის
ტელევიზიის	ტელევიზ ი ის
მჭრელი	მ ჭრელი
რაული	რა ული
ზომისაა	ზომ ი სა ა
შემოსაზღვრულ	შემო ს აზღვრ ულ
შემოსვლას	შე მოსვლ ას
ბავშვებს	ბავშვ ებს
გელათის	გელა თ ის
აბსტრაქტული	აბსტრ აქტ ული
დასაქმებული	და საქმ ებული
უცხოური	უცხო ური
გამოსახულებებით	გამო სახულ ებ ებით
ბერძნებმა	ბერძნ ებმა
აბანოში	აბანო ში
გადაიხარა	გადა ი ხარა
ვეტერანი	ვეტერან ი
ეთერზეთოვანი	ეთერ ზეთ ოვანი
ნაცრისფერია	ნაცრ ისფერი ა
ქუთაისი	ქუთა ის ი
ყრიდნენ	ყრ ი დნენ
ხოჭოს	ხოჭო ს
რუანდაში	რუანდ აში
ვიქტორიას	ვიქტორ ი ას
რისკები	რისკ ები
ვანკუვერში	ვანკუ ვერ ში
ფუას	ფუ ა ს
შერწყმის	შე რწყმ ის
შფოთვა	შფოთ ვა
აწესრიგებს	აწესრიგ ებს
დამძიმდა	და მძიმ და
კალაძე	კალ აძე
სიმწიფის	სი მწიფ ის
აჯანყებულებთან	აჯანყ ებულ ებთან
ძია	ძ ია
ვედრების	ვედრ ების
მასიური	მ ას იური
მაკედონია	მა კედონია
სირცხვილის	სი რცხვი ლის
ტეოტიუაკანი	ტე ოტიუაკან ი
სკოლისათვის	სკოლ ის ა თვის
ნაერთი	ნაერთ ი
დაფინანსებას	და ფინან ს ებას
ექსპერიმენტები	ექსპერიმენტ ები
მერქნის	მერქნ ის
გამომწვევია	გამო მ წვევ ია
ჰუმანურ	ჰუმან ურ
ეძინა	ეძინა
ხოლო	ხოლო
ღაზის	ღაზი ს
იწოდებიან	იწო დებიან
ბურების	ბურ ების
დაუტოვა	დაუტოვ ა
კარიბჭე	კარიბჭ ე
გადასხეს	გადა ს ხ ეს
სანქციების	ს ანქცი ების
მწერი	მწერ ი
სიწმინდეები	სი წმინდ ეები
შემოსავლების	შემო სავლ ების
ზეპირსიტყვიერად	ზე პირ სიტყვ იერ ად
მანძილით	მანძილი თ
თანდართული	თან და რთული
ჩაგვრა	ჩაგვრ ა
სიცივისგან	სიცივ ის გან
საპირეები	საპირე ები
უარყვეს	უარ ყვეს
სახასიათო	სა ხასიათ ო
ერთუჯრედიანი	ერთ უჯრედ იანი
მადაგასკარის	მა დ ა გა ს კარ ის
ბლეკი	ბლეკ ი
გამომხატველ	გამო მხატვ ელ
სივრცე	სივრც ე
ტუამოტუს	ტუა მო ტუს
თევდორე	თევდორე
ჯორბენაძის	ჯ ორბენაძ ის
ღერძზე	ღერძ ზე
არეულია	არე ულია
უხვევს	უხვ ევს
შეიხ	შეიხ
გათხრების	გა თხრ ების
ხევსურთა	ხევსურ თა
ნიკა	ნიკ ა
დაბლობებს	დაბლობ ებს
დაცემას	და ცემას
ჰენდელის	ჰენ დელ ის
კიბო	კიბო
პოზა	პოზ ა
დოჟის	დოჟ ის
დავიდ	და ვიდ
უჭირდა	უჭირ და
გუმბათი	გუმბ ათი
შეძლებდნენ	შეძლ ებდნენ
ბასისტის	ბასისტ ის
საზოგადოებრივი	სა ზოგადოებ რივი
მოცარტის	მოცარტ ის
სხეულისა	ს ხეულ ისა
პოტენციური	პოტენცი ური
პრობლემური	პრობლე მ ური
როსონერიმ	როსონერი მ
სიღრმემდე	სიღრ მე მდე
დღიურებში	დღიურ ებში
გამოთლილი	გამო თლილი
ბავშვები	ბავშვ ები
განახორციელა	განა ხორციელ ა
ბრალი	ბრალ ი
ლირიკულ	ლირიკ ულ
მონაწილეს	მო ნაწილ ეს
წყობილების	წყობილ ების
გადასვლას	გადა სვლა ს
პოზიციას	პოზიცი ას
ყვავილებს	ყვავ ილ ებს
კრიტიკოსები	კრიტიკ ოს ები
ალექსანდრესა	ა ლექსანდრ ეს ა
დოქი	დ ოქი
კოლმეურნეობა	კოლ მეურნეო ბა
გაბატონდნენ	გა ბატონ დნენ
დაკლაკნილი	და კლაკნ ილი
გაეგრძელებინათ	გაე გრძელ ები ნათ
კონცეფციის	კონცეფ ციის
ლექსებზე	ლექს ებზე
რთავენ	რთავ ენ
რქებს	რქ ებს
სპონსორია	სპონსორ ია
დროგამოშვებით	დრო გამო შვებ ით
ადამიანთა	ადამ იანთა
იღწვოდა	იღწვოდ ა
მზიური	მზ იური
აწვდიან	აწვდი ან
კონკურენტები	კონკურ ენტ ები
ნაეკლესიარი	ნა ეკლეს ი არი
სადამკვირვებლო	სა და მ კვირვ ებლო
გია	გი ა
ხელსახოცი	ხელ სა ხოც ი
არაოფიციალურ	არა ოფიც ი ალურ
შეგირდად	შე გირ და დ
კვებაში	კვებ აში
მეორედ	მეორე დ
მიესაჯათ	მი ესაჯა თ
აუღიათ	ა უღია თ
თანახმაა	თანახმ ა ა
შერვაშიძე	შე რვაშიძე
ალუვიურ	ალუვიურ
ანჯელინა	ანჯელ ინა
მახვილი	მა ხვ ილი
დაეშვათ	და ეშვ ათ
ცხრიდან	ცხრ იდან
წარმოქმნიდან	წარმოქმნ იდან
ბაზილიკური	ბაზილი კური
ბერძენთა	ბერძენ თა
რეიმსის	რე ი მ სი ს
უმცირესობა	უმცირ ეს ობა
იხსენიებენ	იხსენ ი ებენ
ვირტუოზული	ვირტუ ოზ ული
უმსხვილეს	უ მსხვილ ეს
ნაოჭების	ნაოჭ ების
ჭავჭავაძისა	ჭავჭავ აძის ა
აბრეშუმი	ა ბრეშუ მი
ეცვათ	ეცვა თ
ფეხს	ფეხ ს
არქიტექტორების	არქიტექტ ორ ების
თხრობითი	თხრობ ითი
გადაღება	გადა ღებ ა
ჯარისკაცებისთვის	ჯარისკაც ების თვის
გათხრებს	გა თხრ ებს
ლეგიონების	ლეგიონ ების
შემოკრებილ	შემო კრებილ
მონსტრმა	მო ნსტრ მა
ვასილი	ვასილ ი
პრობლემებია	პრობლე მ ებია
აბრაამმა	აბრაამ მა
მარშრუტით	მარ შრუტ ით
მახინჯი	მა ხინჯ ი
შეეძლება	შეეძლ ება
ვილჰელმმა	ვილ ჰელმ მა
ამირეჯიბის	ამ ირეჯიბ ის
მიწით	მიწ ით
დაღესტნის	და ღესტ ნის
ლატერანის	ლატერ ანის
უწყება	უწყებ ა
გამოსვლებს	გა მოსვლ ებს
ალპინისტი	ალპინ ისტი
გურჯისტანის	გურჯ ის ტან ის
მაღაზია	მა ღაზი ა
პერიოდზე	პერიოდ ზე
ბლოკადის	ბლოკ ად ის
ავიაკომპანიის	ა ვიაკომპან ი ის
კანდიდატია	კანდიდატ ია
მტკიცედ	მტკიც ედ
გაერკვიათ	გაე რკვია თ
სადროშოს	სა დროშ ოს
სხავადასხვა	სხა ვად ა სხვა
გილერმო	გი ლერმო
რეალობის	რეალ ობის
უგანზომილებო	უ გა ნზომილ ებო
უდაბნოში	უდაბნო ში
შენება	შენებ ა
ჰუნებმა	ჰუნ ებმა
ლუს	ლუ ს
წრეებთან	წრე ებთან
ნომრის	ნომრ ის
პატრიარქმა	პატრი არქ მა
აღმაშენებლის	აღმა შენებ ლის
ასტერიქსი	ასტერ იქსი
ექსპორტზე	ექს პორტ ზე
ჯა	ჯა
გიბრალტარმა	გიბრალტარ მა
გამოაქვს	გამო აქვს
მოვლენასთან	მო ვლენ ასთან
დაგრეხილი	და გრეხილი
კარიბჭეში	კარიბჭ ე ში
უწყვეტობის	უ წყვეტ ობის
ვიტამინებს	ვიტამინ ებს
დედაქალაქებს	დე დ ა ქალაქ ებს
ფარები	ფარ ები
ქრისტინე	ქრისტ ინე
შესაძლებელი	შესა ძლებელ ი
ისეთმა	ის ეთმა
რეაქტორის	რეაქ ტორი ს
მუშქების	მუშქ ების
მუსიკათმცოდნე	მუსიკ ა თმც ოდნე
მატჩის	მატჩ ის
ფორმულის	ფორმულ ის
ინფორმაციაა	ინფორმაც ი ა ა
მფლობელს	მ ფლობელ ს
ეფრემ	ეფრემ
სასკე	სა ს კე
უბისის	უ ბის ის
ფორმატებში	ფორმა ტ ებში
ნაციონალისტების	ნაც იონალ ის ტების
თეატრიდან	თეატრ იდან
ბიუროში	ბიურო ში
ასიმილაცია	ასიმილ აცია
მეომრის	მეომრ ის
შავკანიანი	შავკანიან ი
ინტელექტუალი	ინ ტელე ქტუალ ი
გამოცხადებას	გამო ცხად ება ს
გრძნობის	გრძნობ ის
ბუდეში	ბუდე ში
სუბიექტური	სუბიექტ ური
ბლოკზე	ბლოკ ზე
ხმლის	ხმლ ის
კუნძულელები	კუნძულ ელ ები
მეტროპოლიტენად	მე ტროპოლიტ ენ ად
შემოიტანა	შემო იტანა
დამალა	დამალ ა
მოიპოვა	მო იპოვ ა
შტაბს	შტაბ ს
მონათლეს	მო ნათლ ეს
პროცესის	პროცე სი ს
ქარს	ქარ ს
ფხიზლად	ფხიზლად
დათმეს	დათ მე ს
ადრე	ადრე
ციციანოვის	ციციანოვ ის
პაკეტების	პაკეტ ების
ჯულიეტ	ჯულ იეტ
პასუხისმგებელნი	პასუხისმ გებელ ნი
თუშეთის	თუშ ეთის
ხელუხლებლადაა	ხელ უხლ ებლად აა
შარდთან	შარ დ თან
პრესამ	პრეს ამ
იპოვა	იპოვ ა
ერებუნი	ერებუნ ი
ბატალიონში	ბატალი ონში
კედლებშიცაა	კედლებ შიც აა
კომპეტენციის	კომპ ე ტენცი ის
ტუმბოს	ტუმბო ს
სხვებთან	სხვ ებთან
ხალხში	ხალხ ში
კაროლინის	კაროლ ინის
დამტკიცებულია	და მტკიც ებული ა
იპარავს	ი პარ ავს
თერგის	თ ერგ ის
რიგს	რიგ ს
