გამოსხივება	გამო სხივ ება
შეასუსტა	შე ა სუსტ ა
ძალაუფლებით	ძალაუფლ ებით
პრემიერლიგაში	პრ ემიერლიგ აში
გადაინაცვლა	გადა ი ნაცვლ ა
ათენის	ათენ ის
გამაგრებულ	გა მაგრ ებულ
განიცადოს	გან იც ად ოს
შეგვიძლია	შე გვი ძლია
გაუწიონ	გაუწი ონ
შირვანის	ში რვან ის
ჰონორიუსი	ჰონორ იუს ი
ფიჭვნარი	ფიჭვ ნარი
ამდენივე	ამდე ნი ვე
მსხვერპლი	მსხვერპ ლი
ფიზიკურმა	ფიზიკ ურმა
უპირისპირებს	უ პირისპირებ ს
გამომუშავებულია	გამო მუშავ ებული ა
მორგება	მო რგ ება
არასაიმედო	არა სა იმედო
გაგებას	გა გება ს
ზოლში	ზოლ ში
მაჩვენებელია	მა ჩვენ ებელი ა
მიაკუთვნეს	მი ა კუთვნ ეს
ქრისტიანობას	ქრისტიან ობას
სტატუსიც	ს ტატუს იც
სპარსეთი	სპარ ს ეთი
ყინულები	ყინულ ები
პასუხად	პასუხ ად
უმრავლეს	უ მრავლ ეს
კვდებოდა	კვდ ებოდა
აძურის	აძურ ის
შემოღების	შემო ღებ ის
ნადირობას	ნადირ ობას
აღნიშნა	აღ ნიშნა
შედარებისათვის	შედარ ების ა თვის
კენია	კენ ია
მილან	მილან
სიგნალი	ს იგნალ ი
წარმოშობისაა	წარმო შობ ისა ა
სინატრას	სინატრა ს
არქეოლოგი	არქეოლოგ ი
პუბლიკაცია	პუბლიკ აცია
ჟანრმა	ჟანრ მა
თავკაცობით	თავ კაც ობით
ნორმანული	ნორმან ული
თბილისს	თბილ ის ს
სიმკვრივე	სი მკვრივ ე
ბარბარე	ბარბარ ე
ისახელა	ი სახელ ა
ხელბურთის	ხელ ბურთ ის
გამორიცხავდა	გამო რიცხ ავდა
ჰყავდეთ	ჰყავ დ ეთ
პროპორციების	პროპორცი ების
კეიპტაუნში	კეი პტაუნ ში
სახესხვაობას	სახე სხვა ობას
ნიშებია	ნიშ ებია
შიდა	ში და
გაძლიერებასთან	გა ძლიერებ ასთან
სლოვაკი	სლოვაკ ი
დავალებას	და ვალ ებას
პირების	პირ ების
ანტიციკლონი	ანტი ციკლონ ი
სამართლით	სა მართლ ით
საყვარელმა	სა ყვარ ელმა
მაგრდებოდა	მაგრ დებო და
ვესტგუთების	ვესტ გუთ ების
მაროკო	მა როკო
სოციოლოგი	სოციოლოგ ი
ცხოვრების	ცხოვრებ ის
ჭიჭინაძის	ჭიჭინ აძის
ჰელსინკის	ჰელსინ კი ს
მომხრეებს	მ ომხრე ებს
მოწიწებით	მო წიწ ებით
ბლოგის	ბლოგ ის
გამოსახა	გამო სახა
ფუნქციონირებდა	ფუნქცი ონირ ებდა
ტანი	ტანი
უდგას	უდგა ს
მოღწეულია	მო ღწეულ ია
აკადემიურ	აკადე მი ურ
ფესტივალებში	ფესტივალ ებში
ადევნებენ	ა დევნ ებენ
არქიტექტორებმა	არქიტექტ ორ ებმა
გაიანის	გა იანი ს
გაამაგრა	გა ა მაგრ ა
კონფერენციის	კონფერენ ციის
ფორბსის	ფორ ბს ის
ცილინდრის	ცილ ინდრ ის
წვლილის	წვლილ ის
საიჯარო	სა ი ჯარო
სერბები	სერბ ები
დიასპორის	დია სპორ ის
ნავს	ნავ ს
ნიშნულმა	ნიშნულ მა
დაგვიანების	და გვიან ების
სომხეთმა	სომხ ეთმა
კოლონიზატორებს	კოლონიზ ატორ ებს
ედიქტი	ედიქტ ი
სამხედრო	სა მხედრ ო
ათას	ათას
ნიკეის	ნი კეი ს
მავერიქსი	მა ვერ იქსი
კულტურულ	კულტურ ულ
ამოღებულია	ამოღ ებული ა
კანტის	კან ტის
ნაციონალისტურ	ნაციონა ლისტ ურ
ბრესტი	ბრე სტი
მდგრადობა	მდგრად ობა
კონტიგენტი	კონ ტიგ ენტი
ცვლის	ცვლ ი ს
წერტილის	წერტილ ის
როლანდის	რო ლანდი ს
კარნიზით	კარნიზი თ
აღმართეს	აღ მართ ეს
საკურთხეველი	სა კურთხეველ ი
ღირს	ღირს
ქალწულმა	ქალწულ მა
დაწესების	და წეს ების
მემკვიდრეთა	მე მკვიდრე თა
ფრონტის	ფრონტ ის
ნეკროპოლისი	ნე კროპოლი სი
ოპერატორების	ოპერატორ ების
პირებსა	პირებ სა
სამანქანო	სა მანქან ო
სარტყელი	სა რტყელ ი
ურთიერთობანი	უ რთიერთობ ანი
ახასიათებენ	ა ხასიათ ებენ
ხახა	ხახ ა
ჯეიმსი	ჯეიმს ი
შემსრულებლებს	შე მ სრულ ებლ ებს
კალიგულას	კალი გულ ას
ალბომით	ალბომ ით
ნინძები	ნინძ ები
განათლებასა	გა ნათლ ებას ა
მასკერანო	მა სკერანო
მესროპ	მე ს როპ
ჭიათურაში	ჭიათურ აში
იანვრისათვის	იანვრ ისათვ ის
რძეს	რძე ს
დროსვე	დრო ს ვე
შეკეთების	შე კეთებ ის
ანანოს	ანანო ს
გაჩენილმა	გა ჩენილ მა
გააჩინა	გა აჩინა
ნაშრომისათვის	ნა შრომ ის ა თვის
ნეიტანი	ნეიტ ანი
სილვიო	სილვ იო
მიეწოდებინა	მი ეწოდ ებინა
დარწმუნება	და რწმუნ ება
ინსტიტუტის	ი ნსტიტუტ ის
აქციეს	აქცი ეს
აპარატურით	აპარატ ურ ით
ჟერარ	ჟერარ
გვალვიანი	გვალვ იანი
ცხვარს	ცხვარ ს
თვითმფრინავებს	თვით მფრინავ ებს
გაურკვეველ	გაუ რკვევ ელ
უმრავლესობა	უმრავლესო ბა
კაკაოს	კაკა ოს
ეკლესიისა	ეკლეს ი ისა
სპორტისა	ს პორტ ისა
თავებში	თავ ებში
ლანდშაფტურ	ლანდშაფტ ურ
ჰეტფილდის	ჰეტ ფილდ ის
გადაიყვანა	გადა ი ყვანა
ხატავდნენ	ხატავ დნენ
დრამატულად	დრამატუ ლად
სტივენ	სტივენ
გადადგომას	გადა დგომ ას
ნიგერიის	ნიგერ ი ის
ქრონიკული	ქრონიკ ული
გვაცნობს	გვ ა ცნობ ს
ესხმოდნენ	ე სხმ ოდნენ
ღმერთის	ღმერთ ის
განსაკუთრებულ	გან სა კუთრ ებულ
მარიკა	მარ იკ ა
რეიკიავიკში	რე იკიავიკ ში
დრამერმა	დრამერ მა
რევოლუციას	რევოლუც იას
სარკმელთან	სა რკმელ თან
ვეტერანები	ვეტერან ები
დაფარული	და ფარ ული
მეგრულად	მეგრ ულად
ბრუკლინში	ბრუკ ლინ ში
კერიკს	კერიკ ს
მაიკროსოფტის	მაიკ როსოფ ტის
უბნები	უბნ ები
ესაუბრა	ე საუბრ ა
რესპუბლიკელთა	რე სპუბლიკელ თა
თამაშიც	თამაშ იც
მეჭურჭლეთუხუცესი	მე ჭურჭლ ეთ უხუცე ს ი
სასწავლებელს	სა სწავლ ებელ ს
შესასვლელში	შე სა სვლელ ში
მეფობისას	მეფ ობის ას
მუხნარში	მუხ ნარ ში
დიოგუ	დიოგუ
მიურატის	მიურატ ის
ლეიკერსი	ლეიკერ ს ი
საპირისპირო	ს აპირისპირო
იერარქიული	იერარქი ული
რუელი	რუ ელი
წელთაღრიცხვამდე	წელ თაღ რიცხვ ამდე
ზოლებიანი	ზოლ ებიან ი
მუსიკოსებს	მუსიკ ოს ებს
მომენტს	მო მენტ ს
იქმნებოდა	იქმნ ებოდა
მოხუც	მო ხუც
სისტემებს	სისტე მ ებს
აზოტმჟავა	აზოტმჟა ვა
მოევლინა	მო ე ვლინ ა
ინოუს	ინოუ ს
ჯეთრო	ჯეთრო
ყოველმა	ყოველ მა
ამბობდნენ	ამბობ დნენ
ქართველებს	ქართველ ებს
ქვით	ქვ ით
მეყოფა	მე ყოფა
ნოირატი	ნოირა ტი
ჯგუფის	ჯგუფ ის
შალიკაშვილი	შალ იკა შვილი
მოძღვრება	მოძღვრ ება
ესპანურად	ესპან ურად
წიაღიდან	წიაღ იდან
კომუნიკაციების	კომუნიკა ცი ების
მორისეტმა	მორი სეტ მა
ზენონი	ზე ნონ ი
გარჩევა	გა რჩევ ა
შეყვანით	შე ყვან ით
ქტიტორთა	ქტი ტორთა
სასტამბო	სა სტამბ ო
ხიხანის	ხი ხან ის
გამოეთიშა	გამო ეთი შა
ფინალები	ფინალ ები
არხმა	არხ მა
კავკასია	კავკა სი ა
მაჟორიტარი	მაჟორ ი ტარი
ჭიათურა	ჭიათურ ა
ბანკი	ბანკ ი
ნომრებს	ნომრ ებს
სიუჟეტური	ს ი უჟეტ ური
შემუშავებული	შე მუშავ ებული
ედინბურგის	ედინ ბურგ ის
ამბიციების	ამბიც ი ების
წერტილოვანი	წერტილ ოვანი
ჰელიოსის	ჰელ ი ო ს ის
აყვანილ	ა ყვანილ
ექვივალენტურია	ექვი ვალენ ტური ა
ზაზასთან	ზაზ ასთან
კომპიუტერში	კომპიუტ ერ ში
გამობრუნდა	გამო ბრუნ და
შემადგენელი	შემ ა დგენ ელი
გაფორმდა	გა ფორმ და
კუბოს	კუბ ოს
ცურვისას	ცურვ ისას
დაფიქსირებულ	და ფიქს ირებულ
შევიწროება	შე ვიწრო ება
უეჭველი	უეჭ ველი
აქტებს	აქტ ებს
ინგლისურის	ინგლის ურ ის
მონასტერი	მონა ს ტერი
ტაინოს	ტა ი ნოს
ავტომობილით	ავტო მო ბილ ით
აგენტები	აგენტ ები
გუთნის	გუთ ნის
სტატისტიკის	სტატ ის ტიკის
მაღაროში	მა ღარო ში
ვიტამინს	ვიტამ ინს
პეისერსის	პეისერს ის
რგოლებში	რგოლ ებში
მოყვარულები	მო ყვარულ ები
ბენფიკას	ბენ ფი კას
დღითიდღე	დღ ით ი დღე
თმებით	თ მ ებით
რხევას	რხევ ას
ჰაილე	ჰა ილე
პრობლემების	პრობლემ ების
ასაბუთებს	ას აბუთ ებს
მოძებნოს	მო ძებნ ოს
საინტერესოა	სა ინტერ ესოა
თავდასაცავად	თავდა საცავ ად
მეტაფიზიკური	მეტ ა ფიზიკ ური
ტოტს	ტოტ ს
მარუხის	მა რუხ ის
განედებზე	გან ედ ებზე
მიმოხილვას	მი მო ხილვ ას
მიცვალებული	მი ცვალ ებული
მოიპოვებდნენ	მო იპოვ ებდნენ
შთაბეჭდილებებს	შთა ბეჭდილ ებებს
თვითონაც	თვი თო ნაც
სტრუქტურასა	სტრუქტუ რა ს ა
ლათინურის	ლათინ ურის
მოსაზღვრე	მო ს აზღვრ ე
კანგალის	კან გალ ის
ორზე	ორ ზე
მოიძია	მო იძი ა
მოძრაობაა	მოძრაო ბა ა
შეცვლამ	შეცვლ ამ
შეეფარებინა	შეე ფარ ებინა
მიიჩნეოდა	მიიჩნე ოდა
თემურლენგი	თემურლენგ ი
თვითგამორკვევის	თვით გამო რკვევ ის
იმპერატორთა	იმპერ ა ტორთა
ტაძრისა	ტაძრ ისა
ქვეზონისგან	ქვე ზონ ისგან
წამებით	წამ ებით
ინდოეთთან	ინდოეთ თან
სარისკო	სა რის კო
დაჭრა	და ჭრა
სახეობაში	სახეობ ა ში
ტოლფასია	ტოლ ფას ია
უმსხვილესი	უ მსხვილ ესი
გაბრუნდა	გა ბრუნ და
მათემატიკასა	მა თემატიკ ა სა
გამოეყენებინა	გამო ე ყენებ ი ნა
გაეძლიერებინა	გაე ძლიერ ებინა
შეყვანა	შე ყვანა
ბოსტონის	ბოსტონ ის
ცდილობს	ცდილ ობს
გამოსახეს	გამო სახე ს
მიუძღვნეს	მი უძღვნ ეს
ფიქსირდება	ფიქსირდ ება
სადა	სა და
პიროვნებამ	პიროვნ ებამ
ბეჭდები	ბეჭდ ები
აწყდება	ა წყ დება
ბოსტნებში	ბოსტნ ებში
ორთა	ორთა
ცხვირი	ცხვირ ი
გაგზავნას	გა გზავნ ას
თავების	თავ ების
გაფრინდაშვილის	გა ფრინ და შვილი ს
ნაგებობიდან	ნა გებობ იდან
შეუზღუდავი	შეუ ზღუდ ავი
კოსტუმები	კო სტუმ ები
მოუგია	მოუ გია
დისკისგან	დისკ ისგან
დამთავრდებოდა	და მთავრ დ ებოდა
მოცული	მო ც ული
ორმაგად	ორმაგ ად
რიგებით	რიგ ებით
ახლობლების	ახლობლ ების
ზედაპირული	ზე და პირ ული
თესალონიკის	თესალ ონ იკის
გამორჩეულად	გამო რჩეულ ად
საზღაური	სა ზღაურ ი
ფაქტორებით	ფაქტორ ებით
ხარვეზების	ხარვეზ ების
დადიანისა	და დ იანი სა
ბრალად	ბრალ ად
თვითმმართველობის	თვითმ მართ ველობ ის
გაფიცვის	გა ფიც ვის
დაიცავს	და იცავ ს
ტაძრად	ტაძრ ად
უჯუშ	უჯუ შ
სტადიონი	სტადიონ ი
რაგბი	რაგბ ი
მეტოქემ	მეტოქ ემ
შვილს	შვილ ს
მოთხოვნადი	მო თხოვნ ა დი
აღლუმზე	აღ ლუმ ზე
მფლობელიც	მფლობელი ც
რეპორტიორი	რე პორტ ი ორი
გრამი	გრამი
ეხნატონის	ეხნ ატ ონის
რიშელიე	რიშელიე
ჩასულა	ჩა სულ ა
ბალერინა	ბა ლერი ნა
საბადოებში	სა ბადო ებში
ოქტომბერში	ოქტომბერ ში
სამონადირეო	სა მო ნადირ ეო
იმიერბაიკალეთის	ი მიერ ბაიკალ ეთის
დაშენებული	და შენ ებული
ფაბრიკაში	ფაბრიკ აში
მიმოცვლის	მიმო ცვლ ის
დაკნინებული	და კნინ ებული
ბოლქვაძე	ბოლქვ აძე
დიდებულ	დიდებულ
გულმკერდისა	გულ მკერდ ისა
მოლასური	მო ლას ური
გურგენის	გურგენ ის
პედაგოგიკის	პედაგოგ იკის
აუცილებლობით	აუცილ ებლ ობით
დადებული	და დ ებული
მეომრების	მეომრ ების
ემოქმედა	ე მო ქმედ ა
შედეგ	შედეგ
დადგმებში	და დგმ ებში
წარმოდგა	წარმო დგა
სწავლულ	სწავლ ულ
ბატონყმური	ბატონ ყმ ური
შესასწავლი	შესა სწავლ ი
სიმპტომები	სიმპ ტომ ები
ის	ის
სწავლული	სწავლ ული
გვირაბში	გვირაბ ში
შეთანხმებული	შე თანხმ ებული
ანტარქტიკულ	ანტ არქტიკ ულ
პუბლიკა	პუბლიკ ა
რეაქციები	რეაქც ი ები
ფიზიოლოგია	ფიზი ოლოგია
კრეისერ	კრეისერ
შუალედში	შუალედ ში
ნახავთ	ნახავ თ
ნაწარმოებია	ნა წარმოებ ია
ავსტრიაში	ავსტრ იაში
სააქციო	სა აქცი ო
ალვის	ალ ვის
ზღაპრები	ზღაპრებ ი
ორგანიზებაში	ორგანიზ ება ში
სვეტონიუსი	სვეტ ონი უსი
ფხვიერი	ფ ხვიერ ი
ლერწმის	ლერ წმ ის
რომლიდანაც	რომლ იდან აც
ხელსაყრელი	ხელ საყრელი
არაერთ	არა ერთ
დასერილია	და სერი ლია
ანტიგუა	ანტი გუა
სტამბოლის	სტამბოლ ის
განშტოებაა	გან შტო ება ა
ქვეოჯახის	ქვე ოჯახ ის
გამოსულიყვნენ	გამო სულ იყვნენ
სარტყლით	სა რტყლ ით
გადასაღებ	გადა საღებ
ლეონარდ	ლეონ არდ
ევოლუციისა	ევოლუ ციის ა
საქმიანობისთვის	საქმ იანობ ისთვის
ხევისბერი	ხევ ის ბერ ი
ტონამდე	ტონ ამდე
ქრისტიანობამ	ქრისტიან ობამ
რაზმმა	რაზმ მა
გვიდო	გვი დო
სწორკუთხოვანი	სწორ კუთხ ოვანი
თაყვანისმცემელი	თა ყვან ის მცემ ელი
ფანტასტიკა	ფანტასტიკ ა
სოციოპოლიტიკური	ს ოცი ო პოლიტიკ ური
აღვნიშნოთ	აღ ვნიშნოთ
განზომილების	გა ნზომილ ების
შიიტები	შიიტ ები
ტკივილს	ტკივ ილს
კლავდიუსის	კლავდ ი უსის
ბოჭკო	ბოჭ კო
ფლაგმანი	ფ ლაგ მანი
დინებები	დინებ ები
განრიგი	გან რიგი
მანლიუსი	მან ლი უსი
უდავოდ	უდავო დ
განუყოფელი	განუ ყოფ ელი
მაგდალენა	მა გ და ლენა
დაუკავშირდნენ	დაუ კავშირ დნენ
ზოლები	ზოლ ები
წევრებად	წევრ ებად
ხურვალეთის	ხურ ვალ ეთის
უკან	უკან
ასაბუთებდა	ას აბუთ ებდა
განსხვავებულობის	გა ნსხვავ ებულ ობის
სუდანი	სუდან ი
პროდუქტებში	პროდუქტ ებში
გაიხსნას	გა იხსნ ას
რგოლი	რგოლ ი
იმპროვიზაცია	ი მპროვ იზაცი ა
მინიატიურა	მინი ატიურ ა
სამღვდელო	სა მღვდელ ო
მექანიკა	მე ქანიკ ა
შემოდგომიდან	შემო დგომ იდან
შეშფოთება	შე შფოთ ება
ლიცენზიის	ლიცენზი ის
ამოცანა	ამოცა ნა
შევადაროთ	შევადარ ო თ
კოორდინატთა	კოორდინ ა ტთა
სერიალს	ს ერიალ ს
მასაში	მას აში
განცხადებას	გან ცხად ებას
რუზველტი	რუზველტ ი
ხილვა	ხილვ ა
სასუნთქი	სა სუნთქ ი
რეალისტური	რეალ ის ტური
საპატრიარქო	სა პატრი არქ ო
იცხოვრონ	ი ცხოვრ ონ
მომცა	მო მ ცა
ბარად	ბარ ად
მისთა	მის თა
აფარებდა	ა ფარ ებდა
რიონი	რიონ ი
მღერის	მღერ ის
სენსაციური	სენსაც იური
ჰენრიხ	ჰენრი ხ
წყალსაცავის	წყალ საცავ ი ს
სამწყსო	სა მ წყ ს ო
ქალებს	ქალ ებს
გაყიდვიდან	გა ყიდვ იდან
განიხილავენ	გან იხილ ავენ
უპყრია	უპყრ ია
ოდიში	ოდიშ ი
ნელისთან	ნელ ის თან
სხეულზე	სხეულ ზე
ნათელია	ნათელ ია
მოციქულის	მოციქულ ის
ბაბუის	ბაბუ ის
უნაგირის	უნა გირ ის
ქავერ	ქავერ
ტრავმების	ტრავმ ების
მიქსფირი	მიქს ფირ ი
გადამფრენ	გადა მ ფრენ
ჩიკაგოში	ჩიკაგ ოში
დაჯილდოებაზე	და ჯილდო ებაზე
კრონპრინცი	კრონ პრინც ი
მოიქცეს	მო იქცე ს
მომზადდა	მო მზად და
რეპუტაციით	რეპუტ აციით
ახალგორიდან	ახალ გორ იდან
მადაგასკარზე	მა და გა ს კარ ზე
აღდგა	აღ დ გა
სიკვდილიანობა	ს იკვდილ იანობა
მარცხის	მარცხ ის
მეფეებმა	მეფე ებმა
წიაღისეული	წიაღის ეულ ი
შუათანა	შუა თანა
ფრის	ფრ ის
მინდორს	მინდორ ს
ჩენი	ჩენ ი
შორეული	შორ ეული
ავტობიოგრაფია	ა ვტობი ოგრაფი ა
ერთეულით	ერთეულ ით
ბერგმანი	ბერგ მანი
წვეთები	წვეთ ები
ინდიგოს	ინდიგო ს
ცხელ	ც ხელ
შუბს	შუბ ს
ჩესტერ	ჩესტერ
რესპუბლიკამ	რეს პუბლიკ ამ
ორბიტაზე	ორბიტ ა ზე
წარმართ	წარ მართ
სამფეროვანი	სამ ფერ ოვანი
ამჯერადაც	ამ ჯერ ადაც
მითუმეტეს	მით უმეტ ეს
კოლხეთში	კოლხ ეთში
ალყიდან	ალყ იდან
მსმენელს	მსმე ნელ ს
შეზღუდვით	შე ზღუდვ ით
ყოფილ	ყოფილ
მოსაუბრეთა	მო სა უ ბრე თა
უბნად	უბნ ად
სინთეზური	ს ი ნთეზ ური
განლაგებით	გა ნლაგებ ით
რეალურად	რეალ ურად
არჩიეს	არჩი ეს
ვარაუდობდნენ	ვარაუდ ობდნენ
სოკარ	ს ო კარ
შეარქვა	შე ა რქვა
დანაკარგების	დანა კარგ ების
ნერვული	ნერვ ული
ქრისტიან	ქრისტიან
ლეგენდარული	ლეგენდ არული
სანტოსი	ს ანტოს ი
კალენდარი	კალენ დარი
უპრობლემოდ	უ პრობლემ ოდ
ავგუსტუსი	ავგუსტ უსი
ნოდარი	ნოდარ ი
ჟორდანია	ჟორდან ია
დიზაინისა	დიზაი ნის ა
შემოხაზული	შემო ხაზ ული
რეზა	რეზ ა
უწესრიგოდ	უ წეს რიგ ოდ
ქუხილი	ქუხილი
ზღვების	ზღვ ების
რელიეფი	რელიეფ ი
ერმაკოვი	ერმა კო ვი
უოკერი	უოკერი
ლეკების	ლეკ ების
შვედურ	შვედ ურ
მაგიური	მაგი ური
გაღიზიანება	გაღი ზიან ება
მოზელის	მო ზე ლის
შემსწავლელი	შემ სწავლ ელი
საერთაშორისო	სა ერ თაშორ ი ს ო
გავიგე	გავი გე
ვუწოდებთ	ვუწოდ ებთ
დაჰყვებოდა	და ჰყვ ებოდა
მოწოდების	მო წოდებ ის
კულონის	კულ ონის
მოზარდს	მო ზარდ ს
პოეტები	პოეტ ები
ჩადიან	ჩა დიან
რწმენა	რწმენ ა
მომსახურეობის	მო მსახურ ე ობის
ლიბანი	ლიბან ი
აკუსტიკურ	ა კუ ს ტიკურ
ტაძრით	ტაძრ ით
ბიოგრაფიული	ბი ოგრაფიულ ი
კა	კა
ჰაგიოგრაფიული	ჰა გი ოგრაფიულ ი
სპეციფიურ	სპეციფ იურ
კასიუსის	კასიუ ს ის
საძოვრებს	სა ძოვრ ებს
ჰორაციუსი	ჰ ორაცი უსი
წინდები	წინდებ ი
მეხუთედი	მე ხუთე დი
რაფაელი	რაფაელ ი
ფურცლები	ფურცლ ები
პიროვნება	პიროვნ ება
მემკვიდრეა	მე მკვიდრე ა
გაიმეორა	გაი მეორ ა
წყლებთან	წყლ ებთან
ვიოლინოზე	ვიოლინო ზე
ომობდა	ომ ობდა
დაასვენეს	და ასვენე ს
იმპერატორ	იმპერ ატორ
საქმროს	საქმ როს
გვირგვინს	გვ ირგვინ ს
გადაეხადა	გადა ე ხადა
ავადმყოფი	ა ვადმყოფ ი
თავსდება	თავს დება
ხათის	ხათ ის
ახმეტის	ახმეტ ის
ცინცაძე	ცინც აძე
მომგებიანი	მო მგებ იანი
მრისხანება	მ რისხან ება
ბასიანა	ბას ია ნა
ძაღლებთან	ძაღლ ებთან
შიგნით	შიგნ ით
მიხედვით	მი ხედვ ით
მწვერვალი	მწვერ ვალი
წაიღეს	წა იღეს
შუამავლის	შუამ ა ვლის
ახლადშექმნილი	ახლად შექმნ ილი
გაუვალი	გაუ ვალი
ბერბერებს	ბერ ბერ ებს
მამფალი	მა მ ფალ ი
კეთილშობილ	კეთილ შობილ
ირანის	ირან ის
სალდო	სა ლდო
აეროპორტთან	აერო პორტ თან
რო	რო
მხოლო	მხოლო
ტურნირები	ტურნირ ები
მრევლი	მრევლ ი
ანალიზისთვის	ა ნალიზ ისთვის
სისტემამ	სისტე მა მ
განხეთქილებისა	გა ნხეთქილ ების ა
ორთვიანი	ორ თვიანი
იდენტური	იდენტ ური
ყველასთვის	ყველ ას თვის
სათუთად	სა თუთ ად
ტარიფი	ტარი ფი
კაზიმირის	კაზიმირ ის
მოზამბიკის	მო ზამბი კის
ლამი	ლა მი
აწარმოებდნენ	ა წარმო ებდნენ
ფანები	ფან ები
მდე	მდე
ხორციელი	ხორციელ ი
ორენოვანი	ორ ენოვან ი
კირკეს	კირკ ეს
ლუარსაბი	ლუარსა ბი
კაზაკებთან	კაზაკ ებთან
მონიტორინგს	მონიტორ ინგ ს
აზევება	აზე ვება
დაყოფით	და ყოფ ით
სტინგმა	ს ტი ნგმა
გადასვლამ	გადა სვლა მ
ნაურუს	ნაურუ ს
ამალით	ა მა ლით
აიზეკ	ა ი ზე კ
გაუსწორდნენ	გაუ სწორ დნენ
ინვალიდი	ინ ვალი დი
სიმჭიდროვეა	სი მჭიდრო ვე ა
გატაცების	გატაც ების
ბარძიმი	ბარ ძი მი
დაისაკუთრა	და ისა კუთრ ა
მხარეზეა	მხარე ზე ა
ხვარაზმის	ხვა რაზმ ის
რუსებს	რუს ებს
ნავიგაცია	ნავიგა ცია
ლებეგის	ლე ბეგ ის
ცეკვის	ცეკვ ის
რადიომ	რადიო მ
პიკეს	პიკე ს
ვარდებოდა	ვარდ ებოდა
ფრესკები	ფრესკ ები
კანონებს	კანონ ებს
სხვებსაც	სხვ ებს აც
აწერს	აწერ ს
მორიგე	მორიგე
გალაქტიკები	გა ლაქტიკ ები
მხედრული	მხედრ ული
უკანასკნელმა	უკანას კნელ მა
მიემართებოდა	მი ე მართ ებოდა
ფრანჩესკა	ფრან ჩეს კა
ინდიელ	ინდი ელ
ჟარგონი	ჟარ გონი
სასანიდების	სა სა ნ ი დების
უძღვნა	უძღვნ ა
ინდივიდები	ი ნდივიდ ები
რეზონანსის	რეზონანსი ს
ბიუჯეტმა	ბიუჯეტ მა
გადმოინაცვლა	გადმო ი ნაცვლ ა
კვირტი	კვირ ტი
სალონიკის	სალონ იკის
ენერგეტიკული	ენერგე ტიკულ ი
ვალერიანის	ვალერ იან ის
სერბი	სერბ ი
ქორის	ქორ ის
ანადგურებდნენ	ანა დგურ ებდნენ
შირიმით	ში რი მით
ბლოკადას	ბლოკ ად ას
დაარსებისთანავე	და არსებ ისთანავე
გრიგი	გრიგ ი
მონტევიდეოში	მონტ ე ვიდეო ში
დამძიმებული	და მძიმ ებული
მიმოხილვები	მიმო ხილვ ები
დაფინანსებაზე	და ფინან ს ებაზე
გამომშრალი	გამო მშრალ ი
ორდისკიანი	ორ დისკ იანი
განადგურებასთან	გან ა დგურ ებას თან
თურქმენეთი	თურქ მენ ეთი
ჰიპოთეზის	ჰიპოთეზ ის
გამოძიებას	გამო ძიებ ას
სული	ს ული
ჩანაწერია	ჩანა წერია
ილიამ	ილი ამ
ლინკინ	ლინ კინ
ლამაზმანი	ლამაზ მანი
მატნის	მატ ნის
დრამის	დრამ ის
შუამავალ	შუა მავალ
აზერბაიჯანული	აზე რბაიჯა ნული
გამარჯვებულებმა	გა მარჯვ ებულ ებმა
უიტმენის	უიტ მე ნის
ბუმბულს	ბუმბულ ს
წარმონაქმნად	წარმონაქმნ ად
ლაშქრობიდან	ლაშქრობ იდან
გაერიდა	გა ერი და
თბილისელმა	თბილ ის ელმა
სწავლა	სწავლ ა
სამკუთხედები	სა მკუთხედ ები
სპერი	ს პერი
ჰაბილისს	ჰაბი ლის ს
დიმიტრის	დიმიტრ ის
ანიმაციურ	ანი მა ციურ
კანიონები	კანიონ ები
მე	მე
რეკორდები	რეკორდ ები
თანმხლები	თანმხლ ები
გარსები	გარს ები
ერედ	ერედ
გაუქმებულ	გა უქმ ებულ
სიჩქარის	სი ჩქარ ის
დასახლება	და სახლ ება
ეტყვის	ეტყვ ის
ხატების	ხატ ების
ტიპებს	ტიპ ებს
ქეთევან	ქეთევ ან
ჯარისკაცებზე	ჯარისკაცე ბ ზე
საგალობლის	ს ა გალობლ ის
წანაცვლების	წა ნაცვლ ების
საკმეტოში	სა კ მეტ ოში
იშლებოდა	ი შლ ებოდა
წმინდანებად	წმინდან ებად
ფიზიკის	ფიზიკ ის
ბოროტმა	ბოროტ მა
დუნაი	დუნაი
ქურუმთა	ქურუ მთა
ბიბლია	ბიბლი ა
სეგუნდა	ს ე გუნდ ა
სერიას	სერი ა ს
გონდორის	გონ დ ორის
უეფას	უეფა ს
დედაქალაქის	დედა ქალაქ ის
ლაბორანტად	ლაბორ ანტ ად
იზოტოპი	ი ზოტოპ ი
იტყვის	იტყვ ის
სამთავრობო	სა მთავრო ბო
გასამართლებლად	გა ს ა მართლ ებლად
რომანულ	რომან ულ
მუშაობენ	მუშაობ ენ
სატრფიალო	სა ტრფიალო
სახაზო	სა ხაზ ო
სცენარი	სცენ არი
ჯეფერსონის	ჯეფერს ონის
კლასამდე	კლას ამდე
ზე	ზე
თბური	თბურ ი
განაგებს	განა გ ებს
ციკლოპური	ციკლოპ ური
ერთპიროვნული	ერთ პიროვნ ული
მონტესუმას	მონტ ეს უ მა ს
რადიოსადგური	რადიო სა დგურ ი
