გამოსხივება	გამოსხივ ება
იმალებოდა	იმალ ებოდა
უკანასკნელებს	უკანასკნელ ებს
ვლადიმირი	ვლადიმირ ი
აღმომჩენი	აღმომჩენ ი
პედროს	პედრო ს
ზომიერ	ზომიერ
ჟენევაში	ჟენევ ა ში
გამოასალმა	გამო ას ალმა
მიდრეკილების	მიდრეკილ ების
ჩელენჯერ	ჩელენჯერ
ლიგამ	ლიგამ
შემოტრიალება	შემო ტრიალ ება
ორდენებით	ორდენ ებით
ბერმუდის	ბე რმუდის
ფრაზების	ფრაზ ების
იყი	იყი
არტეფაქტების	ა რტეფაქტ ების
შემოკლებით	შემოკლ ებით
წარმომადგენლებს	წარმო მადგენლ ებს
ასასვლელი	ა სასვლელ ი
ოდისევსი	ოდისევს ი
ტუჩის	ტუჩ ის
სამაჯურები	ს ა მა ჯ ურ ები
მოყვანილ	მოყვანილ
შეერთდნენ	შეერთ დნენ
რჩევისთვის	რჩევ ისთვის
ლეგენდები	ლეგენდ ები
დაუსვა	დაუსვა
დედის	დედ ის
არქ	არქ
პროცესში	პროცეს ში
დვინის	დ ვინის
კეთდებოდა	კეთ დებოდა
მოღწეული	მოღწეულ ი
ცერემონიალზე	ცერემონიალ ზე
ნილფგაარდის	ნილფგა არდის
სიმამაცით	სიმამაც ით
ხელოვნებათმცოდნეობის	ხელოვნ ება თმცოდნე ობის
ლოგიკურია	ლოგიკურ ია
გაერთიანდნენ	გაერთიან დნენ
ამომრჩეველი	ამო მრჩეველი
მინდვრებს	მინდვრ ებს
საკვებ	საკვებ
წარბები	წარბ ები
ცენტრალ	ცენტრალ
ეწოდებათ	ეწოდ ებათ
მოზარდთა	მოზარდ თა
დაბინძურება	დაბინძურ ება
გარდაცვლილია	გა რდაცვლილ ია
მინდვრები	მინდვრ ები
სამთავროდ	სამთავრო დ
წიგნად	წიგნ ად
ჯამში	ჯამ ში
ტარკვინიუსის	ტარკვინიუს ის
სპირტიანი	სპირტ იანი
წარმატებულია	წარმატ ებულია
ლათინურ	ლათინურ
მებაღეობის	მებაღე ობის
ჰარიეტ	ჰარიეტ
კანონიერი	კანონიერ ი
სათევზაო	სათევზაო
გიმნაზია	გიმნაზი ა
ერთგულად	ერთგულ ად
ნაბოძები	ნა ბოძ ები
მხიარულ	მხიარულ
ოდითგან	ოდითგან
დააბრმავეს	და ა ბრმავ ეს
მსგავსს	მსგავს ს
გამოკეტა	გამოკეტ ა
ზიზღით	ზიზღ ით
მოკლულია	მოკლულ ია
შეძლებოდა	შეძლ ებოდა
გურულ	გურულ
გვიანის	გვიან ის
თასით	თა ს ით
გაუგებრობის	გაუგებრობ ის
ოჯიბვეს	ოჯიბვე ს
ყინვები	ყინვ ები
უპასუხეს	უპასუხ ეს
საფრთხე	საფრთხე
დათვის	და თვის
მთვარე	მთვარე
ბანქოს	ბან ქოს
ჩინებულად	ჩინ ებულად
ძებნის	ძებნის
დათმობა	დათმობ ა
მთავარეპისკოპოს	მთავარეპისკოპო ს
დარად	დარად
ხიდიდან	ხიდ იდან
ფეხბურთელებმა	ფეხბურთელ ებმა
ანა	ა ნა
სახელოსნო	სახელოსნო
ისლანდია	ისლანდი ა
საკრავის	საკრავ ის
ჩაუვარდათ	ჩაუვარდა თ
მაგიისა	მაგი ისა
ქმარს	ქმარ ს
არცერთ	არცერთ
ბრიტანეთში	ბრიტანეთ ში
ფარნაკე	ფარნაკ ე
მოზარდ	მოზარდ
ფლოიდს	ფლოიდ ს
ოკას	ოკას
ამიტომაა	ამიტომ ა ა
საგამომცემლო	სა გამომცემ ლო
ქვაბული	ქვაბულ ი
იმავე	იმავე
დაიხოცა	დაიხოც ა
პირებზე	პირ ებზე
ხალიჩა	ხალიჩ ა
დენ	დენ
კოლი	კოლი
აგებდნენ	აგებ დნენ
ნაპირებთან	ნაპირ ებთან
მატლის	მატლ ის
ხალხისაგან	ხალხ ისაგან
ცაიშის	ცაიშ ის
საძმოს	საძმო ს
თვე	თვე
ბულგარელებთან	ბულგარელ ებთან
სიძლიერით	სიძლიერ ით
ერთადგილიანი	ერთ ადგილ იანი
მუშახელის	მუშახელ ის
თევზის	თევზ ის
ეპარქიას	ეპარქი ას
გიტარით	გიტარ ით
ატომებს	ატომ ებს
თითით	თით ით
კრედიტი	კრედიტ ი
სახელისაგან	სახელ ისაგან
სატურნირო	სა ტურნირ ო
შენაკადებიდან	შენაკად ებიდან
პარლამენტისა	პარლამენტ ის ა
კოლინსი	კოლინ სი
გამოსახულებების	გამოსახულ ებების
ოჯახიც	ოჯახ იც
ვაჭართა	ვაჭარ თა
მუსულმანური	მუსულმან ური
სიდის	ს ი დის
ჩააგდო	ჩა აგდო
სიზუსტის	სიზუსტ ის
გამანადგურებლები	გა მა ნადგურ ებლები
სახეობის	სახეობ ის
ფროლო	ფრო ლო
კრედიტის	კრედიტ ის
მონროს	მონრო ს
დაბალი	დაბალ ი
ქრისტეფორეს	ქრისტე ფორე ს
დანაწევრება	დანაწევრ ება
უსრული	უ სრული
საძაგელი	საძაგ ელი
ტემპი	ტემპ ი
მსაჯულთა	მსაჯულ თა
შემხვდა	შემ ხვდა
გერმანისტიკა	გერმანი სტიკ ა
ნაიმ	ნა იმ
საზღვრამდე	საზღვრ ამდე
გაგრძელდება	გაგრძელ დება
ტიბეტელი	ტიბეტელ ი
წყვეტილი	წყვეტილი
ოკეანეთში	ოკეანეთ ში
დედოფალმა	დედოფალ მა
ზრდაში	ზრდ აში
ტემპერამენტით	ტემპერამენტ ით
ღმერთმან	ღმერთ მან
წარმოდგენის	წარმოდგენ ის
გასასვლელი	გა სასვლელ ი
კოლუმბიაში	კოლუმბი აში
ბაგრატ	ბაგრატ
ურთიერთობებისა	ურთიერთობ ებისა
წამიყვან	წამ იყვან
განსხვავდებოდა	განსხვავ დებოდა
კომუნას	კომუნ ას
ბასტილიის	ბა სტილ ი ის
მთლად	მთ ლად
კოული	კო ული
შაჰი	შაჰ ი
გეგმაში	გეგმა ში
სარჩენად	სარჩენად
ჩამოსულ	ჩამოსულ
უძღვებოდნენ	უძღვ ებოდნენ
ბოთლი	ბოთლ ი
ადგილობრივმა	ადგილობრივ მა
გადაჭრა	გადაჭრ ა
ესთეტიკის	ესთეტი კის
მევენახეობისა	მევენა ხეობ ის ა
მანგას	მანგა ს
პროპორციული	პროპორც ი ული
პოლისები	პოლის ები
გააშენეს	გა აშენეს
საწმისი	საწმის ი
დიზრაელიმ	დიზრაელ ი მ
ობოლი	ობოლ ი
ორგანული	ორგანულ ი
ცენტრთან	ცენტრ თან
თამბაქოს	თა მ ბაქოს
გოგოლის	გოგო ლის
მდგრადობას	მდგრად ობას
ქურთი	ქურთ ი
მანჯურიის	მანჯური ის
ფერარი	ფერარი
შეშფოთებული	შეშფოთ ებული
მალფოი	მალფოი
უქმე	უქმე
აშანტის	ა შანტი ს
ბენდთან	ბენდ თან
მსჯელობს	მსჯელობ ს
ანტიოქიელი	ანტიოქ ი ელი
დაეთმოთ	დაეთმო თ
შესაძლებლობების	შე საძლებლობ ების
დარტყმის	დარტყმ ის
უილიამმა	უილიამმა
ექსკლუზიური	ექსკლუზი ური
დიაგნოზით	დიაგნოზ ით
აცოცხლებს	ა ცოცხლ ებს
სიმღერებს	სიმღერ ებს
ირხევა	ი რხევ ა
ტერიტორიული	ტერიტორი ული
ესტონეთის	ესტონ ეთის
კახეთის	კახეთ ის
შეერთების	შეერთ ების
ბერნარდო	ბერნარდ ო
კლასიკურ	კლასიკურ
სახეზე	სახე ზე
დროინდელ	დროინდელ
ფინალშიც	ფინალ შიც
ზმნა	ზმნ ა
ბული	ბულ ი
დამარცხა	დამარცხ ა
ყველაფერში	ყველაფერ ში
ტანკის	ტანკ ის
ფერწერაში	ფერწერ აში
ირინეს	ირინ ეს
მუსიკოსებმა	მუსიკოს ებმა
გამოცემით	გამოცემ ით
პედაგოგთა	პედაგოგ თა
შურისძიების	შურის ძიების
კეთილმსახური	კეთილ მსახურ ი
ბედისწერა	ბედისწერ ა
ენტერპრაიზი	ენტერპრაიზ ი
რეზიდენცია	რეზიდენცი ა
იეზუიტთა	იეზუიტთა
მეტროპოლიური	მეტროპოლ ი ური
თავჯდომარედ	თა ვჯდომარე დ
მონაზვნად	მონაზვნ ად
გამზირზე	გამზირ ზე
ავადმყოფთა	ა ვადმყოფ თა
ღერო	ღერო
პარლამენტი	პარლამენტ ი
დამცველ	და მცველ
კატებს	კატ ებს
ელისო	ელის ო
ტექსტთან	ტექსტ თან
გამრავლებაზე	გამრავლ ება ზე
აქციაში	აქცი ა ში
ლექსიკური	ლექსიკ ური
პაუელი	პაუელ ი
სნეული	სნეულ ი
ვიშნუს	ვიშნუს
მოექცნენ	მოექც ნენ
ცენტრიც	ცენტრ იც
ჰგავდა	ჰგავ და
ეღიარებინათ	ეღიარ ებინათ
გაუგზავნა	გაუგზავნ ა
მწირი	მწირ ი
წყაროზე	წყარო ზე
სუნთქვას	სუნთქვ ას
ძვლით	ძვლ ით
რომელში	რომელ ში
ლიმპოპოს	ლიმ პოპ ოს
მომპოვებელი	მომპოვ ებელი
ემსახუროს	ემსახურ ოს
დამაარსებლად	დამაარსებ ლად
ნაკადით	ნაკად ით
ასპექტით	ასპექტ ით
მსხვერპლიც	მსხვერპლ იც
საგოლე	სა გოლ ე
შემოსევა	შემოსევ ა
პროცესმა	პროცეს მა
ქვითკირის	ქვითკირის
აღასრულებდა	აღასრულ ებდა
გურამიშვილმა	გურამიშვილ მა
ჯგუფს	ჯგუფ ს
მიღწევა	მიღწევ ა
კვანძების	კვანძ ების
სიმაღლისაა	სიმაღლ ის აა
ტომობრივ	ტომ ობრივ
ნაჭერი	ნაჭერ ი
იდგმებოდა	იდგმ ებოდა
მელინდა	მ ე ლინდა
მოსვლას	მოსვლ ას
სულელური	სულელ ური
მინაშენები	მინაშენ ები
ზემოხსენებული	ზე მოხსენ ებული
ტაძარს	ტაძარ ს
ტარების	ტარ ების
დვალი	დვალი
სამწყსოს	სამწყ ს ოს
აუგუსტ	აუგუსტ
გაგზავნილ	გაგზავნ ილ
განდევნეს	განდევნ ეს
დონემ	დონე მ
კახეთს	კახეთ ს
მდნარი	მდნარ ი
უკავშირდებოდნენ	უკავშირ დებოდნენ
არცა	არცა
აცვია	აცვი ა
თანადროული	თანადრო ული
გარეგნობა	გარეგნ ობა
განცხადება	განცხად ება
დათარიღდეს	და თარიღ დეს
სტუდიამ	სტუდი ამ
განათლებაზე	განათლ ებაზე
ემანსიპაციის	ემან სიპ აციის
ილია	ილი ა
მანგა	მანგა
დღეთა	დღე თა
ფრონტმა	ფრონტ მა
პუბლიცისტური	პუბლიც ისტური
მოწამეობრივად	მოწამე ობრივად
ლაზთა	ლაზ თა
სამზარეულოზე	სა მზარეულო ზე
ვაკეზე	ვაკე ზე
ნიკას	ნიკას
დაპყრობით	დაპყრობ ით
იპოვის	იპოვ ის
მორისონი	მორისონ ი
მუზეუმის	მუზეუმ ის
მლოცველი	მლოცველ ი
დეპუტატს	დეპუტატ ს
მანქანათსაშენი	მანქანათ ს აშენ ი
გადახლართული	გადა ხლართული
გავარვარებული	გა ვარვარ ებული
გახდებოდნენ	გახდ ებოდნენ
სასათაურო	სა სათაურ ო
ჟანრად	ჟანრ ად
მკლავებს	მკლავ ებს
პრესა	პრეს ა
შეზღუდულ	შეზღუდულ
გელა	გელ ა
ჩამწერი	ჩამწერ ი
ამინომჟავების	ა მინომჟავ ების
სინგლიდან	სინგლ იდან
ყოველთვიურად	ყოველ თვიურ ად
უმცირესობების	უმცირეს ობების
წნევაზე	წნევ აზე
ჰორკრუქსი	ჰორკრუქს ი
ცაგერის	ცაგერის
შემოიერთა	შემო იერთა
იოსების	იოსებ ის
ოჯახთა	ოჯახ თა
პოლონელმა	პოლონელ მა
ავიაციამ	ავიაცი ამ
ქრისტე	ქრისტე
იხვის	ი ხვ ის
მწერლობისა	მწერლობ ისა
პარლამენტის	პარლამენტ ის
ჩიტები	ჩიტ ები
ოდო	ოდ ო
გოლფის	გოლ ფის
დამკვიდრება	დამკვიდრ ება
მაჩვენებელს	მ აჩვენ ებელს
მიკროსკოპში	მი კროსკოპ ში
მისაცემად	მი საცემად
ჩარჩოები	ჩარჩო ები
სატირის	სატირ ის
დაფუძნებულია	დაფუძნ ებულია
ჩაარტყა	ჩაარტყა
ყოფილმა	ყოფილ მა
უარყოფა	უარყოფ ა
ომალოს	ომალ ოს
ეფექტებს	ეფექტ ებს
საქციელმა	საქციელ მა
დებატებში	დებატ ებში
ნიკარაგუის	ნიკარაგუ ის
გამოიჩინა	გამო იჩინა
სართულიანია	სართულიან ი ა
ფარსის	ფარს ის
სიდნი	სიდნი
სასმელს	სასმელ ს
უკეთესად	უკეთეს ად
სილის	სი ლის
გზიდან	გზ იდან
აღქმის	აღქმ ის
შერთვა	შე რთვა
დარბაზს	დარბაზ ს
არასტაბილურ	არა სტაბილურ
შეგროვებული	შეგროვ ებული
დირიჟორობით	დირიჟორ ობით
თავისებურებას	თავისებურ ებას
ტაო	ტა ო
ანტონიუსს	ანტონიუს ს
განა	განა
დათხოვნა	დათხოვნ ა
კანოე	კანოე
თვალებს	თვალ ებს
კონუსისებური	კონუს ის ებ ური
როზერი	როზე რი
ტუბერკულიოზის	ტუბერკულიოზ ის
ქვანახშირი	ქვანახშირ ი
შანსები	შანს ები
ძვირად	ძვირ ად
უნიას	უნი ას
სინგლით	სინგლ ით
ამჩნევს	ამჩნევს
დროებითია	დროებით ია
კლარკ	კლარკ
კოენი	კოენ ი
კეტავს	კეტ ავს
მისიები	მისი ები
ტყესა	ტყე სა
ლუდსახარშის	ლუდსახარ ში ს
გამოჭრილი	გა მოჭრილი
შუბებით	შუბ ებით
შემაერთებელი	შემაერთებელ ი
მერიის	მერი ის
ლიდერებთან	ლიდერ ებთან
გასხივოსნების	გა სხივოსნ ების
ანგელოზების	ანგელოზ ების
აირები	აირ ები
სახელოს	სახელ ოს
რომანებისა	რომან ებისა
გაუმჯობესებაზე	გა უმჯობეს ებაზე
საკვებთან	საკვებ თან
ისტორიკოსის	ის ტორიკოს ის
ქადაგებები	ქადაგ ებები
ჯემს	ჯემ ს
კასტილიის	კასტილი ის
ნიშების	ნიშ ები ს
ოკეანისგან	ოკეან ისგან
კოგნიტური	კოგნიტურ ი
ასლზე	ასლ ზე
ფილების	ფილ ების
წინააღდეგ	წინააღდეგ
დელავერის	დელავერ ის
მოხერხებულობა	მოხერხებ ულ ობა
გამოყენებაც	გამოყენებ აც
აპრილამდე	აპრილ ამდე
დეკორირებული	დეკორ ირებული
კურორტ	კურორტ
გვირაბული	გვირაბ ული
ბრაზილიის	ბრაზილი ის
მანამდე	მან ამდე
მიატოვებს	მიატოვ ებს
დარგებია	დარგ ებია
სახსრები	სახსრ ები
შუადღის	შუა დღის
თავშესაფარი	თავშესაფარ ი
დაძახება	დაძახება
მდგომარეობს	მდგომარე ობს
სავაზიროს	სა ვაზირ ოს
სამეფოების	სამეფო ების
ეფუძნება	ეფუძნ ება
უგანდაში	უგანდ აში
სიკვდილით	სიკვდილ ით
მიმართულებებით	მიმართულებ ებით
კვ	კვ
განედის	განედ ის
შექმნაზე	შექმნ აზე
ორაგული	ორაგული
ბერძნულმა	ბერძნულ მა
მემორიალურ	მემორი ალურ
ცურვაში	ცურვ აში
კონკურსს	კონკურს ს
დისკმა	დისკ მა
ამოიფრქვა	ამოი ფრ ქვა
გიგინეიშვილისა	გიგინეიშვილ ისა
დაგროვდა	დაგროვ და
იძლეოდა	იძლეოდა
კომპიუტერზე	კომპიუტერ ზე
კრიტერიუმებით	კრიტერიუმ ებით
კანიბალიზმი	კანიბალ იზმი
სიმბოლური	სიმბოლურ ი
ბრაზილია	ბრაზილი ა
თქვას	თქვა ს
ბრძანებულება	ბრძანებულ ება
სტილი	სტილ ი
ჰერმიონი	ჰერმიონ ი
გუდისის	გუდ ის ი ს
სპორტი	სპორტ ი
დაკნინება	დაკნინ ება
ტოტების	ტოტ ების
ნეიტრალური	ნეიტრალურ ი
ანალები	ანალ ები
მთავრობისა	მთავრობ ისა
მოწვეულმა	მო წვეულ მა
რეგიონთა	რეგიონ თა
იაპონია	იაპონი ა
მალაიზიაში	მა ლაიზი აში
მუღამში	მუღამ ში
განევითარებინა	განე ვითარ ებინა
მაგრდება	მაგრდება
თურქის	თურქ ის
აჯამეთის	ა ჯამ ეთის
სანდერსი	სანდერს ი
გოგუა	გოგუ ა
კომპოზიტორ	კომპოზიტორ
შეუქმნის	შეუქმნ ის
ჩხოროწყუს	ჩხოროწყუს
ცხოვრებით	ცხოვრებ ით
ბინების	ბინ ების
საგრძნობია	სა გრძნობ ია
შესულ	შესულ
ოთხეულს	ოთხეულ ს
შეატყობინებს	შეატყობინ ებს
სანტიმეტრია	ს ანტიმეტრ ია
ჯორჯ	ჯორჯ
გადაწყვეტილებათა	გადა წყვეტილებ ათა
თიხნარ	თიხნარ
ჩაეტარებინა	ჩაეტარ ებინა
მაგისტრალები	მაგისტრალ ები
საწყის	საწყის
ჟურნალისტები	ჟურნალისტ ები
აფრიკელთა	აფრიკელ თა
აფრიკიდან	აფრიკ იდან
ტელეფონი	ტელეფონ ი
მაკიაჟის	მაკი ა ჟის
ფრიც	ფრ იც
თარაზულად	თარაზულ ად
ტეილორის	ტეილორ ის
მთავრობამ	მთავრობ ამ
ხანისწყლის	ხან ისწყლის
დელფოს	დელფოს
მოხვედრილ	მოხვედრილ
პიანინოს	პიანინო ს
გაიზრდებოდა	გა იზრდ ებოდა
ოპოზიციურად	ოპოზიცი ურად
დაინახა	და ინახა
იორკი	იორკ ი
მოკავშირეს	მოკავშირე ს
სინამდვილის	სი ნამდვილ ის
მატჩები	მატჩ ები
შემგროვებლები	შემგროვ ებლები
შედეგისა	შედეგ ი სა
დემონსტრაცია	დემონსტრაც ია
ფერომაგნიტური	ფერ ო მაგნიტური
გამდნარ	გამდნარ
მრავალფეროვნება	მ რავალფეროვნ ება
ნიშნებს	ნიშნ ებს
თუმანიშვილის	თუმან იშვილის
პაუზის	პაუზ ის
კაბელის	კაბელ ის
ნათელი	ნათელ ი
იხმარა	იხმარა
შემოესია	შემო ეს ი ა
მტკიცებულება	მტკიცებულებ ა
გემის	გემ ის
ძვ	ძვ
ცხოვრებიდან	ცხოვრებ იდან
ადგილისთვის	ადგილ ისთვის
ნუცუბიძე	ნუცუბიძ ე
ბარიერების	ბარიერ ების
უკუაქცია	უკუ აქცია
დარბაზია	დარბაზ ია
ბევრად	ბევრ ად
შებოლილი	შე ბო ლილ ი
ნაკრებს	ნაკრებ ს
ზომების	ზომ ების
მოღვაწეობენ	მოღვაწეობ ენ
შესაძლებლობებით	შე საძლებლობ ებით
ანდღულაძე	ანდღულაძე
ასახავდა	ასახ ავდა
შემცვლელს	შემცვლელ ს
ანტივირუსული	ანტი ვირუს ული
ღერძს	ღერძ ს
გუნდსაც	გუნდ საც
უსმენდა	უსმენ და
ლადოგის	ლადოგ ის
მიდრეკილებას	მიდრეკილ ებას
მოკვდავი	მოკვდ ა ვი
პიტერის	პიტერ ის
უხერხული	უ ხერხ ული
არც	არც
მოძრაობით	მოძრაობ ით
კეთილდღეობისათვის	კეთილდღეობ ისათვის
აიყვანს	აიყვან ს
გაუშვეს	გაუშვ ეს
პრეტორი	პრეტორი
მირ	მირ
ცხრავე	ცხრა ვე
პრემიები	პრემი ები
კლავიშებიანი	კლავიშ ებიანი
ექსპედიციები	ექსპედიც ი ები
აღემატებოდეს	აღემატ ებოდეს
ქსე	ქსე
დეკორატიულად	დეკორატიულ ად
დამაარსებელი	დამაარსებ ელი
გობეჯიშვილი	გობეჯი შვილი
კონცერტებით	კონცერტ ებით
პრუსიას	პრუსი ას
დაბინძურების	დაბინძურ ების
ერისთავები	ერისთავ ები
აფარის	აფარ ის
დიდებას	დიდება ს
ანგელოზი	ანგელოზ ი
ოდიშის	ოდიშ ის
ნიგერის	ნიგერ ის
პარმაში	პარმ აში
საუკუნე	საუკუნე
საკურფიურსტო	სა კურფიურ სტო
სასწაულმოქმედი	სასწაულ მოქმედი
დირექტორთა	დირექტორ თა
ისლამის	ისლამ ის
თბილისმა	თბილის მა
თოვლითაა	თოვლ ითაა
სარტყლიდან	სარტყლ იდან
ბატონობას	ბატონობ ას
ფროიდი	ფროიდ ი
სიმულაცია	სიმულ აცია
რედაქციის	რედაქცი ის
მიუთითებდეს	მიუთით ებ დეს
ძებნას	ძებნა ს
გამოსაცდელად	გამო საცდელ ად
ვალარებმა	ვალარ ებმა
აღიდგინა	აღ იდგინ ა
საკითხში	საკითხ ში
სიყვარულისა	სიყვარულ ისა
ინტერს	ინტერ ს
აჯანყება	აჯანყებ ა
გაწყვეტის	გაწყვეტ ის
სალექსო	ს ალექს ო
ასიმეტრიული	ა სიმეტრი ული
ბენდის	ბენდ ის
ზმნები	ზმნ ები
ხალებიანი	ხალ ებიანი
გუბერნატორი	გუბერნატორ ი
დაწყებისთანავე	დაწყებ ის თანავე
თვლიდნენ	თვლიდნენ
ობელისკი	ობ ელი სკი
შემოესმა	შემო ეს მა
ივანეს	ი ვანეს
იოველ	იოველ
მოვალეობას	მოვალე ობას
წელიწადის	წელიწ ად ის
თეოდორა	თეოდორ ა
ნაკვალევი	ნაკვალევი
შავკანიანთა	შავკანიან თა
ასისტენტად	ას ისტენტ ად
მოთხრობების	მოთხრობ ების
ნამარხ	ნამარხ
ტელესკოპმა	ტელესკოპ მა
დამწერლობები	დამწერლობ ები
ქუჩას	ქუჩ ას
დაზიანდა	დაზიან და
პლეი	პლეი
გამოვლინდა	გამოვლინ და
შენაძენი	შენაძენი
განძი	განძ ი
ძეგლით	ძეგლ ით
ინდონეზია	ინდონეზი ა
მიხევით	მ იხევ ით
მსაჯული	მსაჯულ ი
პარეხის	პარ ეხის
ჩარჩოში	ჩარჩო ში
რიჩმონდში	რიჩ მონდ ში
შარი	შარი
დამოუკიდებლობაზე	დამოუკიდ ებლობ აზე
უწოდებდნენ	უწოდ ებდნენ
მასებში	მას ებში
მემორიალის	მემორი ალის
ჰუგო	ჰუგო
ფრენების	ფრენ ების
ადრეც	ადრე ც
გაფორმების	გაფორმებ ის
მამულად	მამულ ად
ხიდზე	ხიდ ზე
გაანთავისუფლეს	გაანთავისუფლ ეს
კირკის	კირკ ის
მემი	მე მი
დასკვნით	დასკვნ ით
სტილმა	სტილ მა
მიქცეული	მი ქცეული
ნერისი	ნერის ი
საბა	სა ბა
წიაღში	წიაღ ში
პირველყოფილ	პირველ ყოფილ
ტრავმებმა	ტრავმ ებმა
თოიძის	თო იძის
მართველობა	მართველ ობა
კუდის	კუდ ის
ექტორ	ექტორ
ნოემბრის	ნოემბრ ის
ლობიო	ლობიო
ნახევარმცველის	ნახევარ მცველ ის
შემწე	შემწე
ჰარპერ	ჰარპერ
სამუშაოები	სამუშა ო ები
ჯონსონის	ჯონსონ ის
თვისელი	თვის ელი
თანამემამულეების	თანამემამუ ლე ების
ხუმრობა	ხუმრ ობა
არხზე	არხ ზე
მილენიუმის	მილ ენ იუმის
სათანადო	სათანადო
ტრიალებდა	ტრიალ ებდა
ტრაგიკულად	ტრაგიკულ ად
დაინფიცირებული	და ინფიცირ ებული
მახლობელ	მ ახლობელ
ფიგურით	ფიგურ ით
სპირიტუალური	ს პი რიტუალ ური
დაძაბა	დაძაბ ა
ქარხნებს	ქარხნ ებს
დადგენილებით	დადგენილ ებით
ბაზად	ბაზ ად
ჩაპლინის	ჩაპლინ ის
გაუხდა	გაუხდ ა
სარბიელი	სარბიელ ი
გაირკვა	გაირკვ ა
ძონგხაგის	ძონგ ხაგის
იკარგება	ი კარგ ება
უჭერს	უჭერ ს
თვითმფრინავები	თვითმფრინავ ები
ფარავენ	ფარავ ენ
პარხლის	პარხლ ის
კუთხე	კუთხე
მოკვლით	მოკვლ ით
სენეკა	სენეკ ა
ქვისგან	ქვის გან
სტადიონს	სტადიონ ს
კლარჯეთი	კლარჯეთ ი
ველებში	ველ ებში
კორნელიუს	კორნელი უ ს
დაყოფილი	დაყოფილ ი
მომენტები	მომენტ ები
ბითლზის	ბითლზ ის
გასართობი	გასართობ ი
ლავგარდანი	ლავგარდანი
მოკლეა	მოკლეა
ეცილებოდა	ე ცილ ებოდა
ნივთიერი	ნივთიერ ი
მაჰაიანა	მა ჰაიანა
ფოტოსურათები	ფოტოსურათ ები
არქიტექტორის	არქიტექტორ ის
მოვლენათა	მოვლენ ა თა
ლუკასმა	ლუკას მა
უკრავენ	უკრავ ენ
დათა	და თა
მტრედი	მტრედი
მმართველთა	მმართველ თა
დედებს	დედ ებს
წყალზე	წყალ ზე
კავკასიურ	კავკასი ურ
ფონეტიკის	ფონეტიკ ის
ალმანახში	ალმანახ ში
მუშა	მუშ ა
აგებული	აგებულ ი
ნაყიდ	ნაყიდ
გაუჩინარების	გაუჩინარ ების
ელზასი	ელზასი
რუჟი	რუ ჟი
ჩამოვიდა	ჩამო ვიდა
ირლანდიელი	ირლანდიელ ი
პლანეტას	პლანეტ ას
ფანებს	ფან ებს
იქამდე	იქამდე
ოჯახისთვის	ოჯახ ისთვის
ასა	ასა
საბუნებისმეტყველო	სა ბუნების მეტყველ ო
კარტოგრაფიული	კარტოგრაფი ული
სერბეთს	სერბეთ ს
გასცილდა	გა სცილდა
განვლო	განვ ლო
ბერნი	ბერნ ი
გამოქვაბული	გამო ქვაბულ ი
იუსტინიანემ	იუსტინიანე მ
პროდუქტებისა	პროდუქტ ებისა
აუგია	აუგია
გადასახლებას	გადასახლ ებას
შესაყართან	შესაყარ თან
საილუსტრაციო	სა ილუსტრაცი ო
ფრანკს	ფრანკ ს
მეფეებთან	მეფე ებთან
ქსოვილების	ქსოვილ ების
კოსტა	კოსტა
მოსაზრება	მოსაზრებ ა
აზრად	აზრ ად
გრადუს	გრადუს
ლიბანელი	ლიბან ელი
შობილი	შობ ილი
მაისამდე	მა ის ამდე
წამებული	წამ ებული
ხიდების	ხიდ ების
ცხოვრებასთან	ცხოვრება სთან
მრავალფეროვანია	მრავალფეროვან ია
მოსანახულებლად	მო სა ნახულ ებლად
ოჯახით	ოჯახ ით
უცხოა	უცხო ა
ქვას	ქვ ას
ოლქები	ოლქ ები
ელექტრონებს	ელექტრონ ებს
კრასნოიარსკის	კრასნო იარ სკის
შვედეთსა	შვედეთ სა
წარმომადგენლობითი	წარმომადგენლობ ითი
ლე	ლე
მოვლენაზე	მოვლენ აზე
ხუთს	ხუთ ს
იდეოლოგიურ	იდეოლოგი ურ
ვენური	ვენ ური
ნიჭის	ნიჭ ის
დასრულებას	დასრულ ებას
ჰერეთი	ჰერეთ ი
კოეფიციენტი	კოეფიციენტ ი
გაყრა	გა ყრა
აკადემიის	აკადემი ის
დასაფლავებული	და საფლავ ებული
შვიდი	შვიდ ი
ქოხი	ქოხ ი
ნაწილისა	ნაწილ ისა
კირქვიან	კირქვ იან
მოსმენილი	მოსმენ ილი
ოპერეტა	ოპერ ეტა
ტორტი	ტორტი
ჩავარდნილი	ჩავარდნილ ი
საგზურს	საგზურ ს
მკვლევარის	მკვლევარ ის
გამეფებული	გამეფ ებული
რამონ	რამონ
დარაჯობდნენ	დარაჯობ დნენ
ერტყმის	ერტყ მის
წყალსატევი	წყალსატევი
აღწერით	აღწერ ით
ალგარვის	ალგარ ვის
სცენარზე	სცენარ ზე
დარეგისტრირდა	და რეგისტრ ირდა
ფუნდამენტალური	ფუნდამენტ ალური
საკრებულოს	სა კრებულ ოს
ეთნოგენეზის	ეთნოგენეზი ს
ნახევრით	ნახევრ ით
სალაროს	სალაროს
დაიბრუნებდა	დაიბრუნ ებდა
ეგვიპტელების	ეგვიპტელ ების
პტოლემეების	პტოლემე ების
სპურსმა	სპურ ს მა
აუცილებლობას	აუცილებლობ ას
