გამოსხივება	გამოსხივ ება
ვიმარა	ვი მარა
კანავარო	კანავარო
აფასებენ	აფასებ ენ
დაიცვეს	დაიცვ ეს
ბიუჯეტს	ბიუჯეტ ს
ტოლკინმა	ტოლკინ მა
გარეგნულ	გარეგნ ულ
კვადრატების	კვადრატ ების
ჯვრისებრი	ჯვრ ისებრი
აკადემიისგან	აკადემ ი ისგან
ლინემ	ლინ ემ
დაპყრობას	დაპყრობ ას
ჯაყელი	ჯაყელ ი
მუზეუმები	მუზეუმ ები
მაკარი	მა კარი
სნეულების	სნეულ ების
ავტობუსს	ავტობუ ს ს
მისაღებია	მისაღებ ი ა
არსებაა	არსება ა
ბოიართა	ბოიარ თა
ნაირსახეობა	ნაირსახე ობა
საზიზღარი	სა ზიზღ არი
კერა	კერ ა
მესინის	მესი ნის
ერთშრიანი	ერთ შრ იანი
დათანხმებულიყო	დათანხმ ებულიყო
შვილმა	შვილმა
სტრუქტურით	სტრუქტურ ით
დასუსტება	დასუსტ ება
ასამაღლებლად	ას ამაღლ ებლად
ფეხი	ფეხ ი
მშენებლობა	მშენებლობ ა
სავარჯიშოდ	სა ვარჯიშ ოდ
გაიგზავნა	გა ი გზავნა
სტეპების	სტეპ ების
გამყოფი	გა მყოფი
ბოსნიელ	ბოსნიელ
მოიაზრება	მოიაზრ ება
ისწავლეს	ისწავლ ეს
ფილოლოგიის	ფილოლოგი ის
უშუალო	უშუალ ო
ხელისუფლებაზე	ხელისუფლ ებაზე
საუნდტრეკის	საუნდტრეკ ის
ასაფეთქებელი	ას აფეთქ ებელი
იხილა	ი ხილ ა
მავზოლეუმში	მავზოლეუმ ში
არჩევა	არჩევ ა
დარგების	დარგ ების
განხორციელებისთვის	განხორციელ ებისთვის
კოეფიციენტების	კოეფიციენტ ების
რადიუმის	რადიუმი ს
ზურაბს	ზურაბ ს
რასაც	რას აც
ნაირსახეობაა	ნაირსახე ობა ა
ინტენსივობა	ინტენსივობ ა
ტრიუმფის	ტრიუმფ ის
კუნენეს	კუ ნენ ეს
აზოტოვან	აზოტოვან
სათეატრო	სა თეატრ ო
თესალონიკში	თე სალონიკ ში
რედაქტორია	რედაქტორ ია
დასაფლავებაზე	დასაფლავებ აზე
ცალმხრივი	ცალმხრივ ი
დაუსახლებელი	დაუსახლებელ ი
სიღრმეზეა	სიღრმ ე ზე ა
მთელი	მთელ ი
გაძარცვის	გაძარცვ ის
მფლობელია	მფლობელ ია
შეეძინა	შეეძინა
აღზრდილია	აღზრდ ილია
წაუყენა	წაუყენა
ჰგავდნენ	ჰგავ დნენ
მოესმა	მო ეს მა
ანბანს	ანბან ს
ნადირობაზე	ნადირობ აზე
წლითაა	წლ ითაა
ისაუბრა	ი საუბრ ა
ტერმინოლოგია	ტერმინოლოგ ია
ქართლი	ქართლ ი
ჰოვარდ	ჰოვარდ
დაწესებულებებს	დაწესებულ ებებს
ბახმაროს	ბა ხმარ ოს
დედოფალთან	დედოფალ თან
ფონდ	ფონდ
პურის	პურ ის
მოდერნისტულ	მოდერნ ისტულ
დატვირთულია	დატვირთულ ი ა
ინსცენირებული	ინ სცენ ირებული
ნიშანში	ნიშან ში
დღეა	დღე ა
მოსვენებას	მო სვენ ებას
სადგომი	სადგომ ი
ჩამოასვენეს	ჩამო ასვენეს
ივერია	ივერი ა
ქულით	ქულ ით
მოერგო	მო ერგო
საკითხებიც	საკითხ ებიც
არაბულად	არაბულ ად
პლატფორმა	პლატფორმ ა
მომზადებას	მომზად ებას
მოაი	მო ა ი
ჩამოდის	ჩამო დის
ნამდვილი	ნამდვილ ი
ნივთებზე	ნივთ ებზე
ნილგირის	ნილ გირი ს
ჩაწერილ	ჩა წერილ
შემკრები	შემკრები
პარტიის	პარტი ის
საგონებელში	საგონებელ ში
პროგრამები	პროგრამ ები
უხვადაა	უხვ ადაა
კოშკური	კოშკ ური
მიუშენებიათ	მი უშენები ათ
იუწყება	ი უწყებ ა
ფილმებშიც	ფილმ ებშიც
ემზადებოდნენ	ემზად ებოდნენ
კონსტანციუს	კონსტანცი უს
ნაშვილები	ნაშვილ ები
ლიმონის	ლი მონის
ტვირთის	ტვირთ ის
მშობლებისთვის	მშობლებ ისთვის
გადაჭარბებული	გადაჭარბ ებული
დალმაცია	დალმაცი ა
საჩვენებელი	საჩვენ ებელი
მოვიდა	მოვიდა
ბოსნიელების	ბოსნიელ ების
წყვილად	წყვილ ად
დოდაშვილის	დ ოდ აშვილის
არღუნ	არღუნ
აბესალომ	ა ბესალ ომ
მოიპოვებოდა	მოიპოვ ებოდა
მეტნაკლებად	მეტ ნაკლებ ად
რეგიონში	რეგიონ ში
ტენანტი	ტენ ანტი
შაკას	შაკ ა ს
შტორმის	შტორმ ის
ბალახოვან	ბალახ ოვან
კლდეებს	კლდე ებს
ელჩად	ელჩ ად
მასხარა	მას ხარ ა
ნიდერლანდმა	ნიდერლანდ მა
საათებში	საათ ებში
სართულების	სართულ ების
კარაქის	კარაქი ს
მაოს	მა ოს
სფერულ	სფერულ
სატელიტ	სატელიტ
გარსის	გარს ის
უტევს	უტევ ს
ფერდინანდ	ფერდინანდ
რელიგიების	რელიგი ების
სლოვენიური	სლოვენ ი ური
წარმომავლობაზე	წარმომავლ ობაზე
იყენებდა	იყენებ და
ნაშთების	ნაშთ ების
უზრუნველყოფილ	უზრუნველყო ფილ
მოწამეს	მოწამე ს
დარჩეს	დარჩ ეს
დაუწყო	დაუწყ ო
მეჭორავე	მ ე ჭორ ა ვე
გვირგვინები	გვირგვინ ები
აბასი	აბას ი
ესწრებოდა	ესწრ ებოდა
მეტყველებს	მეტყველ ებს
ხარკოვი	ხარკოვ ი
არქტიკულ	არქტიკ ულ
ჩაწოდების	ჩაწოდ ების
მუშაობს	მუშაობ ს
თვეები	თვე ები
მუშაობისას	მუშაობ ისას
სამწუხაროა	სამწუხარო ა
ტორდესილასის	ტორდესილ ას ის
კოლოფი	კოლოფი
ვესპასიანეს	ვესპას იანეს
ჯგუფურად	ჯგუფ ურად
ცხიმოვანი	ცხიმოვან ი
როის	რო ის
ბოლშევიკებმა	ბოლშევიკ ებმა
ქულების	ქულ ების
მორთულობა	მორთულ ობა
პირველია	პირველ ია
ფილარმონიული	ფილარმონ ი ული
სიძის	ს იძის
მოწვეული	მოწვეულ ი
ნოლდორები	ნოლდორ ები
კომედიურ	კომედი ურ
საუკუნოვანი	საუკუნოვანი
პერსონაჟ	პერსონაჟ
ნუკლეოტიდების	ნუკლე ოტიდ ების
დაგჭირდებათ	დაგ ჭირდებათ
უხერხემლოების	უხერხემლ ო ების
გარანტირებულია	გარანტი რებული ა
ქურთისტანი	ქურთისტან ი
გაჭრილი	გა ჭრილი
დადგმულ	დადგმ ულ
მნახველთა	მნახველ თა
ფურიოსას	ფურ იოსას
ცხოველებზე	ცხოველ ებზე
ლჰასაში	ლ ჰას აში
საურონის	საურონ ის
რასინის	რას ინის
ვაზას	ვაზა ს
ევოლუციის	ევოლუცი ის
თემურლენგმა	თემურ ლენგ მა
მარაგს	მარაგ ს
ბურგუნდიული	ბურგუნდი ული
დაზიანებას	დაზიან ებას
სასუქების	სასუქ ების
ყაჩაღები	ყაჩაღ ები
ბალახოვანი	ბალახ ოვანი
მიიჩნევენ	მიიჩნევ ენ
არსებულიყო	არსებულ იყო
ორასზე	ორა ს ზე
მოეწყოთ	მოეწყო თ
პოემები	პოემ ები
მტერს	მტერ ს
მწერლების	მწერლ ების
ტარდებოდა	ტარ დებოდა
მისიონერთა	მისიონერ თა
მობები	მ ობები
კამპანიის	კამპანი ის
ხევიდან	ხევ იდან
უშველეს	უშველ ე ს
დიალექტებზე	დიალექტ ებზე
ნათესავის	ნათესავ ის
ტბასთან	ტბ ასთან
ნდობა	ნდ ობა
მისტიკა	მისტიკა
დამბლდორი	დამბლდორ ი
კორდილიერა	კორდილიერ ა
რეალიზაციას	რეალიზ აციას
ტაიმირის	ტაიმი რის
ფორმამ	ფორმ ამ
მოვიდეს	მო ვიდეს
ვანდას	ვანდა ს
პროვინციაში	პროვინცი აში
თანაავტორად	თანა ავტორ ად
ლაურა	ლაურა
ჰომინიდის	ჰომინიდ ის
მონების	მონების
დასრულდა	და სრულდა
სინატრა	სინატრა
აღწევენ	აღწევ ენ
გაშლილია	გაშლილ ია
ლამაზი	ლამაზ ი
გადაწყვეტილებაში	გა დაწყვეტილება ში
განსახიერებაა	განსახიერება ა
კმაყოფილია	კმაყოფილ ია
გელური	გელ ური
ხმების	ხმ ების
გარდაცვლილის	გა რდაცვლილ ის
ციფრული	ციფრ ული
გამოუგზავნა	გამოუ გზავნა
გაიგო	გაიგო
ნაღვლის	ნაღვლის
დამნაშავეთა	დამნაშავ ეთა
აჯილდოვებს	ა ჯილდოვ ებს
მართკუთხედი	მართკუთხედ ი
მოაბეს	მოაბეს
ოუენ	ოუენ
პეტი	პეტი
სადგომად	სადგომ ად
კოტბუსის	კო ტბ უსის
მოსამართლედ	მოსამართლ ედ
კლასიფიკაცია	კლასიფიკაცი ა
დედასთან	დედ ასთან
ჯგუფებიც	ჯგუფ ებიც
აგურისაა	აგურ ისა ა
ფილმებია	ფილმებ ია
ანალოგური	ანალოგ ური
ეხებოდა	ეხ ებოდა
აშოტ	აშოტ
კოლხას	კოლხ ა ს
საქართველოსთვის	საქართველო სთვის
უმეგობრდება	უ მეგობრ დება
მფლობელად	მფლობელ ად
გარკვეული	გარკვეულ ი
ახსენებდა	ახსენ ებდა
მანქანებით	მანქან ებით
ქვეშევრდომობაში	ქვეშევრდო მ ობაში
მონეტები	მონეტ ები
ნოვგოროდის	ნოვგოროდ ის
მიდამო	მიდამო
გარჩეულია	გა რჩეულ ი ა
ხუმრობას	ხუმრობ ას
ლეჰის	ლეჰ ი ს
შეზღუდვას	შეზღუდვ ას
დეიტას	დეიტა ს
კრისტოფორო	კრისტოფ ორო
პროსტიტუციის	პროსტიტუც ი ის
ნეფერეფრას	ნეფერ ეფ რას
პოლონელები	პოლონელ ები
სამრეკლოში	სამრეკლო ში
დასახლებებზე	დასახლებ ებზე
ფსკოვის	ფს კოვის
გიგზი	გიგზ ი
ნაპირებიდან	ნაპირ ებიდან
აგებულებაში	აგებულ ებაში
მოსვლასთან	მოსვლ ასთან
კუალად	კუ ა ლად
გერმანიკუსის	გერმანი კუს ის
მთელმა	მთელ მა
საინტერესო	საინტერესო
ყოვლადწმიდა	ყოვლად წმიდა
მილიონიდან	მილიონ იდან
მიყვარს	მიყვარ ს
დღით	დღ ით
დაეკრა	და ეკრა
ოხერო	ო ხერ ო
შეხვედრაზე	შეხვედრ ა ზე
იერიშით	იერიშ ით
საქსონიის	საქსონ ი ის
ინტრუზიული	ინტრუზი ული
ავსტრალია	ავსტრალი ა
ჰარმონიებით	ჰარმონი ებით
ფეხსახსრიანთა	ფეხ სახსრ იანთა
ჰეიერდალის	ჰეიერდალი ს
გულყრების	გულყრ ების
პლანეტური	პლანეტ ური
საათამდე	საათ ამდე
ქალაქებია	ქალაქ ებია
ფილოსოფიისა	ფილოსოფი ის ა
ნალექიანობა	ნალექ იანობა
ნელსონი	ნელსონ ი
განცდა	განცდ ა
ნიადაგია	ნიადაგ ია
ფსიქოდელიური	ფსიქოდელ იური
ხერხემლიანების	ხერხემლიან ების
რგოლური	რგოლ ური
დამნაშავეებად	დამნაშავ ე ებად
ჭკვიან	ჭკვიან
შტოდან	შტო დან
აშენების	აშენებ ის
ნიშნებია	ნიშნ ებია
სიუხვეს	სიუხვ ეს
რაოდენობაც	რაოდენობ აც
აფთიაქი	აფთ ია ქ ი
დაცვისათვის	დაცვ ისათვის
კობა	კობა
პლეისტოცენის	პლეისტოცენ ის
ეპილეფსიური	ეპილეფსი ური
თუმც	თუმც
ცვილოვანი	ცვილ ოვანი
მოწინააღმდეგემ	მო წინააღმდეგ ე მ
მინიატურა	მინიატურ ა
რაღაცები	რაღაც ები
საფეხმავლო	საფეხმავლო
სპილოები	სპილო ები
რევოლუციამდე	რევოლუც ი ამდე
გამოქვეყნება	გამოქვეყნ ება
აზნაურთა	აზნაურ თა
შეშლა	შე შლა
ამოკითხული	ა მო კითხ ული
ლერწამი	ლერ წამ ი
გამგეობა	გამგე ობა
მცველებს	მცველ ებს
მორენა	მორენ ა
ჩაღრმავებულ	ჩაღრმავ ებულ
როგოც	როგოც
გასაგებად	გა საგებად
თანხმობით	თანხმ ობით
ყარაბაღში	ყარაბაღ ში
ლაშქრობებში	ლაშქრობ ებში
მეამბოხე	მეამბოხე
არჩევას	არჩევ ას
მოსასმენად	მოსასმენ ად
განიერი	განიერ ი
თარგმნის	თარგმნ ის
მისასვლელი	მი სასვლელ ი
სასელექციო	სა სელექც ი ო
ხომალდები	ხომალდ ები
ოფიცერი	ოფიცერ ი
აზროვნებას	აზროვნ ებას
ეშვებოდა	ეშვ ებოდა
იზომ	ი ზომ
ახლები	ახლ ები
მუტანტების	მუტანტ ების
ონოს	ონ ოს
ებოძა	ე ბოძ ა
კომპრომისი	კომპრომის ი
ეკორეგიონს	ეკო რეგიონ ს
ფრინველებისა	ფრინველ ების ა
მეთოდით	მეთოდ ით
მცენარეებზე	მცენარე ებზე
პატრიოტები	პატრიოტ ები
დოზები	დოზ ები
კლოდ	კ ლოდ
ეთანხმება	ეთანხმ ება
ფარგლები	ფარგლ ები
ყოფას	ყოფა ს
თავშესაფარის	თავშესა ფარ ის
ტექნოს	ტექნო ს
ტურნირებზე	ტურნირ ებზე
კოსტუმებში	კოსტუმ ებში
ძაფების	ძაფ ების
სამეგრელოს	სამეგრელო ს
ფუნქციებს	ფუნქცი ებს
მწვერვალად	მწვერვალ ად
ბიბისის	ბიბ ის ის
კონფლიქტზე	კონფლიქტ ზე
ნილოსზე	ნილოს ზე
რელიეფით	რელიეფ ით
გაძლიერებაში	გაძლიერ ებაში
ტომიდან	ტომ იდან
ლეოპოლდის	ლეოპოლდ ის
მთავრობა	მთავრობ ა
ხევსურები	ხევსურ ები
ყვავების	ყვავ ების
თავდასხმების	თავდასხმ ების
შესთავაზა	შესთავაზ ა
მიცემის	მიცემ ის
ტომებს	ტომ ებს
წარემართა	წარ ემართა
ჩამოვიდნენ	ჩამო ვიდნენ
მომხდარის	მომხდარ ის
წინაპრის	წინაპრ ის
დილანი	დილან ი
შეეწყვიტათ	შეეწყვიტა თ
ზღვამ	ზღვ ამ
სიღრმე	სიღრმ ე
დახურვის	დახურვ ის
კუთვნილი	კუთვნილ ი
ანჯაფარიძის	ანჯაფარიძ ის
ჰქმნის	ჰქმნის
ნაურუში	ნაურუ ში
ხევსურებს	ხევსურ ებს
აღსარებისათვის	აღსარ ებისათვის
გერინგი	გერინგ ი
ერნსტ	ერნსტ
პატრონთან	პატრონ თან
დებაილეს	დება ი ლეს
ასტროლოგიის	ასტრ ოლოგიის
მოასწავებს	მოასწავ ებს
გამოჰყოფს	გამო ჰყოფ ს
ფრენსის	ფრენ ს ი ს
კონკურენტ	კონკურენტ
მზად	მზად
საადმირალო	საადმირალო
რიგაში	რიგ აში
რამაც	რამა ც
გაწევის	გაწევ ის
ზიანს	ზიან ს
მამაო	მა მაო
მოუხვეჭა	მოუ ხვეჭა
გასვლით	გასვლ ით
მშვიდობის	მშვიდობ ის
დეველოპერების	დეველ ოპერ ების
მოიხსენიებდა	მოიხსენი ებდა
ფრიგიული	ფრიგი ული
ნაწარმოები	ნაწარმოებ ი
სათაურიც	სათაურ იც
სვეტებს	სვეტ ებს
მსოფლიოშია	მსოფლიო ში ა
ჩანაწერებიდან	ჩანაწერ ებიდან
კრონის	კრონ ის
აფრთხილებს	ა ფრთხილ ებს
ნამყოფი	ნა მყოფი
ფორმებს	ფორმ ებს
გადაუღობა	გადაუღ ობა
კონცეპტუალურ	კონცეპტუალურ
სპორტით	სპორტ ით
გროტესკული	გრო ტესკულ ი
აიგივებდნენ	აიგივ ებდნენ
გადაეცეს	გადაეც ეს
გამოიყვანეს	გამო იყვანეს
დეტექტივის	დეტექტივ ი ს
სხვილოს	სხვილოს
სახლებისა	სახლ ებისა
ბაიერში	ბაიერ ში
დავრეკოთ	დავრეკოთ
კომპილაციაში	კომპილაც ი ა ში
დადგა	და დგა
ათასიანი	ათ ას იანი
კათედრის	კათედრ ის
მუჯაჰიდების	მუჯაჰი დების
ხელმძღვანელობდა	ხელმძღვანელ ობდა
ტრანსპორტი	ტრანსპორტ ი
ტურისტებისათვის	ტურისტ ებისათვის
ტანისამოსს	ტანისამოს ს
თანმიმდევრული	თან მიმდევრ ული
ტექნიკისა	ტექნიკ ისა
მებრძოლს	მებრძოლ ს
ფიზკულტურის	ფიზ კულტურ ის
აისახებოდა	აისახ ებოდა
პროფ	პროფ
კონტროლირებად	კონტროლირებად
მოღალატის	მოღალატ ის
გადასაცემად	გადა საცემად
კათოლიკე	კათოლიკე
ცხვრებს	ცხვრ ებს
დაიცალა	დაიცალა
ციგურის	ციგურის
გრაალის	გრა ალის
მარილიანი	მარილიან ი
სუფიქსები	სუფიქს ები
ბერგმანის	ბერგ მანის
ფირმების	ფირმ ების
გრინვუდმა	გრინვუდ მა
გააკეთონ	გააკეთ ონ
ჟანგბადით	ჟანგბად ით
ძველმა	ძველ მა
სამომხმარებლო	სა მომხმარ ებლო
ასკვნის	ასკვნ ი ს
ფუძეებს	ფუძე ებს
კლუგე	კლუგე
რიცხვითი	რიცხვ ით ი
ელიავაზე	ელიავა ზე
ფუნქციონირება	ფუნქციონირ ება
თავადების	თავად ების
ანსამბლეის	ანსამბლ ე ის
გათამაშდა	გათამაშ და
საზოგადოებასთან	საზოგადო ებასთან
თაღლითობის	თაღლით ობის
აწყობა	აწყობ ა
სამხრეთელების	სამხრეთ ელების
გამარჯვებულს	გამარჯვებ ულ ს
გრადუსამდე	გრადუს ამდე
მეგობარ	მეგობარ
ლებრონ	ლებრონ
სკანდალურად	სკანდალ ურად
იატაკზე	იატაკ ზე
ექიმის	ექიმ ის
პლუტონის	პლუტონ ის
მოედინებოდა	მო ედინებოდა
დისციპლინის	დისციპლ ინის
მტრისგან	მტრ ისგან
არისტოკრატია	არისტოკრატ ია
საფრთხეები	საფრთხე ები
ანალოგიურია	ანალოგი ური ა
მოძღვარი	მოძღვარ ი
სიმძიმე	ს ი მძიმე
სცენას	სცენ ას
მოუვლინა	მოუ ვლინა
სიმრავლით	სიმრავლ ით
მამლუქებმა	მამლუქ ებმა
ტექსტისა	ტექსტ ისა
სადიაცოს	სადიაცო ს
განსამტკიცებლად	განსა მტკიცებლად
დემონსტრირება	დე მონსტრ ირება
კუთვნილება	კუთვნილ ება
გასწვრივი	გასწვრივ ი
მიმდებარედ	მი მდებარე დ
ელეგანტური	ელეგანტ ური
სფეროსებრი	სფეროს ებრი
კლავენ	კლავენ
დიფერენცირებული	დიფერენც ირებული
თეკლე	თეკლე
უმეტესად	უმეტეს ად
აღბეჭდილი	აღბეჭდილი
ჰანიბალი	ჰანიბალ ი
ლომბარდიის	ლომბარდი ის
შეჯვარების	შეჯვარ ების
ლალიმ	ლალი მ
მორგანის	მორგან ის
განიცადეს	განიცად ეს
რომანტიულ	რომანტ ი ულ
თმოგვის	თმოგვ ის
პლანეტარული	პლანეტ არული
დისნეიმ	დისნეი მ
მეკარე	მეკარე
წარმატებას	წარმატებ ას
პროგრამამ	პროგრამ ამ
სამხრეთს	სამხრეთ ს
ხელოვნებაზე	ხელოვნება ზე
წლამდე	წლ ამდე
მეცნიერები	მეცნიერ ები
ცდაა	ცდა ა
ფესტივალზე	ფესტივალ ზე
აღმოსავლეთისა	აღმოსავლეთ ისა
გაერთიანებისაკენ	გაერთიან ები საკენ
ელამელები	ელამ ელები
ალბომისთვის	ალბომ ისთვის
ლეკვები	ლეკვ ები
ძმისშვილმა	ძმის შვილმა
წვერის	წვერ ის
ტურებში	ტურ ებში
დაჩქარებული	დაჩქარ ებული
ამოღარული	ამო ღარ ული
ვაკეთებო	ვაკეთებო
კვეთს	კვეთ ს
დარფურის	დარფურ ის
ჭურვი	ჭურვ ი
ზედმიწევნით	ზე დმიწევნით
თავური	თავ ური
გადაეტანათ	გადა ეტანათ
უსაფრთხოებისთვის	უსაფრთხო ებისთვის
ვარიაციას	ვარიაცი ას
იბეჭდება	ი ბეჭდ ება
მარტვილი	მარტვილ ი
ბუმბული	ბუმბულ ი
მიდგომით	მიდგომ ით
მმართველების	მმართველ ების
პართიასთან	პართი ასთან
იცავენ	იცა ვენ
ბუჩქებით	ბუჩქ ებით
კოლორადო	კოლორადო
მომკვდარა	მო მკვდარ ა
ხეს	ხე ს
გადმოცემული	გადმოცემ ული
უნივერსიტეტებში	უნივერსიტეტ ებში
დისკზე	დისკ ზე
ფორტი	ფორტ ი
გეგმაზე	გეგმა ზე
დაწყებითი	დაწყებ ითი
მასპინძლობს	მასპინძლ ობს
დაპირება	დაპირ ება
გადართო	გადა რთო
მდიდრულ	მდიდრულ
ნაკრებების	ნაკრებ ების
სცენების	სცენ ების
კიდევ	კიდევ
სხვადსხვა	სხვადსხვა
მისეული	მისეული
ტურნემ	ტურნე მ
გეას	გეას
მოწმობს	მოწმ ობს
ვარსკვლავთკარიბჭის	ვარსკვლავთკარიბჭ ის
ოპერაცია	ოპერაცი ა
სარბიელზე	სარბიელ ზე
მანტია	მანტი ა
შეზღუდა	შეზღუდ ა
ანექსირებული	ანექს ირებული
აბსენს	ა ბსენ ს
განდევნილი	განდევნ ილი
სულეიმანს	ს ულეიმან ს
სამისიონერო	ს ა მისიონერ ო
თავისებურია	თავისებურ ია
ერთეულ	ერთეულ
ლუსონის	ლუ სონის
კანონზომიერებანი	კანონზომიერ ებანი
დამამთავრებელი	დამამთავრებელ ი
ავტორიტეტი	ავტორიტეტ ი
ტოლი	ტოლ ი
პტოლემეოსის	პტოლემე ოს ის
ვალდებულება	ვალდებულებ ა
ფანტაზია	ფანტაზი ა
ხმაურიანი	ხმაურიანი
ცნებები	ცნებ ები
სკაიუოკერი	ს კა ი უოკერი
რწმენით	რწმენ ით
მომრგვალებულ	მომრგვალ ებულ
ბიჭების	ბიჭ ების
ოქროსფერი	ოქროსფერ ი
შექსპირის	შექსპირ ის
გაწმენდილი	გა წმენდილი
კროსი	კრო სი
თარგმანს	თარგმან ს
განცდის	განცდ ის
სიგრძის	სიგრძ ის
სძინავთ	სძინა ვთ
დაისახა	დაისახ ა
ტეოტიუაკანის	ტეოტიუაკან ის
შეკითხვებზე	შეკითხვ ებზე
აუდიტორია	აუდიტორი ა
ვალები	ვალ ები
კამბოჯაში	კამბოჯ აში
საბატონო	სა ბატონ ო
დაებრუნებინა	დაებრუნ ებინა
გულთბილად	გულ თბილ ად
არტერიული	არტერი ული
უხუცესების	უხუცეს ების
კემბრიჯში	კემბრიჯ ში
ძღვენის	ძღვენი ს
აგნეტა	ა გნეტ ა
აქტივაცია	აქტივ აცია
სტუდიის	სტუდი ის
ქოთანი	ქო თან ი
ათაბაგმა	ათაბაგ მა
თავთან	თავ თან
საკმარისია	ს აკმარის ია
ზომაზე	ზომ აზე
ნარინჯისფერ	ნა რინჯისფერ
ამოწურვის	ამოწურ ვის
ფსიქოლოგიაში	ფსიქოლოგ იაში
ზედაიურული	ზე და იურული
ასტერიქსის	ასტერიქს ის
მო	მო
ვარსკვლავთან	ვარსკვლავ თან
სტანდარტებით	სტანდარტ ებით
გამოსახსნელად	გამო სა ხსნელად
კავკასიონს	კავკასიონ ს
ტუფებით	ტუფ ებით
უბოძა	უბოძ ა
წამოაყენა	წამო აყენა
ჩართვით	ჩართვ ით
ზეიმის	ზეიმ ის
ბოინგ	ბოინგ
მელოუნი	მ ელოუნი
თაყვანისცემას	თაყვანისცემ ას
ფონად	ფონ ად
დღეზე	დღე ზე
აიტაცა	ა იტაც ა
გუნდა	გუნდ ა
ტონის	ტონის
წიგნშია	წიგნ ში ა
წირთხლების	წირთხლ ების
მეფესთან	მეფე სთან
კიბეები	კიბე ები
სანდინისტებს	სანდინისტ ებს
ყურით	ყურ ით
ნიდერლანდელმა	ნიდერლანდ ელმა
მიირთმევს	მიირთმევ ს
ლენონმა	ლენონ მა
ეთიკის	ეთი კის
ცუნამის	ცუნ ამ ის
გაფართოებასთან	გაფართო ებასთან
სხეულები	სხეულ ები
ფრეგატი	ფრე გატი
ერთეულთა	ერთეულ თა
გადატრიალება	გადატრიალებ ა
რეკომენდაციებს	რეკომენდ აცი ებს
მიეღწიათ	მიეღწია თ
ღვაწლის	ღვაწლ ის
მოშლის	მო შლის
მანგანის	მანგან ის
ართმევდნენ	ართმევ დნენ
მონრეალში	მონრეალ ში
მიმართვას	მიმართვა ს
მოგზაურობდა	მოგზაურობ და
სანჯაყი	სანჯაყ ი
სვამდნენ	სვამ დნენ
გახდნენ	გა ხდნენ
მკაცრი	მკაცრ ი
ამსტერდამის	ამსტერდამ ის
გეოგრაფმა	გეოგრაფ მა
ხევებით	ხევ ებით
ცხოველურ	ცხოველ ურ
ჩაუტარებია	ჩაუტარ ებია
არგიშთი	არგიშთ ი
სასწაული	სა სწაულ ი
გაცოცხლებული	გა ცოცხლ ებული
მექანიკურ	მექანიკ ურ
მცდელობები	მცდელობ ები
გლაზგოში	გლაზგო ში
ჩანასახოვანი	ჩანასახ ოვანი
საუთჰემპტონის	საუთჰემ პტონის
შტატები	შტატ ები
ინტერფეისში	ინტერფეის ში
წყაროდან	წყარო დან
მიეტანა	მიეტან ა
შემეცნება	შემეცნებ ა
უეფამ	უეფ ამ
არსებითად	არს ებით ად
ტერნოპოლის	ტერნო პოლის
მემკვიდრეობას	მემკვიდრ ე ობას
არღვევდა	არღვევ და
ჩანჩქერები	ჩანჩქერ ები
ძეები	ძე ები
პოლიგონზე	პოლიგონ ზე
მდგრად	მდგრად
ათლეტი	ათლეტ ი
ჯაინიზმის	ჯაინ იზმის
ტიბეტი	ტიბეტ ი
მორი	მორი
მოწყობილობის	მოწყობილობ ის
ითვისებდნენ	ითვის ებდნენ
გაბატონებულ	გაბატონ ებულ
იკლავს	იკლავს
ტერმინ	ტერმინ
ფიზიკოსის	ფიზიკოს ის
დენზელ	დენ ზელ
უღელტეხილები	უღელტეხილ ები
ნებდება	ნებ დება
საუზმე	საუზმე
დახეული	დახეული
ტიტულების	ტიტულ ების
ელიამ	ელი ამ
რეცეპტორების	რეცეპტორ ების
ეკვივალენტი	ეკვ ი ვალენტ ი
სათადარიგო	სათადარიგო
დასმულ	დასმულ
იშვიათია	იშვიათ ია
მური	მურ ი
მწერალთა	მწერალ თა
ქვისაგან	ქვ ისაგან
ტფილისში	ტფილის ში
ყოფილი	ყოფილი
ისრებს	ის რებს
კით	კ ით
სტილის	სტილ ი ს
ახურავს	ა ხურავს
მობილიზაციის	მობილიზ აციის
აცინას	აც ინას
საკათედრო	სა კათედრ ო
ყიდვა	ყიდვა
კინოფილმებში	კინოფილმ ებში
შენარჩუნებას	შენარჩუნ ებას
დარჩე	დარჩ ე
ქალღმერთმა	ქალღმერთ მა
იუვენტუსთან	იუვენტ უ სთან
მალის	მა ლის
როჯერ	როჯერ
წყალსა	წყალ სა
ევროპასთან	ევროპ ასთან
ათავსებენ	ათავს ებენ
ამომრჩეველთა	ამო მრჩეველთა
შეიცავენ	შეიცავ ენ
ადანაშაულებს	ა დანაშაულ ებს
გააჩნდა	გააჩნდ ა
დაიკარგა	დაი კარგა
ვაგონის	ვაგონ ის
მზადების	მზად ების
ინტელექტუალური	ინტელექტუალ ური
შემოწირულობის	შემოწირულ ობის
ბენზინის	ბენზინის
ტუტსის	ტუტსი ს
ცისარტყელა	ცი სარტყელ ა
გაიარა	გაიარ ა
ჰაეროვანი	ჰაერ ოვანი
უდრიდა	უდრ ი და
აღუდგნენ	აღუ დგნენ
ჟლეტა	ჟლეტა
ლაბაძის	ლაბაძ ის
თავდაყირა	თავდა ყირა
ემი	ე მი
