გამოსხივება	გამოსხივ ება
კლავდნენ	კლავ დნენ
სტუდიური	სტუდი ური
მოქმედია	მოქმედ ია
კოპა	კოპ ა
ბრაუზერის	ბრაუზე რის
სახეშეცვლილი	სახე შეცვლ ილი
დიუნები	დიუ ნები
ხელმძღვანელობა	ხელმძღვა ნელობა
შეტანის	შეტან ის
სკკპ	ს კკპ
კერძებს	კერძ ებს
ადაპტაციის	ადაპტ აციის
ზედაპირზე	ზედაპირ ზე
ინტერესი	ინტერეს ი
ორთქლდება	ორთქლ დება
ირმის	ირმ ის
წარმოდგენა	წარმოდგენ ა
სვლას	სვლ ას
ფესტივალების	ფესტივა ლების
შემადგენლობით	შემადგენლო ბით
ცოლები	ცოლ ები
გ	გ
კლიენტებს	კლიენტ ებს
მიუზიკ	მიუზიკ
რუსეთთან	რუსეთ თან
უკუაგდო	უკუაგდ ო
ჯანმრთელი	ჯანმრთელ ი
ეთნოსების	ეთნოს ების
კვალში	კვალ ში
გარიბალდიმ	გარიბალ დიმ
გაზაფხულზე	გაზაფხულ ზე
ურეკში	ურეკ ში
ხაზზე	ხაზ ზე
ინკები	ინკ ები
ირენე	ირ ენე
კენიაში	კენი აში
მეუღლეები	მეუღლე ები
მიმზიდველია	მიმზიდველ ია
ჩაეგდო	ჩაე გდო
შეუცვალეს	შეუ ცვალეს
ოკინავაში	ოკინავ აში
მდებარეობისა	მდებარე ობისა
იგრძნობოდა	ი გრძნობ ოდა
ჩასვლამდე	ჩასვლ ამდე
მიერაც	მიერ აც
ჩაშლის	ჩაშლ ის
ნაწილობრივი	ნაწილ ობრივი
ძალებმა	ძალ ებმა
ემანუელ	ემანუელ
ბელორუსის	ბელორუს ის
ზიმბაბვეში	ზიმბაბვე ში
მონად	მონ ად
ჰასდრუბალი	ჰას დრუბალი
ბორი	ბორ ი
მოლოდინის	მოლოდინ ის
წვნიანი	წვნ იანი
დეპუტატების	დეპუტ ატების
მათგანმა	მათგან მა
შესვენება	შესვენ ება
ჰპოვებს	ჰპოვ ებს
გამოვიყენოთ	გამოვი ყენოთ
სუბტროპიკული	სუბტროპიკ ული
მდინარედ	მდინარე დ
ოცნებობს	ოცნებ ობს
ღეროსაგან	ღერო საგან
განვითარებულია	განვითარებ ულია
ნაღმოსანი	ნაღ მოსანი
მიწებზე	მიწ ებზე
ნიადაგი	ნიადაგ ი
ვარსქენი	ვარს ქენი
მდებარეობის	მდებარე ობის
ხშირად	ხშირ ად
მიეწოდებოდა	მიეწოდ ებოდა
თვალწარმტაცი	თვალწარმტაც ი
სახმელეთო	სა ხმელეთ ო
გუმისთის	გუ მისთის
შეჭრილია	შეჭრ ილია
განივ	განი ვ
დაღუპვამ	დაღუპ ვამ
ემა	ემა
ვორონცოვის	ვორონცოვ ის
ხატვა	ხატ ვა
კომპოზიციის	კომპოზიცი ის
სპარსელებმა	სპარს ელებმა
ფშავი	ფშავ ი
ყოფაში	ყოფ აში
ლოგიკის	ლოგიკ ის
დაქვემდებარებაშია	დაქვემდებარ ებაშია
უკრაინულ	უკრაინ ულ
შედეგის	შედეგ ის
წყაროსა	წყარო სა
ფილადელფიაში	ფილადელფ იაში
ხელმისაწვდომობის	ხელმისა წვდომობის
ორთქლს	ორთქლ ს
სამუელ	სამ უელ
დახურა	დახურ ა
პროტესტის	პროტესტ ის
გვერდებიდან	გვერდ ებიდან
მარხავენ	მარხ ავენ
მთებიდან	მთ ებიდან
გამოჩენისთანავე	გამოჩენ ისთანავე
ტერიტორიებთან	ტერიტორი ებთან
კეისრის	კეის რის
ფანტაზიის	ფანტაზი ის
კოლოსალური	კოლოს ალური
იეროგლიფების	იეროგლიფ ების
აყრია	აყრ ია
იო	იო
ახალგაზრდამ	ახალგაზრდ ამ
თავდაცვისუნარიანობის	თავდაცვ ისუნარიანობის
ინდიელებთან	ინდიელ ებთან
რადიალურად	რადი ალურად
მოლიბდენი	მოლიბდენ ი
სქელი	სქელი
ლესელიძის	ლეს ელიძის
ემოციურ	ემოცი ურ
ოლქში	ოლქ ში
ფერდინანდს	ფერდინანდ ს
ლენტის	ლენ ტის
კატას	კატ ას
ლურჯ	ლურჯ
არყოფნის	არ ყოფ ნის
ეკლესიებში	ეკლესი ებში
ოფიციალურად	ოფიციალ ურად
საბეჭდ	სა ბეჭდ
კონგო	კონგო
უმალვე	უმ ალვე
მატლები	მატ ლები
კონსტანცის	კონსტანც ის
სმარტფონების	სმარტფონ ების
ტივი	ტივ ი
ხიდი	ხიდ ი
ბაქანი	ბაქან ი
გადაჰყავთ	გადაჰყავ თ
იეზუიტების	იეზუი ტების
სამკუთხედი	სამკუთხ ედი
ბუმბერაზი	ბუმ ბერაზი
პიროვნებად	პიროვნ ებად
ყიდდნენ	ყიდ დნენ
ხორცის	ხორც ის
ციხეს	ციხე ს
გაცივების	გაცივ ების
გახდება	გახდ ება
იღლიაში	იღლი აში
უაღრესად	უ აღრესად
წიფლისებრთა	წიფლ ისებრთა
ეტალონად	ეტალონ ად
მოამბე	მოამბ ე
მოტყუებით	მოტყუ ებით
ქვაზე	ქვ აზე
უსიტყვო	უსიტყვ ო
ხელნაკეთი	ხელ ნაკეთი
სტატუტის	ს ტატუ ტის
გადასული	გადას ული
შანსის	შანს ის
ნანგრევებზე	ნანგრევ ებზე
ლაშქარში	ლაშქარ ში
ხიდია	ხიდ ია
თამუნა	თამ უნა
სახისაა	სახ ისაა
ეტიმოლოგია	ეტიმ ოლოგია
ბარსელონას	ბარსელონ ას
ნავში	ნავ ში
დავთრის	დავთ რის
გაიტანდა	გაიტან და
მოსასხამის	მოსასხამ ის
სამარკო	სამარ კო
სახეთა	სახე თა
როკა	როკ ა
კოსა	კოს ა
ჰარდი	ჰარ დი
გარიბალდი	გარიბალ დი
ასი	ას ი
გრანადას	გრანად ას
გრეის	გრე ის
დაიცა	დაი ცა
სახლს	სახლ ს
ჟანრია	ჟანრ ია
თეოლოგიური	თეოლოგი ური
სხვათა	სხვა თა
ქალს	ქალ ს
ბლოკი	ბლოკ ი
ელისი	ელის ი
კაცად	კაც ად
იმყოფებოდეს	იმყოფ ებოდეს
მორგოთმა	მორგოთ მა
პეიჯის	პეიჯ ის
გამოემართა	გამოე მართა
შემოქმედთა	შემოქმედ თა
მყარდება	მყარ დება
ორგანიზაციათა	ორგანიზაცი ათა
კამიუს	კამ იუს
რონალდინიოს	რონალდ ინიოს
დასაყრდენი	დასაყრდენ ი
მიჰყავთ	მიჰყავ თ
შეძლო	შეძლ ო
მოტანა	მო ტანა
გრადუსს	გრადუს ს
ბიზანტიაში	ბიზანტი აში
კანდიდატი	კანდიდა ტი
აგორდა	ა გორდა
ფორმა	ფორმ ა
მოსახლით	მოსახლ ით
მოხელეებს	მოხელე ებს
მუნდურუკუს	მუნდ ურ უკუს
დრონები	დრო ნები
დაფუძნებაში	დაფუძნ ებაში
პოლარიზებული	პოლარ იზებული
ქლორიდის	ქლორი დის
რაოდენობას	რაოდენ ობას
ნაქსოვი	ნა ქსოვ ი
როსტომმა	როსტომ მა
კოროზიის	კოროზი ის
სატარე	სა ტარე
მამლის	მამ ლის
ორადგილიანი	ორ ადგილიანი
მოდიფიცირებული	მოდიფიც ირებული
წრფეზე	წრფ ეზე
მტაცებელი	მტაცებელ ი
თავმჯდომარეობით	თავმჯდომ არეობით
მუჰაჯირობის	მუჰა ჯი რობის
იქონია	იქონი ა
ორგანოებიდან	ორგანო ებიდან
ჩარლზს	ჩარლზ ს
ბაიაზიდს	ბაიაზიდ ს
პარტიზანებს	პარტი ზანებს
ექვთიმემ	ექვთიმე მ
სხეულისგან	სხეულ ისგან
შთამომავლობის	შთამომავლ ობის
მატიანეში	მატიანე ში
შიდსი	შიდს ი
ჯექსონის	ჯექსონ ის
არისტოკრატული	არისტოკრა ტული
შეეფერებოდა	შეეფერ ებოდა
დეპრესიული	დეპრეს იული
მეფეებზე	მეფე ებზე
ორსავე	ორ სავე
ფრონტებზე	ფრონტ ებზე
თუნუქის	თუ ნუქის
ჩამონათვალი	ჩამონათვალ ი
შეიარაღებულნი	შეიარაღებ ულნი
რემი	რე მი
ბიზანტიას	ბიზანტი ას
გამართვას	გამართ ვას
ციტადელს	ციტად ელს
ამცნო	ამ ცნო
ხელოვნებასა	ხელოვნ ებასა
ლელა	ლე ლა
შევა	შევა
აეშენებინა	აეშენებ ინა
წითლი	წით ლი
დაინ	და ინ
გამავრცელებელმა	გამავრცელე ბელმა
დაბადებისა	დაბად ებისა
გაანათხოვრეს	გაანათხოვ რეს
ფეხბურთელს	ფეხბურთ ელს
მურადი	მურად ი
ისაბელ	ისა ბელ
ფანჯრიდან	ფანჯრ იდან
გადახურული	გადახურ ული
დაცვის	დაცვ ის
ოკლენდში	ოკლენდ ში
სიხშირე	სიხშირ ე
ვამპირის	ვამპირ ის
გარბოდა	გარბო და
მეცნიერული	მეცნიერ ული
ემსახურებოდნენ	ემსახურ ებოდნენ
მეცხოველეობა	მე ცხოველ ეობა
ნაპოლეონს	ნაპოლეონ ს
გამოუწვევია	გამოუ წვევია
თანამშრომლების	თანამშრომ ლების
ტექსტია	ტექსტ ია
მსმენელებმა	მსმენე ლებმა
შემკულ	შემკ ულ
ციკლში	ციკლ ში
დევნილების	დევნილ ების
უნივერსიტეტიდან	უნივერსიტეტ იდან
ბუჩქნარი	ბუჩქნარ ი
ავტორებთან	ავტორ ებთან
დინამიკით	დინამიკ ით
პირებთან	პირ ებთან
ფრიდრიხ	ფრიდრიხ
ზღვას	ზღვ ას
ზღვისპირეთში	ზღვისპირ ეთში
სადინარი	სადი ნარი
ფელდმარშალი	ფელდ მარშალ ი
უდიდეს	უდიდეს
პრობლემა	პრობლემ ა
ინსპექციის	ინსპექ ციის
გადასახადების	გადასახად ების
გაექცა	გაექც ა
თავადებს	თავად ებს
დანიური	დანი ური
მოიხიბლნენ	მოიხიბლ ნენ
უბრუნდება	უბრუნ დება
ვარჯიშის	ვარჯიშ ის
ვლადიმირის	ვლადიმი რის
აღიარებულ	აღიარ ებულ
ტროცკის	ტროცკ ის
ეკატერინე	ეკატერი ნე
მადამ	მა დამ
ჩარტში	ჩარტ ში
მოთამაშედ	მოთამაშე დ
კაბინის	კაბინ ის
იშლებიან	იშლებ იან
საბაბს	საბაბ ს
ენი	ენ ი
ოუენი	ოუენ ი
მატარებელს	მატარებ ელს
შექმნამდე	შექმნ ამდე
ჩონჩხის	ჩონჩხ ის
დაუგროვდა	დაუ გროვდა
ჯიბის	ჯიბ ის
ნიკეაში	ნიკე აში
მაგისტრალის	მაგისტრალ ის
ბიზანტიასა	ბიზანტი ასა
სპარსელებთან	სპარს ელებთან
გაუსვეს	გაუ სვეს
ახლო	ახლო
რაიონზე	რაიონ ზე
დასავლეთს	დასავლეთ ს
ილირიული	ილირი ული
ნათესავები	ნათესავ ები
ჟურნალისტებს	ჟურნალის ტებს
აძლევენ	აძლევ ენ
მიმდინარეობამ	მიმდინარეობ ამ
მულტიპლიკაციური	მულტი პლიკაციური
ალეჩის	ალე ჩის
დედავარსკვლავთან	დედა ვარსკვლავ თან
ფინიკიელები	ფინიკი ელები
სასწაულებრივად	სასწაულ ებრივად
ბარსელონამ	ბარსელონ ამ
ხელშეკრულებას	ხელშეკრულე ბას
აიღებდნენ	ა იღებ დნენ
მასა	მა სა
ტფილისი	ტფილის ი
ჯაზის	ჯაზ ის
ბრძოლისა	ბრძოლ ისა
ლამბერტი	ლამბერტი
მინიჭება	მინიჭებ ა
უზბეკი	უზბეკ ი
სიახლენი	სიახლე ნი
შუამდებარე	შუა მდებარე
ჯეგერის	ჯე გერის
დამუშავდა	და მუშავდა
შოვნა	შოვნ ა
იუსტინე	იუსტი ნე
ფონზე	ფონ ზე
ხუნდაძე	ხუნ დაძე
ნატალის	ნატალ ის
გაიარეს	გაიარ ეს
უბეში	უბე ში
გადაეცემოდა	გადაეცემ ოდა
გრამს	გრამ ს
არაშენდის	არა შენ დის
თხა	თხ ა
მოხერხებულ	მოხერხ ებულ
წინაპართა	წინაპ ართა
მაჩვენებლებს	მაჩვენებ ლებს
თურმე	თ ურმე
გარდაცვლილი	გარდაცვლილ ი
პიერი	პიერ ი
ანალური	ან ალური
ჩამალული	ჩა მალული
აშრობენ	აშ რობენ
ცხოველსა	ცხოველ სა
დეკრეტით	დეკრე ტით
გაზისა	გაზ ისა
სტატისტიკურ	სტატისტი კურ
რაუნდი	რაუნდ ი
ხელისუფლებასა	ხელისუფლებ ასა
ქულას	ქულ ას
სახითაც	სახ ითაც
ვეშაპები	ვეშაპ ები
უსწრაფესი	უ სწრაფ ესი
სტატისტიკაში	სტატისტი კაში
გაახარა	გაა ხარა
თავაძე	თავ აძე
კოსტიუმების	კოსტიუმ ების
სოლისებრი	სოლის ებრი
ფესტივალებზე	ფესტივა ლებზე
ბრძოლა	ბრძოლ ა
მსაჯმა	მსაჯ მა
ით	ით
გაუმხელს	გაუმ ხელს
გარდენი	გარდენ ი
გაგრძელებას	გაგრძელ ებას
მრჩევლების	მრჩევ ლების
არჩევითი	არჩევ ითი
სფეროებს	სფერო ებს
მიზანმიმართულად	მიზან მიმართ ულად
კერამიკული	კერამ იკული
ასწიოს	ასწი ოს
შეუტიეს	შეუ ტიეს
ვულკანები	ვულკან ები
კარავაჯოს	კარავაჯო ს
დაცემული	დაცემ ული
ხასიათები	ხასიათ ები
ხერხემლიან	ხერხემ ლიან
ქორეპისკოპოსი	ქორ ეპისკოპოს ი
მოხატვა	მოხატ ვა
გიტარაზე	გიტარ აზე
პროექტად	პროექტ ად
მივიდნენ	მივი დნენ
გაითიშა	გაითიშ ა
მმართველებს	მმართველ ებს
ვლ	ვლ
ზინედინ	ზინ ედინ
წევრებსაც	წევრ ებსაც
ხელფასი	ხელფას ი
საფეხბურთო	სა ფეხბურთ ო
სხეულში	სხეულ ში
გეომეტრიულ	გეომეტრ იულ
მკვდარი	მკვდარ ი
გამონაყარი	გამონა ყარი
ჩეხმა	ჩეხ მა
ვოკალისტ	ვოკალ ისტ
გამოიწვიეს	გამოიწვი ეს
სინთეზატორი	სინთეზატორ ი
წამოსულმა	წამო სულმა
ჰეროიკული	ჰერო იკული
ოთხასი	ოთხ ასი
ცვალებადია	ცვალებად ია
ფამუქის	ფა მუქის
ვა	ვა
თანავარსკვლავედის	თანა ვარსკვლავ ედის
სავიზიტო	სა ვიზიტო
საბინაო	საბინ აო
გამოაცალა	გამოა ცალა
წინააღმდეგობით	წ ინააღმდეგ ობით
ტელე	ტელე
თორემ	თორ ემ
ცენზორი	ცენზორ ი
მაღაზიების	მაღაზ იების
ფთორის	ფ თორ ის
შერწყმით	შერწყ მით
ექსპერიმენტს	ექსპერიმენტ ს
ხელოსნებს	ხელოსნ ებს
ერთერთ	ერთ ერთ
საყვარელი	საყვარ ელი
შემკული	შემკ ული
მეთოდური	მეთოდ ური
სხვაობა	სხვა ობა
იუვენტუსი	იუვენტუს ი
მხარდაჭერილი	მხარდაჭერ ილი
დასახლდნენ	დასახლ დნენ
მეტროტრამის	მეტრო ტრამის
ორნამენტების	ორნამენტ ების
მიზნებს	მიზნ ებს
დანით	დან ით
აეშენებინათ	აეშენებ ინათ
ეტაპების	ეტაპ ების
მივიდა	მი ვიდა
კოდექსი	კოდექს ი
მოსინჯა	მოსინჯ ა
მმართველობიდან	მმართველობ იდან
დაც	დაც
შევარდნაძის	შევარდნ აძის
ადმინისტრაციის	ადმინისტრაცი ის
მოქალაქეობის	მოქალაქ ეობის
კოტას	კოტ ას
ბურჯები	ბურჯ ები
დამწვარი	დამ წვარი
უსულო	უ სულ ო
წარმოებაც	წარმოებ აც
პირველსა	პირველ სა
გადალახვას	გადალა ხვას
სამცხიდან	სამცხ იდან
მუშაობისათვის	მუშაობ ისათვის
გეომორფოლოგიურ	გეო მორფოლოგი ურ
ხედის	ხედ ის
ფერდობები	ფერდობ ები
ტერმინი	ტერმინ ი
გერის	გერ ის
პალანიკმა	პალანი კმა
ჯენ	ჯე ნ
საეთნოგრაფიო	სა ეთნოგრაფი ო
მოიჭრა	მოი ჭრა
უფლისა	უფლ ისა
დაენიშნა	დაე ნიშნა
ჩატარებულა	ჩატარებ ულა
შეშინებულმა	შეშინ ებულმა
არისტოტელე	არისტო ტელე
პუნქტში	პუნქ ტში
კალიფორნიის	კალიფორნი ის
გამოფიტვა	გამოფიტ ვა
დირექტორიის	დირექტორ იის
უზრუნველსაყოფად	უზრუნველ საყოფად
მოთხოვნებზე	მოთხოვნ ებზე
მეცნიერებისათვის	მეცნიერებ ისათვის
ჩართულ	ჩართულ
გადამცემი	გადამ ცემი
ხოჭოები	ხოჭო ები
სთხოვოს	სთხოვ ოს
მეტსახელით	მეტსახელ ით
პატრონს	პატრონ ს
დაწერის	დაწერ ის
კანტონში	კანტონ ში
კვაჭანტირაძის	კვაჭანტირ აძის
ლეგა	ლეგ ა
გამოავლინეს	გამოავლინ ეს
გადახრას	გადახრ ას
კალედონიის	კალედონი ის
დასკვნითი	დასკვნ ითი
მუამარ	მ უამარ
პალეოგეოგრაფია	პალეოგეოგრა ფია
სილოვან	სილ ოვან
ნოყიერ	ნოყიერ
კიროსის	კირ ოსის
ეპილეფსია	ეპილეფსი ა
ფართოვდებოდა	ფართოვ დებოდა
ფურცელი	ფურც ელი
იქნან	იქნ ან
რაიან	რა იან
გაიღვიძა	გაი ღვიძა
გამოსხივებას	გამოსხივ ებას
ეროზია	ეროზი ა
მომზადებული	მომზადებ ული
ლემპარდი	ლემპარ დი
მამადავითის	მამა დავით ის
პიეროს	პიერ ოს
გვაროვნულ	გვაროვნ ულ
ეწოდოს	ეწოდ ოს
ფაქტორმა	ფაქტორ მა
ყვავილები	ყვავილ ები
ჰეკეტი	ჰეკეტ ი
ფლორიდის	ფლორი დის
მკვიდრს	მკვიდრ ს
ირანელებმა	ირანელ ებმა
მინიმუმამდე	მინიმ უმამდე
პიკარის	პიკ არის
პირველისა	პირველ ისა
ბილდინგი	ბილ დინგი
წლოვანების	წლოვან ების
გამოდიოდა	გამოდიო და
მატყლით	მატყლ ით
ალერსით	ალერ სით
მკურნალობაში	მკურნალ ობაში
სტატიას	სტატი ას
დახვრეტით	დახვ რეტით
შეადგენდნენ	შეადგენ დნენ
დეკლარაციას	დეკლარ აციას
გლაციოლოგიის	გლაცი ოლოგიის
გამოცემებს	გამოცემ ებს
გამოკვეთილი	გამოკვეთილ ი
გრძნობათა	გრძნობ ათა
შვაბიის	შვა ბიის
სისტემად	სისტემ ად
მტკიცებას	მტკიც ებას
განხილვისას	განხილ ვისას
დარიოს	დარი ოს
კამეჩი	კამე ჩი
დირექტორს	დირექტორ ს
მაღალმთიანეთის	მაღალმთიანეთ ის
ღვთაებრივი	ღვთაებ რივი
ყვარყვარე	ყვარ ყვარე
წინააღმდეგობისა	წ ინააღმდეგ ობისა
იამაიკური	იამაიკ ური
იასონ	ი ასონ
ინდივიდუალიზმი	ინდივიდ უალიზმი
ავტობიოგრაფიული	ავტო ბიოგრაფი ული
რანიერი	რან იერი
მაჰმადიანური	მაჰმად იანური
გენომის	გენ ომის
შეჯამება	შეჯამ ება
ქალაქებისგან	ქალაქ ებისგან
წარუდგინოს	წარუდგინ ოს
ბოთლში	ბოთლ ში
დააარსეს	დააარს ეს
ელემენტებიც	ელემენტ ებიც
ძელი	ძელ ი
ღამეში	ღამ ეში
ჯარისკაცმა	ჯარისკაც მა
მასივს	მასივ ს
რყევას	რყევ ას
ექიმებს	ექიმ ებს
იდეით	იდე ით
ნოა	ნო ა
ხელიდან	ხელ იდან
ინსპექტორი	ინსპექტორ ი
მარიამ	მარიამ
ქარების	ქარ ების
ეპოვა	ეპოვ ა
რქმევია	რქმევ ია
კომისიამ	კომისი ამ
მდგარა	მდგარ ა
გაიგივებული	გაიგივ ებული
კუნძულების	კუნძულ ების
სამოცდაათი	სამოცდა ათი
მთაა	მთ აა
ანემია	ანემი ა
ფეოდალებს	ფეოდალ ებს
გალერეას	გალერ ეას
ბატონიშვილს	ბატონიშვილ ს
საკურთხევლით	სა კურთხევ ლით
პროდუქტების	პროდუქტ ების
ძლიერი	ძლიერ ი
ნახშირორჟანგი	ნახშირორჟანგ ი
გაშენების	გაშენ ების
ელიტას	ელიტ ას
ფინალისტი	ფინალისტ ი
გახვალ	გა ხ ვალ
ეკლესიისაგან	ეკლესი ისაგან
მოედინება	მოედინ ება
ჯავახეთში	ჯავახეთ ში
მოლაპარაკებებს	მოლაპარაკ ებებს
თამაშში	თამაშ ში
მანამდეც	მანამდე ც
სრუტეებში	სრუტე ებში
თაგვის	თაგვ ის
ვარიანტები	ვარიანტ ები
იღება	იღებ ა
სურამის	სურამ ის
ქვესიმრავლე	ქვესიმრავლ ე
გასამაგრებლად	გასა მაგრებლად
უდაო	უდა ო
ძველების	ძველ ების
ავღანელ	ავღან ელ
ზეწოლის	ზეწოლ ის
მელბურნში	მელბურ ნში
წერდნენ	წერ დნენ
რეგულირდება	რეგულირ დება
ვიტამინის	ვიტამინ ის
გამოიცვალა	გამოი ცვალა
კამპუსში	კამპუს ში
დანაშაულისა	დანაშაულ ისა
მირებული	მ ირებული
ფინიკიის	ფინიკი ის
ჯვარია	ჯვარ ია
ნატიფი	ნა ტიფ ი
სამოსელის	სამოს ელის
ჩუქურთმები	ჩუქურთმ ები
დარგებში	დარგ ებში
რიტმულ	რიტმ ულ
გაუმჯობესებულია	გაუმჯობე სებულია
ჩვენგან	ჩვენ გან
აგილერამ	აგილერ ამ
პარკოსანთა	პარკ ოსანთა
გატანით	გატან ით
იანვრიდან	იანვრ იდან
კონტაქტები	კონტაქტ ები
მინდაოში	მინ დაოში
შერკინება	შერკინებ ა
გუთური	გუთ ური
არჩევნების	არჩევნებ ის
ფუნქციებსაც	ფუნქცი ებსაც
კარაკალას	კარაკა ლას
ნახევარსფეროები	ნახევარსფერო ები
გაღრმავდა	გაღრმავ და
რვიდან	რვ იდან
მეომრებმა	მეომ რებმა
სამოქალაქო	სა მოქალაქ ო
არიზონას	არი ზონას
გამოკითხვა	გამოკითხ ვა
დააინტერესა	დაა ინტერეს ა
მაროკოსა	მაროკო სა
ნაციონალისტური	ნაციონალ ისტური
წყალდიდობები	წყალდიდ ობები
ტრაგედია	ტრაგედი ა
ხსენება	ხსენ ება
ციცერონმა	ციცერ ონმა
ტრანსპორტირებას	ტრანსპორტ ირებას
გათავისუფლება	გათავისუფლ ება
ენდობოდა	ენდო ბოდა
რიფები	რიფ ები
ქიზიყურაშვილი	ქიზი ყურ აშვილი
ცირკში	ცირკ ში
გაჰქონდა	გა ჰქონდა
შეაფასეს	შეაფა სეს
ჰორმონები	ჰორმონ ები
განაკვეთი	გა ნაკვეთ ი
სამოქალქო	სამო ქალქო
სარჩელი	სარჩ ელი
მფლობელ	მფლობელ
ენისათვის	ენ ისათვის
ზევსი	ზევს ი
გარდატეხა	გარდატეხ ა
სდებდა	ს დებდა
შეჭრილ	შე ჭრილ
ამაოდ	ამ ა ოდ
ჭიათურის	ჭიათურ ის
ენციკლოპედიურ	ენციკლო პედიურ
კოლექციისთვის	კოლექც იისთვის
მირიან	მირ იან
მხედართა	მხედ ართა
დაჯდა	და ჯდა
ჩამოიხრჩო	ჩამოი ხრჩო
ები	ები
რუსეთის	რუსეთ ის
ჯვაროსნები	ჯვაროს ნები
მეტოქეს	მეტოქე ს
დიჯეი	დიჯე ი
ინფორმირების	ინ ფორმირ ების
მასშტაბის	მასშტაბ ის
ფასის	ფას ის
მიხაელ	მიხა ელ
კორინთული	კორინთ ული
ჩვენებურები	ჩვენებ ურები
ძუძუმწოვრებში	ძუძუმწოვრებ ში
ლიდერები	ლიდერ ები
წარმოაჩენს	წარმო აჩენს
გამოძიების	გამოძიებ ის
დემოკრატების	დემოკრატ ების
კულტურაა	კულტურ აა
მეჩეთს	მეჩეთ ს
ნაწილმა	ნაწილ მა
საშენი	საშენ ი
სცენ	სცენ
გაუთქვა	გაუ თქვა
თვეებში	თვე ებში
სტუმართმოყვარე	სტუმართ მოყვარე
ფერფლით	ფერფლ ით
ზონებს	ზონ ებს
წინამძღვარი	წინამძღვარ ი
შემოდინება	შემოდი ნება
პირველმა	პირველ მა
ათვლის	ათვლ ის
ორატორულ	ორატორ ულ
პარაზიტულ	პარაზი ტულ
ზებუნებრივი	ზე ბუნებრივ ი
კომპოზიციებს	კომპოზიცი ებს
ლაპარაკობდნენ	ლაპარაკობ დნენ
სიონისა	სიონ ისა
დაბრუნებულა	დაბრუნებ ულა
ბუდეებში	ბუდე ებში
მწერალ	მწერალ
ნაბიჯს	ნაბიჯ ს
ღვაწლში	ღვაწლ ში
ვარშავის	ვარშავ ის
ცუდადაა	ცუდ ადაა
უთქვია	უთქვ ია
ავრელიანემ	ავრელი ანემ
მურა	მურ ა
პუმას	პუ მას
ჯეკი	ჯე კი
ჭაობს	ჭაობ ს
რ	რ
სამუშაოს	სამუშაო ს
გადაყვანის	გადაყვან ის
მარქსისტულ	მარქს ისტულ
რესპუბლიკაში	რესპუბლიკ აში
კვალზე	კვალ ზე
მუსიკოსთან	მუსიკოს თან
მოახლე	მო ახლე
იოლი	ი ოლი
სინონიმად	სინონიმ ად
ათასი	ათას ი
თარგმნილი	თარგმნ ილი
ფილმზე	ფილმ ზე
ლორენცო	ლორენც ო
ილუსტრაციებს	ილუსტრაცი ებს
გუმბათისებრი	გუმბათ ისებრი
იმთავითვე	იმთავით ვე
სირთულით	სირთულ ით
სეზონებს	სეზონ ებს
ნამუშევრებით	ნამუშევრ ებით
ფაქტობრივ	ფაქტ ობრივ
ბაიაზიდმა	ბაიაზიდ მა
თვალყური	თვალყურ ი
მადარა	მად არა
მხარდამჭერი	მხარდამ ჭერი
ათეიზმის	ათეიზმ ის
ილაშქრა	ილაშქრ ა
მყუდრო	მ ყუდრო
გამოაცხადა	გამოაცხად ა
აღმსარებლობის	აღმსარებ ლობის
მონოგრაფიები	მონოგრაფი ები
ქალთა	ქალ თა
ასაღებს	ასაღებ ს
ნასოფლარის	ნასოფლარ ის
ორგაზმი	ორ გაზ მი
იკვეთებოდა	იკვეთ ებოდა
დაატოვებინეს	დაატოვები ნეს
ჟიულ	ჟი ულ
ტურისტთა	ტურისტ თა
მაორის	მა ორის
გამოთვლითი	გამოთვლ ითი
თუშეთში	თუშ ეთში
სომეხთა	სომეხ თა
დარღვევაა	დარღვევ აა
ვიდეომ	ვიდეო მ
სხივების	სხივ ების
სახეობაზე	სახეობ აზე
ქრისტიანობაში	ქრისტიან ობაში
სიგელში	სიგელ ში
დაურეკა	დაურეკ ა
კოლონიურმა	კოლონი ურმა
კაენის	კა ენის
მეფეებად	მეფე ებად
მოთავსება	მოთავს ება
რაპტორსი	რაპტორსი
ფუღუროში	ფუღურო ში
ტერიტორიაა	ტერიტორი აა
სილმარილიონის	სილ მარილ იონის
ინდიკატორი	ინდი კატორი
ამბავს	ამბავ ს
მომატება	მომატ ება
დამხმარე	დამხმარე
მარაკაიბოს	მარ აკაიბოს
შექმნიდა	შექმნ იდა
პიესას	პიეს ას
ნადარბაზევის	ნა დარბაზ ევის
ფალიაშვილის	ფალიაშვილ ის
შეერივნენ	შეე რივნენ
ნებისმიერს	ნებისმი ერს
ლიპარიტი	ლიპარიტ ი
უახლეს	უახლე ს
მაკედონელების	მაკედონელ ების
მისიონერული	მისიონერ ული
თურქული	თურქ ული
მობინადრე	მო ბინად რე
შემცირდა	შემცირ და
დიდგვაროვანი	დიდგვარ ოვანი
საათია	საათ ია
წლით	წლ ით
ჰეროინის	ჰერო ინის
ხატია	ხატ ია
წარმართთა	წარმართ თა
პროპორციულია	პროპორცი ულია
ბუნებისმეტყველების	ბუნებისმეტყვე ლების
მოვა	მო ვა
ევსები	ევს ები
წიაღისეულიდან	წიაღისეულ იდან
აგრიპას	აგრიპ ას
