გამოსხივება	გამოსხივ ება
ზონების	ზონ ების
გამოირჩევიან	გამო ირჩევიან
ორატორია	ორატორ ია
ალპების	ალპ ების
სიმინდს	სიმინდ ს
იულიანე	იულიანე
გახსნის	გახსნ ის
აღუთქვა	აღუთქვ ა
გრიგორი	გრიგორ ი
მეტროპოლია	მეტროპოლი ა
მოქმედებას	მოქმედებ ას
ტურნირი	ტურნირ ი
გაღიზიანებული	გა ღიზიანებ ული
აღმერთებდა	ა ღმერთ ებდა
გადაწყვეტილება	გადაწყვეტილ ება
გზავნილი	გზავნილ ი
თესევსი	თესევს ი
ცოცხლობენ	ცოცხლ ობენ
რაფაელ	რაფაელ
გამოძახილი	გამოძახ ილი
დაკავებას	დაკავ ება ს
ლიდერი	ლიდერ ი
სხვადასხვაობას	სხვადასხვა ობას
ძალის	ძალ ის
უფროსი	უფროს ი
კულტს	კულტ ს
მოსკიტების	მოსკიტ ების
ვილას	ვილ ას
თავდასხმა	თავდასხმ ა
მძღოლს	მძღოლ ს
ალკოჰოლური	ალკოჰოლ ური
წარადგენს	წარ ადგენს
იტალიურად	იტალიურ ად
ციკლებს	ციკლ ებს
ჟანრზე	ჟანრ ზე
გადაკეტეს	გადაკეტ ეს
ჰუტუს	ჰუტუს
დადებას	და დება ს
იმედგაცრუებული	იმედგაცრუ ებული
დუშეთიდან	დუშეთ იდან
ბაქსმა	ბაქს მა
გიტარებზე	გიტარ ებზე
თარგმანში	თარგმან ში
ათონელი	ათონ ელი
შერბილდა	შე რბილდა
ჰიდროელექტროსადგური	ჰიდრო ელექტრო სადგური
გალერიუსი	გალერიუსი
პაროდია	პაროდი ა
გავაიგივოთ	გავ აიგივ ოთ
ირიცხება	ირიცხ ება
ბულზის	ბულზ ის
კორტესმა	კორტეს მა
პრეპარატი	პრეპარატ ი
ალიოშა	ალიოშ ა
წისქვილში	წისქვილ ში
საგაზაფხულო	სა გაზაფხულ ო
კუდარო	კუდარო
წარწერიდან	წარწერ იდან
ცხოვრებასა	ცხოვრება სა
ლეიბორისტულ	ლეიბორისტულ
ძებნისას	ძებნ ისა ს
ახმეტა	ახმეტ ა
განვითარებადი	განვითარ ებად ი
თარგმნილ	თარგმნილ
მაიკლის	მაიკლ ის
მოძრაობებისა	მოძრაობ ების ა
ფეოდალების	ფეოდალ ების
ფონ	ფონ
გამოუსადეგარი	გამოუ სადეგარ ი
ინსტიტუტსა	ინსტიტუტ სა
მუხლში	მუხლ ში
ნოეს	ნო ეს
ჩამკეტი	ჩამკეტ ი
ვენახის	ვენახ ის
დეპუტატი	დეპუტატ ი
მსაჯი	მსაჯ ი
გარბოდნენ	გარბო დნენ
დასდევს	და სდევს
კოცონზე	კოცონ ზე
წერა	წერა
წყობა	წყობ ა
ესხმიან	ესხმ იან
განამტკიცებს	განამტკიც ებს
პაპი	პაპ ი
ბეჭდავდა	ბეჭდ ავდა
გახსნამდე	გახსნ ამდე
გლდანისკენ	გლდანის კენ
პატრიკმა	პატრიკ მა
გიზო	გი ზო
შესასწავლად	შესასწავლ ად
ჩუმი	ჩუმ ი
სალამურა	სალამურ ა
საფინალო	სა ფინალ ო
ზაფხულზე	ზაფხულ ზე
თეოდორას	თეოდორ ას
მუნიციპალიტეტად	მუნიციპალიტეტ ად
კვლევისას	კვლევ ისას
მელოდიას	მელოდი ას
გუმბათიანი	გუმბათ იანი
მწერლად	მწერლ ად
ნახავს	ნახავს
პოსტჰემორაგიული	პოსტ ჰემორაგ იული
დეტალების	დეტალ ების
იყინება	ი ყინ ება
ნიშს	ნიშ ს
ვიდეოს	ვიდეო ს
ვალდებულების	ვალდებულებ ის
უცნობ	უცნობ
ფირი	ფირ ი
ბავშვობაში	ბავშვობ აში
ვარდის	ვარდ ის
თამაშებზე	თამაშ ებზე
შეცდომას	შეცდო მა ს
სრული	სრული
მაქსიმიანეს	მაქსიმიანე ს
ჰერმანი	ჰერმან ი
ბიძის	ბიძ ის
შიგთავსის	შიგთავს ის
ნულზე	ნულ ზე
უოტსონის	უოტსონი ს
ეფექტურობა	ეფექტურ ობა
ლუიზიანის	ლუიზიან ის
კოდი	კოდ ი
გადაყვანილი	გადა ყვანილი
არჩევანს	არჩევან ს
ბეიკერის	ბეიკერი ს
ერთპალატიანი	ერთპალატიანი
მოქცეულია	მოქცეული ა
შევარდნაძე	შევარდნა ძე
ნებისმიერი	ნებ ისმიერი
კურსდამთავრებულები	კურს დამთავრებულ ები
გამოთქმების	გამოთქმ ების
პროლეტარულ	პროლეტარ ულ
რევოლუციონერთა	რევოლუციონერ თა
ხუანის	ხუან ის
ტარებას	ტარ ებას
მკლავი	მკლავ ი
ფერებს	ფერ ებს
ნიკ	ნიკ
დამეხმარებიან	დამ ეხმარ ები ან
ტურისტებს	ტურისტ ებს
ჩაწერამდე	ჩაწერ ამდე
მოზაიკის	მოზაიკ ის
ენტონი	ენტონი
დიმორფიზმი	დიმორფ იზმი
თარხუჯი	თარხუჯი
მგზავრობა	მგზავრ ობა
განსაზღვრების	გან საზღვრ ების
მონასტერში	მონასტერ ში
გრემ	გრემ
დროს	დროს
თაღოვან	თაღოვან
პუნტლენდის	პუნტ ლენდის
განასხვავებს	განასხვავ ებს
გამოქცეული	გა მოქცეული
ფლეიტაზე	ფლეიტ აზე
შესყიდვა	შესყიდვ ა
ანდერძით	ანდერძ ით
სასამართლოებში	სასამართლ ო ებში
დაბრკოლებას	დაბრკოლ ებას
ენახა	ენახა
შანსი	შანს ი
რადიოში	რადიო ში
პეგი	პეგი
ზოგად	ზოგად
ჰოფმანი	ჰოფმან ი
ვადით	ვად ით
მონაკოში	მონაკო ში
საქორწინო	სა ქორწინ ო
ინტერესს	ინტერეს ს
დაემტკიცებინა	დაემტკიც ებინა
გეომეტრიაში	გეომეტრ იაში
დამცავ	დამცავ
უცნაური	უცნაურ ი
გოლდბერგი	გოლ დბერგი
არმიაში	არმი აში
იანოშ	იანოშ
ეკრანს	ეკრან ს
საჭიროებს	საჭირო ებს
ფიგურირებს	ფიგურ ირებს
სმით	სმით
ფინალი	ფინალ ი
გაჰქონდათ	გა ჰქონდათ
მიწაში	მიწა ში
პირობების	პირობებ ის
სნუკერისტების	სნუკერ ისტების
კინოფესტივალის	კინო ფესტივალ ის
თლის	თ ლის
ყდით	ყდ ით
აღდგენილ	აღდგენ ილ
გეშველება	გე შველ ება
უკანასკნელის	უკანასკნელ ის
ამოიღეს	ამო იღეს
კავკასიიდან	კავკასი იდან
კუთვნილებად	კუთვნილ ებად
სამშობიარო	სამშობიარო
თანახმადაც	თანახმა დაც
ნაკვეთ	ნაკვეთ
დასძინა	და სძინა
ტბისა	ტბ ისა
მწყემსები	მწყემს ები
ვალდებული	ვალდებულ ი
სამსახურის	სა მსახურ ის
ვეძიოთ	ვეძიოთ
ჯიუტი	ჯიუტ ი
ქარხანაში	ქარხანა ში
ბეწვის	ბეწვ ის
დანიელებმა	დანიელ ებმა
გაიცემოდა	გა ი ცემოდა
აღწერილ	აღწერილ
ბელორუსული	ბელორუს ული
კანონზომიერება	კანონზომიერებ ა
მდგომარეობდა	მდგომარეობ და
ნელსონმა	ნელსონ მა
ძალებისა	ძალ ების ა
დაწყებით	დაწყებ ით
შანშიაშვილის	შან ში აშვილის
კიმ	კიმ
ლიტვა	ლიტვ ა
მცდელობა	მცდელობ ა
კავკასიისა	კავკასი ისა
გენერალურმა	გენერალ ურმა
აზრს	აზრ ს
კონფერენციამ	კონფერენც ი ა მ
დაგროვებული	დაგროვ ებული
ნიჟარები	ნიჟარ ები
მხოლობითი	მხოლობით ი
გაზრდის	გაზრდ ის
დაუტოვეს	დაუტოვ ეს
ტიგრანმა	ტიგრან მა
შეიცნო	შე იცნო
გამარტივების	გა მარტივ ების
ვხედავთ	ვხედავ თ
ნაფიცი	ნაფიცი
ტრაქტატის	ტრაქტატ ის
ემიგრანტებმა	ემიგრანტ ებმა
პრინციპებით	პრინციპ ებით
პირველნი	პირველ ნი
ხალიჩის	ხალიჩ ის
გაყალბების	გაყალბ ების
თამაშს	თამაშ ს
შეაწუხა	შე აწუხ ა
რეჩ	რეჩ
ზრდასრულობის	ზრდასრულ ობის
ხუნტის	ხუნტ ის
შუქურა	შუქურ ა
ჰელენ	ჰელენ
კრიპტოგრაფიულ	კრიპტოგრაფ ი ულ
ჩამოიტანა	ჩამო იტანა
დაფარულია	დაფარ ულია
დაუშვეს	და უშვეს
დრამები	დრამ ები
ფინალამდე	ფინალ ამდე
წერტილში	წერტილ ში
პოზიციიდან	პოზიცი იდან
ერნესტო	ერნესტ ო
როსიმ	როსიმ
იმპერიაზე	იმპერი აზე
ბელორუსიის	ბელორუს ი ის
მაისურაძე	მაისურ აძე
ტყე	ტყე
ლუდი	ლუდი
იმდროის	ი მ დრო ის
ყოველივე	ყოველივე
ქსოვის	ქსოვ ის
ატლანტის	ატლანტის
ეკოლოგიური	ეკოლოგი ური
ქრონოლოგიურად	ქრონოლოგ ი ურად
წარმოდგენილ	წარმოდგენ ილ
წარუდგენს	წარუ დგენს
შორი	შორ ი
მგზნებარე	მ გზნება რე
ქვაში	ქვა ში
კომუნისტები	კომუნისტ ები
მარშალის	მარშალ ის
აღნიშნულისა	აღნიშნულ ისა
ზეადამიანური	ზე ადამიან ური
დღესასწაულად	დღესა სწაულ ად
ნაყოფიერებისა	ნაყოფიერ ების ა
საქონელი	საქონელ ი
სპეციალურად	სპეციალურ ად
გამოყენებული	გამოყენ ებული
დასჯილი	დასჯ ილი
ბილბო	ბილბო
ელენ	ე ლენ
დაგეგმა	დაგეგმ ა
პროექტების	პროექტ ების
ფოლადი	ფოლად ი
ფლანგზე	ფლანგ ზე
მწკრივის	მწკრივ ის
პალატაში	პალატ აში
ფაქტზე	ფაქტ ზე
შეეშალა	შეეშალა
შუახმელეთში	შუა ხმელეთ ში
შეფერილი	შეფერილ ი
საუკუნეებში	საუკუნე ებში
პეისი	პე ის ი
მდგომ	მდგომ
საგუნდო	სა გუნდ ო
ბრძოლად	ბრძოლ ად
ელექტრო	ელექტრო
მნიშვნელობების	მნიშვნელობ ების
ომშიც	ომ შიც
იკრძალებოდა	იკრძალ ებოდა
ჭიქურის	ჭიქ ურ ის
მცირეწლოვანი	მცირეწლოვან ი
წევრობის	წევრ ობის
გაზურ	გაზ ურ
დაბალმთიანი	დაბალ მთიან ი
კარტოფილს	კარტოფილ ს
ლენინგრადში	ლენინგრად ში
მოთამაშეები	მოთამაშე ები
ჭურვების	ჭურვ ების
სიდიდეების	სიდიდე ების
განათლება	განათლ ება
ჯგუფებმა	ჯგუფ ებმა
ბანკირი	ბანკ ირი
ხელმოწერილი	ხელმოწერ ილი
ჰიდროგრაფიული	ჰიდრ ოგრაფიული
აზრობრივი	აზრ ობრივი
ვირთხები	ვირთხ ები
აიკიდოს	აიკიდ ოს
ფანებმა	ფან ებმა
დამწყებ	დამწყებ
ემხრობოდა	ემხრობ ო და
აღიქვა	აღიქვ ა
გააგდეს	გა აგდეს
წელთ	წელთ
ჰაროლდ	ჰარ ოლდ
შეწყალების	შეწყალ ების
იმიჯს	იმიჯ ს
კარტოგრაფიის	კარტოგრაფ ი ის
ნიტრირება	ნიტრ ირება
შვიდკაცა	შვიდ კაც ა
ფრანსის	ფრანს ის
ანალიზი	ანალიზ ი
ზესტაფონი	ზესტაფონ ი
როგორს	როგორ ს
ერთმანეთისაგან	ერთმანეთ ისაგან
პაექრობა	პაექრობ ა
ქვებად	ქვებ ად
გათხრებით	გათხრ ებით
ესპანეთთან	ესპანეთ თან
სავსებით	ს ავს ებით
ჩასულ	ჩასულ
ჰონსიუს	ჰონსიუს
გამოძახების	გამოძახ ების
სააკაშვილმა	სააკაშვილ მა
ფილმებზე	ფილმ ებზე
სახეში	სახე ში
განალაგა	განალაგ ა
მოვდივართ	მო ვდივარ თ
ამინ	ამინ
გარეგნობის	გარეგნ ობის
წევრებით	წევრ ებით
გავლის	გავლ ის
არიადნეს	არი ად ნეს
წილ	წილ
სუნამოების	სუნამო ების
სახეების	სახე ების
საქმიანობით	საქმიანობ ით
რჩეულმა	რჩეულ მა
ვიკიპედიაში	ვიკიპედი აში
ფილმში	ფილმ ში
სიზუსტითა	სიზუსტ ით ა
განხრა	განხრ ა
სწავლებაში	სწავლება ში
ეტრურიაში	ეტრ ური ა ში
პეისერსმა	პეისერს მა
დასტოვა	დასტოვა
აჟიოტაჟი	აჟი ოტაჟ ი
დახევას	დახევა ს
ზალცბურგი	ზალცბურგ ი
ამინომჟავები	ამინომჟავ ები
განახლებას	განახლებ ას
მკვეთრი	მკვეთრ ი
პათოლოგია	პათოლოგი ა
ასაკამდე	ასაკ ამდე
იკითხება	იკითხ ება
მოყვარულმა	მოყვარულ მა
დამსახურებულად	და მსახურ ებულად
გარდ	გარდ
თეატრსა	თეატრ სა
ლირიზმით	ლირიზმ ით
ქარავნები	ქარავნ ები
გაჩაღებულ	გაჩაღ ებულ
გარეთ	გარეთ
მეცნიერებების	მეცნიერ ებების
გალას	გალა ს
შესასვლელიდან	შესასვლელ იდან
შენობებით	შენობ ებით
ქამელეონის	ქამე ლეონ ის
აეროპორტიდან	აეროპორტ იდან
ვარვარა	ვარვარ ა
ასამბლეას	ასამბლე ას
რესტორან	რესტორან
ზეპირი	ზე პირ ი
ელოდათ	ელოდა თ
მერმე	მერმე
აგრესია	აგრესი ა
კალენდრის	კალენდრ ის
გამოვლენილი	გამოვლენ ილი
ცნობილია	ცნობილ ია
ბჰუტანში	ბჰუტან ში
პროცესზე	პროცეს ზე
ქალღმერთები	ქალღმერთ ები
აკრონიმი	ა კრონ ი მი
წვრილ	წვრილ
დაემატება	და ემატება
დამონტაჟებული	დამონტაჟ ებული
ბიჭუნას	ბიჭუნა ს
იაგო	ი აგო
ქალაქ	ქალაქ
მიტროპოლიტ	მიტროპოლიტ
ობიექტს	ობიექტ ს
უღრმესი	უღრ მესი
სამნიტებმა	სამნიტ ებმა
განეწყო	გან ეწყო
ერია	ერი ა
მოუგეს	მოუ გეს
თეოდორეს	თეოდორ ეს
კლუბი	კლუბ ი
ოცნებაა	ოცნებ ა ა
წარუდგინეს	წარუდგინ ეს
კარპატებში	კარპატებ ში
ჯვარცმის	ჯვარცმ ის
მძღოლებს	მძღოლ ებს
სნეულებათა	სნეულ ებათა
ტურნე	ტურნე
ქანდაკებებს	ქანდაკ ებებს
შეხედულებების	შეხედულ ებ ების
მონადირე	მონადირე
კომედია	კომედი ა
სამსაფეხურიანი	სამ საფეხურ იანი
ყრუა	ყრუ ა
წრიულად	წრიულ ად
ორგანიზმზე	ორგანიზმ ზე
წარმართვა	წარ მართვა
ჰარისონმა	ჰარისონ მა
ჩაღრმავება	ჩა ღრმავ ება
არმადა	არმა და
კალთების	კალთ ების
ბანაკები	ბანაკ ები
კლასისა	კლას ი ს ა
ოთხსაფეხურიანი	ოთხ საფეხურ იანი
ვერსალის	ვერს ალ ის
ელემენტზე	ელემენტ ზე
საკითხებით	საკითხ ებით
უდაბნოებს	უდაბნო ებს
ჭრილები	ჭრილ ები
გამოსასყიდად	გამოსასყიდ ად
შეუმჩნეველია	შეუმჩნევ ელი ა
მანისის	მანის ის
ბანის	ბან ის
ლუკა	ლუკ ა
გალბას	გალბა ს
სოფლებისა	სოფლ ების ა
გარდაცვალებისას	გარდაცვალ ებისას
წრფივად	წრფივ ად
ანუ	ანუ
გარინჩას	გარინჩ ას
მრავალფეროვან	მრავალფეროვან
მარილიანობის	მარილიან ობის
მსმენელი	მსმენელ ი
ცუდია	ცუდ ია
მოტივების	მოტივ ების
ნაგებობის	ნაგებობ ის
საინვესტიციო	სა ინვესტიცი ო
რთავდნენ	რთავდნენ
სევერუსი	სევერუსი
პირობებში	პირობებ ში
სიახლოვეს	სიახლოვ ეს
სოკოლუ	სოკო ლუ
პირთან	პირ თან
რომანოვი	რომან ოვი
შუბლს	შუბლ ს
მართლმადიდებელ	მართლმ ადიდებელ
ურთიერთ	ურთიერთ
ფირფიტისებრი	ფირფიტ ისებრი
ჭაბუკი	ჭაბუკ ი
ცოცხალი	ცოცხალ ი
სათნოება	სათნო ება
ვეფხვები	ვეფხვ ები
ევროპისა	ევროპ ისა
ნიმუშია	ნიმუშ ია
შერქმეული	შე რქმეული
შეხამება	შეხამ ება
იურისტის	იურისტ ის
ანის	ანის
მოსული	მოსული
დედამიწამდე	დედამიწ ამდე
ნოისი	ნო ის ი
გადმოიღო	გადმო იღო
მწარმოებელი	მწარმოებელ ი
ნათქვამი	ნათქვამი
გოგოებს	გოგო ებს
ზემფირა	ზემფირა
ხუროთმოძღვარი	ხურ ოთ მოძღვარ ი
სასახლიდან	სასახლ იდან
თხოვნით	თხოვნ ით
თრგუნავს	თრგუნ ავს
კონსერვატორების	კონსერვატორ ები ს
ალბომია	ალბომ ია
ტყვიამ	ტყვიამ
ჰიტლერმა	ჰიტლერ მა
კარით	კარ ით
აგროვებს	აგროვ ებს
სპორტსმენის	სპორტსმენ ის
ტრაპიზონის	ტრაპიზონ ის
ნიღაბს	ნიღაბ ს
დინარი	დინარი
ოჰრიდის	ო ჰრიდ ის
ჯულია	ჯული ა
ტრანსპორტში	ტრანსპორტ ში
პლატონი	პლატონ ი
გიტარის	გიტარ ის
შეურაცხყოფილი	შეურაცხ ყოფილი
ყლაპავს	ყლაპავ ს
არხებით	არხ ებით
ტახტისათვის	ტახტ ისათვის
ღვთისმსახურება	ღვთის მსახურ ება
არჩევამდე	არჩევ ამდე
უჯრედებში	უჯრედ ებში
ლაპარაკობენ	ლაპარაკ ობენ
მერქნიანი	მერქნ იანი
ფუნქციონირებს	ფუნქციონირ ებს
დაჭიმულობა	დაჭიმულ ობა
მოაშორა	მოაშორ ა
ვენცელი	ვენ ც ელი
ავადმყოფის	ავადმყოფ ის
ემსგავსება	ე მსგავს ება
სარაიონო	სა რაიონ ო
საფლავთან	საფლავ თან
სიტყვებმა	სიტყვ ებმა
ხუანა	ხუან ა
ღვთისადმი	ღვთის ად მი
უმთავრეს	უმთავრე ს
შემეცნებითი	შემეცნ ებით ი
შენადნობები	შენადნობ ები
დაოჯახებულია	და ოჯახ ებულია
გამოტანილი	გამო ტანილი
განთქმულ	განთქმულ
მიდგომამ	მიდგომ ამ
ფრენენ	ფრენენ
ისლანდიის	ი ს ლანდიის
გააფორმეს	გააფორმ ეს
ევაკუაციის	ევაკუ აციის
აფხაზეთი	აფხაზეთ ი
ასტონ	ას ტონ
ნეტსის	ნეტს ის
კლერკად	კლერ კად
ახდა	ახ და
თარჯიმნის	თარჯიმ ნის
ჭამდნენ	ჭამ დნენ
იწვნია	იწვნია
დასუსტების	დასუსტ ების
ვიურტემბერგის	ვი ურტემ ბერგის
ინტერვალში	ინტერვალ ში
მცენარეული	მცენარე ული
იკლებდა	იკლ ებდა
იქაური	იქაურ ი
მოიხატა	მოი ხატ ა
ენტები	ენტ ები
ლანას	ლანა ს
ბაქრაძემ	ბაქრაძ ემ
აჯანყებამ	აჯანყებ ამ
მწყობრიდან	მწყობრ იდან
გააუპატიურა	გაა უპატიურ ა
ელექტროდების	ელექტრო დების
პაველ	პაველ
სკდება	სკ დება
ქედებით	ქედ ებით
მოსულმა	მოსულ მა
გადაიცემა	გადა იცემა
გაჩნდა	გაჩნ და
მოთხოვნილებების	მო თხოვნილებ ების
შეარყია	შე არყი ა
გარკვევით	გარკვევ ით
პატრონის	პატრონ ის
მინდვრებზე	მინდვრ ებზე
პრაისის	პრაის ის
იმქვეყნიური	იმქვეყნ იური
გერმანიამ	გერმან ი ამ
დოგმის	დოგმ ის
კომპარტიის	კომ პარტი ის
შეკრებებზე	შეკრებ ებზე
ლოპესის	ლოპესი ს
ტკიპების	ტკიპ ების
პასუხი	პასუხ ი
ანჯელესში	ანჯელეს ში
მენეჯმენტს	მენეჯმენტ ს
შეტაკებების	შეტაკებ ების
კეპლერი	კეპლერ ი
კონანი	კონ ანი
უშვილობის	უ შვილ ობის
წევრებთან	წევრ ებთან
ტრადიციას	ტრადიცი ას
გეოგრაფთა	გეოგრაფ თა
მოჰყვება	მოჰყვ ება
ამოფრქვევის	ამოფრქვევ ის
ნამრავლი	ნამრავლ ი
ერთხანს	ერთ ხან ს
დიზაინზე	დიზაინ ზე
ლეონიდე	ლეონიდე
ბაზაში	ბაზა ში
კუპერი	კუპერ ი
მაყვალა	მა ყვ ალ ა
აირი	აირ ი
მიწვევა	მიწვევ ა
სიმბოლოებს	სიმბოლო ებს
სოციოლოგები	სოციო ლოგ ები
გამომხატველია	გამომხატველ ია
დევიდის	დევიდ ის
დირექტორია	დირექტორ ია
მოუწოდებდნენ	მოუწოდ ებდნენ
გადაჭრის	გადაჭრ ის
ძალური	ძალ ური
დაზიანებები	დაზიანებ ები
ბეის	ბე ის
გაუმკლავდნენ	გაუ მკლავ დნენ
წარუმატებლობის	წარუმატებლობ ის
ბოკაჩო	ბოკაჩო
ჰპოვა	ჰპოვ ა
სიხშირით	სიხშირ ით
მოადგნენ	მო ადგნენ
ბრტყლად	ბრტყლად
გადასაადგილებლად	გადა საადგილ ებლად
პოპულარობისა	პოპულარობ ის ა
დაჯილდოება	დაჯილდო ება
აგური	აგური
განხილულია	განხილული ა
კალთებით	კალთ ებით
ნახატების	ნახატ ების
ნელ	ნელ
შეანელა	შე ა ნელა
წევრით	წევრ ით
ცხრებოდა	ცხრ ებოდა
ნახაზები	ნახაზ ები
აშენებულიყო	აშენ ებულიყო
გუერილას	გუერილას
ახლობელ	ახლობელ
პიესაში	პი ეს აში
კომპანიონები	კომპანი ო ნები
შესანიშნავად	შესანიშნავ ად
ტანზანიაში	ტანზან ი აში
საარსებო	სა არსებ ო
გამოკვლევას	გამო კვლევ ას
თეორიასა	თეორი ასა
ყველაფერმა	ყველაფერ მა
დაიჭირეს	დაიჭირ ეს
მოსწავლეების	მოსწავლე ების
ორმხრივ	ორმხრივ
ნესტანი	ნესტან ი
ნოკაუტით	ნო კაუტ ით
არაბეთი	არაბეთ ი
მონაცემების	მონაცემ ების
გამოკითხვაში	გამო კითხვ აში
გვირაბი	გვირაბ ი
ადგილზეა	ადგილ ზე ა
გაციების	გაცი ების
მჟავების	მჟავ ების
რეკლამების	რეკლამ ების
სომალის	სომალ ის
ვიდეოში	ვიდეო ში
სტაბილურ	სტაბილურ
შემოღება	შემოღ ება
დასავლეთი	დასავლეთ ი
განვიტარების	განვიტარ ების
კაცების	კაც ების
იდეალურად	იდეალ ურად
ფერადოვანი	ფერად ოვანი
მორალურ	მორალურ
რადიოსადგურის	რადიოსადგურ ის
მონებს	მონ ებს
ბათუმისა	ბათუმ ისა
ბურჟუაზია	ბურჟუაზი ა
გადაკვეთს	გადაკვეთ ს
მწვავე	მწვავე
მინაშენით	მინაშენ ით
დაეუფლა	დაეუფლ ა
ხან	ხან
სლავონია	სლავ ონი ა
ფოგტი	ფოგტი
კომპანიასთან	კომპანი ასთან
მდივანს	მდივან ს
მოყვარულებს	მოყვარულ ებს
გასულა	გასულ ა
კაკალი	კა კალი
საბანკო	საბანკო
იძია	იძი ა
მასიურია	მასიურ ია
გარემოებას	გარემო ებას
გეგმავენ	გეგმ ავენ
სიდიდით	სიდიდ ით
არარეგულარული	არა რეგულარულ ი
თინეიჯერული	თინეიჯერ ული
მწვრთნელთან	მწვრთნელ თან
საბერძნეთსა	სა ბერძნეთ სა
სტადია	სტადია
რად	რად
გადასარევად	გადა სარ ევად
დაუბრკოლებლად	დაუბრკოლ ებლად
ბოლოსთვის	ბოლოს თვის
ზამთრობით	ზამთრ ობით
ალკოჰოლი	ალკოჰოლ ი
ფლოტით	ფლოტ ით
ლაციოში	ლაციო ში
მერიდიანი	მერიდიან ი
მომტანია	მომტანი ა
ფორმირებაზე	ფორმირებ აზე
ამაღლებულია	ამაღლ ებულია
ნოლდორთა	ნოლდორ თა
პროფილს	პროფილ ს
გარშემორტყმულია	გარშემო რტყმული ა
პოლისის	პოლის ის
დადგენა	დადგენ ა
ორაზროვანი	ორაზრ ოვანი
პრიზს	პრიზ ს
შედეგებიც	შედეგ ებიც
ყოველთა	ყოველთა
გათვალისწინებით	გა თვალისწინ ებით
გუმბათოვანი	გუმბათ ოვანი
ლოპოტის	ლოპოტი ს
დედების	დედ ების
ბურთის	ბურთ ის
სასწაულს	სა სწაულ ს
სახელებია	სახელ ებია
საშიშროებას	საშიშრო ებას
ივლისს	ივლის ს
ავადმყოფობის	ავადმყოფობ ის
ჭიდილი	ჭი დილი
გამოდის	გამო დის
სუბალპური	სუბალპურ ი
დაიჯერა	დაი ჯერა
ადმინისტრაცია	ად მინისტრაცი ა
ჰემს	ჰემ ს
სხარტად	სხარტად
მიჰგვარეს	მიჰგვარ ეს
მუსიკაში	მუსიკ აში
ასეულობით	ასეულ ობით
მეთოდი	მეთოდ ი
ვარიაციების	ვარიაცი ების
შეიცვლება	შეიცვლ ება
აღმოსავლეთთან	აღმოსავლ ეთ თან
ალევის	ალევ ის
აცილებდა	აცილ ებდა
იმედებით	იმედ ებით
მონეს	მონ ეს
მუშაკთა	მუშაკ თა
მცველად	მცველ ად
გზავნიან	გზავნიან
ველფების	ველფ ების
ემხრობოდნენ	ემხრობ ოდნენ
ასტრონომიულ	ასტრონომ ი ულ
ლაქების	ლაქ ების
პროდიუსერის	პროდიუსერ ის
დასწავლის	და სწავლის
კომნენოსი	კომნენო ს ი
ჰიუგო	ჰიუგო
პეიზაჟური	პეიზაჟ ური
მუხნარი	მუხნარ ი
ორგანულ	ორგანულ
საფასურის	საფასურ ის
თაგვები	თაგვ ები
ჩაწერა	ჩაწერ ა
გაატარა	გაატარ ა
დათვი	დათვ ი
ზონებად	ზონ ებად
ექვსიდან	ექვს იდან
ირბახი	ირ ბახ ი
მამაკაცზე	მამაკაც ზე
დაასრულეს	დაასრულ ეს
ჰარისონის	ჰარისონ ის
შუხუთის	შუხუთ ის
სამართლიანობისა	სამართლ იანობის ა
ცომი	ცომი
სათაყვანებელი	სა თაყვან ებელი
განუწყვეტელი	განუწყვეტ ელი
ლექციები	ლექცი ები
ტერნერი	ტერნერ ი
შეტევისთვის	შეტევ ისთვის
ძველბერძნული	ძველ ბერძნულ ი
იტანენ	ი ტანენ
გაყოფილ	გაყოფილ
დელონი	დელონი
ვირთხა	ვირთხ ა
ორიენტირების	ორიენტირ ების
ლაქები	ლაქ ები
ბრძოლებით	ბრძოლ ებით
ჰოლანდიელების	ჰოლანდიელ ების
დადიანი	დადიან ი
დიდს	დიდ ს
ეპიდემიას	ეპიდემი ას
ტოტის	ტოტ ის
თვითმხილველი	თვით მხილველ ი
აირჩევიან	ა ირჩევიან
ნერვიულობაზე	ნერვიულ ობაზე
გვარიდან	გვარ იდან
სახეობებიდან	სახეობ ებიდან
შემადგენლობამ	შემადგენლობ ამ
წინასწარმეტყველური	წინასწარმეტყვე ლ ური
საფლავები	საფლავ ები
გაყოლებაზე	გაყოლ ებაზე
მოიშალა	მო იშალა
ნავთობს	ნავთობ ს
გამოხმაურებები	გამოხმაურ ებები
ძალადობა	ძალ ად ობა
ხევის	ხევის
ბერძენ	ბერძენ
ერთიც	ერთ იც
მედგრად	მედგრად
უტყუარი	უტყუ არი
სტალინი	სტალინ ი
რახან	რახან
დრაფტზე	დრაფტ ზე
თან	თან
ნაჩვენებია	ნაჩვენ ებია
პაკისტანი	პაკისტან ი
ნესტორ	ნესტორ
ყოველი	ყოველ ი
იდეალს	იდეალ ს
ასეული	ასეულ ი
გამოშვებულია	გამოშვებ ული ა
ტყვედ	ტყვედ
ასპექტებზე	ასპექტ ებზე
შადიმან	შა დიმან
გუდაუთის	გუდაუთ ის
პლატფორმებზე	პლატფორმ ებზე
ქვიშიანი	ქვიშ იანი
ბაქტერიების	ბაქტერი ების
მცხოვრებთა	მცხოვრებ თა
ფორმირდება	ფორმ ი რ დება
