გამოსხივება	გამო სხივ ება
სიტყვების	ს იტყვ ების
ღმერთთა	ღმერთ თა
ხშირმა	ხშირ მა
ილარიონ	ილარიონ
გოგრა	გოგ რა
ლანდშაფტს	ლანდშაფ ტ ს
ორფეოსი	ო რფე ოს ი
არისტოტელეს	ა რისტო ტელე ს
ხილისა	ხილის ა
ბარსელონასთან	ბარსელო ნ ასთან
სრიალი	სრიალი
მყოფნი	მყოფ ნი
დასადასტურებლად	დასა და სტურ ებლად
ერთობლივ	ერთობლივ
უდიდებულესობა	უ დიდებულ ესობა
მოჰყვეს	მო ჰყვ ეს
შემსრულებელია	შე მსრულებ ელ ია
დატყვევებულ	და ტყვევ ებულ
გასწიეს	გასწი ეს
კრეიგ	კრეიგ
ტურიზმის	ტური ზმის
სტიგმა	სტიგ მა
მეცნიერმა	მე ცნიერ მა
პართიელთა	პართი ელთა
დაჭერას	დაჭერ ას
მგლებს	მგლ ებს
მოსახლეობაც	მო სა ხლეობა ც
ასრულებდნენ	ასრულ ებდნენ
დოლარზე	დოლარ ზე
ღირსად	ღირს ად
აქცენტს	ა ქცენტ ს
ანდიურ	ანდ იურ
ავლენენ	ა ვლენ ენ
ორგანოდ	ორგან ოდ
ანტონიუსსა	ანტონ იუს სა
აჰმედის	აჰმედ ი ს
მისივე	მის ივე
ყავისფერი	ყავ ისფერი
წყლები	წყლ ები
ხუროთმოძღვრული	ხუროთ მოძღვრ ული
ხალხებზე	ხალხ ებზე
მიჰყავდათ	მი ჰყავდ ათ
სტანდარტული	სტანდარტ ული
ქვეყნები	ქვეყნ ები
სამარიუმის	სა მარი უმის
კუზმა	კუზ მა
ოკეანურ	ოკეან ურ
მცოცავი	მ ცოცავ ი
უზომოდ	უ ზომ ოდ
გადადიოდნენ	გადა დი ოდნენ
გულმკერდი	გულ მკერდ ი
სიტყვაა	ს იტყვ ა ა
ზენიტში	ზენიტ ში
მიმართულებაა	მი მა რთულ ება ა
ტყვეობიდან	ტყვე ობ იდან
ხათუნი	ხათუ ნი
კალიგრაფი	კალი გრაფი
ქეთი	ქეთ ი
ბუმის	ბუ მის
წვეულება	წვეულ ება
რებეკა	რებ ეკა
ქართველია	ქართველ ია
ეროტიული	ერო ტი ული
ლივერპული	ლივერპულ ი
ლუიმ	ლუიმ
სარქისიანი	ს არქ ის იანი
ერმიტაჟის	ერ მ ი ტაჟი ს
საცხოვრებლების	სა ცხოვრებლ ების
შემთხვევამ	შე მთხვევ ამ
ტრიასულ	ტრი ას ულ
ფრად	ფრად
გაუსის	გა უს ის
დინასტიურ	დინასტ იურ
ებრაელმა	ებრაელ მა
სამხრეთაფრიკულ	სა მხრეთ აფრიკ ულ
პოლიტიკოსები	პოლიტიკ ოს ები
ჩაუვარდა	ჩაუ ვარდა
მესაქონლეობის	მე საქონლ ეობის
დაბომბვა	და ბომბ ვა
ედგნენ	ე დგნენ
ერთსაფეხურიანი	ერთ სა ფეხურ იანი
ბარიდან	ბარ იდან
საფრანგეთისთვის	სა ფრანგეთ ის თვის
იწვევენ	ი წვევ ენ
გამსვლელი	გამ სვლელი
დაძაბულობამ	და ძაბულობ ამ
მახარებლის	მახარ ებლის
სურათია	სურათ ი ა
შესძლოს	შე ს ძლო ს
დაინტერესებულ	და ინტერეს ებულ
მაშინაც	მ აში ნაც
ატლანტიკის	ატლანტ იკის
მუშებმა	მუშ ებმა
მენის	მენ ის
თაყვანი	თა ყვან ი
მასწავლებლებს	მას წავლებლ ებს
ქრთამის	ქრ თა მის
მელაპარაკებოდა	მე ლაპარაკ ებოდ ა
მზრუნველობა	მზრუნვ ელ ობა
მილით	მილ ით
შრომას	შრომ ა ს
ბიურო	ბიურო
კომედიის	კომედი ის
უბანს	უბან ს
ეტაპზე	ეტაპ ზე
შემცირება	შემცირ ება
დაესწრნენ	და ესწრ ნენ
მსახურებმა	მსახუ რ ებმა
დიალექტის	დია ლექტ ის
მრჩეველი	მ რჩევ ელი
სკვერ	სკვერ
სურვილი	ს ურვილ ი
ჩანახატი	ჩა ნახატ ი
სასმელი	სასმელ ი
კახეთისა	კახეთ ისა
ინდიური	ინდი ური
ქარიშხალში	ქარიშხ ალში
მიკრონეზიის	მიკრო ნეზი ის
ჩამონგრეული	ჩამო ნგრე ული
მიიჩნევიან	მიიჩნე ვი ან
სამფლობელოს	სა მფლობელ ო ს
წლიდა	წლ ი და
ხმლების	ხმლ ების
გასასწორებელი	გა სა სწორ ებელი
ნაოჭებს	ნაოჭ ებს
უკუიქცა	უკუ იქცა
კონტის	კონ ტის
ქართველურ	ქართველ ურ
დაადებინა	და ად ებინა
განმარტოების	გან მარტო ების
ქვემეხის	ქვემეხ ის
მინუს	მი ნუ ს
ძარცვის	ძარცვ ის
სამსახურეობრივი	სა მსახუ რე ობრივი
ყოვლისმომცველი	ყოვლის მო მცველ ი
სიტუაციას	სიტუ აცია ს
ჩანაწერად	ჩანაწე რად
სარდინია	სარდ ი ნი ა
სიმსივნით	სი მსივნ ით
სარაკეტო	სა რაკეტ ო
წარმოსაქმნელად	წარმო ს ა ქმნ ელად
გაფორმებული	გა ფორმ ებული
მიცვალების	მი ცვალ ების
გრონინგენის	გრო ნ ინგ ენის
კეიპტაუნის	კეი პტაუნ ის
ბაღებით	ბაღ ებით
გაყვანას	გა ყვან ას
კრიუგერი	კრიუ გერი
მიცვალებულს	მი ცვალ ებულ ს
შეთანხმებას	შე თანხმ ებას
სემ	სემ
ბიტიანი	ბიტ იანი
იდეებით	იდე ებით
კატეგორია	კატეგორ ია
საფარს	სა ფარ ს
ბაზა	ბაზა
ტყის	ტყ ის
კარტერის	კარ ტერი ს
კონტექსტში	კონ ტექსტ ში
კამათი	კამათ ი
ღამით	ღამ ით
გალების	გალ ების
იუთუბის	იუთუბი ს
ანალიზში	ან ალიზ ში
გავლენისა	გა ვლენ ისა
დაკების	და კ ების
მამაკაცი	მა მა კაცი
ნიკოლაძე	ნიკოლ აძე
შესუსტდა	შე სუსტ და
მთისწინეთზე	მთის წინეთ ზე
ჯეიკობ	ჯეიკ ობ
კასტროს	კასტ როს
დაკვირვებების	და კვირვებებ ის
რომაელებისთვის	რომაელ ების თვის
ქალღმერთად	ქალ ღმერთ ად
თამამად	თა მამ ად
გადაკეთებული	გადა კეთებ ული
ცხრაკარას	ცხრა კარა ს
პეიზაჟები	პე იზაჟ ები
სასამართლოს	სა სამართ ლოს
გაზრდილიყო	გა ზრდილი ყო
მიღწევების	მ ი ღწევ ების
მორჩილებაში	მორჩი ლება ში
გოგონათა	გოგონ ათა
გადასახადებს	გადა სახად ებს
ამბიციური	ამბიცი ური
ბაფთა	ბა ფთა
ანტარქტიდაზე	ან ტარქტიდ აზე
ექმნება	ე ქმნ ება
რეჟიმისა	რეჟი მი სა
სრულმეტრაჟიანი	სრულ მეტრაჟიან ი
იუნონა	იუნონა
ქლუხორის	ქლუ ხორ ის
მილიტარისტული	მილი ტარ ისტულ ი
მისიაა	მისი ა ა
ანარეკლი	ან არე კლი
უმანკო	უმან კო
აიდაჰოს	ა ი და ჰ ოს
კორდოვის	კორდ ოვის
თუთა	თუთ ა
პრემია	პრემი ა
წევრი	წევრ ი
რიცხვს	რიცხვ ს
გონძაგა	გონძაგ ა
კოლექტივმა	კოლექტივ მა
თემატურ	თემატ ურ
ემზადებოდა	ემზა დებოდა
ჰამილტონი	ჰამილ ტონ ი
მოდელით	მოდელ ით
წლისთვის	წლის თვის
დედაც	დედა ც
სამემკვიდრეო	სამე მკვიდ რე ო
დაშლის	დაშლ ის
შევიწროებულ	შე ვიწრო ებულ
ჯობსმა	ჯობს მა
სოფო	სოფო
სულეიმანმა	სულ ეიმან მა
სტატუსით	სტატუ ს ით
აგერ	აგერ
შემოტანილ	შემო ტანილ
მეცხვარე	მე ცხვარ ე
გუდიაშვილის	გუდ ი აშვილი ს
ჩემპიონატიდან	ჩემპიონატ იდან
კუნძულოვან	კუნძულ ოვან
ენდოკრინული	ენდ ოკრინ ული
რემასტერინგის	რემ ასტერი ნგის
სანდი	სანდი
თქვენს	თქვენ ს
შესთავაზეს	შე ს თავაზ ეს
იუნანის	ი უნა ნის
ნადირზე	ნადირ ზე
პერსევსი	პერ სევ სი
ძმაც	ძმა ც
ლიონში	ლიონ ში
აფეთქება	აფეთქ ება
მოუწოდებს	მოუ წოდებ ს
გამონათქვამები	გამო ნა თქვამ ები
ზიარება	ზიარ ება
ქვებიც	ქვები ც
ნახევრისა	ნა ხევრ ის ა
დაადასტურეს	დაა და სტურ ეს
ბინდის	ბინდ ის
დამუშავებისთვის	და მუშავ ების თვის
შვედური	შვედ ური
კონფერენცია	კონ ფერენც ია
მწყემსის	მ წყემ სი ს
უკრაინული	უკრაი ნული
არტაშეს	არტა შე ს
ახალგაზრდობის	ახალ გაზრდ ობის
ეფექტით	ეფექტ ით
თავდამსხმელის	თავდა მსხმე ლი ს
საძირეზე	სა ძირ ე ზე
გენიოსის	გენი ოს ის
მექსიკურ	მე ქსიკ ურ
სანიმუშო	სა ნიმუშ ო
მცხოვრებთ	მ ცხოვრ ებთ
ლიანები	ლიან ები
ნებაყოფლობით	ნება ყოფ ლობით
გადმოიბირა	გადმო იბირა
ბურბონების	ბურბონ ების
ლაპარაკია	ლაპარაკ ია
შერევით	შე რევ ით
მსურველს	მსურვ ელს
რბოლა	რბოლ ა
ჩჟენ	ჩ ჟენ
მოთხრობებს	მო თხრობ ებს
განწყობილ	გან წყობილ
ლივერპულის	ლივერპულ ის
სერაფიმე	სე რაფი მე
ქვეყნებში	ქვეყნ ებში
ჩემპიონატში	ჩემპიონატ ში
საპასუხო	სა პასუხ ო
უიტნიმ	უიტნი მ
აგება	აგებ ა
ყვითელ	ყვითელ
ღირებულების	ღი რებულ ების
კარნავალი	კარ ნა ვალი
დასავლეთისა	და სავლეთ ისა
დაგეგმეს	და გეგმ ეს
რეალის	რეალ ის
ზოოლოგიური	ზოო ლოგი ური
ჭარბტენიანი	ჭარბ ტენიან ი
ხომალდების	ხომალდ ების
ფლორის	ფლორ ის
გაშიშვლებულია	გა შიშვლ ებულია
ექცევა	ე ქცევა
იტალიური	ი ტალი ური
ბატონობისთვის	ბატონ ობის თვის
არტილერიის	არტი ლერი ის
სიცილიელი	ს იცილი ელი
დიზაინერები	დიზაინ ერ ები
ზურაბი	ზურაბ ი
მესტუმრე	მე სტუმრ ე
გამოცხადებამდე	გამო ცხადებ ამდე
რომაელთათვის	რომა ელ თა თვის
ლაგაშის	ლაგ აში ს
დავწერეთ	და ვწერ ეთ
დუღაბით	დუღაბ ით
გიტარების	გიტარ ების
კესარიის	კესარი ის
ჩასაწერად	ჩა ს აწერად
ბრილიანტი	ბრილი ანტი
ურუქში	ურუქ ში
კინოთეატრებში	კინო თეატრ ებში
მაცხოვრებლების	მა ცხოვრებლ ების
მდგომარეობასთან	მდგომარეობ ასთან
კახი	კახ ი
ბიტების	ბიტ ების
უნიაში	უნი აში
ხევისთავი	ხევ ის თავ ი
წამოყენებულ	წამო ყენებ ულ
დაგეგმარებული	და გეგმა რებულ ი
დირექტორი	დირექტორ ი
ისლანდიას	ის ლანდი ას
კეჩუას	კეჩუ ას
გეგმაზომიერი	გეგმაზომი ერი
სკანდალი	ს კანდალ ი
სანტა	ს ანტა
უხარისხო	უ ხარისხ ო
მმართველობისას	მ მა რთველობ ის ას
მონათმფლობელური	მონათ მფლობელ ური
სიწმინდით	სი წმინდ ით
მექსიკელი	მე ქსიკ ელი
ამხელდნენ	ამხელ დნენ
საჩივრის	საჩი ვრის
პოლოკი	პოლო კი
ხატვაში	ხატვ აში
გადმოყვანა	გადმო ყვან ა
ფარნაოზს	ფარნა ოზ ს
რაბინდრანათ	რაბი ნდრა ნათ
დაიბრუნეს	და ი ბრუნ ეს
იხსნის	ი ხსნ ის
რუსთა	რუს თა
შეფილდ	შე ფილდ
ეკლესიისადმი	ეკლე სი ის ად მი
მიემხრნენ	მიე მხრ ნენ
კოსმოსური	კოსმოს ური
გრძნობა	გრძნობ ა
ფუფუნება	ფუფუნ ება
პატრონიკე	პატრონ იკე
ლეონიდ	ლეონ ი დ
ფარნავაზი	ფარნავაზ ი
კარიბჭით	კარიბჭ ით
ლი	ლი
ქალაქური	ქალაქ ური
წვავს	წვავ ს
არჩია	არჩი ა
გადაჭრას	გადა ჭრა ს
გაიმეორეს	გა იმეორ ეს
რიწის	რიწ ის
ჩრდილების	ჩრდილ ების
სტანდარტები	სტანდარტ ები
ვერის	ვერის
დანაკარგი	დანა კარგ ი
ცენტრალური	ცენტრ ალური
დაჭაობებული	და ჭაობ ებული
კათოლიკეთა	კათოლიკ ეთ ა
მოსიარულეთა	მო სიარულე თა
სილეზიაში	ს ილეზი აში
კიოტოს	კიოტო ს
ათასწლეულს	ათასწლე ულ ს
მაქსიმუსი	მა ქსიმ უსი
მობი	მო ბი
ფოტოები	ფოტო ები
ვასპურაკანის	ვას პურ ა კან ის
ხელშეწყობა	ხელშე წყობ ა
ხეობაზე	ხეობ აზე
პოსპოლიტა	პოსპოლი ტ ა
ლიანას	ლიან ას
საჰერცოგოს	სა ჰერცოგ ოს
თმოგველი	თ მო გველ ი
მრწამსის	მრწამ ს ის
დაეთანხმნენ	დაე თანხმ ნენ
მამალს	მა მა ლს
წელიწადზე	წელიწ ად ზე
განზრახვა	გან ზრახვ ა
იცვამდნენ	იცვა მ დნენ
ეთიოპიამ	ეთიოპ იამ
შტატმა	შტატ მა
გამოჩენამ	გამო ჩენ ამ
ექსპლუატაციაშია	ექს პლუა ტაცია ში ა
ვადაა	ვა დაა
მითითებებს	მი თით ებებს
მტვრისა	მტვრ ისა
რუნოვანი	რუნ ოვანი
სანაპიროსთან	სანაპირო სთან
ჩართულები	ჩა რთულ ები
თეატრალური	თეატრ ალური
ჩინურის	ჩინ ურის
ასპექტს	ა სპექტ ს
კინემატოგრაფისტთა	კი ნემატო გრაფი სტთა
არქიტექტურისა	არქიტექტურ ისა
ერიკის	ერ იკის
ბედის	ბედ ის
ნიკიტა	ნიკ იტა
ნომინაცია	ნომინაც ია
ურარტუ	ურარტუ
მწარმოებლების	მ წარმოებ ლ ების
იორდანეს	იორდან ეს
მომენტიდან	მო მენტ იდან
თავისუფლებებისთვის	თავისუფლ ებები ს თვის
თანაშემწემ	თანა შემწე მ
ციხის	ციხ ის
ზურაბ	ზურაბ
ალმასები	ალმა ს ები
ჯვარზე	ჯვარ ზე
ჩრდილოეთიდან	ჩრდილო ეთ იდან
ამარტივებს	ა მარტივ ებს
კომპოზიციებით	კომ პოზიცი ებით
ჯდებოდა	ჯ დებოდა
აიღოს	ა იღო ს
წიგნზე	წიგნ ზე
უჩერდება	უ ჩერ დება
ასულმა	ას ულმა
არაფერს	არა ფერ ს
ოსური	ოს ური
უსწორდება	უსწორ დება
ანგოლის	ან გოლ ის
მოლი	მო ლი
იმპორტი	იმპორტ ი
ისჯება	ის ჯ ება
კლასიკოსების	კლას იკოს ების
თვითმმართველი	თვითმ მართ ველი
მწვერვალამდე	მწ ვერვალ ამდე
პამფლეტი	პა მ ფლეტი
გასულმა	გა სულ მა
გენერალ	გენერა ლ
ბილიარდის	ბილი არდის
მატჩებს	მატჩ ებს
წმენდენ	წმენდ ენ
მაკა	მაკ ა
დაებრუნებინათ	დაე ბრუნ ები ნა თ
ენობრივად	ენ ობრივ ად
ოპერაციებს	ოპერ აცი ებს
მერმეროემ	მერმეროე მ
ვალერი	ვალე რი
დაიწვა	და იწვა
ზალპური	ზ ალპურ ი
ტერორისტულ	ტერორ ისტულ
ხომალდის	ხომალდ ის
კომპრომისზე	კომპ რომის ზე
ეძებდა	ეძებ და
რიტმი	რიტმ ი
მხარდასაჭერად	მხარ დასა ჭერ ად
ბრინჯაო	ბრინჯ ა ო
პროტონი	პროტ ო ნი
ლითონების	ლითონ ების
შეიქმნებოდა	შე იქმნ ებოდ ა
ტანისა	ტანის ა
კრიმინალის	კრიმინ ალის
სურს	ს ურ ს
დაყოფის	და ყოფ ის
ძალების	ძალ ების
ჯაყელის	ჯაყელ ის
ბუდიზმში	ბუდ იზმ ში
შედეგმა	შე დეგ მა
ლევერკუზენის	ლევ ერკ უზენ ის
ფირმებს	ფირმ ებს
გოგი	გოგ ი
ეპიზოდურ	ეპიზოდ ურ
მინდვრებში	მინდვრ ებში
მოეგო	მო ეგო
მებრძოლი	მე ბრძოლ ი
მაორების	მა ორ ების
ძმათა	ძმ ათა
ჯვრით	ჯვრ ით
დამოუკიდებლობისა	და მოუკ იდებლ ობის ა
მართავს	მართ ავს
სირიონის	სირი ონის
რბოლის	რბოლ ის
გადასახლებულ	გადა სახლებ ულ
მომენტი	მო მენტი
ტილოს	ტილ ოს
ქლორი	ქლორი
მახეში	მა ხე ში
თხზულებებში	თხზულ ებ ებში
პერანგი	პერანგ ი
თაიგული	თა ი გულ ი
თომპსონი	თო მ პსონ ი
პროდიუსერმა	პროდიუსერ მა
აღზევებული	ა ღზევ ებული
სამოგზაურო	ს ა მოგზაუ რო
ინფრასტრუქტურა	ინფრას ტრუქტურ ა
მყიფე	მ ყიფ ე
უოტსონი	უოტს ონი
შეთავაზებული	შე თავაზ ებული
ბეგინსის	ბეგ ინს ის
ლინეპელებს	ლინ ე პე ლებს
სხეულით	სხეულ ით
შემორჩათ	შემო რჩა თ
ჯანმრთელ	ჯანმრთ ელ
იმიგრაცია	იმიგრ აცია
მოზარდის	მო ზარდ ის
თოხთამიში	თოხთამიშ ი
სმითი	სმით ი
ქალაქებშიც	ქალაქ ებში ც
თასიც	თა სი ც
იპყრობდა	ი პყრობ და
რეკვიემის	რეკვიემი ს
ადამიანთან	ადამიან თან
ორგანიზატორებს	ორ განიზატორ ებს
მომხრეებთან	მო მხრე ებთან
ძვირადღირებული	ძვირ ად ღირ ებული
დაწყებამ	დაწყებ ამ
დის	დის
ფრინველებზე	ფრინველ ებზე
მოკლემეტრაჟიან	მოკლე მეტრაჟიან
მშობლებმა	მშობლ ებმა
რეკლამირების	რეკლამ ირების
ბიანკა	ბიან კა
კუროსავას	კუ როს ა ვას
კინემატოგრაფიაში	კი ნემატო გრაფი აში
სვეტებით	სვეტ ებით
ვერცერთი	ვერც ერთ ი
მკვიდრ	მკვიდ რ
ათწლეულების	ათწლე ულ ების
დამხობა	დამხ ობა
მაკედონელებმა	მა კედონ ელ ებმა
დაზიანებულა	და ზიან ებულ ა
ხულიო	ხ ული ო
ბავშვობისას	ბავშვობ ისა ს
სისტემაც	სისტემ აც
სარდლებს	სარდლ ებს
ფხვნილს	ფხვნილ ს
კოლექციის	კოლექცი ის
აღვივებდა	აღვივ ებდა
ესტატე	ეს ტ ა ტე
რყევა	რყევ ა
მისიებს	მისი ებს
ქმედებებზე	ქმედებ ებზე
კლიპის	კლიპ ის
ტელევიზიის	ტელე ვიზი ის
მჭრელი	მ ჭრელი
რაული	რა ული
ზომისაა	ზომ ის ა ა
შემოსაზღვრულ	შემო ს ა ზღვრ ულ
შემოსვლას	შემო სვლა ს
ბავშვებს	ბავშვ ებს
გელათის	გელ ათის
აბსტრაქტული	აბსტრ აქტ ული
დასაქმებული	და საქმ ებული
უცხოური	უცხო ური
გამოსახულებებით	გამო სახულ ებები თ
ბერძნებმა	ბერძნ ებმა
აბანოში	აბანო ში
გადაიხარა	გადა ი ხარა
ვეტერანი	ვეტერ ანი
ეთერზეთოვანი	ეთერ ზეთ ოვან ი
ნაცრისფერია	ნაცრ ისფერი ა
ქუთაისი	ქუთა ის ი
ყრიდნენ	ყრი დნენ
ხოჭოს	ხოჭო ს
რუანდაში	რუანდ აში
ვიქტორიას	ვიქტორ ი ას
რისკები	რის კები
ვანკუვერში	ვან კუვერ ში
ფუას	ფუ ას
შერწყმის	შერწყ მ ის
შფოთვა	შფოთ ვა
აწესრიგებს	ა წესრიგ ებს
დამძიმდა	და მძიმ და
კალაძე	კალ აძე
სიმწიფის	სი მწიფ ის
აჯანყებულებთან	აჯანყ ებულ ებთან
ძია	ძია
ვედრების	ვედრ ების
მასიური	მა ს იური
მაკედონია	მა კედონ ია
სირცხვილის	სი რცხ ვილი ს
ტეოტიუაკანი	ტეოტიუა კანი
სკოლისათვის	სკოლ ისათვ ის
ნაერთი	ნა ერთ ი
დაფინანსებას	და ფინანს ებას
ექსპერიმენტები	ექსპერ იმენტ ები
მერქნის	მერქ ნის
გამომწვევია	გა მო მწვევ ია
ჰუმანურ	ჰუმან ურ
ეძინა	ეძინა
ხოლო	ხოლ ო
ღაზის	ღაზი ს
იწოდებიან	ი წოდებ იან
ბურების	ბურ ები ს
დაუტოვა	დაუ ტოვა
კარიბჭე	კარიბჭ ე
გადასხეს	გა დასხ ეს
სანქციების	სანქცი ების
მწერი	მწერი
სიწმინდეები	ს ი წმინდ ეები
შემოსავლების	შემო სავლ ების
ზეპირსიტყვიერად	ზე პირ სი ტყვი ერად
მანძილით	მა ნძილ ით
თანდართული	თან და რთულ ი
ჩაგვრა	ჩაგვრ ა
სიცივისგან	სი ცივ ის გან
საპირეები	სა პირ ეები
უარყვეს	უარ ყვეს
სახასიათო	სა ხასიათ ო
ერთუჯრედიანი	ერთ უჯრედ იანი
მადაგასკარის	მ ადაგ ას კარი ს
ბლეკი	ბლეკ ი
გამომხატველ	გამო მხატვ ელ
სივრცე	სივრც ე
ტუამოტუს	ტუ ა მო ტუს
თევდორე	თევდორე
ჯორბენაძის	ჯორბენ აძის
ღერძზე	ღერძ ზე
არეულია	არე ულია
უხვევს	უხვ ევს
შეიხ	შეიხ
გათხრების	გა თხრ ების
ხევსურთა	ხევს ურ თა
ნიკა	ნიკა
დაბლობებს	და ბლობ ებს
დაცემას	და ცემას
ჰენდელის	ჰენდ ელის
კიბო	კიბო
პოზა	პოზ ა
დოჟის	დოჟი ს
დავიდ	და ვიდ
უჭირდა	უჭირ და
გუმბათი	გუმბათ ი
შეძლებდნენ	შეძლ ებდნენ
ბასისტის	ბასისტ ის
საზოგადოებრივი	საზ ოგადო ებრივ ი
მოცარტის	მოც არტის
სხეულისა	სხეულ ისა
პოტენციური	პოტენც იური
პრობლემური	პრობლემ ური
როსონერიმ	როს ონ ერი მ
სიღრმემდე	სიღრ მე მდე
დღიურებში	დღიურ ებში
გამოთლილი	გამო თლილი
ბავშვები	ბავშვ ები
განახორციელა	განა ხორციელ ა
ბრალი	ბრალ ი
ლირიკულ	ლირიკ ულ
მონაწილეს	მო ნაწილ ეს
წყობილების	წყობილ ები ს
გადასვლას	გადა სვლ ას
პოზიციას	პოზიცია ს
ყვავილებს	ყვავ ილ ებს
კრიტიკოსები	კრიტიკ ოს ები
ალექსანდრესა	ალექს ანდრე სა
დოქი	დო ქი
კოლმეურნეობა	კოლ მეურნეო ბა
გაბატონდნენ	გა ბატონ დნენ
დაკლაკნილი	და კლა კ ნილი
გაეგრძელებინათ	გაე გრძელ ები ნათ
კონცეფციის	კო ნცეფც ი ის
ლექსებზე	ლექს ებზე
რთავენ	რთა ვენ
რქებს	რქ ებს
სპონსორია	ს პონსორ ია
დროგამოშვებით	დრო გამო შვებ ით
ადამიანთა	ადამიან თა
იღწვოდა	იღწვოდა
მზიური	მზიურ ი
აწვდიან	აწვდ იან
კონკურენტები	კონკურ ენ ტები
ნაეკლესიარი	ნა ეკლე სი არი
სადამკვირვებლო	სა დამ კვირვ ებლო
გია	გი ა
ხელსახოცი	ხელ სა ხოც ი
არაოფიციალურ	არა ოფიცი ალურ
შეგირდად	შე გირ და დ
კვებაში	კვებ აში
მეორედ	მეორე დ
მიესაჯათ	მიესაჯ ათ
აუღიათ	ა უღია თ
თანახმაა	თანახმ ა ა
შერვაშიძე	შე რ ვაშიძე
ალუვიურ	ალუვიურ
ანჯელინა	ანჯელ ინა
მახვილი	მა ხვილ ი
დაეშვათ	და ეშვ ათ
ცხრიდან	ცხრ იდან
წარმოქმნიდან	წარმო ქმნ იდან
ბაზილიკური	ბაზ ილ იკური
ბერძენთა	ბერძენ თა
რეიმსის	რეიმ ს ის
უმცირესობა	უმცირ ესობა
იხსენიებენ	იხსენიებ ენ
ვირტუოზული	ვირტუ ოზულ ი
უმსხვილეს	უ მსხვილ ეს
ნაოჭების	ნაოჭ ების
ჭავჭავაძისა	ჭავჭავაძ ისა
აბრეშუმი	აბრეშუ მი
ეცვათ	ეცვათ
ფეხს	ფეხ ს
არქიტექტორების	ა რქიტექტო რებ ის
თხრობითი	თხრობ ით ი
გადაღება	გადა ღებ ა
ჯარისკაცებისთვის	ჯარის კაც ების თვის
გათხრებს	გა თხრ ებს
ლეგიონების	ლეგიონ ების
შემოკრებილ	შემო კრებ ილ
მონსტრმა	მო ნსტრ მა
ვასილი	ვასილ ი
პრობლემებია	პრობლემ ებია
აბრაამმა	აბრაამ მა
მარშრუტით	მა რშრუტ ით
მახინჯი	მა ხინჯ ი
შეეძლება	შეე ძ ლება
ვილჰელმმა	ვილჰელ მ მა
ამირეჯიბის	ამ ი რეჯიბი ს
მიწით	მიწ ით
დაღესტნის	და ღესტნ ის
ლატერანის	ლატერ ანის
უწყება	უწყ ება
გამოსვლებს	გამო სვლ ებს
ალპინისტი	ალპინ ისტი
გურჯისტანის	გურჯ ის ტანის
მაღაზია	მა ღაზი ა
პერიოდზე	პერიოდ ზე
ბლოკადის	ბლოკ ად ის
ავიაკომპანიის	ავია კომპან ი ის
კანდიდატია	კანდიდ ატი ა
მტკიცედ	მტკიც ედ
გაერკვიათ	გაე რკვია თ
სადროშოს	სა დროშ ოს
სხავადასხვა	სხა ვა და სხვა
გილერმო	გილერ მო
რეალობის	რეალ ობის
უგანზომილებო	უ გან ზომილ ებო
უდაბნოში	უდაბნ ოში
შენება	შენ ება
ჰუნებმა	ჰუნ ებმა
ლუს	ლუს
წრეებთან	წრე ებთან
ნომრის	ნომრ ის
პატრიარქმა	პატრი არქ მა
აღმაშენებლის	აღმა შენ ებლის
ასტერიქსი	ასტერი ქსი
ექსპორტზე	ექს პორტ ზე
ჯა	ჯა
გიბრალტარმა	გიბრალ ტარ მა
გამოაქვს	გამო აქვს
მოვლენასთან	მო ვლენ ასთან
დაგრეხილი	და გრეხილი
კარიბჭეში	კარიბჭ ეში
უწყვეტობის	უ წყვეტ ობის
ვიტამინებს	ვიტამინ ებს
დედაქალაქებს	დედაქალაქ ებს
ფარები	ფარ ები
ქრისტინე	ქრისტ ინე
შესაძლებელი	შესა ძლებელ ი
ისეთმა	ის ეთმა
რეაქტორის	რეაქტ ორის
მუშქების	მუშ ქ ების
მუსიკათმცოდნე	მუსიკ ათ მცოდნე
მატჩის	მატჩ ის
ფორმულის	ფორმულ ის
ინფორმაციაა	ი ნფორმა ცია ა
მფლობელს	მფლობელ ს
ეფრემ	ეფრე მ
სასკე	ს ას კე
უბისის	უბის ის
ფორმატებში	ფორმა ტ ებში
ნაციონალისტების	ნ აციონალ ისტ ების
თეატრიდან	თეატრ იდან
ბიუროში	ბიურო ში
ასიმილაცია	ას იმილაცია
მეომრის	მეომრ ის
შავკანიანი	შავკანიან ი
ინტელექტუალი	ინტე ლექტ უ ალი
გამოცხადებას	გამო ცხად ებას
გრძნობის	გრძნობ ის
ბუდეში	ბუდე ში
სუბიექტური	ს უ ბიექტ ური
ბლოკზე	ბლოკ ზე
ხმლის	ხმლ ის
კუნძულელები	კუნძულ ელები
მეტროპოლიტენად	მე ტროპოლიტ ენ ად
შემოიტანა	შემო იტანა
დამალა	და მალა
მოიპოვა	მო იპოვ ა
შტაბს	შტაბ ს
მონათლეს	მო ნათლ ეს
პროცესის	პროცე ს ის
ქარს	ქარ ს
ფხიზლად	ფხიზლ ად
დათმეს	დათმ ეს
ადრე	ადრე
ციციანოვის	ციცი ან ოვის
პაკეტების	პაკეტ ების
ჯულიეტ	ჯული ეტ
პასუხისმგებელნი	პასუხ ის მგ ებელ ნი
