იტალიასთან	იტალი ასთან
ავიღე	ავიღე
აუცილებლად	აუცილებლ ად
ვეღარც	ვეღარ ც
მარჯვნივ	მარჯვ ნივ
სცენებზე	სცენ ებზე
პოლიბიოსი	პოლიბი ოსი
სათემო	სა თემ ო
ტრანსკრიფცია	ტრანსკრიფცია
წინაარმდეგ	წინაარმდეგ
ივლისამდე	ივლის ამდე
განსხვავებებიც	განსხვავებ ებიც
ყმაწვილი	ყმაწვილ ი
დაგლას	დაგლა ს
ჩრდილი	ჩრდილი
რელიეფისა	რელიეფ ისა
სხმული	სხმ ული
ევრიპიდეს	ევრიპ ი დეს
გადაერჩინა	გადაერჩინა
რაიონში	რაიონ ში
მოსაგებად	მო საგებად
ჟანგვა	ჟანგვ ა
არტერიული	არტერი ული
იზმირის	იზმი რის
კავალერიის	კავალერი ის
მიდგომა	მიდგომ ა
დამოუკიდებელია	დამოუკიდებელ ია
შაჰის	შაჰ ის
ჩარჩო	ჩარჩო
სამხრ	სა მხრ
შუასაუკუნეებში	შუა საუკუნე ებში
ხსნიდა	ხსნი და
დააგდო	და აგდო
გონივრულ	გონივრულ
კვების	კვებ ის
კრიტიკოსებისგან	კრიტიკოს ებისგან
რეპრესირებული	რეპრეს ირებული
ახსოვდა	ახსოვ დ ა
ანგარის	ანგარის
გოგირდმჟავის	გოგირდ მჟავ ის
გამეტოფიტი	გამეტოფიტი
მოშენება	მოშენებ ა
ცარიზმის	ც არ იზმის
ცისკენ	ც ისკენ
დასათარიღებლად	დასათარიღებლად
ამბოხის	ამბოხის
კალიგულა	კალიგულა
ცეკვავს	ცეკვ ავს
ჯუდ	ჯუდ
ასარიდებლად	ას არიდ ებლად
წარმოადგენდეს	წარმოადგენ დეს
ბატონობის	ბატონობ ის
დერილ	დერილ
ვცხოვრობთ	ვ ცხოვრობ თ
მაყურებელზე	მაყურებე ლზე
მორთულია	მორთულ ია
ქსელებში	ქსელ ებში
გარდაქმნის	გარდაქმნ ის
სინთეზში	სინთეზ ში
ფეხებს	ფეხ ებს
ანატომიური	ანატომი ური
აღჭურვა	აღჭურვ ა
სიმრავლეს	სიმრავლე ს
ჟანრის	ჟანრ ის
უმოწყალოდ	უმოწყალ ოდ
ბატალიონი	ბატალიონ ი
მიიყვანეს	მიიყვან ეს
ჩამონგრეული	ჩამონგრეული
გადაჰქონდა	გადა ჰქონდა
გაზაფხულზეა	გაზაფხულ ზე ა
ოპერაციისას	ოპერაცი ის ა ს
გალაქტიკათშორისი	გალაქტიკ ა თშორის ი
განიხილებიან	განიხილ ებიან
დიაპაზონი	დიაპაზონ ი
სახდელი	სახდელ ი
თემიდან	თემ იდან
სირთულეს	სირთულე ს
ბგერები	ბგერ ები
ჯაშუში	ჯაშუშ ი
ობერლენდერი	ო ბერლენდ ერი
ართმევდნენ	ართმევ დნენ
შეყვარებული	შეყვარებ ული
შეგრძნებები	შეგრძნე ბები
წარმოდგენილნი	წარმოდგენ ილნი
ჰობიტები	ჰობიტ ები
ლაშა	ლაშა
სიმცირის	სიმცირ ის
მანგლისის	მანგლისი ს
თანაგუნდელები	თანაგუნდე ლები
კოლეგები	კოლეგ ები
ნოტიოა	ნოტიო ა
პაკისტანი	პაკისტან ი
რეგიონებში	რეგიონ ებში
მინდვრებზე	მინდვრ ებზე
ბარში	ბარ ში
მამიდა	მამი და
კრიზისი	კრიზის ი
კლასიკურ	კლასიკურ
მთავრობათა	მთავრობ ათა
ნომრიანი	ნომრ იან ი
სუსტები	სუსტ ები
ნაკრებში	ნაკრებ ში
სფეროშიც	სფერო შიც
მაგიურ	მაგიურ
თამაშებზე	თამაშ ებზე
ელენ	ელ ენ
დაბადებიდანვე	დაბადებ იდანვე
კონვერტი	კონვერტ ი
გამძაფრდა	გა მძაფრ და
რესპუბლიკაში	რესპუბლიკ აში
განლაგებულნი	განლაგ ებულნი
დრ	დრ
ტენანტი	ტენ ანტი
აპროტესტებდა	ა პროტესტ ებდა
ტრადიციაც	ტრადიცი აც
ლამუს	ლამუს
მოიპოვება	მოიპოვ ება
დროშაზე	დროშ აზე
ჩამოვყალიბდები	ჩამო ვყალიბ დები
მარტოული	მარტო ული
მოღვაწეს	მოღვაწე ს
არდაშირ	არდ აში რ
ერექტუსის	ერექტუს ი ს
სტილერი	სტილ ერი
შენელებული	შენელ ებული
დანიას	დანი ას
კოლექტივების	კოლექტი ვებ ის
თვალსაჩინოდ	თვალსაჩინო დ
ინდოჩინეთის	ინდო ჩინეთ ის
დასაჯდომი	და საჯდომი
ერთში	ერთ ში
ცხენების	ცხენ ების
გაირკვევა	გა ირკვევა
ეკლესიებში	ეკლესი ებში
გამოქვაბულების	გამოქვაბულ ების
განიმარტოს	განიმარტ ოს
ნაერთს	ნაერთ ს
ანალიზი	ანალიზ ი
გაეთავისუფლებინათ	გაე თავისუფლ ებინათ
ზედიზედ	ზე დიზე დ
ფიქცია	ფიქცი ა
გადაფასება	გა დაფას ება
ვარაუდობდნენ	ვარაუდ ობდნენ
მოწამვლა	მოწამვლ ა
ჩერდება	ჩერ დება
ეხელმძღვანელა	ე ხელმძღვანელ ა
უშუალო	უშუალ ო
ცოტა	ცოტა
იქცევიან	იქცევ იან
ჯულიას	ჯული ას
ხელისუფლება	ხელისუფლ ება
განტოლების	განტოლ ების
კავალერიას	კავალერი ას
რომელიმე	რომელ იმე
სელასიე	ს ელას იე
კენედის	კენედი ს
ჯეგერის	ჯეგერი ს
დიალოგის	დიალოგ ის
მეცნიერ	მეცნიერ
საგალობელთა	საგალობ ელთა
შემოსევა	შემოსევ ა
აბრამსი	ა ბრამსი
ნაკრებები	ნაკრებ ები
ვიანი	ვიანი
მიმოხილვის	მიმოხილვ ის
სამეთვალყურეო	სა მეთვალყურ ეო
ჯანლუკა	ჯან ლუკა
შედგენილ	შედგენილ
მიდგომები	მიდგომ ები
ლეიტენანტი	ლეიტენანტ ი
რუკაზე	რუკ აზე
დამპყრობელთა	დამპყრობ ელთა
ტრავმა	ტრავმ ა
ძორაგეტის	ძორაგეტ ი ს
სპეცდანიშნულების	სპეც დანიშნულების
გვერდითაა	გვერდ ითაა
იმიტაცია	იმიტაცია
დაქუცმაცება	დაქუცმაცებ ა
მექანიკაში	მექანიკ აში
უნივერსიტეტიდან	უნივერსიტეტ იდან
ფონად	ფონ ად
სხვადასხვაგვარია	სხვადასხვა გვარი ა
თავმოყრილია	თავმოყრ ილია
გამომცემლობაში	გამომცემლობ აში
ჰალი	ჰ ალი
ნონა	ნონა
ფინის	ფინ ის
მიაგნეს	მიაგ ნეს
ალმასები	ალმას ები
ესტუმრა	ესტუმრ ა
შემოესმა	შემო ეს მა
უარყოფა	უარყოფ ა
ალტერ	ალტერ
ჟანრია	ჟანრ ია
ქართველი	ქართველ ი
კლასში	კლას ში
ღუმელში	ღუმელ ში
წარუმატებლობამ	წარუმატებლობა მ
დაუჯდათ	დაუჯდა თ
ლუკინო	ლუ კინო
ვიგი	ვიგი
ვარჯიშების	ვარჯიშ ების
ოლიმპიადაში	ოლიმპიად აში
მეტალიკა	მეტალიკა
სიჩუმის	სიჩუმ ის
აღმოსავლეთითა	აღმოსავლეთ ი თა
ასაკს	ასაკ ს
მსმ	მ ს მ
იჯარის	იჯარ ის
ვენახის	ვენახ ის
უადრესი	უ ად რესი
უპყრია	უპ ყრია
მესაქონლეობას	მესაქონლ ე ობას
იტალიელებმა	იტალიელ ებმა
რეკორდის	რეკორდ ის
ანტონიუსის	ანტონიუს ის
გაღმა	გა ღმა
მიზნები	მიზნ ები
განაცხადეს	განაცხად ეს
ინტენსიურმა	ინტენსი ურმა
ბიცოლა	ბი ცოლ ა
კლიმატზე	კლიმატ ზე
განიხილებოდეს	განიხილ ებოდეს
მაზრის	მაზრ ის
ჰეროიკული	ჰეროიკ ული
ტანად	ტან ად
სახელდებოდა	სახელ დებოდა
აარსებს	ა არს ებს
ეშვის	ეშვ ის
ნელსონის	ნელსონ ის
დაემთავრებინა	დაე მთავრ ებინა
უაიტს	უაიტ ს
ჭანეთი	ჭანეთი
შუადღე	შუადღე
დანიური	დანიურ ი
ჯანმრთელობისა	ჯანმრთელ ობისა
დარღვევით	დარღვევ ით
სცენური	სცენ ური
მონადირემ	მონადირე მ
სასახლის	სასახლ ის
მარქსისტულ	მარქს ისტულ
სვლის	სვლის
პროცედურის	პროცედურ ის
შურისმაძიებლები	შურის მაძიებლები
დააბრუნეს	დააბრუნ ეს
პილოტმა	პილოტ მა
სასუქად	სასუქ ად
კოლუმბიაში	კოლუმბი აში
მეჯლისზე	მეჯლის ზე
ძეები	ძე ები
ხანებიდან	ხან ებიდან
შესყიდვის	შესყიდვ ის
შეთანხმებებს	შეთანხმ ებებს
ვაგნერმა	ვაგნერ მა
ყოვლადწმინდა	ყოვლად წმინდა
კონცერნ	კონცერ ნ
ევკლიდეს	ევკლიდეს
ვოკალური	ვოკალ ური
უშვილოდ	უშვილო დ
კერესელიძე	კერესელიძე
დედაქალაქებს	დედაქალაქ ებს
შაჰთან	შაჰ თან
აღნიშნავდეს	აღ ნიშნავდეს
ვარდებოდა	ვარდ ებოდა
ვქნათ	ვქნათ
სოკარ	ს ო კარ
პირნათლად	პირ ნათლად
აფრიკისა	აფრიკ ის ა
ბორცვზე	ბორცვ ზე
ფილმებმა	ფილმ ებმა
რაციონალურად	რაციონალურ ად
პირსი	პირ ს ი
შესწავლა	შესწავლ ა
დიალექტის	დიალექტ ის
მოციქულებს	მოციქულ ებს
კასპაროვმა	კასპაროვ მა
მოხუცმა	მოხუც მა
ჩვიდმეტი	ჩვიდმეტ ი
ადგენს	ადგენს
პროფილაქტიკაში	პროფილ აქტიკ აში
მაღლობი	მაღლობ ი
გეოგრაფიულად	გეოგრაფი ულად
კეთილმოწყობილი	კეთილ მოწყობილი
სვეტონიუსი	სვეტ ონი უსი
ჰოფმანი	ჰოფმან ი
ბრიგადები	ბრიგად ები
ინკვიზიციის	ინკ ვიზი ციის
მუსიკალური	მუსიკალურ ი
ციხეებში	ციხე ებში
კომიცია	კომიცი ა
შიოს	ში ოს
კრიტიკოსები	კრიტიკოს ები
დამკვირვებლების	დამკვირვებ ლების
ოთახები	ოთახ ები
სხვებთან	სხვ ებთან
ექსპერიმენტულ	ექსპერიმენ ტულ
ალფრედო	ალფრედ ო
დოლარიანი	დოლარ იანი
გადაუხადა	გადა უ ხადა
დანაშაულთან	დანაშაულ თან
გრიგორიანული	გრიგორ იან ული
კასტილია	კასტილი ა
სერიოზულობით	სერიოზულ ობით
კარბონული	კარბონ ული
სისტემატიკის	სისტემ ატიკის
სწრაფმა	სწრაფ მა
გადმოყვანა	გადმო ყვანა
ისპაჰანის	ისპაჰან ის
რუზველტი	რუზველტ ი
მთავრობებს	მთავრობ ებს
პალანიკის	პალანიკ ის
ჩემპიონია	ჩემპიონ ია
სინგლად	სინგლ ად
მდინარისა	მდინარის ა
ორბელიანის	ორბელიან ის
შემოავლეს	შემოავლ ეს
შეასწავლა	შე ასწავლ ა
გვაწვდიან	გვაწვდ იან
ბიუჯეტი	ბიუჯეტ ი
კოსმოსიდან	კოსმოს იდან
ისლამი	ისლამ ი
საფინანსო	სა ფინანს ო
ავტორიტეტული	ავტორიტეტ ული
თემურის	თემურ ის
შეიკრიბნენ	შეიკრიბ ნენ
თამარ	თამარ
გამწვავებული	გამწვავ ებული
ფალაური	ფალაურ ი
თავდასხმებს	თავდასხმ ებს
ძალაუნებურად	ძალ აუ ნებ ურად
მუშკეტერთა	მუშკეტ ერთა
ესპ	ესპ
იზოტოპისაგან	იზოტოპ ისაგან
ცდაა	ც და ა
იაკობინელთა	იაკობ ი ნელ თა
მიკი	მიკ ი
ერების	ერ ების
სტანდარტული	სტანდარტ ული
სახლი	სახლ ი
ფაზებს	ფაზ ებს
ფუნქციაა	ფუნქცია ა
თიანეთში	თიანეთ ში
ვერსის	ვერსი ს
მანქანებს	მანქან ებს
გილმორს	გილმორ ს
იწვევდნენ	იწვევ დნენ
გაზარდოს	გაზარდ ოს
ანდორის	ან დორის
როსონერის	როსონერი ს
იულიას	ი ულია ს
ხომალდმა	ხომალდ მა
სოლომონმა	სოლომონ მა
მუსიკოსი	მუსიკოს ი
სინქრონული	სინქრო ნული
იესეს	იეს ეს
მინიშნება	მინიშნებ ა
მეთევზეთა	მეთევზე თა
აგნესა	აგნეს ა
დაკარგვამდე	დაკარგვ ამდე
დას	და ს
მეთერთმეტე	მე თერთმეტ ე
მოსწორებული	მოსწორებული
წარმოაჩინოს	წარმოაჩინ ოს
კორინთოს	კორინთ ოს
ნეოკლასიკურ	ნეოკლასიკურ
პოზიციებს	პოზიცი ებს
სახეობის	სახეობ ის
პრივილეგიების	პრივილეგი ების
რადიოაქტიურ	რადიო აქტიურ
იანვრამდე	იანვრ ამდე
გაამეფა	გაამეფ ა
რიხტერი	რიხტერი
ფანჩატურია	ფანჩატური ა
საკავალერიო	სა კავალერი ო
არჩეულმა	არჩეულ მა
ანტუანი	ანტუან ი
მიახლოებითი	მიახლო ებით ი
სლოვენიაში	სლოვენ ი აში
უმცირესობების	უმცირეს ობების
ჩაშვება	ჩაშვება
მუხლებზე	მუხლ ებზე
სტუმრად	სტუმრ ად
შეამციროს	შეამცირ ოს
გილბერტის	გილბერტის
ევერტონის	ევერტონ ის
პაპ	პაპ
სამეფოდ	სამეფო დ
ანაზღაურება	ანაზღაურ ება
დაპყრობით	დაპყრობ ით
ფაბიუსი	ფაბიუს ი
ორდენზე	ორდენ ზე
გაიხადა	გაი ხადა
მხარეშია	მხარე ში ა
იაპ	ია პ
მამაკაცების	მამაკაც ების
ნადავლს	ნადავლ ს
ჯოისმა	ჯო ის მა
კავკასიასა	კავკასი ა სა
თანამშრომელმა	თანამშრომ ელმა
დაახლ	დაახლ
მდგრადია	მდგრად ია
მფლობელობაში	მფლობელ ობაში
შეაჩერა	შეაჩერ ა
ტიტო	ტიტო
სტანდარტიზებული	სტანდარტ იზებული
ძნელია	ძნელ ია
დარწმუნდა	დარწმუნ და
მალაკის	მალა კის
მოხვედრილ	მოხვედრ ილ
წმინდა	წმინდა
თიხებით	თიხ ებით
მეტრს	მეტრ ს
მიღო	მ იღო
წინამძღოლის	წინამძღოლ ის
იქცნენ	იქცნენ
დამლევი	დამლევ ი
ცდებოდა	ც დებოდა
რკინიგზების	რკინიგზ ების
მკვდარი	მკვდარ ი
ეპარქიის	ეპარქი ის
სურათები	სურათ ები
შემოკლებული	შემოკლ ებული
ნეირონები	ნეირონ ები
იტანს	ი ტანს
ჩამოდიოდა	ჩამო დიოდა
გაეყარა	გაე ყარა
სიახლოვე	სიახლოვ ე
წუთს	წუთ ს
ძვლები	ძვლ ები
მეტსაც	მეტ საც
მოგზაურობდა	მოგზაურ ობდა
ხელებს	ხელ ებს
ადგილობრივთა	ადგილობრივ თა
არავის	არა ვის
ბურგუნდიელის	ბურგუნდი ელის
იჩინა	იჩინა
მახასიათებლით	მახასიათებ ლით
უპირისპირდება	უ პირისპირ დება
ტა	ტა
დასში	და ს ში
ნეგატიური	ნეგატი ური
კაბინეტს	კაბინეტ ს
ქართულ	ქართულ
მდგრად	მდგრად
შემცირებულია	შემცირ ებულია
წვერა	წვერ ა
მედიცინისა	მედიცინ ისა
გბ	გბ
მიიჩნევდა	მიიჩნევ და
აზევება	აზევ ება
კილომეტრ	კილომეტრ
მეთაურებს	მეთაურ ებს
ძალაა	ძალა ა
სუფრას	სუფრა ს
ამალაში	ა მალ აში
აჰმედი	აჰმედ ი
მონადირეს	მონადირე ს
წესისამებრ	წეს ის ამებრ
ტუალეტები	ტუალეტ ები
მოდელებში	მოდელ ებში
ესკადრილიის	ეს კადრ ილი ის
კორეულად	კორე ულად
სლავურ	სლავურ
ენრიკო	ენ რიკო
სახელმწიფომ	სახელმწიფო მ
წყალქვეშა	წყალქვეშ ა
ხანაა	ხან აა
ფრენსის	ფრენს ის
ბოძების	ბოძ ების
ბანერი	ბან ერი
ვანდა	ვანდა
დიდების	დიდ ების
შეყვანა	შეყვან ა
გიბრალტარის	გიბრალტარ ის
ტელეანძა	ტელეანძა
ბულეტსის	ბულეტს ის
ხანისა	ხან ის ა
დრეიკი	დრეიკი
წარმომადგენლებით	წარმომადგენლ ებით
ლიდერებმა	ლიდერ ებმა
ბარბალე	ბარბალე
ეფექტების	ეფექტ ების
ინოვაციური	ინოვაცი ური
მერსედეს	მერსედეს
კლავიშიანი	კლავიშ იანი
ჰემი	ჰემ ი
შეხორცება	შე ხორც ება
ეთმობოდა	ეთმო ბოდა
ლათინებმა	ლათინ ებმა
მისთვის	მ ისთვის
ნახევარდღეღამური	ნახევარ დღეღამური
დროსთან	დრო სთან
მაღარო	მაღარო
გამოედინება	გამო ედინება
მდელოს	მდელო ს
რომულუსის	რომულუს ის
სოფოკლეს	სოფო კლეს
ფიქსირდება	ფიქსირ დება
არითმეტიკული	არითმეტი კული
ემიგრანტულ	ემიგრანტ ულ
ფანჩატური	ფანჩატური
ჟენევის	ჟენევ ის
შემოქმედებაზე	შემოქმედება ზე
ჭერი	ჭერი
ნახატების	ნახატ ების
ბენი	ბენი
შეიტყვეს	შეი ტყვე ს
გამრავლებისას	გამრავლ ების ას
ფაილების	ფაილ ების
ბარიუმის	ბარ იუმის
ფაქტორმა	ფაქტორ მა
სამუშაოდ	სამუშაო დ
ნაგები	ნაგებ ი
გრამფირფიტების	გრამფირფიტ ების
სვეტებზე	სვეტ ებზე
შემატა	შ ემატა
ტაიფუნი	ტაი ფუნ ი
გაბმული	გა ბმული
ეფექტურ	ეფექტურ
ვინმეს	ვინმე ს
სტეფან	სტეფან
შიგნიდან	ში გნ იდან
სასიამოვნოდ	სასიამოვნო დ
დაშლილად	დ აშლილ ად
ვაჟია	ვაჟ ია
განუყოფელ	განუყოფელ
კოიპერის	კოი პერი ს
მცირეწლოვან	მცირეწლოვან
რომულუს	რომულუს
სპექტაკლის	სპექტაკლ ის
გასხივოსნების	გასხივოსნ ების
წყაროებია	წყარო ები ა
ჰარიმ	ჰარიმ
ნაყოფია	ნაყოფ ი ა
შედიოდნენ	შე დიოდნენ
იურისტი	იურისტ ი
რუხი	რუხი
სიებით	სი ებით
არისტოკრატია	არისტოკრ ატი ა
ბეისბოლის	ბეისბოლ ი ს
ეცადა	ეცა და
ოსტატის	ო სტატის
ადამიანებიც	ადამიან ებიც
ლუდოვიკო	ლუდ ოვი კო
ბრიტანეთი	ბრიტანეთ ი
ელვინ	ელვინ
ასურული	ას ურული
კინოსცენარი	კინო სცენარ ი
მთებისა	მთ ებისა
მოდიოდა	მო დიოდა
სიტყვებს	სიტყვ ებს
პაქტს	პაქტ ს
რიგებად	რიგ ებად
ევოლუციაზე	ევოლუცი ა ზე
დამარხა	დამარხ ა
ოლდენბურგის	ოლდ ენ ბურგის
პრინციპებით	პრინციპ ებით
ზრდასრულობის	ზრდასრულ ობის
საპრიზო	სა პრიზ ო
ღამურას	ღამურ ას
პარკებით	პარკ ებით
შვილიშვილს	შვილიშვილ ს
აღმოცენების	აღმოცენ ების
აზერბაიჯანისა	აზერბაიჯან ისა
მეზოლითის	მე ზოლ ით ის
ძველმა	ძველ მა
ზეობის	ზე ობის
მდგარა	მდგარ ა
შედგენილი	შედგენილ ი
შედეგიც	შედეგ იც
კახური	კახ ური
მოცული	მოცულ ი
დემონსტრაცია	დემონსტრა ცია
ასტროლოგიის	ასტროლოგი ის
ფლინი	ფლინ ი
ნატეხების	ნატეხ ების
ტენიან	ტენიან
საძირეზე	სა ძირ ეზე
უთმობდა	უთმობ და
ეძებდა	ეძ ებდა
სისტემაზე	სისტემ აზე
იანვრიდან	იანვრ იდან
მონაკვეთებზე	მონაკვეთ ებზე
პენსი	პენსი
პოლო	პოლო
ლაივ	ლაივ
ზვავი	ზვავი
სირიიდან	სირი იდან
ცნობა	ცნობა
ვანკუვერ	ვანკუვერ
მოღალატის	მო ღალატ ის
წამებულის	წამებულ ის
განთავსებულია	განთავს ებულია
გამოიარა	გა მოიარა
ლინდონ	ლინდ ონ
ვარსკვლავურმა	ვარსკვლავ ურმა
ტყვეები	ტყვე ები
სპილოების	სპილო ების
ჭავჭავაძისა	ჭ ავჭავაძის ა
დაავადებულ	დაავადებ ულ
თამაშიდან	თამაშ იდან
ხასიათდება	ხასიათ დება
აზიასა	აზია სა
შდრ	შდრ
ხელოვნებას	ხელოვნება ს
აფაქიძე	აფაქ იძე
წაუკიდეს	წაუ კიდეს
ალექსანდრესა	ალექსანდრ ეს ა
ლიმა	ლიმ ა
მრავლობით	მრავლობით
ურთიერთობებისა	ურთიერთობ ებისა
ლაბირინთი	ლაბირინთ ი
ქსელურ	ქსელ ურ
ჯიბის	ჯიბ ის
დრაფტზე	დრაფტ ზე
თავისუფლებისმოყვარე	თავისუფლებ ის მოყვარე
კოშკი	კოშკ ი
თითზე	თით ზე
ზომით	ზომით
კუზმა	კუზ მა
დებიუტის	დებიუტ ის
ელტონ	ელტონ
ათასიანი	ათასიანი
მხურვალედ	მხურვალე დ
ქალ	ქალ
შეკრეს	შეკრეს
რეაგირების	რეაგირებ ის
უძლებდა	უძლ ებდა
მუტანტები	მუტანტები
ქურდები	ქურდ ები
ტესტირება	ტესტ ირება
მტერია	მტერ ია
მოსახლეზე	მოსახლე ზე
დიაგრამა	დია გრამა
ბრაზილიური	ბრაზილი ური
თეთრკანიანი	თეთრკანიან ი
მოსლი	მო ს ლი
უბედური	უბედურ ი
შარლი	შარლ ი
შაჰს	შაჰ ს
მხირდან	მხირდან
მიღებული	მი ღებული
შეება	შე ება
საზომით	ს ა ზომით
ბიოგრაფიებს	ბიოგრაფი ებს
ფენომენალური	ფენომენ ალური
მიზეზი	მიზეზ ი
პომპეუსი	პომპეუს ი
მიახლოებისას	მიახლო ების ას
ოჯახზე	ოჯახ ზე
დაინტერესებულმა	დაინტერესებულ მა
ზოგიერთის	ზოგიერთ ის
არითმეტიკის	არითმეტი კის
შემდგომ	შემდგომ
წარმომავლობას	წარმომავლობა ს
ბურჯი	ბურჯ ი
ლაშქრობები	ლაშქრობ ები
პრუსიას	პრუსი ას
რეზერფორდი	რეზერფორდ ი
წევრები	წევრ ები
შევიდეს	შე ვიდეს
შენიშვნა	შენიშვნ ა
იატაკქვეშა	იატაკ ქვეშა
იდეოლოგიის	იდეოლოგი ის
სერბ	სერბ
უპირებდნენ	უპირ ებდნენ
გადაჯვარედინებული	გადა ჯვარედინ ებული
სამფლობელოებს	ს ამფლობელო ებს
პროვინციიდან	პროვინც ი იდან
მარკებზე	მარკ ებზე
კოლინი	კოლინ ი
გალაქტიკებს	გალაქტიკ ებს
ოპერატორის	ოპერატორ ის
აყვანა	აყვანა
დიასამიძე	დიას ამიძე
უმეტესობას	უმეტესობ ა ს
წამოწყებული	წამოწყ ებული
ადლერი	ად ლერი
შესთავაზებს	შესთავაზ ებს
ყველასგან	ყველ ას გან
პროცესებით	პროცეს ებით
სუზან	სუზან
პიეროს	პიერო ს
ბოჭკოსაგან	ბოჭკო საგან
მოღვაწეობამ	მოღვაწეობ ამ
ფერმები	ფერმ ები
გაუსი	გაუ სი
კარნეგის	კარნეგი ს
ყურად	ყურად
განახლებას	განახლ ებას
მაგნიუმის	მაგნი უმის
დამზადებული	დამზადებ ული
სტამბაში	სტამბ აში
შეცდომა	შეცდომ ა
გასაიდუმლოებული	გა საიდუმლო ებული
დასრულებას	დასრულებ ა ს
გადანაწილდა	გადანაწილ და
კერების	კერ ების
ჩანაფიქრის	ჩანაფიქრ ის
სინატრას	სინატრა ს
ფლორიდა	ფლორიდ ა
ისრაელ	ისრაელ
საფუძველზე	საფუძვ ელზე
ხრტილოვანი	ხრტილ ოვანი
ჯანსუღ	ჯან ს უღ
სამების	სამ ების
კამუი	კამუ ი
გოჭს	გოჭ ს
ქურუმთა	ქურუმ თა
მარჯანიშვილი	მარჯანი შვილი
სთხოვს	სთხოვ ს
ბილიკის	ბილიკ ის
მართველობის	მართველ ობის
ჩაღრმავებულ	ჩაღრმავებ ულ
მინუს	მი ნუს
გაჩენილ	გაჩენილ
ქლორიდი	ქლორი დ ი
მოწმობდა	მოწმ ობდა
შორისაა	შორ ისაა
ეგრეთწოდებულ	ეგრეთ წოდებულ
ნუსხაში	ნუსხ აში
არხები	არხ ები
მეტრიანი	მეტრიან ი
უმდიდრეს	უმდიდრეს
პარასკევს	პარასკევ ს
თავჯდომარე	თავჯდომარე
ბრეტონი	ბრეტონი
რეზერფორდის	რეზერფორდ ის
სასტამბო	სა სტამბ ო
აფხაზეთსა	აფხაზეთ სა
უზურპატორმა	უზურპატორ მა
მარქსისტული	მარქს ისტული
პინგვინების	პინგვინ ების
ხაიმე	ხ აიმე
გახსნამდე	გახსნ ამდე
კალათის	კალათ ის
შეეგუა	შეეგუ ა
გარემოებები	გარემოებ ები
მუსიკათმცოდნე	მუსიკა თმცოდნე
გამოსასვლელი	გამო სასვლელი
ახალწვეული	ახალ წვეული
მოწყობილობები	მოწყობილობ ები
დელეგაციას	დელეგაცი ას
ეცნო	ეცნო
გადაჭიმულია	გადაჭიმულ ია
ფერდინანდ	ფერდინანდ
აწია	ა წია
წაბლისფერი	წაბლ ისფერი
დაიბადებოდა	დაიბა დებოდა
ეპიზოდის	ეპიზოდ ის
მასპინძელს	მასპინძელ ს
არკვევს	არკვევ ს
სხვაობის	სხვა ობის
კინგს	კინგ ს
თავისთვის	თავ ისთვის
მასტერი	მა ს ტერი
ისაია	ისა ია
სოციოლოგიურ	სოციოლოგი ურ
ერთგულ	ერთგულ
დაავადებანი	დაავადებ ანი
სკუტერის	სკუტერი ს
შებრძოლება	შებრძოლ ება
დაავადებული	დაავადებ ული
ეპყრათ	ეპყრა თ
სივრცის	სივრც ის
შემოთავაზებით	შემოთავაზ ებით
ეტრუსკების	ეტრუსკ ების
ეკატერინა	ე კატერინა
თეორეტიკოსები	თეორეტიკო ს ები
აფსიდები	აფსიდ ები
დრო	დრო
მოეყვანა	მო ეყვანა
ქცეულიყო	ქცეულ იყო
ანთროპოლოგია	ანთროპოლოგი ა
ქსელები	ქსელ ები
ბრალდებების	ბრალდებ ების
ჰიტად	ჰიტ ად
მყარი	მყარი
არაბეთის	არაბეთი ს
ვინც	ვინ ც
ჯიბუტიში	ჯიბუტი ში
ავტომაგისტრალი	ავტო მაგისტრ ალი
მახვილი	მახვილ ი
გერმანიასა	გერმანი ასა
სამოსზე	სამოს ზე
კლერი	კლერ ი
საზოგადოებაშიც	საზოგადოებ აშიც
ასაკთან	ასაკ თან
განმარტავენ	განმარტ ავენ
ჰეილის	ჰეილ ის
ინვესტირება	ინვესტი რება
დეპრესიული	დეპრეს ი ული
ადგილში	ადგილ ში
დიოქსიდი	დიოქსიდ ი
ვეფხისტყაოსანი	ვეფხისტყაოს ანი
ფსიქოდელიურ	ფსიქოდელიურ
პიროლიზის	პირ ო ლიზის
აგროვებდა	აგროვ ებდა
ჯუჯათა	ჯუჯ ათა
სეიშელის	სე ი შელის
ლაპარაკობდნენ	ლაპარაკ ობდნენ
შობადობის	შობად ობის
სკუდეტოს	სკუდეტო ს
ესმოდათ	ესმოდა თ
გადარჩენისა	გადარჩენ ისა
შემთხვევა	შემთხვევ ა
საფარის	საფარ ის
თოხთამიში	თოხთამიში
ტექსტს	ტექსტ ს
უბნად	უბნ ად
ციფრები	ციფრ ები
დანიშნული	დანიშნულ ი
ფილიალს	ფილიალ ს
კონტეს	კონტეს
ევრომაიდანის	ევრო მა იდან ის
იალტის	ია ლტის
სოდის	ს ოდ ის
თავადური	თავად ური
მეჩეთის	მეჩეთ ის
სასწაულმოქმედი	სასწაულ მოქმედი
განარისხა	განარისხა
ფლობა	ფლობ ა
ასიმილაცია	ა სიმილაცი ა
სტროფები	სტროფ ები
ხალხების	ხალხ ების
ტაძარია	ტაძარ ია
