ბათუმში	ბათუმ ში
ბლოკი	ბლოკ ი
ადანაშაულებენ	ადანაშაულ ებ ენ
მრავლდებიან	მრავლ დებ იან
კეროლ	კეროლ
ტაქტიკას	ტ აქტიკ ა ს
მზა	მზ ა
იდუმალი	იდუმალ ი
ამახვილებს	ა მახვილ ებს
სოხუმის	სოხუმ ის
წარმოქმნისა	წარმოქმნ ის ა
კაპრერაზე	კაპრ ერ ა ზე
ბიოგრაფი	ბიოგრაფი
კრაინის	კრაინ ის
საპირისპიროდ	საპირისპირ ოდ
ასრულებენ	ასრულ ებ ენ
მიდი	მი დ ი
მიიერთა	მი იერ თა
ახალ	ახალ
მაშტოცის	მაშტოც ის
ნაპირის	ნაპირ ის
დიალექტი	დიალექტ ი
ჩატარებაზე	ჩატარ ება ზე
სპარტელთა	სპარტ ელთა
რკინიგზას	რკინიგზ ას
დრამატურგიაში	დრამატურგ ი აში
კასტილიაში	კასტილი აში
გაცივებისას	გა ცივ ების ას
აღიზარდა	აღ იზარდ ა
ნაცისტურმა	ნაცისტ ურ მა
პეტროგრაფიის	პეტრ ოგრაფი ის
მუშები	მუშ ები
დინარს	დინარ ს
ქუდი	ქუდ ი
ვაკანსიაზე	ვაკანს ი ა ზე
მონაწილეებმა	მონაწილე ებ მა
გამოიმუშავა	გამო იმუშავ ა
თესლის	თესლ ის
გავრცელებით	გავრცელ ებ ით
გაცემა	გაცემ ა
ტევადობა	ტევად ობა
უზბეკი	უზბეკ ი
ალაჰი	ალაჰ ი
სახეობების	სახეობ ების
სელტიკსი	სელტიკს ი
ველებიტი	ველ ები ტ ი
თანაგრძნობით	თანა გრძნობ ით
იქმნებოდა	იქმნ ებ ოდა
ლევანმა	ლევან მა
სნეულების	სნეულ ების
რეზიდენცია	რეზიდენც ი ა
ხელობის	ხელ ობის
უმანკო	უ მანკ ო
კუროსავას	კუროსავ ას
მეთაურმა	მეთაურ მა
აღარაა	აღარა ა
ატოლი	ატოლ ი
სიცოცხლისათვის	სიცოცხლ ი სა თვის
ტრაგიკული	ტრაგიკულ ი
თამაშისას	თამაშ ის ას
მოაგროვა	მო აგროვ ა
საძირკველში	სა ძირკვ ელ ში
აცტეკების	აცტეკ ების
კორლეონეს	კორლეონ ეს
გამოვლინდეს	გამო ვლინ დ ეს
ხალხისთვის	ხალხ ის თვის
ჩეჩნეთის	ჩეჩნ ეთ ის
მკითხველისათვის	მკითხველ ის ა თვის
შედარებები	შედარ ებ ები
სალამურის	სალამურ ის
დოდოს	დოდ ოს
მაიკროსოფტის	მა ი კრო სოფ ტ ის
მესაქონლეობას	მე სა ქონლე ობ ას
ნაკრებში	ნაკრებ ში
ფიზიოლოგიური	ფიზიოლოგი ური
მიაწერდნენ	მიაწერ დნენ
სამამულო	სა მამულ ო
ადგილისა	ადგილ ის ა
გავრცელებასთან	გავრცელ ება ს თან
იუტლანდიის	იუტლანდი ის
ფლემინგის	ფლემინგ ის
ამერიკელებმა	ამერიკელ ებ მა
ინდუსტრიულ	ინდუსტრი ულ
თეძოს	თეძ ოს
აზევებული	აზევ ებულ ი
გულშემატკივარს	გულ შე მა ტკივ არ ს
მეზობლის	მეზობლ ის
რეგულარულ	რეგულარულ
რესპუბლიკასა	რე სპუბლიკ ას ა
განაგრძეს	გა ნაგრძ ეს
ოტომანთა	ოტომანთ ა
ნახევარია	ნახევარ ია
ასვლა	ასვლ ა
დაწვის	დაწვ ის
ირანმა	ირან მა
კატებს	კატ ებს
მაღლდება	მაღლ დებ ა
სპარსელების	სპარსელ ების
საღეჭი	საღეჭ ი
უოტერსის	უოტერს ის
წაიყვანს	წაიყვან ს
მოიჭრა	მო იჭრ ა
სვანურად	სვან ურ ად
სუვერენიტეტის	სუვერენ იტეტ ის
კომპოზიციების	კომპოზიცი ების
მენდელეევის	მენდელეევ ის
მუქარით	მუქარ ით
ზედამხედველობით	ზედამხედ ველ ობით
ორნამენტების	ორნამენტ ების
პიონერის	პიონერ ის
შემგროვებლები	შემგროვ ებლ ები
შემდგომში	შემდგომ ში
ვერაფრით	ვერაფრ ით
კონფლიქტები	კონფლიქტ ებ ი
ლექსებს	ლექს ებს
ხოლმე	ხოლ მე
მოექცია	მო ექცი ა
მოლუსკის	მოლუსკ ის
მათემატიკაში	მათემატიკ აში
ბეჭედს	ბეჭედ ს
სარწმუნოებას	სარწმუნო ებ ას
გვაროვნულ	გვაროვნულ
დებიუტი	დებიუტ ი
ფოტო	ფოტო
ბილიკებით	ბილიკ ებ ით
აქტივისტების	აქტივისტ ების
მემი	მემ ი
აღმოჩენის	აღმოჩენ ის
მეფენი	მეფე ნი
ამტკიცებდა	ამტკიც ებ და
ზედმიწევნით	ზედ მიწევნ ით
კომაში	კომ აში
სტილები	სტილ ები
დატოვებს	დატოვ ებს
სომხებს	სომხ ებს
სხვებსაც	სხვ ებს აც
აღწერაში	აღწერ აში
პიგმეები	პიგმ ე ები
გრილია	გრილ ია
სისტემით	სისტემ ით
სემიპალატინსკის	სემიპალატინ ს კის
კარავში	კარავ ში
ცენტრს	ცენტრ ს
ხარ	ხარ
მეზოზოური	მეზ ოზოურ ი
სპუტნიკ	სპუტნიკ
ნისკარტი	ნისკარტ ი
დაიღუპება	და იღუპ ება
პიანინოზე	პიანინო ზე
ტიტულატურაში	ტიტულ ატურ აში
შეგუება	შეგუ ება
კონტროლზე	კონტროლ ზე
ისაა	ის ა ა
კომნენოსი	კომნენოს ი
ჯანსაღ	ჯანსაღ
გამოაშკარავება	გამო აშკარავ ებ ა
გაძლო	გა ძლ ო
მოაგვარა	მო აგვარ ა
საკვებ	სა კვებ
თაღია	თაღ ი ა
წყლებმა	წყლ ებ მა
არსებობდა	არსებობ და
პრაისის	პრაის ის
სტუმრობისას	სტუმრ ობის ას
გამოსვლისას	გამოსვლ ის ას
სქესებს	სქეს ებს
ანათებდა	ა ნათ ებ და
პერიოდულ	პერიოდ ულ
ავაცდენ	ავაცდენ
კოლექციისთვის	კოლექცი ის თვის
განაყოფიერების	გა ნაყოფიერ ების
რასინის	რას ი ნის
რიგისაგან	რიგ ი საგან
სოკოს	სოკო ს
აღტაცებით	აღტაც ებ ით
ამირეჯიბის	ამირეჯიბ ი ს
გახიზნული	გა ხიზნ ული
მიდგმული	მი დგმულ ი
ხელისუფლებასა	ხელის უფლებ ა ს ა
თაყაიშვილმა	თაყა იშვილ მა
პოლიციელები	პოლიცი ელ ები
მობინადრე	მო ბინადრ ე
პლუტონიუმის	პლუტონ იუმ ის
ნათლია	ნათლ ია
აერთიანებდა	აერთიანებ და
თაღები	თაღ ები
გირჩა	გირჩ ა
ატომი	ატომ ი
ნისლი	ნისლ ი
დაწვრილებითი	და წვრილ ები თი
სახელდობრ	სახელ დობრ
დისპერსიული	დის პერსი ული
ყნოსვის	ყნოსვ ის
ფერმებში	ფერმ ებში
გაღრმავება	გა ღრმავ ება
ტერიტორიულად	ტერიტორი ულ ად
გასარკვევად	გა სა რკვევ ად
შეამსუბუქა	შე ა მსუბუქ ა
გადადება	გა და დებ ა
ვნებანი	ვნებ ანი
დინებების	დინებ ების
ლითიუმის	ლით იუმ ის
გადმოსცეს	გადმოსც ეს
წარმომავლობისაა	წარმომავლ ობის ა ა
კორნელის	კორნელ ის
დომინანტ	დომინანტ
საფუძვლიანად	საფუძვ ლ იან ად
შტორმის	შტორმ ის
ელემენტებად	ელემენტ ებ ად
მოელოდნენ	მო ელ ოდნენ
უელსური	უელს ური
ემსახურებოდნენ	ემსახურ ებ ოდნენ
გამოსახავენ	გამოსახ ავ ენ
სიგნალი	სიგნალ ი
მატერიკის	მატერიკ ის
ნათესავი	ნათესავ ი
ოპოზიციურ	ოპოზიცი ურ
მემკვიდრეობაზე	მემკვიდრე ობა ზე
ტერიტორიამ	ტერიტორი ამ
ბერლინში	ბერლინ ში
ვარიაცია	ვარიაცი ა
უპირატესობისა	უპირატეს ობის ა
სისხლი	სისხლ ი
კისრულობდა	კისრულ ობ და
ამყარებენ	ამყარ ებ ენ
მოწყობილობით	მო წყობილ ობით
გადასახლებიდან	გა დასახლ ებ იდან
გაღება	გა ღებ ა
მღელვარება	მღელვ არ ება
პესოს	პეს ოს
შემადგენლობას	შემადგენლ ობ ა ს
მამალაძე	მამალ აძე
კაზიმირი	კაზიმირ ი
აღსართან	აღსარ თან
კომპიუტერს	კომპიუტერ ს
გააფრთხილა	გა ა ფრთხილ ა
მოწამლა	მო წამლ ა
რეაბილიტაცია	რეაბილიტაცი ა
ადგილზევე	ადგილ ზე ვე
ყვავილედი	ყვავილ ედ ი
ახდენს	ახდენ ს
თალუსი	თალუ სი
სწრაფი	სწრაფ ი
ინსტანციის	ინ სტანცი ის
მაუწყებელია	მაუწყ ებელ ია
ფინს	ფინ ს
მიწათმოქმედების	მიწათ მოქმედებ ის
ბაზები	ბაზ ები
აღჭურვეს	აღჭურვ ეს
კრებულებს	კრებულ ებს
გაქცევის	გა ქცევ ის
დროშის	დროშ ის
ტემბრის	ტემბრ ის
ხელთ	ხელთ
დიოკლეტიანეს	დი ოკლეტიან ეს
თავისა	თავის ა
მოსთხოვს	მო სთხოვ ს
სპექტაკლი	სპექტ აკ ლ ი
მანაგუას	მანაგუა ს
მენიუ	მენიუ
ადამიანიც	ადამიან იც
შესაყართან	შე სა ყარ თან
ბოლქვიანი	ბოლქვ ი ანი
მოღვაწედ	მოღვაწე დ
გადააყენა	გადა აყენ ა
გალაკტიონის	გალაკტი ონ ის
გასწვრივი	გასწვ რივ ი
ალეხანდრო	ალეხანდრო
გამონაკლისი	გა მონაკლ ის ი
ლემი	ლემ ი
ჰომინინების	ჰომინი ნ ების
ვლადიმერ	ვლადი მერ
აღმატება	აღმატ ება
ითარგმნება	ი თარგმნ ება
პირობების	პირობ ების
ფილტრის	ფილტრ ის
ეთამაშათ	ეთამაშ ათ
იურისტის	იურისტ ის
კვლევამ	კვლევ ამ
პროფ	პროფ
გაეგზავნა	გა ე გზავნ ა
ცერემონიები	ცერემონი ები
გასართობი	გასართობ ი
ატომებისა	ატომ ების ა
უცხოელი	უცხოელ ი
დაბადებას	დაბადებ ას
სანდინისტას	სა ნდინისტ ა ს
ფრენისას	ფრენ ის ას
განცხადებამ	განცხად ება მ
შეიარაღებით	შე იარაღ ებ ით
გუარანის	გუარ ან ის
ბროკჰაუზისა	ბროკჰაუზ ის ა
გავალო	გა ვალ ო
ენითა	ენ ი თა
სორის	ს ო რი ს
რეკორდულად	რეკორდ ულ ად
ანგარიშების	ანგარიშ ების
სამარხები	სამარხ ები
სიმჭიდროვის	სიმჭიდროვ ის
პოლიტიკით	პოლიტიკ ით
მეოთხედფინალამდე	მეოთხედფინალ ამდე
მესერის	მესერ ის
მოსიარულე	მო სიარულ ე
იმისკენ	იმ ის კენ
მკურნალობისთვის	მკურნალ ობის თვის
მონათვაჭრობა	მო ნათ ვაჭრობ ა
შორს	შორ ს
თიხებით	თიხ ებ ით
ურთიერთ	ურთიერთ
დარგში	დარგ ში
ოთხწლიანი	ოთხ წლიანი
დორტმუნდი	დორტმუნდ ი
ამბობდა	ამბობ და
ანგბანდის	ანგბანდ ის
ნაგებ	ნა გებ
დუ	დუ
იდეები	იდე ები
ირინე	ირინ ე
ხვდა	ხვდ ა
შტუტგარტის	შტუტგარტ ის
რიხარდ	რიხარდ
კონსტანტინე	კონსტანტ ინ ე
სპარტაკი	სპარტაკ ი
წყლებს	წყლ ებს
მტრულ	მტრ ულ
ჩახშობაში	ჩახშობ აში
ოგადენის	ოგადენ ის
ლოცულობდნენ	ლოცულობ დნენ
იმიჯს	იმიჯ ს
გადაასახლა	გადა ასახლ ა
ერია	ერ ია
მკლავი	მკლავ ი
ხვრელი	ხვრელ ი
მცველებს	მცველ ებს
მთიანეთში	მთიან ეთ ში
აჭის	აჭ ის
ატილა	ატილ ა
ესპანელთა	ესპანელ თა
ორგანიზმზე	ორგანიზმ ზე
ლანდშაფტის	ლანდშაფ ტ ის
როგორაა	როგორ ა ა
ტრიასულ	ტრიასულ
ვერსიაში	ვერსი აში
ვენეციელი	ვენეცი ელ ი
მიწურულისთვის	მიწურულ ისთვ ის
შედის	შე დ ის
ტერბიუმი	ტერბ იუმ ი
მეტსახელი	მეტსახელ ი
მდევარი	მდევარ ი
მიჩიგანის	მი ჩიგან ის
სიმონი	სიმონ ი
შეეხებათ	შეეხ ებ ათ
ლენონის	ლენონ ის
ადამიან	ადამიან
გამოჩნდება	გამოჩნდ ება
რეაქციის	რეაქცი ის
ზოსიმე	ზო ს იმე
ჩაეძინა	ჩა ეძინ ა
ახალგაზრდა	ახალ გა ზრდ ა
ტიფის	ტიფ ის
დინებები	დინებ ები
ნეკროპოლისი	ნეკროპოლ ის ი
ლავრენტი	ლავრენტ ი
ტალღამ	ტალღ ამ
სათავსის	სათავს ის
რკინიგზაზე	რკინიგზ ა ზე
გასტონ	გა სტ ონ
სხვადასხვაგვარია	სხვადა სხვა გვარ ი ა
კრიტიკას	კრიტიკ ა ს
დედების	დედ ების
მარსელი	მარს ელ ი
დაღმასვლა	დ აღმასვლ ა
მოშინაურებული	მო შინაურ ებულ ი
დანადგარებში	და ნადგარ ებში
ოკუპირებულ	ოკუპირ ებულ
გეტო	გეტ ო
ესთეტიკას	ესთეტიკ ას
გავაკეთებთ	გა ვაკეთებ თ
მღვდელმთავარი	მღვდელ მთავარ ი
რომელმა	რომელ მა
თენგიზ	თენ გიზ
ძლევამოსილი	ძლევამოს ილ ი
არაფერი	არაფერ ი
ნოელ	ნო ელ
ქალაქისგან	ქალაქ ისგან
შესული	შესულ ი
პირიქითი	პირიქით ი
განმავლობაში	განმავლობ აში
შრომისათვის	შრომ ის ა თვის
მოწევა	მო წევ ა
ირონიით	ირონი ით
მრავლადაა	მრავლ ად ა ა
ნიშნები	ნიშნ ები
სიძლიერე	სი ძლიერ ე
თანამგზავრიდან	თანა მგზავრ იდან
ცხედარი	ცხედარ ი
ახალგაზრდებში	ახალ გა ზრდ ებ ში
კვანტუნის	კვანტ უნ ის
სტავროპოლის	სტავრ ო პოლის
სიმტკიცის	სიმტკიც ის
ორთაბრძოლაში	ორ თა ბრძოლ აში
შარლოტის	შარლოტ ის
იმსახურა	იმსახურ ა
პარმენიონი	პარმენიონ ი
გაეშურა	გა ე შურ ა
გამოიყენებდა	გამოიყენებ და
ჯუჯების	ჯუჯ ების
შეკითხვებზე	შე კითხვ ებ ზე
მთავარეპისკოპოს	მთავარ ეპისკოპ ოს
უარყოფილია	უარყოფ ილი ა
მთიანეთის	მთიან ეთ ის
ბოქს	ბოქს
განვსაზღვროთ	გან ვ საზღვრ ოთ
დაკმაყოფილდა	და კმაყოფილ და
სერვისები	სერვის ები
სრულყოფისათვის	სრულყოფ ის ა თვის
ფართობების	ფართობ ების
დაიკარგა	და ი კარგ ა
კუნთებზე	კუნთ ებ ზე
ქორეპისკოპოსი	ქორ ეპისკოპ ოს ი
შეგროვების	შეგროვ ების
ათასობით	ათას ობით
აეწყო	ა ეწყ ო
სარეგენტოდ	სა რეგენტ ოდ
კარენ	კარ ენ
სახეა	სახე ა
გუდისის	გუდის ის
ლიდერები	ლიდერ ები
ბურთით	ბურთ ით
დოლარის	დოლარ ის
საგნები	საგნ ები
საზღვრიდან	საზღვრ იდან
ნოა	ნო ა
გასაუმჯობესებლად	გა სა უმჯობეს ებლ ად
ნინა	ნინ ა
ბილიკით	ბილიკ ით
აგვისტოდან	აგვისტო დან
კოლას	კო ლ ას
მწერის	მწერ ის
გრძნობა	გრძნობ ა
მაშინ	მაშინ
შემოსული	შემოსულ ი
ქვა	ქვ ა
სკოლამ	სკოლ ამ
ახურავს	ა ხურავ ს
წნევისა	წნევ ის ა
ტ	ტ
ფინალები	ფინალ ები
თავური	თავ ური
იბერია	იბერ ია
მიუღებლად	მიუღ ებლ ად
ავტორ	ავტორ
ლაგუნას	ლაგუნ ას
მოასწავებს	მო ასწავ ებს
გადავიხედე	გადა ვიხედ ე
ახალგაზრდული	ახალ გა ზრდ ულ ი
თეიმურაზს	თეიმურაზ ს
მთიელი	მთიელ ი
ალანი	ალ ანი
ხალილი	ხალ ილ ი
ლილოს	ლილ ოს
გადმოასახლეს	გადმო ასახლ ეს
გაურკვევლობის	გა ურკვევ ლ ობის
მოწამეთა	მოწამე თა
გაბრიელ	გა ბრიელ
ანაწილებდა	ა ნაწილ ებ და
ფილოსოფოსთა	ფილ ოსოფ ოს თა
მოსამართლეების	მოსა მართლ ე ებ ის
ქვრივ	ქვრივ
განკითხვის	გან კითხვ ის
ცა	ცა
იფიქრონ	იფიქრ ონ
კამჩატკის	კამჩატკ ის
ლარვა	ლარვ ა
დაინტერესებულ	და ინტერეს ებულ
ჩართეს	ჩა რთ ეს
აღიარა	აღიარ ა
სიღრმემდე	სიღრმე მდე
არსენი	არს ენ ი
თანმიმდევრობას	თანმიმდევრ ობა ს
ჩაეწერა	ჩა ეწერ ა
წისქვილში	წ ისქვი ლ ში
მთისწინა	მთისწინ ა
საზოგადოდ	ს ა ზოგად ოდ
თავდაუზოგავად	თავდა უზ ოგავ ად
ნაირობი	ნაირობი
პირველზე	პირველ ზე
საწყობი	საწყობ ი
უფროსებს	უფროს ებს
ხეთების	ხეთ ების
მოქმედებას	მოქმედებ ას
თორმეტი	თორმეტ ი
გაერომ	გა ერ ომ
გაზარდოს	გაზარდ ოს
შეხედულების	შეხედულებ ის
კლუგე	კლუგ ე
თანხმდებიან	თანხმ დებ იან
მოემზადებინა	მო ემზად ებ ინა
ყაჩაღი	ყაჩაღ ი
სამაშველო	სა მაშველ ო
სელასიე	სელა სი ე
მომზადდა	მო მზად და
ნო	ნო
სტადიაზე	სტადი ა ზე
ღვაწლს	ღვაწლ ს
ადიოდა	ა დიოდ ა
კომედიები	კომედი ები
წინასწარმეტყველების	წინასწარმეტყველ ებ ის
გაერთიანებაზე	გაერთიანებ ა ზე
მიცკევიჩი	მი ცკევიჩ ი
გააკეთეს	გა აკეთ ეს
თაღების	თაღ ების
აქა	აქ ა
ხუან	ხუან
ამქრის	ამქრ ის
მარტინს	მარტინ ს
გაპირობებული	გა პირობ ებულ ი
ბუნებითი	ბუნებ ით ი
ათეისტი	ათე ისტ ი
წყნარი	წყნარ ი
ტალახის	ტალახ ის
შეშფოთებულმა	შე შფოთ ებულ მა
რამაც	რამ აც
კლარკი	კლარკ ი
წვეტანები	წვეტ ან ები
კატეგორიაში	კატეგორ ი აში
ვრცლად	ვრც ლ ად
დუეინ	დ უეინ
მხარგრძელის	მხარგრძელ ის
ჩაითვალოს	ჩა ითვალ ოს
მაშტაბით	მაშტაბ ით
განსასხვავებლად	გან სა სხვავ ებლ ად
დასმული	და სმ ული
ღრუბლებს	ღრუბლ ებს
ვირუსები	ვირუს ები
ჭიშკრით	ჭიშკრი თ
ტახტი	ტახტ ი
ინდი	ინდ ი
პიზის	პიზ ის
ტარანტინოს	ტარანტინ ო ს
ანექსია	ანექს ი ა
მყოფს	მყოფ ს
პაკეტი	პაკეტ ი
განარისხა	გან ა რისხ ა
ნახევარკუნძულზე	ნახევარ კუნძულ ზე
უკავშირდებიან	უ კავშირ დებ იან
აღმოაჩინა	აღმო ა ჩინ ა
ასლია	ასლ ი ა
გუნდები	გუნდ ები
ჯანაშია	ჯანაში ა
გასაცოცხლებლად	გა სა ცოცხლ ებლ ად
სპექტრს	სპექტ რ ს
დევიზით	დევიზ ით
სისტემიდან	სისტემ იდან
ივარაუდება	ივარაუდ ება
შეისრულთაღოვანი	შე ისრულ თაღ ოვანი
ქმნილებებს	ქმნილებ ებს
ოჯახად	ოჯახ ად
ისროდა	ისრ ოდა
მწერლად	მწერლ ად
დომინირებდა	დომინირ ებ და
ვადა	ვად ა
დებიტი	დე ბიტ ი
განხორციელებულია	განხორციელებ ულ ია
ინგლისურიდან	ინგლის ურ იდან
მინაშენი	მი ნაშენ ი
გაეფართოვებინა	გა ე ფართოვ ებ ინა
კაფეში	კაფე ში
შეასრულეს	შე ასრულ ეს
რეის	რე ის
დაჭერილ	დაჭერ ილ
ვულკანის	ვულკან ის
მუჰაფაზაში	მუჰაფაზ აში
ემბიენტური	ემბიენტ ური
ტრაქტატით	ტრაქტატ ით
ტექნიკა	ტექნიკ ა
გვერდებს	გვერდ ებს
სწრაფადვე	სწრაფ ად ვე
ეთეროვანი	ეთერ ოვანი
ზრუნავს	ზრუნავ ს
კერაა	კერ ა ა
შრომის	შრომ ის
ცურავენ	ცურავ ენ
ჯარისა	ჯარ ის ა
დონი	დონ ი
დამოკიდებულებამ	და მოკიდებულ ება მ
ფეხბურთელებით	ფეხბურთელ ებ ით
სამხრეთაფრიკელი	სა მხრეთ აფრიკ ელ ი
მცირის	მცირ ის
კატალონიურ	კატალონი ურ
წუთსა	წუთ ს ა
ილაის	ილა ის
ჩანაცვლებით	ჩა ნაცვლ ებ ით
კალენდარს	კალენდარ ს
მაგნიტოსფერო	მაგნიტ ოსფერო
ლეოს	ლე ოს
ზოგმა	ზოგ მა
მასვე	მას ვე
მოულოდნელმა	მო უ ლოდნე ლ მა
ჟურნალები	ჟურნალ ები
სერ	სე რ
შესწავლისა	შესწავლ ის ა
შეფასებული	შეფასებ ული
კვლევის	კვლევ ის
დაიპყრეს	და იპყრ ეს
გაძარცვული	გა ძარცვ ული
შემოსავალს	შემო სავალ ს
მაგნიტური	მაგნიტ ური
ბავშვობაში	ბავშვ ობ აში
მომხრეთა	მომხრე თა
ხეებია	ხე ები ა
დადასტურება	დადასტურ ება
ზღვა	ზღვ ა
აგნოსტიკოსი	აგნოსტ იკოს ი
გადაკეთდა	გადაკეთ და
ესვრის	ესვრ ის
მდედრობით	მდედრ ობით
ფერებით	ფერ ებ ით
პარტიებისა	პარტი ების ა
ნათამაშები	ნა თამაშ ები
ძველეგვიპტური	ძველეგვიპტ ური
მოწოდებულია	მოწოდ ებულ ია
ფეგელეინი	ფეგელეინ ი
შოკოლადის	შოკოლად ის
უფლებას	უფლებ ას
მუჰამედი	მუჰამედ ი
კატონის	კატონ ის
საეთერო	სა ეთერ ო
უილ	უილ
სიმღერებთან	სიმღერ ებ თან
განიხილებოდეს	განიხილ ებ ოდეს
მკურნალის	მკურნალ ის
გარეუბნის	გარეუბნ ის
ეგზარქოსის	ეგზარქოს ის
ნახ	ნახ
დაუბრუნდება	და უბრუნ დებ ა
ნოვას	ნოვ ას
ესაა	ესა ა
გადადის	გადა დ ის
გამოყვეს	გამო ყვ ეს
გადააგდო	გადა აგდ ო
ღმერთისგან	ღმერთ ისგან
წელთაღრიცხვით	წელთ აღ რიცხვ ით
რუმინული	რუმინ ული
მეორემ	მეორ ემ
საავტობუსო	სა ავტობუს ო
სამოსახლოს	სამოსახლო ს
წყვეტილი	წყვეტ ილი
გვამცნობს	გვ ამცნობ ს
ილაშქრეს	ილაშქრ ეს
ჯგუფურად	ჯგუფ ურ ად
მაშინვე	მაშინ ვე
ტექსტები	ტექსტ ები
თეორიასა	თეორი ა ს ა
კავკასიაში	კავკასი აში
დახმარებისთვის	და ხმარ ების თვის
ერაყის	ერაყ ის
მკლავს	მკლავ ს
დერიკ	დ ერიკ
ჩაახშეს	ჩაახშ ეს
გამოთიშა	გამო თიშ ა
სარემონტო	სა რემონტ ო
გმირთა	გმირ თა
ძროხა	ძროხ ა
შეძლონ	შეძლ ონ
ფრთისებრი	ფრთ ის ებრ ი
მოხევე	მო ხე ვე
გაუღეს	გა უღ ეს
სუდანი	სუდან ი
ნასას	ნა სა ს
მოიხსენიებს	მოიხსენი ებს
პირიქით	პირიქით
დამხმარედ	დამ ხმარ ედ
მოძებნა	მო ძებნ ა
სამხრეთიდან	სამხრეთ იდან
ბაიას	ბაი ას
მიდამოებში	მიდამოებ ში
ხატვაში	ხატვ აში
მემბრანა	მემბრან ა
გურიელმა	გურიელ მა
ეწვიოს	ეწვი ოს
ლეიბლმა	ლეიბლ მა
სპირალი	სპირალ ი
ოპოზიციურმა	ოპოზიცი ურ მა
მდგომარეობიდან	მდგომარე ობ იდან
ბრიჯზე	ბრიჯ ზე
ტემპერამენტი	ტემ პერ ა მენტ ი
ფაკულტეტი	ფაკულტე ტი
გახმაურებული	გა ხმაურ ებულ ი
პრიზიორი	პრიზ ი ორი
მოუწევს	მო უწევ ს
სახეობისათვის	სახეობ ის ა თვის
კავკასიისა	კავკასი ის ა
ჩაატარებდა	ჩაატარ ებ და
ლიტერატურაზე	ლიტერატურ ა ზე
გარყვნილი	გარყვნ ილი
ემყარებოდა	ემყარ ებ ოდა
ფრანგული	ფრანგულ ი
პრინციპი	პრინციპ ი
ხელმწიფე	ხელმწიფ ე
გამომცემლობა	გამო მცემლობ ა
პიესის	პიეს ის
იხსნებოდა	იხსნ ებ ოდა
პროვინციისგან	პროვინცი ი ს გან
მოაქციეს	მო აქცი ეს
გადმოგვცემს	გადმო გვცემ ს
პოლიტიკაზე	პოლიტიკ ა ზე
გამოსწორება	გამო სწორ ება
თანადგომა	თანადგომ ა
დაემორჩილა	და ე მორჩილ ა
ჰიტების	ჰიტ ების
ინტრავენური	ინტ რავენ ური
მაღალმთიან	მაღალ მთ იან
ებრაელთა	ებრაელ თა
ერთადერთი	ერთ ადერთ ი
ბრიგადას	ბრიგად ას
ჩასაწერად	ჩა საწერ ად
დაჯგუფებამ	და ჯგუფებ ამ
გაყოფილია	გა ყოფილ ი ა
ნაწარმოები	ნაწარმო ები
სინთპოპის	სინთპოპ ის
ნორმან	ნორმან
ტებულოს	ტებულ ოს
უპირობოდ	უ პირობ ოდ
ლადენმა	ლადენ მა
რბილია	რბილ ია
გადავა	გადა ვ ა
ლომონოსოვი	ლომონოსო ვი
ადრინდელი	ადრინდელ ი
მიაყენეს	მი აყენ ეს
დუბლინში	დუბლინ ში
საძოვრებად	საძოვრ ებ ად
ჩასმულია	ჩასმ ულ ი ა
აღნიშვნას	აღნიშვნ ა ს
რისკები	რისკ ები
როდოსზე	როდოს ზე
ზარაფხანის	ზარაფ ხან ის
აპარტეიდის	აპარტეიდ ის
თავდადებულის	თავდა დებულ ის
გამოკვეთილ	გამო კვეთილ
საქსონია	სა ქსონ ი ა
ტანზანიაში	ტანზან ი აში
დამუშავებას	დამუშავებ ას
მოინათლნენ	მოინათლ ნენ
მომხრეებსა	მომხრე ებს ა
ფორმირებაზე	ფორმირ ება ზე
ჩამალული	ჩა მალ ული
შეუწირავს	შე უ წირ ავ ს
იუწყება	იუწყებ ა
პრივატიზაციის	პრივატ იზაცი ის
აფერხებდა	ა ფერხ ებ და
ვია	ვი ა
ამირამ	ამირ ამ
ყვავილედებად	ყვავილ ე დებ ად
ორატორული	ორატორ ული
ნავთობით	ნავთობ ით
დაუპირისპირდნენ	და უპირისპირ დნენ
ყლორტები	ყლორტ ები
იულიუს	იულიუს
კინოსა	კინო ს ა
აუცილებლობა	აუცილებლ ობა
შემოდინება	შემო დინებ ა
საკლასო	სა კლას ო
მოყვანის	მოყვან ის
პარამეტრის	პარა მეტრ ი ს
ისეთივე	ისეთ ი ვე
ლექსიკის	ლექსიკ ის
ბავშვური	ბავშვ ური
საქმიანობების	საქმიანობ ების
ამოიწურა	ამო იწურ ა
მიაქვს	მი აქვს
ძაღლებს	ძაღლ ებს
ლიბანური	ლიბან ური
კელი	კელ ი
შესაქმის	შე საქმ ის
მტრისაგან	მტრ ი საგან
გათხრა	გათხრ ა
წყლიან	წყლ იან
შეიძინოს	შეიძინ ოს
რომლებსაც	რომლებ საც
ბინადრობენ	ბინადრ ობ ენ
ებრძვიან	ებრძვ იან
ეშლი	ე შლ ი
თვისელი	თვის ელ ი
მეტალის	მეტალ ის
მინისტრებს	მინისტრ ებს
სადილი	სად ილი
საზღვრებზე	საზღვრ ებ ზე
ენტერპრაიზის	ენტერპრაიზ ის
სამხრეთელი	სამხრეთ ელ ი
