ბათუმში	ბათუმ ში
ლაოსს	ლაოს ს
ბანდიტები	ბანდ იტები
მოთავსება	მოთავს ება
კომუნაში	კომუნ აში
მოწყობილი	მოწყობ ილი
პარანთროპუს	პარა ნთროპუს
სინთეზირებული	სინთეზ ირებული
მეგობრებთან	მეგობრ ებთან
ბინების	ბინ ების
ნოემბერში	ნოემბერ ში
საფრანგეთში	სა ფრანგეთ ში
ხელისუფლებით	ხელისუფლ ებით
აუდიტორიაში	აუდიტორ იაში
ვაჟების	ვაჟ ების
რუსეთ	რუსეთ
არგენტინელი	არგენტინ ელი
ივლისამდე	ივლის ამდე
ხანძარმა	ხანძარ მა
ახლა	ახლ ა
პანაშვიდზე	პანაშვიდ ზე
მეხსიერება	მეხსიერ ება
საუკუნეშიც	საუკუნე შიც
ფორმულის	ფორმულ ის
უარესდება	უარეს დება
გილანის	გილ ანის
დამზადებისას	დამზად ებისას
გადაჰყვა	გა დაჰყვ ა
მანჯურიაში	მანჯური აში
ელდარ	ელდარ
სიხშირე	სიხშირ ე
ახლანდელი	ახლანდელ ი
გასავლელად	გასავლელ ად
კვაჭანტირაძის	კვაჭანტირ აძის
შესულ	შესულ
ვარჯიშობს	ვარჯიშ ობს
მხედრიონის	მხედრ იონის
ცრემლები	ცრემლ ები
ჟურნალებში	ჟურნალ ებში
იმჟამინდელ	იმჟამინდელ
მადნები	მადნ ები
ბონოს	ბონ ოს
ინტეგრალური	ინტეგრ ალური
დენვერ	დენვერ
მანეთონის	მანეთონ ის
კოორდინაცია	კოორდინაცი ა
დღედ	დღე დ
ძვირად	ძვირ ად
ვერბალური	ვერ ბალური
გავრცელებულია	გავრცელ ებულია
დიდსა	დიდ სა
სახელმწიფოსთან	სა ხელმწიფო სთან
ცხრებოდა	ცხრ ებოდა
შედეგებისა	შედეგ ებისა
ოკეანიის	ოკეან იის
იგემეს	იგემ ეს
ლიდერებმა	ლიდერ ებმა
ორგზის	ორ გზის
კანოეს	კანოე ს
ფოლკლორი	ფოლკლორ ი
მარკი	მარკ ი
ჩასულმა	ჩასულ მა
მერაბიკოს	მერაბ იკოს
ლაგამი	ლაგ ამი
გულშემატკივრის	გულშემატკივრ ის
ბიზნესისა	ბიზნეს ისა
მამაცობისათვის	მამაცობის ათვის
ადამიანს	ადამიან ს
სცენარში	სცენარ ში
პლასტიკა	პლასტიკ ა
ფინიკიელი	ფინიკი ელი
საფრანგეთისა	სა ფრანგეთ ისა
მოკლავს	მოკლ ავს
უჯრედის	უჯრედ ის
მაგენის	მაგ ენის
დატოვებული	დატოვ ებული
გალიიდან	გალი იდან
კინოთეატრში	კინოთეატრ ში
იბრაჰიმ	იბრაჰიმ
პროპორციულია	პროპორციულ ია
დრამერმა	დრამერ მა
გაზისა	გაზ ისა
დრამას	დრამ ას
ტიციანმა	ტიციან მა
მიმომხილველი	მიმო მხილველ ი
ჰერცინული	ჰერ ცინული
გვარდია	გვარდი ა
ფილმია	ფილმ ია
ჰიუსტონი	ჰიუსტონ ი
პირებზე	პირ ებზე
მოწოდებული	მოწოდ ებული
მეციხოვნეები	მე ციხ ოვნეები
სპარსულიდან	სპარს ულიდან
აეგოთ	აე გოთ
ბმის	ბმ ის
შედეგად	შედეგ ად
იძულებულები	იძულებულ ები
ცილინდრულ	ცილინდრ ულ
უბერავს	უ ბერ ავს
კატალონიაში	კატალონი აში
ბელიზი	ბელიზ ი
მოზარდები	მოზარდ ები
პატრიოტიზმი	პატრიოტ იზმი
პოლონელები	პოლონელ ები
ჭიდაობა	ჭიდა ობა
სამურაი	სა მურა ი
მოსწავლემ	მოსწავლე მ
შალკე	შალ კე
დაღესტანის	დაღესტან ის
მთავარსარდლად	მთავარსარდლ ად
ართურის	ართურ ის
დანაპირები	და ნაპირები
დასასრულისათვის	დასასრულ ისათვის
ნადირობაში	ნადირობ აში
ფაზური	ფაზ ური
ხატით	ხატ ით
ნიადაგში	ნიადაგ ში
მეტალურგიაში	მეტალურგი აში
ტბისპირა	ტბ ისპირა
კონცერნი	კონცერნ ი
საზღვრამდე	საზღვრ ამდე
მადნიდან	მადნ იდან
მოვალეობად	მოვალეობ ად
ობრაიანის	ო ბრაიან ის
მართვეს	მართვ ეს
ხედავ	ხედავ
აბსტრაქცია	აბსტრაქცი ა
კლავენ	კლავ ენ
სენით	სენ ით
სტუდიამ	სტუდი ამ
ტერიტორიების	ტერიტორი ების
საჭმელი	საჭმელ ი
ეთიოპიას	ეთიოპი ას
ფილოგენეზური	ფილო გენეზური
პროპორცია	პროპორც ია
მიიწვია	მიიწვი ა
მფრინავი	მფრინავ ი
ასტროლოგიის	ასტროლოგი ის
პასიური	პასიურ ი
სახეობას	სახეობ ას
ჩათვლით	ჩათვლ ით
ჩამოსახლება	ჩამოსახლ ება
შხამიან	შხამ იან
მხარდასაჭერად	მხარ დასა ჭერად
დალევის	დალევ ის
რაზმებმა	რაზმ ებმა
კომენტარს	კომენტარ ს
ნა	ნა
დედათა	დედ ათა
უაიჰეკეს	უაიჰეკე ს
შეინიშნება	შეინიშნ ება
ყაბარდოს	ყაბარდ ოს
ბიზანტიელებს	ბიზანტიელ ებს
თბილავიამშენი	თბილ ავიამშენი
გაეროს	გაერო ს
მშვენიერ	მშვენიერ
საფრანგეთსა	სა ფრანგეთ სა
ლიუნგსტადი	ლ იუნგ სტადი
თაღის	თაღ ის
ორბელიანი	ორბელ იანი
შემიძლია	შემ იძლია
ახლით	ახლ ით
იდევნებოდა	ი დევნებოდა
პატრონის	პატრონ ის
ენათესავება	ე ნათესავ ება
გვიანდელია	გვიანდელ ია
პროცესშია	პროცეს შია
ჰემოგლობინის	ჰე მოგლობინის
განმეორდა	განმეორ და
მთავარმართებლის	მთავარ მართებლის
ჟინვალის	ჟინვალ ის
საეტაპო	სა ეტაპ ო
სექსი	სექს ი
უტყუარი	უ ტყუარ ი
დასაკრძალავი	დასა კრძალავი
მდივნად	მდივნ ად
ცნებები	ცნებ ები
ჩუს	ჩუ ს
ამიშების	ამიშ ების
დაუფლებას	დაუფლებ ას
გამოთლილი	გამო თლილი
ედიქტის	ედიქტ ის
მეცნიერებისა	მეცნიერებ ისა
ჰელენა	ჰელ ენა
გამჭრიახი	გამჭრიახ ი
ჰანოვერის	ჰანოვერ ის
ფლორით	ფლორ ით
წინააღმდეგობამ	წინააღმდეგობ ამ
მოგზაურები	მოგზაურ ები
სულებისთვის	სულ ებისთვის
ადმირალი	ადმირალ ი
კაცამდე	კაც ამდე
შეუქმნა	შეუქმნ ა
ავანტიურისტი	ავანტიური სტი
წინამორბედ	წინამორბედ
ამოვარდნილი	ამო ვარდნილი
ექსპორტირება	ექსპორტ ირება
ცენტრია	ცენტრ ია
წარმართებმა	წარმართ ებმა
სარკმლით	სა რკმლ ით
შეტაკებებში	შეტაკებ ებში
გეო	გეო
ავტორს	ავტორ ს
დამატება	დამატ ება
სეისმოლოგიის	სეისმ ოლოგიის
ემანსიპაციის	ე მანსიპაციის
რეგულარული	რეგულარულ ი
ვადის	ვად ის
ბოშების	ბოშ ების
ჯირკვალი	ჯირკვალ ი
ზულუ	ზულუ
დრაფტის	დრაფტ ის
ეზოებში	ეზო ებში
მეხიკოს	მეხიკ ოს
სახელმწიფოებში	სა ხელმწიფო ებში
ტრანსპორტი	ტრანსპორტ ი
ლოგიკურ	ლოგიკ ურ
ნიადაგების	ნიადაგ ების
ტიპიკონის	ტიპიკონ ის
ანატომია	ანატომ ია
სწრაფმა	სწრაფ მა
იოანესი	იოან ესი
მოსწონს	მოსწონ ს
მაგნეტოს	მაგნეტ ოს
გადაეცემა	გადაეცემ ა
ჩაიძირა	ჩაი ძირა
ხასიათების	ხასიათ ების
აუზები	აუზ ები
თინათინ	თინათინ
ჰერამ	ჰერ ამ
ბეჭდავდა	ბეჭდ ავდა
შანსები	შანს ები
ბალტიისპირეთის	ბალტიისპირეთ ის
იჩინეს	ი ჩინეს
ტრანსპორტირება	ტრანსპორტირ ება
შთამომავლებს	შთამომავლ ებს
ვეფხისტყაოსნის	ვეფხისტყაოს ნის
მაქსიმუმის	მაქსიმუმ ის
პეიზაჟი	პეიზაჟ ი
ატმოსფერულ	ატმოსფერ ულ
დიდებულმა	დიდებულ მა
მექსიკასა	მექსიკ ასა
სარჩელი	სა რჩ ელი
ღმერთმა	ღმერთ მა
წინაპარი	წინაპარ ი
ტუტე	ტუტე
საესკადრო	სა ესკადრ ო
დეპრესიამ	დეპრესი ამ
სიგელს	სიგელ ს
ჯერომ	ჯერ ომ
ყრმით	ყრმ ით
კანონზომიერების	კანონზომიერ ების
მეხიკოში	მეხიკ ოში
თმით	თმ ით
ოკეანეში	ოკეანე ში
სლოვაკური	სლოვაკ ური
აბაშიძეს	აბაშიძ ეს
ფიზიკაში	ფიზიკ აში
მკვლევარებმა	მკვლევარ ებმა
მოთავსებული	მოთავს ებული
სამეგრელოში	სა მეგრელ ოში
ფაშა	ფაშ ა
წაგება	წაგ ება
ექვსასი	ექვს ასი
იფარება	ი ფარ ება
გუმისთის	გუ მისთ ის
წარსულზე	წარსულ ზე
მბზინავი	მ ბზინავი
უმდიდრეს	უმდიდრ ეს
მორწმუნეები	მორწმუნე ები
დაქანებული	და ქან ებული
სიმაღლეში	სიმაღლე ში
ცოლების	ცოლ ების
მწიფე	მწიფ ე
გაცდა	გა ც და
ატომები	ატომ ები
ელიზაბეთი	ელიზაბეთ ი
ითვალისწინებდნენ	ითვალისწინ ებდნენ
ძეგლის	ძეგლ ის
ბლოკად	ბლოკ ად
რენიუმის	რენ იუმის
გაგზავნა	გაგზავნ ა
გავრცელება	გავრცელ ება
მოქალაქის	მოქალაქ ის
წიაღისეულით	წიაღისეულ ით
ზაქრო	ზა ქრო
ხანდახან	ხან დახან
უწინასწარმეტყველებდნენ	უ წინასწარ მეტყველებდნენ
კოსმეტიკური	კოსმ ეტიკური
მეორდება	მეორ დება
განავითარა	განავითარ ა
ღეროების	ღერო ების
გვქონდა	გვქონ და
მტრულად	მტრ ულად
ორიენტეს	ორიენტ ეს
გირვანქა	გირ ვანქა
ახლებური	ახლ ებური
დამფუძნებლად	დამფუძნ ებლად
ბალთაზარ	ბალ თაზარ
დობილი	დ ობილი
ტორფის	ტორ ფის
აღრიცხვამდე	აღრიცხვ ამდე
ჟანგბადით	ჟანგბად ით
სამოცი	სა მო ცი
სტაბილურობა	სტაბილურობ ა
ჩილეში	ჩილე ში
ტყვეებით	ტყვე ებით
ელექტროქიმიური	ელექტროქიმი ური
უკეთუ	უკეთ უ
პუჰი	პუ ჰი
პამირის	პა მირ ის
კარების	კარ ების
კრამიტით	კრამიტ ით
საგიჟეთში	სა გიჟ ეთში
ჩაუწერია	ჩა უწერ ია
ტანკების	ტანკ ების
ჰომეროსის	ჰომეროს ის
ნავთობპროდუქტების	ნავთობპროდუქტ ების
ზენიტს	ზენიტ ს
მსურველ	მსურველ
ამწევი	ამ წევი
ბეწვის	ბეწვ ის
სახეებით	სახე ებით
ალპური	ალპ ური
აჰმად	აჰმად
დაარსებამდე	დაარსებ ამდე
ზენიტში	ზენიტ ში
პოეზია	პოეზი ა
დანაწილებული	დანაწილ ებული
ჯოსეფ	ჯო სეფ
პრემიერამდე	პრემიერ ამდე
განსაზღვრავენ	განსაზღვრ ავენ
ჩაეგდოთ	ჩაეგდ ოთ
ანტონიუსმა	ანტონიუს მა
აბაშის	აბ აშის
თანახმადაც	თანახმა დაც
მოგზაურობა	მოგზაურობ ა
მონათა	მონა თა
რომისა	რომ ისა
ყოველგვარ	ყოველგვარ
არავის	არა ვ ის
პრიზი	პრიზ ი
ოროდ	ორ ოდ
ბევრია	ბევრ ია
გაჭრილი	გაჭრ ილი
რესტორანს	რესტორან ს
სოციალიზაციის	სოციალ იზაციის
ხელოვნებაში	ხელოვნებ აში
ასურელები	ასურელ ები
საშინაო	სა შინა ო
ფუას	ფუ ას
მღერიან	მღერ იან
ნაშიერი	ნაშიერ ი
კეთილმოწყობილი	კეთილმოწყობ ილი
ცხოვრებით	ცხოვრებ ით
სკოლებში	სკოლ ებში
მიწისძვრები	მიწისძვრ ები
ჯოანა	ჯო ანა
წერილში	წერილ ში
კეთილგანწყობილი	კეთილგანწყობ ილი
სახელები	სახელ ები
აბანოში	აბანო ში
დაწერა	დაწერ ა
დივიზიონს	დივიზიონ ს
შლემი	შლემ ი
ფეოდალურ	ფეოდალ ურ
მდინარეში	მდინარე ში
უკნიდან	უკ ნიდან
გაიაროს	გაიარ ოს
ზულუსების	ზულუს ების
კორდობას	კორდ ობას
ხსნარების	ხსნარ ების
დოკუმენტი	დოკუმენტ ი
გამარჯვებულთა	გამარჯვებულ თა
დიზაინერთა	დიზაინერ თა
დოილი	დო ილი
განთავსებულ	განთავს ებულ
მეგობრად	მეგობრ ად
იხარჯება	ი ხარჯ ება
მპყრობელი	მპყრობელ ი
უცხო	უცხო
ავადმყოფები	ავადმყოფ ები
ბუჩქების	ბუჩქ ების
გასტროლებზე	გასტროლ ებზე
მილზე	მილ ზე
საკონსერვო	სა კონსერვ ო
ვაჭრობას	ვაჭრობ ას
ნივთიერებით	ნივთიერ ებით
სტატუსთან	სტატუს თან
ლეგენდარული	ლეგენდ არული
ძალაუფლებისათვის	ძალაუფლებ ისათვის
სტრიქონების	სტრიქონ ების
ცხოველია	ცხოველ ია
პარტიები	პარტი ები
არწმუნებს	არწმუნ ებს
წყალგამყოფის	წყალგამყოფ ის
პიანისტი	პიანისტ ი
ზაფხულის	ზაფხულ ის
იკვებებიან	იკვებ ებიან
ტაილანდში	ტაილანდ ში
ფაქტია	ფაქტ ია
ბონდი	ბონდ ი
ენკე	ენ კე
იტანს	იტან ს
შეუძლებელი	შეუძლ ებელი
განედი	განედ ი
ბასიანა	ბასიან ა
ახალგაზრდობა	ახალგაზრდ ობა
იეზუიტთა	იეზუიტ თა
მათში	მათ ში
მატჩს	მატჩ ს
ნასვამი	ნა სვამ ი
ყიფშიძე	ყიფ შიძე
იოჰანის	იოჰან ის
მაღლა	მაღლ ა
სხვადასვა	სხვადა სვა
დაყრდნობილი	დაყრდნობ ილი
კომპიუტერები	კომპიუტერ ები
წყნაროკეანური	წყნარ ოკეანური
შემოკლებული	შემოკლ ებული
პლასა	პლ ასა
უზრუნველყოფის	უზრუნველყოფ ის
კარიბჭე	კარიბჭე
გადასასვლელზე	გადასასვლელ ზე
მონეტას	მონეტ ას
მიჯნის	მიჯნ ის
სამთავროებს	სა მთავრო ებს
საფრთხეები	საფრთხ ეები
ბაქსის	ბაქს ის
რეზერვები	რეზერვ ები
სენატი	სენატ ი
კალინინის	კალინინ ის
სიმბოლიზმის	სიმბოლ იზმის
მოთხოვნას	მოთხოვნ ას
ტერენტი	ტერ ენტი
ფუტის	ფუტ ის
ძელი	ძელ ი
ფანჩატური	ფანჩატურ ი
მღვდელმთავარმა	მღვდელმთავარ მა
ვილსონი	ვილსონ ი
ადგილობრივად	ადგილობრივ ად
ამრიგად	ამ რიგ ად
გორაკზე	გორაკ ზე
ბედმა	ბედ მა
რეგენერაციის	რეგენერაცი ის
დასახლდება	დასახლ დება
ცოტათი	ცოტა თი
ხელის	ხელ ის
სიჩუმეს	სიჩუმ ეს
განუდგნენ	განუდგ ნენ
ლუნა	ლუ ნა
არგენტინული	არგენტინ ული
დრამატურგია	დრამატურგი ა
ნიქოზის	ნი ქოზის
დახვრეტით	დახვრეტ ით
უმცირესობების	უმცირესობ ების
დაღმავალი	დაღ მავალი
წამოსულმა	წამოსულ მა
თეორეტიკოსები	თეორეტიკოს ები
ინტერნეტ	ინტერნეტ
მინანქრის	მინანქ რის
სახელმძღვანელოები	სა ხელმძღვანელ ოები
ცენტრალური	ცენტრ ალური
პირებში	პირ ებში
ერტყა	ერტყ ა
კანონპროექტი	კანონპროექტ ი
ბრუკლინის	ბრუკლინ ის
კავშირშია	კავშირ შია
ლოგოტიპი	ლოგო ტიპი
გააქტიურების	გააქტიურ ების
ყრილობებს	ყრილობ ებს
გაექცეს	გაექც ეს
საუკუნეზე	საუკუნე ზე
შეერთებულია	შეერთ ებულია
აღებას	აღებ ას
პულტი	პულ ტი
მანე	მან ე
ჩირი	ჩირ ი
ხელნაკეთი	ხელ ნაკეთი
აღაფრთოვანა	აღა ფრთ ოვანა
ქადაგებები	ქადაგ ებები
ჰასდრუბალი	ჰას დრუბალი
რესტორანი	რესტორან ი
მაცხოვრის	მაცხოვრ ის
გადაჯვარედინებული	გადა ჯვარედინ ებული
უბეებში	უბე ებში
დინამოს	დინამო ს
გააძევა	გააძევ ა
დაუთმო	დაუთმ ო
შედგენილ	შედგენ ილ
ზედმეტ	ზედმეტ
მეცადინეობაში	მეცადინეობ აში
ფორმირდება	ფორმირ დება
ბალადები	ბალად ები
დიფერენციაციის	დიფერენციაცი ის
ეთერი	ეთერ ი
გადის	გად ის
ბიოგრაფის	ბიოგრაფ ის
გააკეთოს	გააკეთ ოს
გამოსული	გამოსულ ი
იმპიჩმენტის	იმპიჩმენტ ის
კოლექტივში	კოლექტივ ში
ბალანჩივაძის	ბალან ჩივაძის
დაჩქარდა	დაჩქარ და
ბუფონი	ბუფონ ი
ქობაირის	ქ ობაირის
აკვირდებოდნენ	აკვირდ ებოდნენ
იგია	იგ ია
ფატიმიდების	ფატ იმიდების
კოლის	კოლ ის
მუსიკოსები	მუსიკოს ები
ჟანგბადის	ჟანგბად ის
აყვანილი	აყვან ილი
განმარტებული	განმარტ ებული
ნახაზი	ნახაზ ი
შესამჩნევ	შესამჩნევ
განაყოფიერებული	გა ნაყოფიერ ებული
კანცლერის	კანცლერ ის
ყველაფერი	ყველაფერ ი
ასოცირებული	ასოცირ ებული
გეოლოგიას	გეოლოგი ას
მარადისობაში	მარადისობ აში
რიტუალით	რიტუალ ით
გამოგონებული	გამოგონ ებული
კარგად	კარგ ად
ნესტიანი	ნესტ იანი
მინისტრები	მინისტრ ები
გამოყვანილი	გამოყვან ილი
ნაკაშიძე	ნაკაშიძ ე
მარხილის	მარხ ილის
მღვდელს	მღვდელ ს
ქაშმირის	ქაშმ ირის
მოღვაწეობამ	მოღვაწეობ ამ
დონისა	დონ ისა
კიდეც	კიდე ც
ნიუფაუნდლენდი	ნიუფაუნდლენდ ი
ფანებს	ფან ებს
გაანადგურებს	გაანადგურ ებს
კლავდიუსების	კლავდიუს ების
ბრძოლასთან	ბრძოლ ასთან
მევერიქსი	მე ვერიქსი
წარმოშობაში	წარმოშობ აში
ტემპებით	ტემპ ებით
შვიდასამდე	შვიდ ასამდე
წრეზე	წრე ზე
ინტერპრეტაციას	ინტერპრეტაც იას
გადაყვანის	გადაყვან ის
კორომებს	კორომ ებს
მიურატმა	მიურატ მა
აითვისეს	აითვის ეს
ნოემბრის	ნოემბრ ის
დაფინანსების	დაფინანს ების
ევგენის	ევგენ ის
არჩეულად	არჩეულ ად
მთავრობისაგან	მთავრობ ისაგან
სამეზობლოში	სა მეზობლ ოში
ჩართვას	ჩართვ ას
ვიწროვდება	ვიწროვ დება
დაყოფილ	დაყოფილ
უილის	უილ ის
ბალახების	ბალახ ების
გადამკვეთი	გადამ კვეთი
პოლიტბიუროს	პოლიტ ბიურ ოს
ადამიანებისთვის	ადამიან ებისთვის
ბრძენს	ბრძენ ს
კოლოფი	კოლ ოფი
დეფიციტი	დეფიციტ ი
საფორტიფიკაციო	სა ფორტ იფიკაციო
ნასოფლარი	ნასოფლარ ი
წყვილს	წყვილ ს
გა	გა
დაზიანებებით	დაზიანებ ებით
კალენდარი	კალენდ არი
ფიგურით	ფიგურ ით
ქალებზე	ქალ ებზე
კუბოს	კუბ ოს
ხიდების	ხიდ ების
აღმშენებლობა	აღ მშენებლობ ა
მისვლამდე	მისვლ ამდე
ხანჯალი	ხან ჯალი
თანამებრძოლი	თანა მებრძოლ ი
მეტრის	მეტრ ის
მუცელზე	მუცელ ზე
სადედე	სა დედ ე
დიზაინით	დიზაინ ით
სათემო	სა თემ ო
ქუთაისის	ქუთაის ის
აგენტის	აგენტ ის
წინადადება	წინადად ება
ბიუჯეტმა	ბიუჯეტ მა
ნაშრომისა	ნაშრომ ისა
ბილეთი	ბილეთ ი
ჯექსონმა	ჯექსონ მა
სახელო	სახელ ო
ყინულნაპირისი	ყინულ ნაპირისი
დაამუშავეს	დაამუშავ ეს
მაქსიმალურ	მაქსიმალურ
რიცხვია	რიცხვ ია
ეკიპაჟმა	ეკიპაჟ მა
კოლექტივმა	კოლექტივ მა
მოსავლიანობა	მოსავლიან ობა
ნანგრევებით	ნანგრევ ებით
პოზიციით	პოზიცი ით
სწავლებით	სწავლ ებით
ცერემონიის	ცერემონი ის
მავნებელია	მავნ ებელია
გაზრდილიყო	გაზრდ ილიყო
ამჩნევენ	ამჩნევ ენ
მიანიჭეს	მიანიჭ ეს
კუნძულსა	კუნძულ სა
მამლის	მამლ ის
კოლონიად	კოლონი ად
ფიქცია	ფიქცი ა
ახლობლები	ახლობლ ები
შეძლებენ	შეძლ ებენ
თეთრად	თეთრ ად
რეისების	რეის ების
იორკ	იორკ
დოსტოევსკი	დოსტოევსკ ი
ჩამოსულიყავით	ჩამო სულიყავ ით
კვარცის	კვარც ის
დაიცვა	დაიც ვა
საუკუნოვან	საუკუნ ოვან
თაღებით	თაღ ებით
სტანდარტული	სტანდარტ ული
შლილი	შლ ილი
მოწყობას	მოწყობ ას
რადგანაც	რად განაც
ვიქეიფოთ	ვი ქეიფოთ
მსმენელი	მსმენელ ი
ანჩელოტი	ანჩელოტ ი
დაწყვილების	და წყვილ ების
აბსოლუტურად	აბსოლუტურ ად
დომინიონის	დომინ იონის
შესძლეს	შესძლ ეს
ქალებისთვის	ქალ ებისთვის
წარმატებულია	წარმატ ებულია
ბოლი	ბოლ ი
მოხუცებულმა	მოხუც ებულმა
მეთოდოლოგიურ	მეთოდოლოგი ურ
დამალულ	დამალ ულ
დახურვა	დახურვ ა
ლამბერტი	ლამბერტ ი
მოტივს	მოტივ ს
ქათამს	ქათამ ს
აცნობენ	აცნობ ენ
მანძილით	მანძილ ით
შეკვეთილი	შეკვეთ ილი
ტერიტორიებთან	ტერიტორი ებთან
რუუდმა	რუუდ მა
მობილურის	მობილურ ის
სპირალურად	სპირალ ურად
ქართლზე	ქართლ ზე
შეხვდა	შეხვდ ა
ვარსკვლავმა	ვარსკვლავ მა
ჯესიკა	ჯე ს იკა
სრულიად	სრული ად
დაუტოვა	დაუტოვ ა
კვართი	კვართ ი
ჭრა	ჭრ ა
წარბები	წარ ბ ები
ხმაურიანი	ხმაურ იანი
მამლუქებს	მამლუქ ებს
ნამუშევრის	ნამუშევრ ის
ეცა	ეც ა
ნემსი	ნემს ი
ზეცად	ზეც ად
უმრავლესობის	უმრავლესობ ის
სპილენძს	სპილენძ ს
სტივის	სტივ ის
გაატაროს	გაატარ ოს
გრაფიკულად	გრაფიკ ულად
ერიკა	ერიკ ა
აქცევდა	აქცევ და
რამეს	რამ ეს
წინასწარმეტყველს	წინასწარ მეტყველს
ავადმყოფობამ	ავადმყოფ ობამ
ჰუგენოტებს	ჰუგენ ოტებს
თესევსი	თესევს ი
ასწლეული	ასწლეულ ი
სილვა	სილ ვა
შთაბეჭდილებას	შთაბეჭდილ ებას
ინტერესებით	ინტერეს ებით
აკავშირებდა	აკავშირ ებდა
შემოკლ	შემოკლ
თანამდებობებზე	თან ამდებობ ებზე
საგონებელში	სა გონ ებელში
ხაზიც	ხაზ იც
მიემართებოდა	მიემართ ებოდა
ფეროშენადნობთა	ფერ ო შენადნობ თა
ებჯინება	ებჯინ ება
ტაიტის	ტაიტი ს
აჯანყებებმა	აჯანყებ ებმა
სახელოსნოს	სა ხელოსნ ოს
სადამ	სა და მ
ამბოხებულებს	ამბოხებულ ებს
აშოტ	აშოტ
კოდური	კოდ ური
რეზიდენციას	რეზიდენცი ას
რეალისტურ	რეალისტურ
აღკვეთილი	აღკვეთ ილი
ჯიხვი	ჯი ხვ ი
ბრძოლიდან	ბრძოლ იდან
განიზრახეს	განიზრახ ეს
ტურებში	ტურ ებში
ზღვებსა	ზღვ ებსა
უჭირავს	უჭირ ავს
შემდე	შე მდე
პორტუს	პორტ უს
მიზანი	მიზან ი
დონეცკის	დონე ცკის
შიგნითა	შიგნ ითა
კედელს	კედელ ს
ჩაცმულობის	ჩაცმულ ობის
ბიბი	ბიბ ი
არსს	არს ს
ზურგზე	ზურგ ზე
შექმნიდა	შექმნ იდა
შეარჩიეს	შეარჩი ეს
ხმელთაშუაზღვის	ხმელთაშუა ზღვის
იკეთებდა	იკეთ ებდა
სიმღერაზე	სიმღერ აზე
იგებენ	იგ ებენ
მემე	მე მე
ახლის	ახლ ის
აზიიდან	აზი იდან
გამოიხატება	გამოიხატ ება
გაჭირვებაში	გაჭირვ ებაში
საძოვრებს	საძოვრ ებს
ემოსა	ემო სა
მეზობელი	მეზობელ ი
მშობლებიც	მშობლ ებიც
კაიზერის	კაიზერ ის
გამოცდაზე	გამოცდ აზე
განგებით	განგებ ით
მწვრთნელ	მწვრთნელ
წამზე	წამ ზე
ნაწილებში	ნაწილ ებში
წელმა	წელ მა
გურუ	გურ უ
მოსახლეზე	მოსახლე ზე
მოკლებულია	მოკლ ებულია
ვირს	ვირ ს
კარით	კარ ით
ღვინოს	ღვინო ს
რეგიონებად	რეგიონ ებად
სიფრთხილით	სი ფრთხილ ით
ცხოველებს	ცხოველ ებს
მთაში	მთ აში
დაგებულია	დაგ ებულია
კინოფესტივალის	კინოფესტივალ ის
ასტრონომებმა	ასტრონომ ებმა
ბალახს	ბალახ ს
ალვის	ა ლვის
ლაპარაკობდნენ	ლაპარაკ ობდნენ
კალანის	კალ ანის
გარანტია	გარანტი ა
დიურასის	დიურ ასის
ჩათვალა	ჩათვალ ა
მხარეც	მხარე ც
ნივთიერების	ნივთიერ ების
თავისუფლებისათვის	თავისუფლ ებისათვის
აპოლონის	აპოლონ ის
ზევსისა	ზევს ისა
პრივილეგიებით	პრივილეგი ებით
დამაჯერებლად	დამაჯერ ებლად
სიმღერასთან	სიმღერ ასთან
ერთგული	ერთგულ ი
ნაზი	ნაზ ი
ცრვენა	ცრვე ნა
ვენესუელაში	ვენესუელ აში
მომავალი	მომავალ ი
შორიახლოს	შორ იახლოს
დაჯილდოვებულია	დაჯილდოვ ებულია
დაირთავს	დაი რთავს
სახელმწიფოებრიობის	სა ხელმწიფო ებრიობის
სთან	ს თან
წინადადების	წინადად ების
პოულობდა	პოულ ობდა
პრაქტიკულ	პრაქტიკ ულ
გაჩერებულა	გაჩერ ებულა
ჩამოსახლებული	ჩამოსახლ ებული
მოსამზადებელ	მოსამზად ებელ
მუზარადი	მუზა რადი
სისხლისმღვრელ	სისხლისმღვრელ
დამახასიათებელ	და მახასიათებელ
კულტურებს	კულტურ ებს
დაგ	დაგ
სისტემებს	სისტემ ებს
დატვირთულია	დატვირთულ ია
სახელმწიფომ	სა ხელმწიფო მ
რომლიდანაც	რომლ იდანაც
აზრს	აზრ ს
მიღებისას	მიღების ას
აქბარი	აქბარ ი
გადაადგილდება	გადაადგილ დება
კომფორტული	კომ ფორტული
გაგრძელებაა	გაგრძელ ებაა
მარსელში	მარსელ ში
პროდუქციაზე	პროდუქცი აზე
საშემსრულებლო	სა შემსრულებლ ო
ფენომენს	ფენომენ ს
გასამართი	გასამართ ი
მისადგომი	მისადგომ ი
დაზუსტებით	დაზუსტ ებით
ოფიცრები	ოფიცრ ები
დათხოვნის	დათხოვნ ის
რეზერვაციის	რეზერვ აციის
უეფა	უეფა
დაპყრობამდე	დაპყრობ ამდე
გასასვლელით	გასასვლელ ით
ნორვეგიელმა	ნორვეგიელ მა
ონის	ონ ის
გაახარა	გაა ხარა
სპირტიანი	სპირტ იანი
ფრანგებს	ფრანგ ებს
მუბანი	მ უბან ი
საბჯენი	საბჯენ ი
